year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_gov_total_hc_t
2019,NUTS,2010,FI2,1,0.0
2012,NUTS,2010,FI20,2,0.0
2013,NUTS,2010,FI20,2,0.0
2015,NUTS,2010,FI20,2,0.0
2016,NUTS,2010,FI20,2,0.0
2017,NUTS,2010,FI20,2,0.0
2018,NUTS,2010,FI20,2,0.0
2019,NUTS,2010,FI20,2,0.0
2011,NUTS,2010,FR,0,52141.0
2012,NUTS,2010,FR,0,51716.0
2013,NUTS,2010,FR,0,51764.0
2014,NUTS,2010,FR,0,51564.0
2016,NUTS,2010,FR,0,52280.0
2017,NUTS,2010,FR,0,51754.0
2018,NUTS,2010,FR,0,52327.0
2011,NUTS,2010,HR,0,4835.0
2012,NUTS,2010,HR,0,4785.0
2013,NUTS,2010,HR,0,4666.0
2014,NUTS,2010,HR,0,4472.0
2015,NUTS,2010,HR,0,4316.0
2016,NUTS,2010,HR,0,4101.0
2017,NUTS,2010,HR,0,4289.0
2018,NUTS,2010,HR,0,4337.0
2019,NUTS,2010,HR,0,4588.0
2020,NUTS,2010,HR,0,4826.0
2011,NUTS,2010,HR0,1,4835.0
2012,NUTS,2010,HR0,1,4785.0
2013,NUTS,2010,HR0,1,4666.0
2014,NUTS,2010,HR0,1,4472.0
2015,NUTS,2010,HR0,1,4316.0
2016,NUTS,2010,HR0,1,4101.0
2017,NUTS,2010,HR0,1,4289.0
2018,NUTS,2010,HR0,1,4337.0
2019,NUTS,2010,HR0,1,4588.0
2020,NUTS,2010,HR0,1,4826.0
2020,NUTS,2010,HR02,2,498.0
2011,NUTS,2010,HR03,2,398.0
2012,NUTS,2010,HR03,2,435.0
2013,NUTS,2010,HR03,2,429.0
2014,NUTS,2010,HR03,2,282.0
2015,NUTS,2010,HR03,2,268.0
2016,NUTS,2010,HR03,2,481.0
2017,NUTS,2010,HR03,2,508.0
2018,NUTS,2010,HR03,2,541.0
2019,NUTS,2010,HR03,2,694.0
2020,NUTS,2010,HR03,2,639.0
2011,NUTS,2010,HR04,2,4437.0
2012,NUTS,2010,HR04,2,4350.0
2013,NUTS,2010,HR04,2,4237.0
2014,NUTS,2010,HR04,2,4190.0
2015,NUTS,2010,HR04,2,4048.0
2016,NUTS,2010,HR04,2,3620.0
2017,NUTS,2010,HR04,2,3781.0
2018,NUTS,2010,HR04,2,3796.0
2019,NUTS,2010,HR04,2,3894.0
2020,NUTS,2010,HR05,2,3606.0
2020,NUTS,2010,HR06,2,83.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2011,NUTS,2010,HU,0,10156.0
2012,NUTS,2010,HU,0,9541.0
2013,NUTS,2010,HU,0,9309.0
2014,NUTS,2010,HU,0,9379.0
2015,NUTS,2010,HU,0,10531.0
2016,NUTS,2010,HU,0,9318.0
2017,NUTS,2010,HU,0,9099.0
2018,NUTS,2010,HU,0,12627.0
2019,NUTS,2010,HU,0,12846.0
2011,NUTS,2010,HU1,1,8075.0
2012,NUTS,2010,HU1,1,7557.0
2013,NUTS,2010,HU1,1,6992.0
2014,NUTS,2010,HU1,1,7069.0
2015,NUTS,2010,HU1,1,8235.0
2016,NUTS,2010,HU1,1,7132.0
2017,NUTS,2010,HU1,1,7079.0
2018,NUTS,2010,HU1,1,9882.0
2019,NUTS,2010,HU1,1,10095.0
2011,NUTS,2010,HU10,2,8075.0
2012,NUTS,2010,HU10,2,7557.0
2013,NUTS,2010,HU10,2,6992.0
2014,NUTS,2010,HU10,2,7069.0
2015,NUTS,2010,HU10,2,8235.0
2016,NUTS,2010,HU10,2,7132.0
2017,NUTS,2010,HU11,2,6225.0
2018,NUTS,2010,HU11,2,9055.0
2019,NUTS,2010,HU11,2,9237.0
2017,NUTS,2010,HU12,2,854.0
2018,NUTS,2010,HU12,2,827.0
2019,NUTS,2010,HU12,2,858.0
2011,NUTS,2010,HU2,1,819.0
2012,NUTS,2010,HU2,1,869.0
2013,NUTS,2010,HU2,1,1266.0
2014,NUTS,2010,HU2,1,1152.0
2015,NUTS,2010,HU2,1,1156.0
2016,NUTS,2010,HU2,1,1125.0
2017,NUTS,2010,HU2,1,1140.0
2018,NUTS,2010,HU2,1,1303.0
2019,NUTS,2010,HU2,1,1413.0
2011,NUTS,2010,HU21,2,340.0
2012,NUTS,2010,HU21,2,655.0
2013,NUTS,2010,HU21,2,675.0
2014,NUTS,2010,HU21,2,660.0
2015,NUTS,2010,HU21,2,645.0
2016,NUTS,2010,HU21,2,610.0
2017,NUTS,2010,HU21,2,645.0
2018,NUTS,2010,HU21,2,812.0
2019,NUTS,2010,HU21,2,913.0
2011,NUTS,2010,HU22,2,278.0
2012,NUTS,2010,HU22,2,145.0
2013,NUTS,2010,HU22,2,302.0
2014,NUTS,2010,HU22,2,276.0
2015,NUTS,2010,HU22,2,290.0
2016,NUTS,2010,HU22,2,298.0
2017,NUTS,2010,HU22,2,260.0
2018,NUTS,2010,HU22,2,454.0
2019,NUTS,2010,HU22,2,457.0
2011,NUTS,2010,HU23,2,201.0
2012,NUTS,2010,HU23,2,69.0
2013,NUTS,2010,HU23,2,289.0
2014,NUTS,2010,HU23,2,216.0
2015,NUTS,2010,HU23,2,221.0
2016,NUTS,2010,HU23,2,217.0
2017,NUTS,2010,HU23,2,235.0
2018,NUTS,2010,HU23,2,37.0
2019,NUTS,2010,HU23,2,43.0
2011,NUTS,2010,HU3,1,1262.0
2012,NUTS,2010,HU3,1,1115.0
2013,NUTS,2010,HU3,1,1051.0
2014,NUTS,2010,HU3,1,1158.0
2015,NUTS,2010,HU3,1,1140.0
2016,NUTS,2010,HU3,1,1061.0
2017,NUTS,2010,HU3,1,880.0
2018,NUTS,2010,HU3,1,1442.0
2019,NUTS,2010,HU3,1,1338.0
2011,NUTS,2010,HU31,2,143.0
2012,NUTS,2010,HU31,2,60.0
2013,NUTS,2010,HU31,2,55.0
2014,NUTS,2010,HU31,2,30.0
2015,NUTS,2010,HU31,2,32.0
2016,NUTS,2010,HU31,2,20.0
2017,NUTS,2010,HU31,2,29.0
2018,NUTS,2010,HU31,2,26.0
2019,NUTS,2010,HU31,2,58.0
2011,NUTS,2010,HU32,2,335.0
2012,NUTS,2010,HU32,2,300.0
2013,NUTS,2010,HU32,2,213.0
2014,NUTS,2010,HU32,2,446.0
2015,NUTS,2010,HU32,2,413.0
2016,NUTS,2010,HU32,2,403.0
2017,NUTS,2010,HU32,2,188.0
2018,NUTS,2010,HU32,2,228.0
2019,NUTS,2010,HU32,2,275.0
2011,NUTS,2010,HU33,2,784.0
2012,NUTS,2010,HU33,2,755.0
2013,NUTS,2010,HU33,2,783.0
2014,NUTS,2010,HU33,2,682.0
2015,NUTS,2010,HU33,2,695.0
2016,NUTS,2010,HU33,2,638.0
2017,NUTS,2010,HU33,2,663.0
2018,NUTS,2010,HU33,2,1188.0
2019,NUTS,2010,HU33,2,1005.0
2011,NUTS,2010,IE,0,1196.0
2012,NUTS,2010,IE,0,1103.0
2013,NUTS,2010,IE,0,1022.0
2014,NUTS,2010,IE,0,1014.0
2015,NUTS,2010,IE,0,1142.0
2017,NUTS,2010,IE,0,1288.0
2019,NUTS,2010,IE,0,1521.0
2011,NUTS,2010,IE0,1,1196.0
2012,NUTS,2010,IE0,1,1103.0
2013,NUTS,2010,IE0,1,1022.0
2015,NUTS,2010,IE0,1,1141.0
2017,NUTS,2010,IE0,1,1288.0
2011,NUTS,2010,IE01,2,179.0
2012,NUTS,2010,IE01,2,165.0
2013,NUTS,2010,IE01,2,153.0
2015,NUTS,2010,IE01,2,30.0
2017,NUTS,2010,IE01,2,232.0
2011,NUTS,2010,IE02,2,1017.0
2012,NUTS,2010,IE02,2,938.0
2013,NUTS,2010,IE02,2,869.0
2015,NUTS,2010,IE02,2,1111.0
2017,NUTS,2010,IE02,2,1056.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,743.0
2013,NUTS,2010,IS,0,293.0
2015,NUTS,2010,IS,0,329.0
2016,NUTS,2010,IS,0,332.0
2017,NUTS,2010,IS,0,338.0
2018,NUTS,2010,IS,0,338.0
2011,NUTS,2010,IT,0,46587.0
2012,NUTS,2010,IT,0,49093.0
2013,NUTS,2010,IT,0,51274.0
2014,NUTS,2010,IT,0,51330.0
2015,NUTS,2010,IT,0,51952.0
2016,NUTS,2010,IT,0,52874.0
2017,NUTS,2010,IT,0,53224.0
2018,NUTS,2010,IT,0,54284.0
2019,NUTS,2010,IT,0,54526.0
2011,NUTS,2010,ITC,1,8373.0
2012,NUTS,2010,ITC,1,9129.0
2013,NUTS,2010,ITC,1,10108.0
2014,NUTS,2010,ITC,1,10446.0
2015,NUTS,2010,ITC,1,10561.0
2016,NUTS,2010,ITC,1,10511.0
2017,NUTS,2010,ITC,1,10369.0
2018,NUTS,2010,ITC,1,11001.0
2019,NUTS,2010,ITC,1,11357.0
2011,NUTS,2010,ITC1,2,1359.0
2012,NUTS,2010,ITC1,2,1520.0
2013,NUTS,2010,ITC1,2,1371.0
2014,NUTS,2010,ITC1,2,1437.0
2015,NUTS,2010,ITC1,2,1556.0
2016,NUTS,2010,ITC1,2,1589.0
2017,NUTS,2010,ITC1,2,1545.0
2018,NUTS,2010,ITC1,2,1698.0
2019,NUTS,2010,ITC1,2,1547.0
2011,NUTS,2010,ITC2,2,77.0
2012,NUTS,2010,ITC2,2,59.0
2013,NUTS,2010,ITC2,2,58.0
2014,NUTS,2010,ITC2,2,59.0
2015,NUTS,2010,ITC2,2,42.0
2016,NUTS,2010,ITC2,2,39.0
2017,NUTS,2010,ITC2,2,77.0
2018,NUTS,2010,ITC2,2,61.0
2019,NUTS,2010,ITC2,2,61.0
2011,NUTS,2010,ITC3,2,1208.0
2012,NUTS,2010,ITC3,2,1565.0
2013,NUTS,2010,ITC3,2,1593.0
2014,NUTS,2010,ITC3,2,1756.0
2015,NUTS,2010,ITC3,2,1833.0
2016,NUTS,2010,ITC3,2,1841.0
2017,NUTS,2010,ITC3,2,1935.0
2018,NUTS,2010,ITC3,2,2143.0
2019,NUTS,2010,ITC3,2,2273.0
2011,NUTS,2010,ITC4,2,5729.0
2012,NUTS,2010,ITC4,2,5985.0
2013,NUTS,2010,ITC4,2,7086.0
2014,NUTS,2010,ITC4,2,7194.0
2015,NUTS,2010,ITC4,2,7130.0
2016,NUTS,2010,ITC4,2,7042.0
2017,NUTS,2010,ITC4,2,6812.0
2018,NUTS,2010,ITC4,2,7099.0
2019,NUTS,2010,ITC4,2,7476.0
2011,NUTS,2010,ITF,1,5595.0
2012,NUTS,2010,ITF,1,6170.0
2013,NUTS,2010,ITF,1,6478.0
2014,NUTS,2010,ITF,1,6833.0
2015,NUTS,2010,ITF,1,7063.0
2016,NUTS,2010,ITF,1,6831.0
2017,NUTS,2010,ITF,1,6918.0
2018,NUTS,2010,ITF,1,6873.0
2019,NUTS,2010,ITF,1,7166.0
2011,NUTS,2010,ITF1,2,626.0
2012,NUTS,2010,ITF1,2,609.0
2013,NUTS,2010,ITF1,2,659.0
2014,NUTS,2010,ITF1,2,701.0
2015,NUTS,2010,ITF1,2,740.0
2016,NUTS,2010,ITF1,2,722.0
2017,NUTS,2010,ITF1,2,755.0
2018,NUTS,2010,ITF1,2,756.0
2019,NUTS,2010,ITF1,2,779.0
2011,NUTS,2010,ITF2,2,50.0
2012,NUTS,2010,ITF2,2,48.0
2013,NUTS,2010,ITF2,2,46.0
2014,NUTS,2010,ITF2,2,49.0
2015,NUTS,2010,ITF2,2,70.0
2016,NUTS,2010,ITF2,2,71.0
2017,NUTS,2010,ITF2,2,59.0
2018,NUTS,2010,ITF2,2,60.0
2019,NUTS,2010,ITF2,2,67.0
2011,NUTS,2010,ITF3,2,2495.0
2012,NUTS,2010,ITF3,2,2904.0
2013,NUTS,2010,ITF3,2,3078.0
2014,NUTS,2010,ITF3,2,3114.0
2015,NUTS,2010,ITF3,2,3232.0
2016,NUTS,2010,ITF3,2,3136.0
2017,NUTS,2010,ITF3,2,3043.0
2018,NUTS,2010,ITF3,2,3004.0
2019,NUTS,2010,ITF3,2,3162.0
2011,NUTS,2010,ITF4,2,1626.0
2012,NUTS,2010,ITF4,2,1704.0
2013,NUTS,2010,ITF4,2,1767.0
2014,NUTS,2010,ITF4,2,2024.0
2015,NUTS,2010,ITF4,2,2001.0
2016,NUTS,2010,ITF4,2,1976.0
2017,NUTS,2010,ITF4,2,2156.0
2018,NUTS,2010,ITF4,2,2182.0
2019,NUTS,2010,ITF4,2,2264.0
2011,NUTS,2010,ITF5,2,477.0
2012,NUTS,2010,ITF5,2,505.0
2013,NUTS,2010,ITF5,2,483.0
2014,NUTS,2010,ITF5,2,483.0
2015,NUTS,2010,ITF5,2,498.0
2016,NUTS,2010,ITF5,2,504.0
2017,NUTS,2010,ITF5,2,494.0
2018,NUTS,2010,ITF5,2,484.0
2019,NUTS,2010,ITF5,2,485.0
2011,NUTS,2010,ITF6,2,321.0
2012,NUTS,2010,ITF6,2,400.0
2013,NUTS,2010,ITF6,2,445.0
2014,NUTS,2010,ITF6,2,462.0
2015,NUTS,2010,ITF6,2,522.0
2016,NUTS,2010,ITF6,2,422.0
2017,NUTS,2010,ITF6,2,411.0
2018,NUTS,2010,ITF6,2,387.0
2019,NUTS,2010,ITF6,2,409.0
2011,NUTS,2010,ITG,1,3437.0
2012,NUTS,2010,ITG,1,3544.0
2013,NUTS,2010,ITG,1,3738.0
2014,NUTS,2010,ITG,1,4023.0
2015,NUTS,2010,ITG,1,4159.0
2016,NUTS,2010,ITG,1,3903.0
2017,NUTS,2010,ITG,1,3960.0
2018,NUTS,2010,ITG,1,3861.0
2019,NUTS,2010,ITG,1,4026.0
2011,NUTS,2010,ITG1,2,2052.0
2012,NUTS,2010,ITG1,2,2225.0
2013,NUTS,2010,ITG1,2,2413.0
2014,NUTS,2010,ITG1,2,2614.0
2015,NUTS,2010,ITG1,2,2707.0
2016,NUTS,2010,ITG1,2,2536.0
2017,NUTS,2010,ITG1,2,2661.0
2018,NUTS,2010,ITG1,2,2626.0
2019,NUTS,2010,ITG1,2,2613.0
2011,NUTS,2010,ITG2,2,1385.0
2012,NUTS,2010,ITG2,2,1319.0
2013,NUTS,2010,ITG2,2,1325.0
2014,NUTS,2010,ITG2,2,1409.0
2015,NUTS,2010,ITG2,2,1452.0
2016,NUTS,2010,ITG2,2,1367.0
2017,NUTS,2010,ITG2,2,1299.0
2018,NUTS,2010,ITG2,2,1235.0
2019,NUTS,2010,ITG2,2,1413.0
2011,NUTS,2010,ITH,1,10326.0
2012,NUTS,2010,ITH,1,10897.0
2013,NUTS,2010,ITH,1,11376.0
2014,NUTS,2010,ITH,1,9965.0
2015,NUTS,2010,ITH,1,10158.0
2016,NUTS,2010,ITH,1,10117.0
2017,NUTS,2010,ITH,1,10587.0
2018,NUTS,2010,ITH,1,10679.0
2019,NUTS,2010,ITH,1,10413.0
2011,NUTS,2010,ITH1,2,572.0
2012,NUTS,2010,ITH1,2,539.0
2013,NUTS,2010,ITH1,2,577.0
2014,NUTS,2010,ITH1,2,52.0
2015,NUTS,2010,ITH1,2,29.0
2016,NUTS,2010,ITH1,2,51.0
2017,NUTS,2010,ITH1,2,39.0
2018,NUTS,2010,ITH1,2,273.0
2019,NUTS,2010,ITH1,2,272.0
2011,NUTS,2010,ITH2,2,1355.0
2012,NUTS,2010,ITH2,2,1406.0
2013,NUTS,2010,ITH2,2,1647.0
2014,NUTS,2010,ITH2,2,1571.0
2015,NUTS,2010,ITH2,2,1644.0
2016,NUTS,2010,ITH2,2,1448.0
2017,NUTS,2010,ITH2,2,1797.0
2018,NUTS,2010,ITH2,2,1778.0
2019,NUTS,2010,ITH2,2,1714.0
2011,NUTS,2010,ITH3,2,2453.0
2012,NUTS,2010,ITH3,2,2499.0
2013,NUTS,2010,ITH3,2,2532.0
2014,NUTS,2010,ITH3,2,2406.0
2015,NUTS,2010,ITH3,2,2363.0
2016,NUTS,2010,ITH3,2,2342.0
2017,NUTS,2010,ITH3,2,2418.0
2018,NUTS,2010,ITH3,2,2342.0
2019,NUTS,2010,ITH3,2,2234.0
2011,NUTS,2010,ITH4,2,1064.0
2012,NUTS,2010,ITH4,2,1201.0
2013,NUTS,2010,ITH4,2,1033.0
2014,NUTS,2010,ITH4,2,1480.0
2015,NUTS,2010,ITH4,2,1642.0
2016,NUTS,2010,ITH4,2,1645.0
2017,NUTS,2010,ITH4,2,1889.0
2018,NUTS,2010,ITH4,2,1936.0
2019,NUTS,2010,ITH4,2,1848.0
2011,NUTS,2010,ITH5,2,4882.0
2012,NUTS,2010,ITH5,2,5252.0
2013,NUTS,2010,ITH5,2,5587.0
2014,NUTS,2010,ITH5,2,4456.0
2015,NUTS,2010,ITH5,2,4480.0
2016,NUTS,2010,ITH5,2,4631.0
2017,NUTS,2010,ITH5,2,4444.0
2018,NUTS,2010,ITH5,2,4350.0
2019,NUTS,2010,ITH5,2,4345.0
2011,NUTS,2010,ITI,1,18856.0
2012,NUTS,2010,ITI,1,19353.0
2013,NUTS,2010,ITI,1,19574.0
2014,NUTS,2010,ITI,1,20063.0
2015,NUTS,2010,ITI,1,20011.0
2016,NUTS,2010,ITI,1,21512.0
2017,NUTS,2010,ITI,1,21390.0
2018,NUTS,2010,ITI,1,21870.0
2019,NUTS,2010,ITI,1,21564.0
2011,NUTS,2010,ITI1,2,2796.0
2012,NUTS,2010,ITI1,2,2968.0
2013,NUTS,2010,ITI1,2,3299.0
2014,NUTS,2010,ITI1,2,3308.0
2015,NUTS,2010,ITI1,2,3284.0
2016,NUTS,2010,ITI1,2,3524.0
2017,NUTS,2010,ITI1,2,3389.0
2018,NUTS,2010,ITI1,2,3754.0
2019,NUTS,2010,ITI1,2,3574.0
2011,NUTS,2010,ITI2,2,226.0
2012,NUTS,2010,ITI2,2,259.0
2013,NUTS,2010,ITI2,2,313.0
2014,NUTS,2010,ITI2,2,351.0
2015,NUTS,2010,ITI2,2,354.0
2016,NUTS,2010,ITI2,2,396.0
2017,NUTS,2010,ITI2,2,329.0
2018,NUTS,2010,ITI2,2,331.0
2019,NUTS,2010,ITI2,2,389.0
2011,NUTS,2010,ITI3,2,283.0
2012,NUTS,2010,ITI3,2,345.0
2013,NUTS,2010,ITI3,2,401.0
2014,NUTS,2010,ITI3,2,413.0
2015,NUTS,2010,ITI3,2,419.0
2016,NUTS,2010,ITI3,2,451.0
2017,NUTS,2010,ITI3,2,442.0
2018,NUTS,2010,ITI3,2,453.0
2019,NUTS,2010,ITI3,2,486.0
2011,NUTS,2010,ITI4,2,15551.0
2012,NUTS,2010,ITI4,2,15781.0
2013,NUTS,2010,ITI4,2,15561.0
2014,NUTS,2010,ITI4,2,15991.0
2015,NUTS,2010,ITI4,2,15954.0
2016,NUTS,2010,ITI4,2,17141.0
2017,NUTS,2010,ITI4,2,17230.0
2018,NUTS,2010,ITI4,2,17332.0
2019,NUTS,2010,ITI4,2,17115.0
2011,NUTS,2010,JP,0,70682.0
2012,NUTS,2010,JP,0,70643.0
2013,NUTS,2010,JP,0,69925.0
2014,NUTS,2010,JP,0,70454.0
2015,NUTS,2010,JP,0,71278.0
2016,NUTS,2010,JP,0,72077.0
2017,NUTS,2010,JP,0,73020.0
2018,NUTS,2010,JP,0,73265.0
2019,NUTS,2010,JP,0,73971.0
2011,NUTS,2010,KR,0,35646.0
2012,NUTS,2010,KR,0,39408.0
2013,NUTS,2010,KR,0,41428.0
2014,NUTS,2010,KR,0,42582.0
2015,NUTS,2010,KR,0,43969.0
2016,NUTS,2010,KR,0,44739.0
2017,NUTS,2010,KR,0,45158.0
2018,NUTS,2010,KR,0,47598.0
2019,NUTS,2010,KR,0,50604.0
2011,NUTS,2010,LT,0,2720.0
2012,NUTS,2010,LT,0,2656.0
2013,NUTS,2010,LT,0,2769.0
2014,NUTS,2010,LT,0,2853.0
2015,NUTS,2010,LT,0,2831.0
2016,NUTS,2010,LT,0,3885.0
2017,NUTS,2010,LT,0,4025.0
2018,NUTS,2010,LT,0,3970.0
2019,NUTS,2010,LT,0,3974.0
2015,NUTS,2010,LT01,2,1989.0
2016,NUTS,2010,LT01,2,2165.0
2017,NUTS,2010,LT01,2,2282.0
2018,NUTS,2010,LT01,2,2273.0
2019,NUTS,2010,LT01,2,2299.0
2015,NUTS,2010,LT02,2,842.0
2016,NUTS,2010,LT02,2,1720.0
2017,NUTS,2010,LT02,2,1743.0
2018,NUTS,2010,LT02,2,1697.0
2019,NUTS,2010,LT02,2,1675.0
2011,NUTS,2010,LU,0,1291.0
2012,NUTS,2010,LU,0,1285.0
2013,NUTS,2010,LU,0,1311.0
2014,NUTS,2010,LU,0,1323.0
2015,NUTS,2010,LU,0,1306.0
2017,NUTS,2010,LU,0,1285.0
2019,NUTS,2010,LU,0,1386.0
2011,NUTS,2010,LV,0,1593.0
2012,NUTS,2010,LV,0,1589.0
2013,NUTS,2010,LV,0,1595.0
2014,NUTS,2010,LV,0,1589.0
2015,NUTS,2010,LV,0,1630.0
2016,NUTS,2010,LV,0,1599.0
2017,NUTS,2010,LV,0,1581.0
2018,NUTS,2010,LV,0,1749.0
2019,NUTS,2010,LV,0,1661.0
2011,NUTS,2010,ME,0,661.0
2013,NUTS,2010,ME,0,684.0
2014,NUTS,2010,ME,0,659.0
2015,NUTS,2010,ME,0,780.0
2016,NUTS,2010,ME,0,664.0
2017,NUTS,2010,ME,0,766.0
2018,NUTS,2010,ME,0,772.0
2019,NUTS,2010,ME,0,858.0
2011,NUTS,2010,MK,0,452.0
2012,NUTS,2010,MK,0,745.0
2015,NUTS,2010,MK,0,454.0
2016,NUTS,2010,MK,0,621.0
2017,NUTS,2010,MK,0,586.0
2018,NUTS,2010,MK,0,463.0
2019,NUTS,2010,MK,0,428.0
2011,NUTS,2010,MT,0,50.0
2012,NUTS,2010,MT,0,47.0
2013,NUTS,2010,MT,0,47.0
2014,NUTS,2010,MT,0,53.0
2015,NUTS,2010,MT,0,72.0
2016,NUTS,2010,MT,0,79.0
2017,NUTS,2010,MT,0,82.0
2018,NUTS,2010,MT,0,83.0
2019,NUTS,2010,MT,0,33.0
2011,NUTS,2010,NL,0,13447.0
2012,NUTS,2010,NL,0,17780.0
2013,NUTS,2010,NL,0,11322.0
2014,NUTS,2010,NL,0,11577.0
2015,NUTS,2010,NL,0,12128.0
2016,NUTS,2010,NL,0,12019.0
2017,NUTS,2010,NL,0,12121.0
2018,NUTS,2010,NL,0,12899.0
2019,NUTS,2010,NL,0,13472.0
2011,NUTS,2010,NL3,1,9571.0
2012,NUTS,2010,NL3,1,11201.0
2011,NUTS,2010,NO,0,9086.0
2012,NUTS,2010,NO,0,9137.0
2013,NUTS,2010,NO,0,9302.0
2014,NUTS,2010,NO,0,9274.0
2015,NUTS,2010,NO,0,9545.0
2016,NUTS,2010,NO,0,9465.0
2017,NUTS,2010,NO,0,9801.0
2018,NUTS,2010,NO,0,9783.0
2019,NUTS,2010,NO,0,9804.0
2011,NUTS,2010,NO0,1,9086.0
2012,NUTS,2010,NO0,1,9137.0
2013,NUTS,2010,NO0,1,9302.0
2014,NUTS,2010,NO0,1,9274.0
2015,NUTS,2010,NO0,1,9545.0
2017,NUTS,2010,NO0,1,9801.0
2018,NUTS,2010,NO0,1,9783.0
2019,NUTS,2010,NO0,1,9804.0
2011,NUTS,2010,NO01,2,4863.0
2012,NUTS,2010,NO01,2,4858.0
2013,NUTS,2010,NO01,2,4952.0
2014,NUTS,2010,NO01,2,4776.0
2015,NUTS,2010,NO01,2,4954.0
2017,NUTS,2010,NO01,2,4883.0
2018,NUTS,2010,NO01,2,5036.0
2019,NUTS,2010,NO01,2,5058.0
2011,NUTS,2010,NO02,2,234.0
2012,NUTS,2010,NO02,2,242.0
2013,NUTS,2010,NO02,2,251.0
2014,NUTS,2010,NO02,2,267.0
2015,NUTS,2010,NO02,2,255.0
2017,NUTS,2010,NO02,2,292.0
2018,NUTS,2010,NO02,2,309.0
2019,NUTS,2010,NO02,2,288.0
2011,NUTS,2010,NO03,2,697.0
2012,NUTS,2010,NO03,2,704.0
2013,NUTS,2010,NO03,2,754.0
2014,NUTS,2010,NO03,2,864.0
2015,NUTS,2010,NO03,2,872.0
2017,NUTS,2010,NO03,2,887.0
2018,NUTS,2010,NO03,2,869.0
2019,NUTS,2010,NO03,2,875.0
2011,NUTS,2010,NO04,2,324.0
2012,NUTS,2010,NO04,2,338.0
2013,NUTS,2010,NO04,2,375.0
2014,NUTS,2010,NO04,2,364.0
2015,NUTS,2010,NO04,2,409.0
2017,NUTS,2010,NO04,2,488.0
2018,NUTS,2010,NO04,2,494.0
2019,NUTS,2010,NO04,2,452.0
2011,NUTS,2010,NO05,2,1620.0
2012,NUTS,2010,NO05,2,1615.0
2013,NUTS,2010,NO05,2,1612.0
2014,NUTS,2010,NO05,2,1643.0
2015,NUTS,2010,NO05,2,1634.0
2017,NUTS,2010,NO05,2,1780.0
2018,NUTS,2010,NO05,2,1569.0
2019,NUTS,2010,NO05,2,1635.0
2011,NUTS,2010,NO06,2,717.0
2012,NUTS,2010,NO06,2,730.0
2013,NUTS,2010,NO06,2,702.0
2014,NUTS,2010,NO06,2,661.0
2015,NUTS,2010,NO06,2,671.0
2017,NUTS,2010,NO06,2,677.0
2018,NUTS,2010,NO06,2,722.0
2019,NUTS,2010,NO06,2,727.0
2011,NUTS,2010,NO07,2,631.0
2012,NUTS,2010,NO07,2,650.0
2013,NUTS,2010,NO07,2,656.0
2014,NUTS,2010,NO07,2,699.0
2015,NUTS,2010,NO07,2,750.0
2017,NUTS,2010,NO07,2,794.0
2018,NUTS,2010,NO07,2,784.0
2019,NUTS,2010,NO07,2,769.0
2011,NUTS,2010,PL,0,26953.0
2012,NUTS,2010,PL,0,26861.0
2013,NUTS,2010,PL,0,27176.0
2014,NUTS,2010,PL,0,27581.0
2015,NUTS,2010,PL,0,26459.0
2016,NUTS,2010,PL,0,7427.0
2017,NUTS,2010,PL,0,8647.0
2018,NUTS,2010,PL,0,8080.0
2019,NUTS,2010,PL,0,6724.0
2012,NUTS,2010,PL1,1,16305.0
2013,NUTS,2010,PL1,1,16763.0
2014,NUTS,2010,PL1,1,17197.0
2015,NUTS,2010,PL1,1,16660.0
2012,NUTS,2010,PL11,2,1492.0
2013,NUTS,2010,PL11,2,1495.0
2011,NUTS,2010,PL12,2,16681.0
2012,NUTS,2010,PL12,2,14813.0
2013,NUTS,2010,PL12,2,15268.0
2011,NUTS,2010,PL2,1,3927.0
2012,NUTS,2010,PL2,1,5139.0
2013,NUTS,2010,PL2,1,4920.0
2014,NUTS,2010,PL2,1,4801.0
2015,NUTS,2010,PL2,1,4676.0
2016,NUTS,2010,PL2,1,974.0
2017,NUTS,2010,PL2,1,1802.0
2018,NUTS,2010,PL2,1,1901.0
2019,NUTS,2010,PL2,1,977.0
2011,NUTS,2010,PL21,2,2052.0
2012,NUTS,2010,PL21,2,2957.0
2016,NUTS,2010,PL21,2,592.0
2017,NUTS,2010,PL21,2,1221.0
2018,NUTS,2010,PL21,2,1365.0
2011,NUTS,2010,PL22,2,1875.0
2012,NUTS,2010,PL22,2,2182.0
2016,NUTS,2010,PL22,2,382.0
2017,NUTS,2010,PL22,2,581.0
2018,NUTS,2010,PL22,2,536.0
2013,NUTS,2010,PL3,1,1084.0
2014,NUTS,2010,PL3,1,1133.0
2011,NUTS,2010,PL31,2,896.0
2012,NUTS,2010,PL31,2,796.0
2012,NUTS,2010,PL33,2,30.0
2014,NUTS,2010,PL33,2,99.0
2015,NUTS,2010,PL33,2,112.0
