year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_avi
1989,NUTS,2010,DE27C,3,1.0
1990,NUTS,2010,DE27C,3,1.0
1994,NUTS,2010,DE27C,3,1.0
2006,NUTS,2010,DE27C,3,1.0
2007,NUTS,2010,DE27C,3,0.75
2010,NUTS,2010,DE27C,3,1.0
2011,NUTS,2010,DE27C,3,0.2
1994,NUTS,2010,DE27D,3,0.5
1998,NUTS,2010,DE27D,3,1.5
1999,NUTS,2010,DE27D,3,2.0
2000,NUTS,2010,DE27D,3,0.5
2002,NUTS,2010,DE27D,3,1.5
2004,NUTS,2010,DE27D,3,2.0
2005,NUTS,2010,DE27D,3,1.5
2008,NUTS,2010,DE27D,3,1.7
2009,NUTS,2010,DE27D,3,3.0
2010,NUTS,2010,DE27D,3,4.9
2011,NUTS,2010,DE27D,3,2.17
2012,NUTS,2010,DE27D,3,4.25
1990,NUTS,2010,DE27E,3,0.33
2002,NUTS,2010,DE27E,3,1.0
2008,NUTS,2010,DE27E,3,0.5
2009,NUTS,2010,DE27E,3,0.33
1978,NUTS,2010,DE3,1,1.0
1988,NUTS,2010,DE3,1,1.0
1992,NUTS,2010,DE3,1,1.0
1993,NUTS,2010,DE3,1,1.0
1995,NUTS,2010,DE3,1,1.0
1996,NUTS,2010,DE3,1,1.0
1997,NUTS,2010,DE3,1,1.0
1999,NUTS,2010,DE3,1,5.2
2001,NUTS,2010,DE3,1,0.5
2002,NUTS,2010,DE3,1,1.0
2003,NUTS,2010,DE3,1,2.2
2004,NUTS,2010,DE3,1,2.17
2005,NUTS,2010,DE3,1,2.5
2006,NUTS,2010,DE3,1,2.67
2007,NUTS,2010,DE3,1,4.83
2008,NUTS,2010,DE3,1,4.5
2009,NUTS,2010,DE3,1,6.85
2010,NUTS,2010,DE3,1,1.5
2011,NUTS,2010,DE3,1,4.5
2012,NUTS,2010,DE3,1,3.33
1978,NUTS,2010,DE30,2,1.0
1988,NUTS,2010,DE30,2,1.0
1992,NUTS,2010,DE30,2,1.0
1993,NUTS,2010,DE30,2,1.0
1995,NUTS,2010,DE30,2,1.0
1996,NUTS,2010,DE30,2,1.0
1997,NUTS,2010,DE30,2,1.0
1999,NUTS,2010,DE30,2,5.2
2001,NUTS,2010,DE30,2,0.5
2002,NUTS,2010,DE30,2,1.0
2003,NUTS,2010,DE30,2,2.2
2004,NUTS,2010,DE30,2,2.17
2005,NUTS,2010,DE30,2,2.5
2006,NUTS,2010,DE30,2,2.67
2007,NUTS,2010,DE30,2,4.83
2008,NUTS,2010,DE30,2,4.5
2009,NUTS,2010,DE30,2,6.85
2010,NUTS,2010,DE30,2,1.5
2011,NUTS,2010,DE30,2,4.5
2012,NUTS,2010,DE30,2,3.33
1978,NUTS,2010,DE300,3,1.0
1988,NUTS,2010,DE300,3,1.0
1992,NUTS,2010,DE300,3,1.0
1993,NUTS,2010,DE300,3,1.0
1995,NUTS,2010,DE300,3,1.0
1996,NUTS,2010,DE300,3,1.0
1997,NUTS,2010,DE300,3,1.0
1999,NUTS,2010,DE300,3,5.2
2001,NUTS,2010,DE300,3,0.5
2002,NUTS,2010,DE300,3,1.0
2003,NUTS,2010,DE300,3,2.2
2004,NUTS,2010,DE300,3,2.17
2005,NUTS,2010,DE300,3,2.5
2006,NUTS,2010,DE300,3,2.67
2007,NUTS,2010,DE300,3,4.83
2008,NUTS,2010,DE300,3,4.5
2009,NUTS,2010,DE300,3,6.85
2010,NUTS,2010,DE300,3,1.5
2011,NUTS,2010,DE300,3,4.5
2012,NUTS,2010,DE300,3,3.33
1986,NUTS,2010,DE4,1,0.33
1990,NUTS,2010,DE4,1,0.33
1995,NUTS,2010,DE4,1,1.0
1996,NUTS,2010,DE4,1,1.0
2000,NUTS,2010,DE4,1,1.0
2001,NUTS,2010,DE4,1,0.5
2002,NUTS,2010,DE4,1,0.75
2003,NUTS,2010,DE4,1,5.0
2004,NUTS,2010,DE4,1,1.17
2005,NUTS,2010,DE4,1,1.0
2006,NUTS,2010,DE4,1,2.08
2007,NUTS,2010,DE4,1,2.75
2008,NUTS,2010,DE4,1,5.3
2009,NUTS,2010,DE4,1,4.87
2010,NUTS,2010,DE4,1,0.67
2011,NUTS,2010,DE4,1,1.0
2012,NUTS,2010,DE4,1,0.25
1986,NUTS,2010,DE40,2,0.33
1990,NUTS,2010,DE40,2,0.33
1995,NUTS,2010,DE40,2,1.0
1996,NUTS,2010,DE40,2,1.0
2000,NUTS,2010,DE40,2,1.0
2001,NUTS,2010,DE40,2,0.5
2002,NUTS,2010,DE40,2,0.75
2003,NUTS,2010,DE40,2,5.0
2004,NUTS,2010,DE40,2,1.17
2005,NUTS,2010,DE40,2,1.0
2006,NUTS,2010,DE40,2,2.08
2007,NUTS,2010,DE40,2,2.75
2008,NUTS,2010,DE40,2,5.3
2009,NUTS,2010,DE40,2,4.87
2010,NUTS,2010,DE40,2,0.67
2011,NUTS,2010,DE40,2,1.0
2012,NUTS,2010,DE40,2,0.25
2010,NUTS,2010,DE402,3,0.5
2002,NUTS,2010,DE404,3,0.5
2008,NUTS,2010,DE404,3,0.6
1986,NUTS,2010,DE405,3,0.33
1990,NUTS,2010,DE405,3,0.33
2001,NUTS,2010,DE406,3,0.5
2002,NUTS,2010,DE406,3,0.25
2003,NUTS,2010,DE406,3,2.0
2004,NUTS,2010,DE406,3,0.5
2005,NUTS,2010,DE406,3,0.5
2008,NUTS,2010,DE406,3,1.0
2009,NUTS,2010,DE406,3,2.0
2011,NUTS,2010,DE406,3,1.0
2004,NUTS,2010,DE408,3,0.17
2007,NUTS,2010,DE408,3,1.0
2009,NUTS,2010,DE408,3,0.45
2010,NUTS,2010,DE408,3,0.17
2012,NUTS,2010,DE408,3,0.25
2006,NUTS,2010,DE409,3,0.5
1996,NUTS,2010,DE40A,3,1.0
2007,NUTS,2010,DE40A,3,0.5
2009,NUTS,2010,DE40A,3,0.25
2006,NUTS,2010,DE40C,3,0.33
2008,NUTS,2010,DE40C,3,0.2
2005,NUTS,2010,DE40D,3,0.25
2009,NUTS,2010,DE40D,3,0.33
2005,NUTS,2010,DE40E,3,0.25
2006,NUTS,2010,DE40E,3,0.25
2007,NUTS,2010,DE40E,3,0.25
2008,NUTS,2010,DE40E,3,0.5
2009,NUTS,2010,DE40E,3,0.5
2009,NUTS,2010,DE40F,3,0.33
1995,NUTS,2010,DE40H,3,1.0
2000,NUTS,2010,DE40H,3,1.0
2003,NUTS,2010,DE40H,3,3.0
2004,NUTS,2010,DE40H,3,0.5
2006,NUTS,2010,DE40H,3,1.0
2007,NUTS,2010,DE40H,3,1.0
2008,NUTS,2010,DE40H,3,3.0
2009,NUTS,2010,DE40H,3,1.0
1979,NUTS,2010,DE5,1,1.0
1981,NUTS,2010,DE5,1,1.0
1982,NUTS,2010,DE5,1,0.25
1983,NUTS,2010,DE5,1,1.67
1984,NUTS,2010,DE5,1,0.58
1985,NUTS,2010,DE5,1,1.5
1986,NUTS,2010,DE5,1,2.17
1987,NUTS,2010,DE5,1,0.67
1988,NUTS,2010,DE5,1,1.0
1989,NUTS,2010,DE5,1,0.83
1990,NUTS,2010,DE5,1,2.0
1991,NUTS,2010,DE5,1,6.37
1992,NUTS,2010,DE5,1,4.0
1993,NUTS,2010,DE5,1,0.5
1994,NUTS,2010,DE5,1,1.0
1995,NUTS,2010,DE5,1,1.0
1996,NUTS,2010,DE5,1,3.06
1997,NUTS,2010,DE5,1,1.0
1998,NUTS,2010,DE5,1,1.67
1999,NUTS,2010,DE5,1,3.95
2000,NUTS,2010,DE5,1,1.67
2001,NUTS,2010,DE5,1,0.67
2002,NUTS,2010,DE5,1,1.17
2003,NUTS,2010,DE5,1,8.8
2004,NUTS,2010,DE5,1,9.17
2005,NUTS,2010,DE5,1,12.37
2006,NUTS,2010,DE5,1,9.7
2007,NUTS,2010,DE5,1,4.25
2008,NUTS,2010,DE5,1,9.1
2009,NUTS,2010,DE5,1,16.95
2010,NUTS,2010,DE5,1,6.48
2011,NUTS,2010,DE5,1,10.89
2012,NUTS,2010,DE5,1,5.65
1979,NUTS,2010,DE50,2,1.0
1981,NUTS,2010,DE50,2,1.0
1982,NUTS,2010,DE50,2,0.25
1983,NUTS,2010,DE50,2,1.67
1984,NUTS,2010,DE50,2,0.58
1985,NUTS,2010,DE50,2,1.5
1986,NUTS,2010,DE50,2,2.17
1987,NUTS,2010,DE50,2,0.67
1988,NUTS,2010,DE50,2,1.0
1989,NUTS,2010,DE50,2,0.83
1990,NUTS,2010,DE50,2,2.0
1991,NUTS,2010,DE50,2,6.37
1992,NUTS,2010,DE50,2,4.0
1993,NUTS,2010,DE50,2,0.5
1994,NUTS,2010,DE50,2,1.0
1995,NUTS,2010,DE50,2,1.0
1996,NUTS,2010,DE50,2,3.06
1997,NUTS,2010,DE50,2,1.0
1998,NUTS,2010,DE50,2,1.67
1999,NUTS,2010,DE50,2,3.95
2000,NUTS,2010,DE50,2,1.67
2001,NUTS,2010,DE50,2,0.67
2002,NUTS,2010,DE50,2,1.17
2003,NUTS,2010,DE50,2,8.8
2004,NUTS,2010,DE50,2,9.17
2005,NUTS,2010,DE50,2,12.37
2006,NUTS,2010,DE50,2,9.7
2007,NUTS,2010,DE50,2,4.25
2008,NUTS,2010,DE50,2,9.1
2009,NUTS,2010,DE50,2,16.95
2010,NUTS,2010,DE50,2,6.48
2011,NUTS,2010,DE50,2,10.89
2012,NUTS,2010,DE50,2,5.65
1979,NUTS,2010,DE501,3,1.0
1981,NUTS,2010,DE501,3,1.0
1982,NUTS,2010,DE501,3,0.25
1983,NUTS,2010,DE501,3,1.67
1984,NUTS,2010,DE501,3,0.58
1985,NUTS,2010,DE501,3,1.5
1986,NUTS,2010,DE501,3,2.17
1987,NUTS,2010,DE501,3,0.33
1988,NUTS,2010,DE501,3,1.0
1989,NUTS,2010,DE501,3,0.83
1990,NUTS,2010,DE501,3,2.0
1991,NUTS,2010,DE501,3,6.37
1992,NUTS,2010,DE501,3,4.0
1993,NUTS,2010,DE501,3,0.5
1994,NUTS,2010,DE501,3,1.0
1995,NUTS,2010,DE501,3,1.0
1996,NUTS,2010,DE501,3,2.56
1997,NUTS,2010,DE501,3,1.0
1998,NUTS,2010,DE501,3,1.67
1999,NUTS,2010,DE501,3,3.95
2000,NUTS,2010,DE501,3,1.67
2001,NUTS,2010,DE501,3,0.67
2002,NUTS,2010,DE501,3,1.17
2003,NUTS,2010,DE501,3,8.8
2004,NUTS,2010,DE501,3,9.17
2005,NUTS,2010,DE501,3,10.87
2006,NUTS,2010,DE501,3,9.7
2007,NUTS,2010,DE501,3,4.25
2008,NUTS,2010,DE501,3,9.1
2009,NUTS,2010,DE501,3,15.95
2010,NUTS,2010,DE501,3,6.48
2011,NUTS,2010,DE501,3,10.89
2012,NUTS,2010,DE501,3,5.65
1987,NUTS,2010,DE502,3,0.33
1996,NUTS,2010,DE502,3,0.5
2005,NUTS,2010,DE502,3,1.5
2009,NUTS,2010,DE502,3,1.0
1979,NUTS,2010,DE6,1,1.0
1980,NUTS,2010,DE6,1,0.5
1981,NUTS,2010,DE6,1,1.0
1982,NUTS,2010,DE6,1,1.0
1983,NUTS,2010,DE6,1,3.0
1984,NUTS,2010,DE6,1,3.5
1985,NUTS,2010,DE6,1,1.2
1986,NUTS,2010,DE6,1,6.0
1987,NUTS,2010,DE6,1,4.0
1988,NUTS,2010,DE6,1,3.5
1989,NUTS,2010,DE6,1,2.03
1990,NUTS,2010,DE6,1,1.0
1991,NUTS,2010,DE6,1,1.0
1992,NUTS,2010,DE6,1,5.17
1993,NUTS,2010,DE6,1,5.19
1994,NUTS,2010,DE6,1,5.17
1995,NUTS,2010,DE6,1,3.0
1996,NUTS,2010,DE6,1,8.33
1997,NUTS,2010,DE6,1,7.5
1998,NUTS,2010,DE6,1,4.98
1999,NUTS,2010,DE6,1,5.87
2000,NUTS,2010,DE6,1,5.87
2001,NUTS,2010,DE6,1,0.83
2002,NUTS,2010,DE6,1,8.0
2003,NUTS,2010,DE6,1,20.75
2004,NUTS,2010,DE6,1,26.35
2005,NUTS,2010,DE6,1,41.32
2006,NUTS,2010,DE6,1,34.48
2007,NUTS,2010,DE6,1,43.05
2008,NUTS,2010,DE6,1,48.12
2009,NUTS,2010,DE6,1,44.09
2010,NUTS,2010,DE6,1,33.86
2011,NUTS,2010,DE6,1,42.58
2012,NUTS,2010,DE6,1,55.13
1979,NUTS,2010,DE60,2,1.0
1980,NUTS,2010,DE60,2,0.5
1981,NUTS,2010,DE60,2,1.0
1982,NUTS,2010,DE60,2,1.0
1983,NUTS,2010,DE60,2,3.0
1984,NUTS,2010,DE60,2,3.5
1985,NUTS,2010,DE60,2,1.2
1986,NUTS,2010,DE60,2,6.0
1987,NUTS,2010,DE60,2,4.0
1988,NUTS,2010,DE60,2,3.5
1989,NUTS,2010,DE60,2,2.03
1990,NUTS,2010,DE60,2,1.0
1991,NUTS,2010,DE60,2,1.0
1992,NUTS,2010,DE60,2,5.17
1993,NUTS,2010,DE60,2,5.19
1994,NUTS,2010,DE60,2,5.17
1995,NUTS,2010,DE60,2,3.0
1996,NUTS,2010,DE60,2,8.33
1997,NUTS,2010,DE60,2,7.5
1998,NUTS,2010,DE60,2,4.98
1999,NUTS,2010,DE60,2,5.87
2000,NUTS,2010,DE60,2,5.87
2001,NUTS,2010,DE60,2,0.83
2002,NUTS,2010,DE60,2,8.0
2003,NUTS,2010,DE60,2,20.75
2004,NUTS,2010,DE60,2,26.35
2005,NUTS,2010,DE60,2,41.32
2006,NUTS,2010,DE60,2,34.48
2007,NUTS,2010,DE60,2,43.05
2008,NUTS,2010,DE60,2,48.12
2009,NUTS,2010,DE60,2,44.09
2010,NUTS,2010,DE60,2,33.86
2011,NUTS,2010,DE60,2,42.58
2012,NUTS,2010,DE60,2,55.13
1979,NUTS,2010,DE600,3,1.0
1980,NUTS,2010,DE600,3,0.5
1981,NUTS,2010,DE600,3,1.0
1982,NUTS,2010,DE600,3,1.0
1983,NUTS,2010,DE600,3,3.0
1984,NUTS,2010,DE600,3,3.5
1985,NUTS,2010,DE600,3,1.2
1986,NUTS,2010,DE600,3,6.0
1987,NUTS,2010,DE600,3,4.0
1988,NUTS,2010,DE600,3,3.5
1989,NUTS,2010,DE600,3,2.03
1990,NUTS,2010,DE600,3,1.0
1991,NUTS,2010,DE600,3,1.0
1992,NUTS,2010,DE600,3,5.17
1993,NUTS,2010,DE600,3,5.19
1994,NUTS,2010,DE600,3,5.17
1995,NUTS,2010,DE600,3,3.0
1996,NUTS,2010,DE600,3,8.33
1997,NUTS,2010,DE600,3,7.5
1998,NUTS,2010,DE600,3,4.98
1999,NUTS,2010,DE600,3,5.87
2000,NUTS,2010,DE600,3,5.87
2001,NUTS,2010,DE600,3,0.83
2002,NUTS,2010,DE600,3,8.0
2003,NUTS,2010,DE600,3,20.75
2004,NUTS,2010,DE600,3,26.35
2005,NUTS,2010,DE600,3,41.32
2006,NUTS,2010,DE600,3,34.48
2007,NUTS,2010,DE600,3,43.05
2008,NUTS,2010,DE600,3,48.12
2009,NUTS,2010,DE600,3,44.09
2010,NUTS,2010,DE600,3,33.86
2011,NUTS,2010,DE600,3,42.58
2012,NUTS,2010,DE600,3,55.13
1979,NUTS,2010,DE7,1,2.5
1980,NUTS,2010,DE7,1,1.5
1981,NUTS,2010,DE7,1,1.0
1982,NUTS,2010,DE7,1,2.0
1983,NUTS,2010,DE7,1,1.0
1984,NUTS,2010,DE7,1,6.75
1985,NUTS,2010,DE7,1,1.0
1986,NUTS,2010,DE7,1,1.33
1987,NUTS,2010,DE7,1,2.0
1988,NUTS,2010,DE7,1,1.2
1989,NUTS,2010,DE7,1,5.67
1990,NUTS,2010,DE7,1,2.5
1991,NUTS,2010,DE7,1,0.33
1992,NUTS,2010,DE7,1,0.5
1993,NUTS,2010,DE7,1,4.0
1994,NUTS,2010,DE7,1,1.5
1995,NUTS,2010,DE7,1,1.0
1996,NUTS,2010,DE7,1,6.0
1997,NUTS,2010,DE7,1,6.48
1998,NUTS,2010,DE7,1,1.9
1999,NUTS,2010,DE7,1,8.5
2000,NUTS,2010,DE7,1,10.35
2001,NUTS,2010,DE7,1,3.67
2002,NUTS,2010,DE7,1,11.0
2003,NUTS,2010,DE7,1,4.9
2004,NUTS,2010,DE7,1,7.35
2005,NUTS,2010,DE7,1,2.0
2006,NUTS,2010,DE7,1,1.75
2007,NUTS,2010,DE7,1,6.08
2008,NUTS,2010,DE7,1,2.18
2009,NUTS,2010,DE7,1,5.92
2010,NUTS,2010,DE7,1,7.37
2011,NUTS,2010,DE7,1,5.58
2012,NUTS,2010,DE7,1,12.44
1979,NUTS,2010,DE71,2,2.5
1980,NUTS,2010,DE71,2,1.5
1981,NUTS,2010,DE71,2,1.0
1982,NUTS,2010,DE71,2,2.0
1984,NUTS,2010,DE71,2,2.75
1985,NUTS,2010,DE71,2,1.0
1986,NUTS,2010,DE71,2,1.0
1988,NUTS,2010,DE71,2,0.2
1989,NUTS,2010,DE71,2,3.67
1990,NUTS,2010,DE71,2,2.0
1991,NUTS,2010,DE71,2,0.33
1992,NUTS,2010,DE71,2,0.5
1993,NUTS,2010,DE71,2,4.0
1994,NUTS,2010,DE71,2,1.5
1996,NUTS,2010,DE71,2,2.0
1997,NUTS,2010,DE71,2,3.48
1998,NUTS,2010,DE71,2,1.0
1999,NUTS,2010,DE71,2,1.5
2000,NUTS,2010,DE71,2,5.95
2001,NUTS,2010,DE71,2,2.67
2002,NUTS,2010,DE71,2,9.0
2003,NUTS,2010,DE71,2,4.9
2004,NUTS,2010,DE71,2,2.4
2005,NUTS,2010,DE71,2,2.0
2007,NUTS,2010,DE71,2,5.08
2008,NUTS,2010,DE71,2,1.03
2009,NUTS,2010,DE71,2,2.92
2010,NUTS,2010,DE71,2,3.37
2011,NUTS,2010,DE71,2,2.33
2012,NUTS,2010,DE71,2,4.5
1994,NUTS,2010,DE711,3,0.33
1996,NUTS,2010,DE711,3,0.33
1998,NUTS,2010,DE711,3,1.0
2002,NUTS,2010,DE711,3,0.67
2003,NUTS,2010,DE711,3,0.33
2007,NUTS,2010,DE711,3,0.33
2008,NUTS,2010,DE711,3,0.5
2012,NUTS,2010,DE711,3,1.0
1986,NUTS,2010,DE712,3,1.0
1990,NUTS,2010,DE712,3,1.0
1997,NUTS,2010,DE712,3,1.0
1999,NUTS,2010,DE712,3,0.5
2005,NUTS,2010,DE712,3,1.0
2007,NUTS,2010,DE712,3,0.83
2010,NUTS,2010,DE712,3,0.7
2012,NUTS,2010,DE712,3,1.0
1996,NUTS,2010,DE714,3,0.33
1997,NUTS,2010,DE714,3,0.33
2000,NUTS,2010,DE714,3,0.95
2001,NUTS,2010,DE714,3,0.67
2002,NUTS,2010,DE714,3,2.5
2005,NUTS,2010,DE714,3,1.0
2009,NUTS,2010,DE714,3,0.67
2012,NUTS,2010,DE714,3,0.5
1994,NUTS,2010,DE715,3,0.5
2000,NUTS,2010,DE715,3,1.0
2007,NUTS,2010,DE715,3,0.33
1979,NUTS,2010,DE716,3,1.0
1981,NUTS,2010,DE716,3,1.0
1994,NUTS,2010,DE716,3,0.33
1996,NUTS,2010,DE716,3,1.33
2001,NUTS,2010,DE716,3,0.5
2003,NUTS,2010,DE716,3,0.83
2004,NUTS,2010,DE716,3,1.0
2007,NUTS,2010,DE716,3,0.25
2009,NUTS,2010,DE716,3,1.0
2010,NUTS,2010,DE716,3,0.5
1980,NUTS,2010,DE717,3,1.0
1985,NUTS,2010,DE717,3,0.5
1988,NUTS,2010,DE717,3,0.2
1993,NUTS,2010,DE717,3,1.0
1994,NUTS,2010,DE717,3,0.33
1997,NUTS,2010,DE717,3,0.5
2002,NUTS,2010,DE717,3,0.83
2003,NUTS,2010,DE717,3,1.33
1984,NUTS,2010,DE718,3,0.75
1989,NUTS,2010,DE718,3,1.83
1990,NUTS,2010,DE718,3,1.0
1991,NUTS,2010,DE718,3,0.33
1999,NUTS,2010,DE718,3,1.0
2001,NUTS,2010,DE718,3,1.0
2002,NUTS,2010,DE718,3,3.0
2008,NUTS,2010,DE718,3,0.2
2012,NUTS,2010,DE718,3,0.5
1985,NUTS,2010,DE719,3,0.5
1989,NUTS,2010,DE719,3,1.5
1993,NUTS,2010,DE719,3,0.67
1997,NUTS,2010,DE719,3,0.14
2000,NUTS,2010,DE719,3,1.25
2001,NUTS,2010,DE719,3,0.5
2003,NUTS,2010,DE719,3,0.67
2010,NUTS,2010,DE719,3,0.17
1989,NUTS,2010,DE71A,3,0.33
1993,NUTS,2010,DE71A,3,0.5
2000,NUTS,2010,DE71A,3,1.0
2003,NUTS,2010,DE71A,3,0.67
1992,NUTS,2010,DE71B,3,0.5
1980,NUTS,2010,DE71C,3,0.5
1997,NUTS,2010,DE71C,3,0.5
2000,NUTS,2010,DE71C,3,0.75
2003,NUTS,2010,DE71C,3,0.07
2007,NUTS,2010,DE71C,3,1.33
2008,NUTS,2010,DE71C,3,0.33
2009,NUTS,2010,DE71C,3,0.25
2010,NUTS,2010,DE71C,3,2.0
2011,NUTS,2010,DE71C,3,1.0
2012,NUTS,2010,DE71C,3,1.0
1979,NUTS,2010,DE71D,3,1.5
1993,NUTS,2010,DE71D,3,1.5
1997,NUTS,2010,DE71D,3,1.0
2000,NUTS,2010,DE71D,3,1.0
2004,NUTS,2010,DE71D,3,0.4
2009,NUTS,2010,DE71D,3,1.0
1982,NUTS,2010,DE71E,3,2.0
1984,NUTS,2010,DE71E,3,2.0
1993,NUTS,2010,DE71E,3,0.33
2002,NUTS,2010,DE71E,3,2.0
2003,NUTS,2010,DE71E,3,1.0
2004,NUTS,2010,DE71E,3,1.0
2007,NUTS,2010,DE71E,3,2.0
2011,NUTS,2010,DE71E,3,1.33
2012,NUTS,2010,DE71E,3,0.5
1984,NUTS,2010,DE72,2,3.0
1987,NUTS,2010,DE72,2,1.0
1988,NUTS,2010,DE72,2,1.0
1989,NUTS,2010,DE72,2,2.0
1990,NUTS,2010,DE72,2,0.5
1996,NUTS,2010,DE72,2,1.0
1998,NUTS,2010,DE72,2,0.9
2004,NUTS,2010,DE72,2,2.25
2008,NUTS,2010,DE72,2,1.0
2009,NUTS,2010,DE72,2,2.0
2011,NUTS,2010,DE72,2,1.0
2012,NUTS,2010,DE72,2,3.19
1984,NUTS,2010,DE721,3,3.0
1987,NUTS,2010,DE721,3,1.0
1989,NUTS,2010,DE721,3,2.0
1996,NUTS,2010,DE721,3,1.0
2004,NUTS,2010,DE721,3,2.0
2012,NUTS,2010,DE721,3,2.0
1988,NUTS,2010,DE722,3,1.0
1998,NUTS,2010,DE722,3,0.5
2008,NUTS,2010,DE722,3,1.0
2011,NUTS,2010,DE722,3,1.0
2012,NUTS,2010,DE722,3,1.19
1990,NUTS,2010,DE723,3,0.5
2004,NUTS,2010,DE723,3,0.25
2009,NUTS,2010,DE724,3,2.0
1998,NUTS,2010,DE725,3,0.4
1983,NUTS,2010,DE73,2,1.0
1984,NUTS,2010,DE73,2,1.0
1986,NUTS,2010,DE73,2,0.33
1987,NUTS,2010,DE73,2,1.0
1995,NUTS,2010,DE73,2,1.0
1996,NUTS,2010,DE73,2,3.0
1997,NUTS,2010,DE73,2,3.0
1999,NUTS,2010,DE73,2,7.0
2000,NUTS,2010,DE73,2,4.4
2001,NUTS,2010,DE73,2,1.0
2002,NUTS,2010,DE73,2,2.0
2004,NUTS,2010,DE73,2,2.7
2006,NUTS,2010,DE73,2,1.75
2007,NUTS,2010,DE73,2,1.0
2008,NUTS,2010,DE73,2,0.14
2009,NUTS,2010,DE73,2,1.0
2010,NUTS,2010,DE73,2,4.0
2011,NUTS,2010,DE73,2,2.25
2012,NUTS,2010,DE73,2,4.75
1984,NUTS,2010,DE731,3,1.0
1995,NUTS,2010,DE731,3,1.0
1996,NUTS,2010,DE731,3,1.33
1999,NUTS,2010,DE731,3,2.0
2000,NUTS,2010,DE731,3,2.0
2001,NUTS,2010,DE731,3,1.0
2002,NUTS,2010,DE731,3,2.0
2004,NUTS,2010,DE731,3,1.0
2006,NUTS,2010,DE731,3,0.5
2007,NUTS,2010,DE731,3,0.67
2010,NUTS,2010,DE731,3,1.5
2011,NUTS,2010,DE731,3,1.17
2012,NUTS,2010,DE731,3,1.83
2011,NUTS,2010,DE732,3,0.25
2012,NUTS,2010,DE732,3,0.25
2004,NUTS,2010,DE733,3,1.0
1996,NUTS,2010,DE734,3,1.33
1997,NUTS,2010,DE734,3,2.0
1999,NUTS,2010,DE734,3,1.33
2000,NUTS,2010,DE734,3,1.2
2006,NUTS,2010,DE734,3,0.5
2007,NUTS,2010,DE734,3,0.33
2009,NUTS,2010,DE734,3,1.0
2010,NUTS,2010,DE734,3,1.5
2011,NUTS,2010,DE734,3,0.83
2012,NUTS,2010,DE734,3,2.17
1996,NUTS,2010,DE735,3,0.33
1997,NUTS,2010,DE735,3,1.0
1999,NUTS,2010,DE735,3,1.33
2000,NUTS,2010,DE735,3,1.0
2006,NUTS,2010,DE735,3,0.75
1983,NUTS,2010,DE736,3,1.0
1986,NUTS,2010,DE736,3,0.33
2004,NUTS,2010,DE736,3,0.2
2008,NUTS,2010,DE736,3,0.14
1987,NUTS,2010,DE737,3,1.0
1999,NUTS,2010,DE737,3,2.33
2000,NUTS,2010,DE737,3,0.2
2004,NUTS,2010,DE737,3,0.5
2010,NUTS,2010,DE737,3,1.0
2012,NUTS,2010,DE737,3,0.5
2000,NUTS,2010,DE8,1,1.0
2002,NUTS,2010,DE8,1,1.25
2004,NUTS,2010,DE8,1,1.0
2006,NUTS,2010,DE8,1,1.33
2008,NUTS,2010,DE8,1,0.17
2009,NUTS,2010,DE8,1,0.67
2010,NUTS,2010,DE8,1,2.03
2012,NUTS,2010,DE8,1,0.2
2000,NUTS,2010,DE80,2,1.0
2002,NUTS,2010,DE80,2,1.25
2004,NUTS,2010,DE80,2,1.0
2006,NUTS,2010,DE80,2,1.33
2008,NUTS,2010,DE80,2,0.17
2009,NUTS,2010,DE80,2,0.67
2010,NUTS,2010,DE80,2,2.03
2012,NUTS,2010,DE80,2,0.2
2002,NUTS,2010,DE803,3,0.25
2012,NUTS,2010,DE803,3,0.2
2004,NUTS,2010,DE804,3,0.17
2006,NUTS,2010,DE804,3,1.0
2010,NUTS,2010,DE804,3,2.03
2004,NUTS,2010,DE806,3,0.5
2004,NUTS,2010,DE807,3,0.33
2006,NUTS,2010,DE807,3,0.33
2009,NUTS,2010,DE807,3,0.67
2002,NUTS,2010,DE80A,3,1.0
2008,NUTS,2010,DE80A,3,0.17
2000,NUTS,2010,DE80B,3,1.0
1980,NUTS,2010,DE9,1,5.5
1981,NUTS,2010,DE9,1,1.5
1982,NUTS,2010,DE9,1,1.75
1983,NUTS,2010,DE9,1,2.33
1984,NUTS,2010,DE9,1,2.12
1985,NUTS,2010,DE9,1,8.33
1986,NUTS,2010,DE9,1,6.58
1987,NUTS,2010,DE9,1,11.0
1988,NUTS,2010,DE9,1,7.33
1989,NUTS,2010,DE9,1,7.69
1990,NUTS,2010,DE9,1,4.5
1991,NUTS,2010,DE9,1,16.27
1992,NUTS,2010,DE9,1,7.92
1993,NUTS,2010,DE9,1,7.9
1994,NUTS,2010,DE9,1,1.67
1995,NUTS,2010,DE9,1,14.67
1996,NUTS,2010,DE9,1,12.44
1997,NUTS,2010,DE9,1,13.17
1998,NUTS,2010,DE9,1,12.52
1999,NUTS,2010,DE9,1,15.72
2000,NUTS,2010,DE9,1,19.28
2001,NUTS,2010,DE9,1,14.62
2002,NUTS,2010,DE9,1,12.92
2003,NUTS,2010,DE9,1,33.28
2004,NUTS,2010,DE9,1,35.5
2005,NUTS,2010,DE9,1,26.63
2006,NUTS,2010,DE9,1,31.58
2007,NUTS,2010,DE9,1,44.13
