year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_eur_bes
2001,NUTS,2010,FR63,2,67.0
2002,NUTS,2010,FR63,2,67.019
2003,NUTS,2010,FR63,2,74.524
2004,NUTS,2010,FR63,2,75.06
2006,NUTS,2010,FR63,2,109.0
2007,NUTS,2010,FR63,2,75.9
2008,NUTS,2010,FR63,2,92.419
2009,NUTS,2010,FR63,2,97.859
2010,NUTS,2010,FR63,2,94.999
2011,NUTS,2010,FR63,2,97.583
2012,NUTS,2010,FR63,2,112.3
2013,NUTS,2010,FR63,2,109.2
1989,NUTS,2010,FR7,1,1409.171
1990,NUTS,2010,FR7,1,1511.47
1991,NUTS,2010,FR7,1,1542.273
1992,NUTS,2010,FR7,1,1678.103
1993,NUTS,2010,FR7,1,1846.633
1994,NUTS,2010,FR7,1,1956.542
1995,NUTS,2010,FR7,1,1934.774
1996,NUTS,2010,FR7,1,2127.912
1997,NUTS,2010,FR7,1,2202.252
1998,NUTS,2010,FR7,1,2300.457
1999,NUTS,2010,FR7,1,2420.37
2000,NUTS,2010,FR7,1,2641.06
2001,NUTS,2010,FR7,1,3001.0
2002,NUTS,2010,FR7,1,3328.469
2003,NUTS,2010,FR7,1,3207.204
2004,NUTS,2010,FR7,1,3230.165
2006,NUTS,2010,FR7,1,3615.0
2007,NUTS,2010,FR7,1,3626.4
2008,NUTS,2010,FR7,1,3584.152
2009,NUTS,2010,FR7,1,3801.477
2010,NUTS,2010,FR7,1,4030.845
2011,NUTS,2010,FR7,1,4301.541
2012,NUTS,2010,FR7,1,4352.8
2013,NUTS,2010,FR7,1,4339.0
1989,NUTS,2010,FR71,2,1114.606
1990,NUTS,2010,FR71,2,1233.65
1991,NUTS,2010,FR71,2,1297.197
1992,NUTS,2010,FR71,2,1425.048
1993,NUTS,2010,FR71,2,1601.671
1994,NUTS,2010,FR71,2,1720.767
1995,NUTS,2010,FR71,2,1701.508
1996,NUTS,2010,FR71,2,1801.606
1997,NUTS,2010,FR71,2,1844.767
1998,NUTS,2010,FR71,2,1907.909
1999,NUTS,2010,FR71,2,2013.99
2000,NUTS,2010,FR71,2,2204.89
2001,NUTS,2010,FR71,2,2476.0
2002,NUTS,2010,FR71,2,2780.543
2003,NUTS,2010,FR71,2,2654.661
2004,NUTS,2010,FR71,2,2647.76
2006,NUTS,2010,FR71,2,3153.0
2007,NUTS,2010,FR71,2,3104.5
2008,NUTS,2010,FR71,2,3082.487
2009,NUTS,2010,FR71,2,3321.516
2010,NUTS,2010,FR71,2,3520.645
2011,NUTS,2010,FR71,2,3717.936
2012,NUTS,2010,FR71,2,3724.2
2013,NUTS,2010,FR71,2,3750.4
1989,NUTS,2010,FR72,2,294.565
1990,NUTS,2010,FR72,2,277.82
1991,NUTS,2010,FR72,2,245.076
1992,NUTS,2010,FR72,2,253.056
1993,NUTS,2010,FR72,2,244.962
1994,NUTS,2010,FR72,2,235.775
1995,NUTS,2010,FR72,2,233.266
1996,NUTS,2010,FR72,2,326.306
1997,NUTS,2010,FR72,2,357.484
1998,NUTS,2010,FR72,2,392.558
1999,NUTS,2010,FR72,2,406.39
2000,NUTS,2010,FR72,2,436.17
2001,NUTS,2010,FR72,2,525.0
2002,NUTS,2010,FR72,2,547.926
2003,NUTS,2010,FR72,2,552.544
2004,NUTS,2010,FR72,2,582.404
2006,NUTS,2010,FR72,2,462.0
2007,NUTS,2010,FR72,2,521.9
2008,NUTS,2010,FR72,2,501.665
2009,NUTS,2010,FR72,2,479.961
2010,NUTS,2010,FR72,2,510.2
2011,NUTS,2010,FR72,2,583.604
2012,NUTS,2010,FR72,2,628.6
2013,NUTS,2010,FR72,2,588.6
1989,NUTS,2010,FR8,1,874.72
1990,NUTS,2010,FR8,1,967.536
1991,NUTS,2010,FR8,1,976.559
1992,NUTS,2010,FR8,1,1019.397
1993,NUTS,2010,FR8,1,1076.476
1994,NUTS,2010,FR8,1,1068.431
1995,NUTS,2010,FR8,1,1229.617
1996,NUTS,2010,FR8,1,1540.63
1997,NUTS,2010,FR8,1,1270.013
1998,NUTS,2010,FR8,1,1296.522
1999,NUTS,2010,FR8,1,1052.51
2000,NUTS,2010,FR8,1,1234.3
2001,NUTS,2010,FR8,1,1382.0
2002,NUTS,2010,FR8,1,1454.117
2003,NUTS,2010,FR8,1,1487.211
2004,NUTS,2010,FR8,1,1673.244
2006,NUTS,2010,FR8,1,1816.0
2007,NUTS,2010,FR8,1,2036.6
2008,NUTS,2010,FR8,1,2035.809
2009,NUTS,2010,FR8,1,2012.078
2010,NUTS,2010,FR8,1,2095.318
2011,NUTS,2010,FR8,1,2012.304
2012,NUTS,2010,FR8,1,2367.9
2013,NUTS,2010,FR8,1,2776.9
1989,NUTS,2010,FR81,2,114.326
1990,NUTS,2010,FR81,2,112.086
1991,NUTS,2010,FR81,2,122.754
1992,NUTS,2010,FR81,2,125.872
1993,NUTS,2010,FR81,2,153.456
1994,NUTS,2010,FR81,2,145.082
1995,NUTS,2010,FR81,2,172.263
1996,NUTS,2010,FR81,2,162.915
1997,NUTS,2010,FR81,2,191.648
1998,NUTS,2010,FR81,2,210.801
1999,NUTS,2010,FR81,2,211.07
2000,NUTS,2010,FR81,2,244.47
2001,NUTS,2010,FR81,2,262.0
2002,NUTS,2010,FR81,2,299.139
2003,NUTS,2010,FR81,2,285.637
2004,NUTS,2010,FR81,2,358.595
2006,NUTS,2010,FR81,2,479.0
2007,NUTS,2010,FR81,2,523.3
2008,NUTS,2010,FR81,2,524.98
2009,NUTS,2010,FR81,2,553.125
2010,NUTS,2010,FR81,2,507.551
2011,NUTS,2010,FR81,2,416.621
2012,NUTS,2010,FR81,2,472.5
2013,NUTS,2010,FR81,2,494.1
1989,NUTS,2010,FR82,2,760.394
1990,NUTS,2010,FR82,2,855.46
1991,NUTS,2010,FR82,2,853.805
1992,NUTS,2010,FR82,2,893.525
1993,NUTS,2010,FR82,2,923.02
1994,NUTS,2010,FR82,2,923.199
1995,NUTS,2010,FR82,2,1057.354
1996,NUTS,2010,FR82,2,1377.715
1997,NUTS,2010,FR82,2,1077.155
1998,NUTS,2010,FR82,2,1084.877
1999,NUTS,2010,FR82,2,834.65
2000,NUTS,2010,FR82,2,988.34
2001,NUTS,2010,FR82,2,1112.0
2002,NUTS,2010,FR82,2,1154.978
2003,NUTS,2010,FR82,2,1201.574
2004,NUTS,2010,FR82,2,1314.65
2006,NUTS,2010,FR82,2,1337.0
2007,NUTS,2010,FR82,2,1510.9
2008,NUTS,2010,FR82,2,1508.164
2009,NUTS,2010,FR82,2,1452.757
2010,NUTS,2010,FR82,2,1583.131
2011,NUTS,2010,FR82,2,1589.021
2012,NUTS,2010,FR82,2,1891.4
2013,NUTS,2010,FR82,2,2279.4
1997,NUTS,2010,FR83,2,1.21
1998,NUTS,2010,FR83,2,0.845
1999,NUTS,2010,FR83,2,6.8
2000,NUTS,2010,FR83,2,1.49
2001,NUTS,2010,FR83,2,8.0
2007,NUTS,2010,FR83,2,2.4
2008,NUTS,2010,FR83,2,2.666
2009,NUTS,2010,FR83,2,6.196
2010,NUTS,2010,FR83,2,4.637
2011,NUTS,2010,FR83,2,6.661
2012,NUTS,2010,FR83,2,4.0
2013,NUTS,2010,FR83,2,3.3
1997,NUTS,2010,FRA,1,1.577
2006,NUTS,2010,FRA,1,1.0
2007,NUTS,2010,FRA,1,8.9
2008,NUTS,2010,FRA,1,8.233
2009,NUTS,2010,FRA,1,15.875
2010,NUTS,2010,FRA,1,9.667
2011,NUTS,2010,FRA,1,12.779
2012,NUTS,2010,FRA,1,17.0
2013,NUTS,2010,FRA,1,23.5
2002,NUTS,2010,FRZ,1,12.037
2003,NUTS,2010,FRZ,1,1.641
2004,NUTS,2010,FRZ,1,5.111
2007,NUTS,2010,FRZ,1,4.7
2002,NUTS,2010,FRZZ,2,12.037
2003,NUTS,2010,FRZZ,2,1.641
2004,NUTS,2010,FRZZ,2,5.111
2007,NUTS,2010,FRZZ,2,4.7
2002,NUTS,2010,HR,0,115.473
2003,NUTS,2010,HR,0,114.153
2004,NUTS,2010,HR,0,143.663
2005,NUTS,2010,HR,0,128.837
2006,NUTS,2010,HR,0,109.206
2007,NUTS,2010,HR,0,141.436
2008,NUTS,2010,HR,0,188.472
2009,NUTS,2010,HR,0,153.861
2010,NUTS,2010,HR,0,147.791
2011,NUTS,2010,HR,0,150.386
2012,NUTS,2010,HR,0,151.292
2013,NUTS,2010,HR,0,177.712
2014,NUTS,2010,HR,0,163.987
2015,NUTS,2010,HR,0,191.996
2016,NUTS,2010,HR,0,185.753
2017,NUTS,2010,HR,0,204.968
2018,NUTS,2010,HR,0,240.983
2019,NUTS,2010,HR,0,294.193
2020,NUTS,2010,HR,0,300.006
2002,NUTS,2010,HR0,1,115.473
2003,NUTS,2010,HR0,1,114.153
2004,NUTS,2010,HR0,1,143.663
2005,NUTS,2010,HR0,1,128.905
2006,NUTS,2010,HR0,1,109.22
2007,NUTS,2010,HR0,1,141.463
2008,NUTS,2010,HR0,1,188.541
2009,NUTS,2010,HR0,1,153.861
2010,NUTS,2010,HR0,1,147.791
2011,NUTS,2010,HR0,1,150.386
2012,NUTS,2010,HR0,1,151.292
2013,NUTS,2010,HR0,1,177.712
2014,NUTS,2010,HR0,1,163.987
2015,NUTS,2010,HR0,1,191.996
2016,NUTS,2010,HR0,1,185.753
2017,NUTS,2010,HR0,1,204.968
2018,NUTS,2010,HR0,1,240.983
2019,NUTS,2010,HR0,1,294.193
2020,NUTS,2010,HR0,1,300.006
2008,NUTS,2010,HR02,2,1.661
2009,NUTS,2010,HR02,2,3.675
2010,NUTS,2010,HR02,2,2.982
2020,NUTS,2010,HR02,2,6.861
2008,NUTS,2010,HR03,2,15.919
2009,NUTS,2010,HR03,2,12.082
2010,NUTS,2010,HR03,2,8.902
2011,NUTS,2010,HR03,2,15.273
2012,NUTS,2010,HR03,2,17.882
2013,NUTS,2010,HR03,2,35.681
2014,NUTS,2010,HR03,2,26.586
2015,NUTS,2010,HR03,2,23.505
2016,NUTS,2010,HR03,2,16.195
2017,NUTS,2010,HR03,2,23.104
2018,NUTS,2010,HR03,2,25.385
2019,NUTS,2010,HR03,2,37.729
2020,NUTS,2010,HR03,2,23.82
2008,NUTS,2010,HR04,2,172.621
2009,NUTS,2010,HR04,2,141.779
2010,NUTS,2010,HR04,2,138.889
2011,NUTS,2010,HR04,2,135.114
2012,NUTS,2010,HR04,2,133.41
2013,NUTS,2010,HR04,2,142.032
2014,NUTS,2010,HR04,2,137.401
2015,NUTS,2010,HR04,2,168.492
2016,NUTS,2010,HR04,2,169.558
2017,NUTS,2010,HR04,2,181.863
2018,NUTS,2010,HR04,2,215.598
2019,NUTS,2010,HR04,2,256.465
2020,NUTS,2010,HR05,2,195.385
2020,NUTS,2010,HR06,2,73.941
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1987,NUTS,2010,HU,0,248.457
1988,NUTS,2010,HU,0,199.964
1989,NUTS,2010,HU,0,186.669
1990,NUTS,2010,HU,0,97.403
1991,NUTS,2010,HU,0,77.813
1992,NUTS,2010,HU,0,65.384
1993,NUTS,2010,HU,0,104.758
1994,NUTS,2010,HU,0,109.606
1995,NUTS,2010,HU,0,108.757
1996,NUTS,2010,HU,0,100.046
1997,NUTS,2010,HU,0,121.089
1998,NUTS,2010,HU,0,109.658
1999,NUTS,2010,HU,0,124.454
2000,NUTS,2010,HU,0,179.601
2001,NUTS,2010,HU,0,219.7
2002,NUTS,2010,HU,0,250.362
2003,NUTS,2010,HU,0,254.576
2004,NUTS,2010,HU,0,296.596
2005,NUTS,2010,HU,0,361.634
2006,NUTS,2010,HU,0,434.694
2007,NUTS,2010,HU,0,492.021
2008,NUTS,2010,HU,0,556.805
2009,NUTS,2010,HU,0,610.8
2010,NUTS,2010,HU,0,673.543
2011,NUTS,2010,HU,0,751.954
2012,NUTS,2010,HU,0,825.137
2013,NUTS,2010,HU,0,982.514
2014,NUTS,2010,HU,0,1021.993
2015,NUTS,2010,HU,0,1109.625
2016,NUTS,2010,HU,0,1016.925
2017,NUTS,2010,HU,0,1223.104
2018,NUTS,2010,HU,0,1550.847
2019,NUTS,2010,HU,0,1620.933
2020,NUTS,2010,HU,0,1679.178
1999,NUTS,2010,HU1,1,86.802
2000,NUTS,2010,HU1,1,139.813
2001,NUTS,2010,HU1,1,162.278
2002,NUTS,2010,HU1,1,187.809
2003,NUTS,2010,HU1,1,191.259
2004,NUTS,2010,HU1,1,212.247
2005,NUTS,2010,HU1,1,281.959
2006,NUTS,2010,HU1,1,332.548
2007,NUTS,2010,HU1,1,335.19
2008,NUTS,2010,HU1,1,366.995
2009,NUTS,2010,HU1,1,406.359
2010,NUTS,2010,HU1,1,462.048
2011,NUTS,2010,HU1,1,523.97
2012,NUTS,2010,HU1,1,544.998
2013,NUTS,2010,HU1,1,612.305
2014,NUTS,2010,HU1,1,675.286
2015,NUTS,2010,HU1,1,724.244
2016,NUTS,2010,HU1,1,712.103
2017,NUTS,2010,HU1,1,849.117
2018,NUTS,2010,HU1,1,1084.514
2019,NUTS,2010,HU1,1,1142.765
1999,NUTS,2010,HU10,2,86.802
2000,NUTS,2010,HU10,2,139.813
2001,NUTS,2010,HU10,2,162.278
2002,NUTS,2010,HU10,2,187.809
2003,NUTS,2010,HU10,2,191.259
2004,NUTS,2010,HU10,2,212.247
2005,NUTS,2010,HU10,2,281.959
2006,NUTS,2010,HU10,2,332.548
2007,NUTS,2010,HU10,2,335.19
2008,NUTS,2010,HU10,2,366.995
2009,NUTS,2010,HU10,2,406.359
2010,NUTS,2010,HU10,2,462.048
2011,NUTS,2010,HU10,2,523.97
2012,NUTS,2010,HU10,2,544.998
2013,NUTS,2010,HU10,2,612.305
2014,NUTS,2010,HU10,2,675.286
2015,NUTS,2010,HU10,2,724.244
2016,NUTS,2010,HU10,2,712.103
2017,NUTS,2010,HU11,2,793.578
2018,NUTS,2010,HU11,2,979.965
2019,NUTS,2010,HU11,2,1027.196
2017,NUTS,2010,HU12,2,55.539
2018,NUTS,2010,HU12,2,104.549
2019,NUTS,2010,HU12,2,115.569
1999,NUTS,2010,HU2,1,13.787
2000,NUTS,2010,HU2,1,14.406
2001,NUTS,2010,HU2,1,32.184
2002,NUTS,2010,HU2,1,31.795
2003,NUTS,2010,HU2,1,29.012
2004,NUTS,2010,HU2,1,41.226
2005,NUTS,2010,HU2,1,28.333
2006,NUTS,2010,HU2,1,38.587
2007,NUTS,2010,HU2,1,70.034
2008,NUTS,2010,HU2,1,75.743
2009,NUTS,2010,HU2,1,77.227
2010,NUTS,2010,HU2,1,86.79
2011,NUTS,2010,HU2,1,100.665
2012,NUTS,2010,HU2,1,132.456
2013,NUTS,2010,HU2,1,176.888
2014,NUTS,2010,HU2,1,153.211
2015,NUTS,2010,HU2,1,144.036
2016,NUTS,2010,HU2,1,140.206
2017,NUTS,2010,HU2,1,195.636
2018,NUTS,2010,HU2,1,263.044
2019,NUTS,2010,HU2,1,245.987
1999,NUTS,2010,HU21,2,6.468
2000,NUTS,2010,HU21,2,8.437
2001,NUTS,2010,HU21,2,13.898
2002,NUTS,2010,HU21,2,19.625
2003,NUTS,2010,HU21,2,15.504
2004,NUTS,2010,HU21,2,20.242
2005,NUTS,2010,HU21,2,13.235
2006,NUTS,2010,HU21,2,19.155
2007,NUTS,2010,HU21,2,25.745
2008,NUTS,2010,HU21,2,32.774
2009,NUTS,2010,HU21,2,33.256
2010,NUTS,2010,HU21,2,38.79
2011,NUTS,2010,HU21,2,48.652
2012,NUTS,2010,HU21,2,68.387
2013,NUTS,2010,HU21,2,93.328
2014,NUTS,2010,HU21,2,84.244
2015,NUTS,2010,HU21,2,79.82
2016,NUTS,2010,HU21,2,78.476
2017,NUTS,2010,HU21,2,107.824
2018,NUTS,2010,HU21,2,151.89
2019,NUTS,2010,HU21,2,125.699
1999,NUTS,2010,HU22,2,5.677
2000,NUTS,2010,HU22,2,4.722
2001,NUTS,2010,HU22,2,16.727
2002,NUTS,2010,HU22,2,9.8
2003,NUTS,2010,HU22,2,10.382
2004,NUTS,2010,HU22,2,16.963
2005,NUTS,2010,HU22,2,11.405
2006,NUTS,2010,HU22,2,14.894
2007,NUTS,2010,HU22,2,39.025
2008,NUTS,2010,HU22,2,35.565
2009,NUTS,2010,HU22,2,32.42
2010,NUTS,2010,HU22,2,33.145
2011,NUTS,2010,HU22,2,37.422
2012,NUTS,2010,HU22,2,46.138
2013,NUTS,2010,HU22,2,59.165
2014,NUTS,2010,HU22,2,51.12
2015,NUTS,2010,HU22,2,53.88
2016,NUTS,2010,HU22,2,50.86
2017,NUTS,2010,HU22,2,60.536
2018,NUTS,2010,HU22,2,76.215
2019,NUTS,2010,HU22,2,81.848
1999,NUTS,2010,HU23,2,1.642
2000,NUTS,2010,HU23,2,1.246
2001,NUTS,2010,HU23,2,1.559
2002,NUTS,2010,HU23,2,2.371
2003,NUTS,2010,HU23,2,3.123
2004,NUTS,2010,HU23,2,4.021
2005,NUTS,2010,HU23,2,3.693
2006,NUTS,2010,HU23,2,4.537
2007,NUTS,2010,HU23,2,5.264
2008,NUTS,2010,HU23,2,7.403
2009,NUTS,2010,HU23,2,11.55
2010,NUTS,2010,HU23,2,14.855
2011,NUTS,2010,HU23,2,14.591
2012,NUTS,2010,HU23,2,17.931
2013,NUTS,2010,HU23,2,24.395
2014,NUTS,2010,HU23,2,17.848
2015,NUTS,2010,HU23,2,10.335
2016,NUTS,2010,HU23,2,10.87
2017,NUTS,2010,HU23,2,27.276
2018,NUTS,2010,HU23,2,34.94
2019,NUTS,2010,HU23,2,38.439
1999,NUTS,2010,HU3,1,23.864
2000,NUTS,2010,HU3,1,25.385
2001,NUTS,2010,HU3,1,25.235
2002,NUTS,2010,HU3,1,30.758
2003,NUTS,2010,HU3,1,34.307
2004,NUTS,2010,HU3,1,43.126
2005,NUTS,2010,HU3,1,51.345
2006,NUTS,2010,HU3,1,63.559
2007,NUTS,2010,HU3,1,86.799
2008,NUTS,2010,HU3,1,114.067
2009,NUTS,2010,HU3,1,127.214
2010,NUTS,2010,HU3,1,124.705
2011,NUTS,2010,HU3,1,127.318
2012,NUTS,2010,HU3,1,147.684
2013,NUTS,2010,HU3,1,193.322
2014,NUTS,2010,HU3,1,193.496
2015,NUTS,2010,HU3,1,241.346
2016,NUTS,2010,HU3,1,164.616
2017,NUTS,2010,HU3,1,178.351
2018,NUTS,2010,HU3,1,203.289
2019,NUTS,2010,HU3,1,232.181
1999,NUTS,2010,HU31,2,2.532
2000,NUTS,2010,HU31,2,4.215
2001,NUTS,2010,HU31,2,3.57
2002,NUTS,2010,HU31,2,4.705
2003,NUTS,2010,HU31,2,4.787
2004,NUTS,2010,HU31,2,7.129
2005,NUTS,2010,HU31,2,9.208
2006,NUTS,2010,HU31,2,12.174
2007,NUTS,2010,HU31,2,16.861
2008,NUTS,2010,HU31,2,24.615
2009,NUTS,2010,HU31,2,27.728
2010,NUTS,2010,HU31,2,28.925
2011,NUTS,2010,HU31,2,28.218
2012,NUTS,2010,HU31,2,30.581
2013,NUTS,2010,HU31,2,42.46
2014,NUTS,2010,HU31,2,46.782
2015,NUTS,2010,HU31,2,34.546
2016,NUTS,2010,HU31,2,27.804
2017,NUTS,2010,HU31,2,36.897
2018,NUTS,2010,HU31,2,49.958
2019,NUTS,2010,HU31,2,57.013
1999,NUTS,2010,HU32,2,12.877
2000,NUTS,2010,HU32,2,14.179
2001,NUTS,2010,HU32,2,13.843
2002,NUTS,2010,HU32,2,16.007
2003,NUTS,2010,HU32,2,18.697
2004,NUTS,2010,HU32,2,25.169
2005,NUTS,2010,HU32,2,27.607
2006,NUTS,2010,HU32,2,30.701
2007,NUTS,2010,HU32,2,40.672
2008,NUTS,2010,HU32,2,60.876
2009,NUTS,2010,HU32,2,64.68
2010,NUTS,2010,HU32,2,60.239
2011,NUTS,2010,HU32,2,57.272
2012,NUTS,2010,HU32,2,70.713
2013,NUTS,2010,HU32,2,84.326
2014,NUTS,2010,HU32,2,79.812
2015,NUTS,2010,HU32,2,83.466
2016,NUTS,2010,HU32,2,70.086
2017,NUTS,2010,HU32,2,70.038
2018,NUTS,2010,HU32,2,68.658
2019,NUTS,2010,HU32,2,68.679
1999,NUTS,2010,HU33,2,8.454
2000,NUTS,2010,HU33,2,6.991
2001,NUTS,2010,HU33,2,7.822
2002,NUTS,2010,HU33,2,10.047
2003,NUTS,2010,HU33,2,10.823
2004,NUTS,2010,HU33,2,10.828
2005,NUTS,2010,HU33,2,14.529
2006,NUTS,2010,HU33,2,20.684
2007,NUTS,2010,HU33,2,29.266
2008,NUTS,2010,HU33,2,28.575
2009,NUTS,2010,HU33,2,34.805
2010,NUTS,2010,HU33,2,35.541
2011,NUTS,2010,HU33,2,41.829
2012,NUTS,2010,HU33,2,46.39
2013,NUTS,2010,HU33,2,66.537
2014,NUTS,2010,HU33,2,66.902
2015,NUTS,2010,HU33,2,123.335
2016,NUTS,2010,HU33,2,66.727
2017,NUTS,2010,HU33,2,71.416
2018,NUTS,2010,HU33,2,84.673
2019,NUTS,2010,HU33,2,106.489
1981,NUTS,2010,IE,0,52.558
1982,NUTS,2010,IE,0,61.672
1983,NUTS,2010,IE,0,67.813
1984,NUTS,2010,IE,0,85.323
1985,NUTS,2010,IE,0,106.025
1986,NUTS,2010,IE,0,122.682
1987,NUTS,2010,IE,0,126.052
1988,NUTS,2010,IE,0,136.005
1989,NUTS,2010,IE,0,159.282
1990,NUTS,2010,IE,0,184.923
1991,NUTS,2010,IE,0,229.108
1992,NUTS,2010,IE,0,279.545
1993,NUTS,2010,IE,0,338.092
1994,NUTS,2010,IE,0,403.592
1995,NUTS,2010,IE,0,453.984
1996,NUTS,2010,IE,0,537.171
1997,NUTS,2010,IE,0,645.243
1998,NUTS,2010,IE,0,699.167
1999,NUTS,2010,IE,0,783.606
2000,NUTS,2010,IE,0,842.2
2001,NUTS,2010,IE,0,900.0
2002,NUTS,2010,IE,0,988.2
2003,NUTS,2010,IE,0,1105.0
2004,NUTS,2010,IE,0,1210.0
2005,NUTS,2010,IE,0,1330.0
2006,NUTS,2010,IE,0,1466.4
2007,NUTS,2010,IE,0,1603.2
2008,NUTS,2010,IE,0,1686.7
2009,NUTS,2010,IE,0,1868.456
2010,NUTS,2010,IE,0,1833.6
2011,NUTS,2010,IE,0,1859.6
2012,NUTS,2010,IE,0,1961.692
2013,NUTS,2010,IE,0,2021.9
2014,NUTS,2010,IE,0,2106.8
2015,NUTS,2010,IE,0,2233.1
2016,NUTS,2010,IE,0,2292.8
2017,NUTS,2010,IE,0,2770.214
2018,NUTS,2010,IE,0,2777.748
2019,NUTS,2010,IE,0,3256.295
2020,NUTS,2010,IE,0,3391.165
1981,NUTS,2010,IE0,1,52.558
1982,NUTS,2010,IE0,1,61.672
1983,NUTS,2010,IE0,1,67.813
1984,NUTS,2010,IE0,1,85.323
1985,NUTS,2010,IE0,1,106.025
1986,NUTS,2010,IE0,1,122.682
1987,NUTS,2010,IE0,1,126.052
1988,NUTS,2010,IE0,1,136.005
1989,NUTS,2010,IE0,1,159.282
1990,NUTS,2010,IE0,1,184.923
1991,NUTS,2010,IE0,1,229.108
1992,NUTS,2010,IE0,1,279.545
1993,NUTS,2010,IE0,1,338.092
1994,NUTS,2010,IE0,1,403.592
1995,NUTS,2010,IE0,1,453.984
1996,NUTS,2010,IE0,1,537.171
1997,NUTS,2010,IE0,1,645.243
1998,NUTS,2010,IE0,1,699.167
1999,NUTS,2010,IE0,1,783.606
2000,NUTS,2010,IE0,1,842.2
2001,NUTS,2010,IE0,1,900.0
2002,NUTS,2010,IE0,1,988.2
2003,NUTS,2010,IE0,1,1105.0
2004,NUTS,2010,IE0,1,1210.0
2005,NUTS,2010,IE0,1,1330.0
2006,NUTS,2010,IE0,1,1467.0
2007,NUTS,2010,IE0,1,1603.0
2008,NUTS,2010,IE0,1,1686.732
2009,NUTS,2010,IE0,1,1868.5
2010,NUTS,2010,IE0,1,1833.6
2011,NUTS,2010,IE0,1,1859.5
2013,NUTS,2010,IE0,1,2021.9
2015,NUTS,2010,IE0,1,2233.0
2017,NUTS,2010,IE0,1,2770.214
2001,NUTS,2010,IE01,2,134.0
2002,NUTS,2010,IE01,2,150.0
2003,NUTS,2010,IE01,2,195.0
2004,NUTS,2010,IE01,2,270.0
2005,NUTS,2010,IE01,2,341.0
2006,NUTS,2010,IE01,2,320.0
2007,NUTS,2010,IE01,2,298.972
2008,NUTS,2010,IE01,2,315.0
2009,NUTS,2010,IE01,2,372.8
2010,NUTS,2010,IE01,2,365.8
2011,NUTS,2010,IE01,2,384.3
2013,NUTS,2010,IE01,2,394.2
2015,NUTS,2010,IE01,2,384.0
2017,NUTS,2010,IE01,2,420.387
2001,NUTS,2010,IE02,2,766.0
2002,NUTS,2010,IE02,2,838.2
2003,NUTS,2010,IE02,2,910.0
2004,NUTS,2010,IE02,2,940.0
2005,NUTS,2010,IE02,2,989.0
2006,NUTS,2010,IE02,2,1147.0
2007,NUTS,2010,IE02,2,1304.213
2008,NUTS,2010,IE02,2,1372.0
2009,NUTS,2010,IE02,2,1495.7
2010,NUTS,2010,IE02,2,1467.8
2011,NUTS,2010,IE02,2,1475.2
2013,NUTS,2010,IE02,2,1627.6
2015,NUTS,2010,IE02,2,1849.0
2017,NUTS,2010,IE02,2,2349.827
2001,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2001,NUTS,2010,IEZZ,2,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,1.918
1983,NUTS,2010,IS,0,3.571
1985,NUTS,2010,IS,0,4.349
1987,NUTS,2010,IS,0,5.736
1989,NUTS,2010,IS,0,9.717
1990,NUTS,2010,IS,0,9.463
1991,NUTS,2010,IS,0,13.773
1992,NUTS,2010,IS,0,15.63
1993,NUTS,2010,IS,0,21.584
1994,NUTS,2010,IS,0,22.64
1995,NUTS,2010,IS,0,26.171
1997,NUTS,2010,IS,0,48.707
1998,NUTS,2010,IS,0,54.075
1999,NUTS,2010,IS,0,87.805
2000,NUTS,2010,IS,0,141.72
2001,NUTS,2010,IS,0,153.434
2002,NUTS,2010,IS,0,159.933
2003,NUTS,2010,IS,0,141.685
2005,NUTS,2010,IS,0,187.295
2006,NUTS,2010,IS,0,211.954
2007,NUTS,2010,IS,0,218.744
2008,NUTS,2010,IS,0,148.599
2009,NUTS,2010,IS,0,123.102
2010,NUTS,2010,IS,0,131.924
2011,NUTS,2010,IS,0,139.656
2013,NUTS,2010,IS,0,114.664
2014,NUTS,2010,IS,0,159.299
2015,NUTS,2010,IS,0,227.375
2016,NUTS,2010,IS,0,255.622
2017,NUTS,2010,IS,0,293.815
2018,NUTS,2010,IS,0,286.207
2019,NUTS,2010,IS,0,354.458
