year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_t_fte_total
2006,NUTS,2010,FR71,2,42042.0
2007,NUTS,2010,FR71,2,43737.0
2008,NUTS,2010,FR71,2,45272.0
2009,NUTS,2010,FR71,2,46499.0
2010,NUTS,2010,FR71,2,46835.0
2011,NUTS,2010,FR71,2,49297.0
2012,NUTS,2010,FR71,2,50100.0
2013,NUTS,2010,FR71,2,50541.0
1991,NUTS,2010,FR72,2,4601.0
1992,NUTS,2010,FR72,2,4543.0
1993,NUTS,2010,FR72,2,4464.0
1994,NUTS,2010,FR72,2,4418.0
1995,NUTS,2010,FR72,2,4296.0
1996,NUTS,2010,FR72,2,4872.0
1997,NUTS,2010,FR72,2,6014.0
1998,NUTS,2010,FR72,2,5926.0
2000,NUTS,2010,FR72,2,6390.0
2001,NUTS,2010,FR72,2,6482.0
2002,NUTS,2010,FR72,2,6969.0
2003,NUTS,2010,FR72,2,7037.0
2004,NUTS,2010,FR72,2,7322.0
2006,NUTS,2010,FR72,2,6878.0
2007,NUTS,2010,FR72,2,7289.0
2008,NUTS,2010,FR72,2,7114.0
2009,NUTS,2010,FR72,2,7331.0
2010,NUTS,2010,FR72,2,7508.0
2011,NUTS,2010,FR72,2,7692.0
2012,NUTS,2010,FR72,2,10592.0
2013,NUTS,2010,FR72,2,7526.0
1991,NUTS,2010,FR8,1,21074.0
1992,NUTS,2010,FR8,1,20632.0
1993,NUTS,2010,FR8,1,20793.0
1994,NUTS,2010,FR8,1,20905.0
1995,NUTS,2010,FR8,1,21571.0
1996,NUTS,2010,FR8,1,21990.0
1997,NUTS,2010,FR8,1,27769.0
1998,NUTS,2010,FR8,1,28824.0
2000,NUTS,2010,FR8,1,30841.0
2001,NUTS,2010,FR8,1,31902.0
2002,NUTS,2010,FR8,1,32745.0
2003,NUTS,2010,FR8,1,33844.0
2004,NUTS,2010,FR8,1,35628.0
2006,NUTS,2010,FR8,1,38111.0
2007,NUTS,2010,FR8,1,39675.0
2008,NUTS,2010,FR8,1,39769.0
2009,NUTS,2010,FR8,1,40484.0
2010,NUTS,2010,FR8,1,41431.0
2011,NUTS,2010,FR8,1,41267.0
2012,NUTS,2010,FR8,1,43204.0
2013,NUTS,2010,FR8,1,46282.0
1991,NUTS,2010,FR81,2,5398.0
1992,NUTS,2010,FR81,2,5340.0
1993,NUTS,2010,FR81,2,5660.0
1994,NUTS,2010,FR81,2,5734.0
1995,NUTS,2010,FR81,2,6256.0
1996,NUTS,2010,FR81,2,6279.0
1997,NUTS,2010,FR81,2,8793.0
1998,NUTS,2010,FR81,2,9446.0
2000,NUTS,2010,FR81,2,10255.0
2001,NUTS,2010,FR81,2,10272.0
2002,NUTS,2010,FR81,2,11303.0
2003,NUTS,2010,FR81,2,11456.0
2004,NUTS,2010,FR81,2,11592.0
2006,NUTS,2010,FR81,2,12702.0
2007,NUTS,2010,FR81,2,13311.0
2008,NUTS,2010,FR81,2,13524.0
2009,NUTS,2010,FR81,2,14281.0
2010,NUTS,2010,FR81,2,13784.0
2011,NUTS,2010,FR81,2,13795.0
2012,NUTS,2010,FR81,2,14643.0
2013,NUTS,2010,FR81,2,14785.0
1991,NUTS,2010,FR82,2,15580.0
1992,NUTS,2010,FR82,2,15199.0
1993,NUTS,2010,FR82,2,15031.0
1994,NUTS,2010,FR82,2,15064.0
1995,NUTS,2010,FR82,2,15215.0
1996,NUTS,2010,FR82,2,15609.0
1997,NUTS,2010,FR82,2,18784.0
1998,NUTS,2010,FR82,2,19176.0
2000,NUTS,2010,FR82,2,20367.0
2001,NUTS,2010,FR82,2,21314.0
2002,NUTS,2010,FR82,2,21225.0
2003,NUTS,2010,FR82,2,22168.0
2004,NUTS,2010,FR82,2,23798.0
2006,NUTS,2010,FR82,2,25159.0
2007,NUTS,2010,FR82,2,26075.0
2008,NUTS,2010,FR82,2,25921.0
2009,NUTS,2010,FR82,2,25851.0
2010,NUTS,2010,FR82,2,27303.0
2011,NUTS,2010,FR82,2,27122.0
2012,NUTS,2010,FR82,2,28226.0
2013,NUTS,2010,FR82,2,31157.0
1991,NUTS,2010,FR83,2,96.0
1992,NUTS,2010,FR83,2,93.0
1993,NUTS,2010,FR83,2,102.0
1994,NUTS,2010,FR83,2,107.0
1995,NUTS,2010,FR83,2,100.0
1996,NUTS,2010,FR83,2,102.0
1997,NUTS,2010,FR83,2,192.0
1998,NUTS,2010,FR83,2,202.0
2000,NUTS,2010,FR83,2,218.0
2001,NUTS,2010,FR83,2,316.0
2002,NUTS,2010,FR83,2,217.0
2003,NUTS,2010,FR83,2,220.0
2004,NUTS,2010,FR83,2,238.0
2006,NUTS,2010,FR83,2,251.0
2007,NUTS,2010,FR83,2,289.0
2008,NUTS,2010,FR83,2,324.0
2009,NUTS,2010,FR83,2,352.0
2010,NUTS,2010,FR83,2,344.0
2011,NUTS,2010,FR83,2,351.0
2012,NUTS,2010,FR83,2,334.0
2013,NUTS,2010,FR83,2,340.0
1991,NUTS,2010,FRA,1,1433.0
1992,NUTS,2010,FRA,1,1436.0
1993,NUTS,2010,FRA,1,1404.0
1994,NUTS,2010,FRA,1,1379.0
1995,NUTS,2010,FRA,1,1415.0
1996,NUTS,2010,FRA,1,1486.0
1997,NUTS,2010,FRA,1,1698.0
1998,NUTS,2010,FRA,1,1770.0
2000,NUTS,2010,FRA,1,1913.0
2001,NUTS,2010,FRA,1,2029.0
2002,NUTS,2010,FRA,1,2209.0
2003,NUTS,2010,FRA,1,2283.0
2004,NUTS,2010,FRA,1,2276.0
2006,NUTS,2010,FRA,1,2316.0
2007,NUTS,2010,FRA,1,2427.0
2008,NUTS,2010,FRA,1,2448.0
2009,NUTS,2010,FRA,1,2468.0
2010,NUTS,2010,FRA,1,2284.0
2011,NUTS,2010,FRA,1,2480.0
2012,NUTS,2010,FRA,1,2534.0
2013,NUTS,2010,FRA,1,2777.0
2002,NUTS,2010,FRZ,1,9186.0
2003,NUTS,2010,FRZ,1,8817.0
2004,NUTS,2010,FRZ,1,8681.0
2006,NUTS,2010,FRZ,1,5593.0
2007,NUTS,2010,FRZ,1,4838.0
2008,NUTS,2010,FRZ,1,4721.0
2009,NUTS,2010,FRZ,1,4459.0
2010,NUTS,2010,FRZ,1,6757.0
2011,NUTS,2010,FRZ,1,4418.0
2012,NUTS,2010,FRZ,1,2935.0
2013,NUTS,2010,FRZ,1,5083.0
2002,NUTS,2010,FRZZ,2,9186.0
2003,NUTS,2010,FRZZ,2,8817.0
2004,NUTS,2010,FRZZ,2,8681.0
2006,NUTS,2010,FRZZ,2,5593.0
2007,NUTS,2010,FRZZ,2,4838.0
2008,NUTS,2010,FRZZ,2,4721.0
2009,NUTS,2010,FRZZ,2,4459.0
2010,NUTS,2010,FRZZ,2,6757.0
2011,NUTS,2010,FRZZ,2,4418.0
2012,NUTS,2010,FRZZ,2,2935.0
2013,NUTS,2010,FRZZ,2,5083.0
2002,NUTS,2010,HR,0,12960.0
2003,NUTS,2010,HR,0,9148.0
2004,NUTS,2010,HR,0,11162.0
2005,NUTS,2010,HR,0,9270.0
2006,NUTS,2010,HR,0,9516.0
2007,NUTS,2010,HR,0,10124.0
2008,NUTS,2010,HR,0,10583.0
2009,NUTS,2010,HR,0,11015.0
2010,NUTS,2010,HR,0,10859.0
2011,NUTS,2010,HR,0,10622.0
2012,NUTS,2010,HR,0,10368.0
2013,NUTS,2010,HR,0,10448.0
2014,NUTS,2010,HR,0,10027.0
2015,NUTS,2010,HR,0,10645.0
2016,NUTS,2010,HR,0,11536.0
2017,NUTS,2010,HR,0,11778.0
2018,NUTS,2010,HR,0,13029.0
2019,NUTS,2010,HR,0,14492.0
2020,NUTS,2010,HR,0,15517.0
2002,NUTS,2010,HR0,1,12960.0
2003,NUTS,2010,HR0,1,9148.0
2004,NUTS,2010,HR0,1,11162.0
2005,NUTS,2010,HR0,1,9270.0
2006,NUTS,2010,HR0,1,9516.0
2007,NUTS,2010,HR0,1,10124.0
2008,NUTS,2010,HR0,1,10583.0
2009,NUTS,2010,HR0,1,11015.0
2010,NUTS,2010,HR0,1,10859.0
2011,NUTS,2010,HR0,1,10622.0
2012,NUTS,2010,HR0,1,10368.0
2013,NUTS,2010,HR0,1,10448.0
2014,NUTS,2010,HR0,1,10027.0
2015,NUTS,2010,HR0,1,10645.0
2016,NUTS,2010,HR0,1,11536.0
2017,NUTS,2010,HR0,1,11778.0
2018,NUTS,2010,HR0,1,13029.0
2019,NUTS,2010,HR0,1,14492.0
2020,NUTS,2010,HR0,1,15517.0
2008,NUTS,2010,HR02,2,742.0
2009,NUTS,2010,HR02,2,835.0
2010,NUTS,2010,HR02,2,758.0
2020,NUTS,2010,HR02,2,993.0
2008,NUTS,2010,HR03,2,2060.0
2009,NUTS,2010,HR03,2,2008.0
2010,NUTS,2010,HR03,2,2028.0
2011,NUTS,2010,HR03,2,2082.0
2012,NUTS,2010,HR03,2,2076.0
2013,NUTS,2010,HR03,2,2042.0
2014,NUTS,2010,HR03,2,1999.0
2015,NUTS,2010,HR03,2,1965.0
2016,NUTS,2010,HR03,2,2189.0
2017,NUTS,2010,HR03,2,2156.0
2018,NUTS,2010,HR03,2,2123.0
2019,NUTS,2010,HR03,2,2610.0
2020,NUTS,2010,HR03,2,2857.0
2008,NUTS,2010,HR04,2,8523.0
2009,NUTS,2010,HR04,2,9007.0
2010,NUTS,2010,HR04,2,8830.0
2011,NUTS,2010,HR04,2,8540.0
2012,NUTS,2010,HR04,2,8292.0
2013,NUTS,2010,HR04,2,8406.0
2014,NUTS,2010,HR04,2,8028.0
2015,NUTS,2010,HR04,2,8680.0
2016,NUTS,2010,HR04,2,9347.0
2017,NUTS,2010,HR04,2,9622.0
2018,NUTS,2010,HR04,2,10906.0
2019,NUTS,2010,HR04,2,11882.0
2020,NUTS,2010,HR05,2,10120.0
2020,NUTS,2010,HR06,2,1547.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
1980,NUTS,2010,HU,0,25589.0
1981,NUTS,2010,HU,0,51512.0
1982,NUTS,2010,HU,0,49236.0
1983,NUTS,2010,HU,0,48740.0
1984,NUTS,2010,HU,0,49360.0
1985,NUTS,2010,HU,0,48745.0
1986,NUTS,2010,HU,0,49148.0
1987,NUTS,2010,HU,0,47227.0
1988,NUTS,2010,HU,0,45069.0
1989,NUTS,2010,HU,0,42276.0
1990,NUTS,2010,HU,0,36384.0
1991,NUTS,2010,HU,0,29397.0
1992,NUTS,2010,HU,0,24192.0
1993,NUTS,2010,HU,0,22609.0
1994,NUTS,2010,HU,0,22008.0
1995,NUTS,2010,HU,0,19585.0
1996,NUTS,2010,HU,0,19776.0
1997,NUTS,2010,HU,0,20758.0
1998,NUTS,2010,HU,0,20315.0
1999,NUTS,2010,HU,0,21329.0
2000,NUTS,2010,HU,0,23534.0
2001,NUTS,2010,HU,0,22942.0
2002,NUTS,2010,HU,0,23703.0
2003,NUTS,2010,HU,0,23311.0
2004,NUTS,2010,HU,0,22826.0
2005,NUTS,2010,HU,0,23239.0
2006,NUTS,2010,HU,0,25971.0
2007,NUTS,2010,HU,0,25954.0
2008,NUTS,2010,HU,0,27403.0
2009,NUTS,2010,HU,0,29795.0
2010,NUTS,2010,HU,0,31480.0
2011,NUTS,2010,HU,0,33960.0
2012,NUTS,2010,HU,0,35732.0
2013,NUTS,2010,HU,0,38163.0
2014,NUTS,2010,HU,0,37329.0
2015,NUTS,2010,HU,0,36847.0
2016,NUTS,2010,HU,0,35757.0
2017,NUTS,2010,HU,0,40432.0
2018,NUTS,2010,HU,0,54654.0
2019,NUTS,2010,HU,0,56943.0
2020,NUTS,2010,HU,0,59628.0
1999,NUTS,2010,HU1,1,13836.0
2000,NUTS,2010,HU1,1,15131.0
2001,NUTS,2010,HU1,1,14680.0
2002,NUTS,2010,HU1,1,15136.0
2003,NUTS,2010,HU1,1,15124.0
2004,NUTS,2010,HU1,1,14741.0
2005,NUTS,2010,HU1,1,14740.0
2006,NUTS,2010,HU1,1,16273.0
2007,NUTS,2010,HU1,1,16252.0
2008,NUTS,2010,HU1,1,17699.0
2009,NUTS,2010,HU1,1,18736.0
2010,NUTS,2010,HU1,1,20094.0
2011,NUTS,2010,HU1,1,21523.0
2012,NUTS,2010,HU1,1,21879.0
2013,NUTS,2010,HU1,1,23468.0
2014,NUTS,2010,HU1,1,24162.0
2015,NUTS,2010,HU1,1,24720.0
2016,NUTS,2010,HU1,1,23587.0
2017,NUTS,2010,HU1,1,26002.0
2018,NUTS,2010,HU1,1,35171.0
2019,NUTS,2010,HU1,1,36381.0
1999,NUTS,2010,HU10,2,13836.0
2000,NUTS,2010,HU10,2,15131.0
2001,NUTS,2010,HU10,2,14680.0
2002,NUTS,2010,HU10,2,15136.0
2003,NUTS,2010,HU10,2,15124.0
2004,NUTS,2010,HU10,2,14741.0
2005,NUTS,2010,HU10,2,14740.0
2006,NUTS,2010,HU10,2,16273.0
2007,NUTS,2010,HU10,2,16252.0
2008,NUTS,2010,HU10,2,17699.0
2009,NUTS,2010,HU10,2,18736.0
2010,NUTS,2010,HU10,2,20094.0
2011,NUTS,2010,HU10,2,21523.0
2012,NUTS,2010,HU10,2,21879.0
2013,NUTS,2010,HU10,2,23468.0
2014,NUTS,2010,HU10,2,24162.0
2015,NUTS,2010,HU10,2,24720.0
2016,NUTS,2010,HU10,2,23587.0
2017,NUTS,2010,HU11,2,23339.0
2018,NUTS,2010,HU11,2,31607.0
2019,NUTS,2010,HU11,2,32803.0
2017,NUTS,2010,HU12,2,2663.0
2018,NUTS,2010,HU12,2,3564.0
2019,NUTS,2010,HU12,2,3578.0
1999,NUTS,2010,HU2,1,2823.0
2000,NUTS,2010,HU2,1,3478.0
2001,NUTS,2010,HU2,1,3516.0
2002,NUTS,2010,HU2,1,3343.0
2003,NUTS,2010,HU2,1,3223.0
2004,NUTS,2010,HU2,1,3345.0
2005,NUTS,2010,HU2,1,3466.0
2006,NUTS,2010,HU2,1,4325.0
2007,NUTS,2010,HU2,1,3729.0
2008,NUTS,2010,HU2,1,3921.0
2009,NUTS,2010,HU2,1,4375.0
2010,NUTS,2010,HU2,1,4639.0
2011,NUTS,2010,HU2,1,5215.0
2012,NUTS,2010,HU2,1,6133.0
2013,NUTS,2010,HU2,1,6725.0
2014,NUTS,2010,HU2,1,5909.0
2015,NUTS,2010,HU2,1,5398.0
2016,NUTS,2010,HU2,1,5430.0
2017,NUTS,2010,HU2,1,6630.0
2018,NUTS,2010,HU2,1,9417.0
2019,NUTS,2010,HU2,1,9695.0
1999,NUTS,2010,HU21,2,977.0
2000,NUTS,2010,HU21,2,1463.0
2001,NUTS,2010,HU21,2,1304.0
2002,NUTS,2010,HU21,2,1294.0
2003,NUTS,2010,HU21,2,1139.0
2004,NUTS,2010,HU21,2,1206.0
2005,NUTS,2010,HU21,2,1158.0
2006,NUTS,2010,HU21,2,1429.0
2007,NUTS,2010,HU21,2,1417.0
2008,NUTS,2010,HU21,2,1496.0
2009,NUTS,2010,HU21,2,1626.0
2010,NUTS,2010,HU21,2,1597.0
2011,NUTS,2010,HU21,2,2061.0
2012,NUTS,2010,HU21,2,2881.0
2013,NUTS,2010,HU21,2,2988.0
2014,NUTS,2010,HU21,2,2674.0
2015,NUTS,2010,HU21,2,2636.0
2016,NUTS,2010,HU21,2,2593.0
2017,NUTS,2010,HU21,2,2933.0
2018,NUTS,2010,HU21,2,3653.0
2019,NUTS,2010,HU21,2,4085.0
1999,NUTS,2010,HU22,2,982.0
2000,NUTS,2010,HU22,2,948.0
2001,NUTS,2010,HU22,2,1159.0
2002,NUTS,2010,HU22,2,1084.0
2003,NUTS,2010,HU22,2,1020.0
2004,NUTS,2010,HU22,2,895.0
2005,NUTS,2010,HU22,2,966.0
2006,NUTS,2010,HU22,2,1268.0
2007,NUTS,2010,HU22,2,1246.0
2008,NUTS,2010,HU22,2,1319.0
2009,NUTS,2010,HU22,2,1547.0
2010,NUTS,2010,HU22,2,1587.0
2011,NUTS,2010,HU22,2,1592.0
2012,NUTS,2010,HU22,2,1658.0
2013,NUTS,2010,HU22,2,1958.0
2014,NUTS,2010,HU22,2,1715.0
2015,NUTS,2010,HU22,2,1513.0
2016,NUTS,2010,HU22,2,1538.0
2017,NUTS,2010,HU22,2,1907.0
2018,NUTS,2010,HU22,2,2973.0
2019,NUTS,2010,HU22,2,3007.0
1999,NUTS,2010,HU23,2,864.0
2000,NUTS,2010,HU23,2,1067.0
2001,NUTS,2010,HU23,2,1053.0
2002,NUTS,2010,HU23,2,965.0
2003,NUTS,2010,HU23,2,1064.0
2004,NUTS,2010,HU23,2,1244.0
2005,NUTS,2010,HU23,2,1342.0
2006,NUTS,2010,HU23,2,1628.0
2007,NUTS,2010,HU23,2,1066.0
2008,NUTS,2010,HU23,2,1106.0
2009,NUTS,2010,HU23,2,1202.0
2010,NUTS,2010,HU23,2,1455.0
2011,NUTS,2010,HU23,2,1562.0
2012,NUTS,2010,HU23,2,1594.0
2013,NUTS,2010,HU23,2,1779.0
2014,NUTS,2010,HU23,2,1520.0
2015,NUTS,2010,HU23,2,1249.0
2016,NUTS,2010,HU23,2,1299.0
2017,NUTS,2010,HU23,2,1790.0
2018,NUTS,2010,HU23,2,2791.0
2019,NUTS,2010,HU23,2,2603.0
1999,NUTS,2010,HU3,1,4670.0
2000,NUTS,2010,HU3,1,4925.0
2001,NUTS,2010,HU3,1,4746.0
2002,NUTS,2010,HU3,1,5224.0
2003,NUTS,2010,HU3,1,4964.0
2004,NUTS,2010,HU3,1,4740.0
2005,NUTS,2010,HU3,1,5033.0
2006,NUTS,2010,HU3,1,5373.0
2007,NUTS,2010,HU3,1,5973.0
2008,NUTS,2010,HU3,1,5783.0
2009,NUTS,2010,HU3,1,6684.0
2010,NUTS,2010,HU3,1,6747.0
2011,NUTS,2010,HU3,1,7222.0
2012,NUTS,2010,HU3,1,7720.0
2013,NUTS,2010,HU3,1,7970.0
2014,NUTS,2010,HU3,1,7258.0
2015,NUTS,2010,HU3,1,6729.0
2016,NUTS,2010,HU3,1,6740.0
2017,NUTS,2010,HU3,1,7800.0
2018,NUTS,2010,HU3,1,10066.0
2019,NUTS,2010,HU3,1,10867.0
1999,NUTS,2010,HU31,2,653.0
2000,NUTS,2010,HU31,2,764.0
2001,NUTS,2010,HU31,2,840.0
2002,NUTS,2010,HU31,2,1095.0
2003,NUTS,2010,HU31,2,956.0
2004,NUTS,2010,HU31,2,1067.0
2005,NUTS,2010,HU31,2,961.0
2006,NUTS,2010,HU31,2,1152.0
2007,NUTS,2010,HU31,2,1155.0
2008,NUTS,2010,HU31,2,1073.0
2009,NUTS,2010,HU31,2,1327.0
2010,NUTS,2010,HU31,2,1467.0
2011,NUTS,2010,HU31,2,1388.0
2012,NUTS,2010,HU31,2,1496.0
2013,NUTS,2010,HU31,2,1680.0
2014,NUTS,2010,HU31,2,1394.0
2015,NUTS,2010,HU31,2,1239.0
2016,NUTS,2010,HU31,2,1245.0
2017,NUTS,2010,HU31,2,1525.0
2018,NUTS,2010,HU31,2,1781.0
2019,NUTS,2010,HU31,2,2082.0
1999,NUTS,2010,HU32,2,1897.0
2000,NUTS,2010,HU32,2,1991.0
2001,NUTS,2010,HU32,2,1777.0
2002,NUTS,2010,HU32,2,1973.0
2003,NUTS,2010,HU32,2,1909.0
2004,NUTS,2010,HU32,2,1763.0
2005,NUTS,2010,HU32,2,1946.0
2006,NUTS,2010,HU32,2,2018.0
2007,NUTS,2010,HU32,2,2417.0
2008,NUTS,2010,HU32,2,2452.0
2009,NUTS,2010,HU32,2,2574.0
2010,NUTS,2010,HU32,2,2441.0
2011,NUTS,2010,HU32,2,2624.0
2012,NUTS,2010,HU32,2,2944.0
2013,NUTS,2010,HU32,2,2624.0
2014,NUTS,2010,HU32,2,2427.0
2015,NUTS,2010,HU32,2,2402.0
2016,NUTS,2010,HU32,2,2426.0
2017,NUTS,2010,HU32,2,2760.0
2018,NUTS,2010,HU32,2,3437.0
2019,NUTS,2010,HU32,2,3753.0
1999,NUTS,2010,HU33,2,2120.0
2000,NUTS,2010,HU33,2,2170.0
2001,NUTS,2010,HU33,2,2129.0
2002,NUTS,2010,HU33,2,2156.0
2003,NUTS,2010,HU33,2,2099.0
2004,NUTS,2010,HU33,2,1910.0
2005,NUTS,2010,HU33,2,2126.0
2006,NUTS,2010,HU33,2,2203.0
2007,NUTS,2010,HU33,2,2401.0
2008,NUTS,2010,HU33,2,2258.0
2009,NUTS,2010,HU33,2,2783.0
2010,NUTS,2010,HU33,2,2839.0
2011,NUTS,2010,HU33,2,3210.0
2012,NUTS,2010,HU33,2,3280.0
2013,NUTS,2010,HU33,2,3666.0
2014,NUTS,2010,HU33,2,3437.0
2015,NUTS,2010,HU33,2,3088.0
2016,NUTS,2010,HU33,2,3069.0
2017,NUTS,2010,HU33,2,3515.0
2018,NUTS,2010,HU33,2,4848.0
2019,NUTS,2010,HU33,2,5032.0
1981,NUTS,2010,IE,0,4953.0
1982,NUTS,2010,IE,0,4960.0
1983,NUTS,2010,IE,0,5050.0
1984,NUTS,2010,IE,0,5230.0
1985,NUTS,2010,IE,0,5341.0
1986,NUTS,2010,IE,0,5449.0
1987,NUTS,2010,IE,0,5704.0
1988,NUTS,2010,IE,0,5827.0
1989,NUTS,2010,IE,0,6328.0
1990,NUTS,2010,IE,0,6846.0
1991,NUTS,2010,IE,0,8002.0
1992,NUTS,2010,IE,0,8488.0
1993,NUTS,2010,IE,0,7837.0
1994,NUTS,2010,IE,0,8654.0
1995,NUTS,2010,IE,0,9662.0
1996,NUTS,2010,IE,0,9999.0
1997,NUTS,2010,IE,0,10826.0
1998,NUTS,2010,IE,0,11613.0
1999,NUTS,2010,IE,0,11929.0
2000,NUTS,2010,IE,0,12762.0
2001,NUTS,2010,IE,0,13317.0
2002,NUTS,2010,IE,0,13582.0
2003,NUTS,2010,IE,0,14450.0
2004,NUTS,2010,IE,0,15713.0
2005,NUTS,2010,IE,0,16690.0
2006,NUTS,2010,IE,0,17444.0
2007,NUTS,2010,IE,0,18157.0
2008,NUTS,2010,IE,0,20018.0
2009,NUTS,2010,IE,0,19705.0
2010,NUTS,2010,IE,0,19722.0
2011,NUTS,2010,IE,0,21591.0
2012,NUTS,2010,IE,0,29284.0
2013,NUTS,2010,IE,0,31870.0
2014,NUTS,2010,IE,0,33494.0
2015,NUTS,2010,IE,0,32052.0
2016,NUTS,2010,IE,0,34373.0
2017,NUTS,2010,IE,0,33803.0
2018,NUTS,2010,IE,0,31396.0
2019,NUTS,2010,IE,0,32170.0
2020,NUTS,2010,IE,0,32560.0
1981,NUTS,2010,IE0,1,4953.0
1982,NUTS,2010,IE0,1,4960.0
1983,NUTS,2010,IE0,1,5050.0
1984,NUTS,2010,IE0,1,5230.0
1985,NUTS,2010,IE0,1,5341.0
1986,NUTS,2010,IE0,1,5449.0
1987,NUTS,2010,IE0,1,5704.0
1988,NUTS,2010,IE0,1,5827.0
1989,NUTS,2010,IE0,1,6328.0
1990,NUTS,2010,IE0,1,6846.0
1991,NUTS,2010,IE0,1,8002.0
1992,NUTS,2010,IE0,1,8488.0
1993,NUTS,2010,IE0,1,7837.0
1994,NUTS,2010,IE0,1,8654.0
1995,NUTS,2010,IE0,1,9662.0
1996,NUTS,2010,IE0,1,9999.0
1997,NUTS,2010,IE0,1,10826.0
1998,NUTS,2010,IE0,1,11613.0
1999,NUTS,2010,IE0,1,11929.0
2000,NUTS,2010,IE0,1,12761.0
2002,NUTS,2010,IE0,1,13582.0
2003,NUTS,2010,IE0,1,14450.0
2004,NUTS,2010,IE0,1,15713.0
2005,NUTS,2010,IE0,1,16696.0
2006,NUTS,2010,IE0,1,17444.0
2007,NUTS,2010,IE0,1,18157.0
2008,NUTS,2010,IE0,1,20018.0
2009,NUTS,2010,IE0,1,19705.0
2010,NUTS,2010,IE0,1,19722.0
2011,NUTS,2010,IE0,1,21591.0
2013,NUTS,2010,IE0,1,24129.0
2015,NUTS,2010,IE0,1,34690.0
2017,NUTS,2010,IE0,1,35771.0
2002,NUTS,2010,IE01,2,2206.0
2003,NUTS,2010,IE01,2,2310.0
2004,NUTS,2010,IE01,2,2827.0
2005,NUTS,2010,IE01,2,3772.0
2006,NUTS,2010,IE01,2,3815.0
2007,NUTS,2010,IE01,2,3733.0
2008,NUTS,2010,IE01,2,3510.0
2009,NUTS,2010,IE01,2,3463.0
2010,NUTS,2010,IE01,2,3497.0
2011,NUTS,2010,IE01,2,4093.0
2013,NUTS,2010,IE01,2,4367.0
2015,NUTS,2010,IE01,2,3506.0
2017,NUTS,2010,IE01,2,6959.0
2002,NUTS,2010,IE02,2,11376.0
2003,NUTS,2010,IE02,2,12140.0
2004,NUTS,2010,IE02,2,12886.0
2005,NUTS,2010,IE02,2,12925.0
2006,NUTS,2010,IE02,2,13628.0
2007,NUTS,2010,IE02,2,14424.0
2008,NUTS,2010,IE02,2,16509.0
2009,NUTS,2010,IE02,2,16242.0
2010,NUTS,2010,IE02,2,16225.0
2011,NUTS,2010,IE02,2,17498.0
2013,NUTS,2010,IE02,2,19761.0
2015,NUTS,2010,IE02,2,31184.0
2017,NUTS,2010,IE02,2,28812.0
2002,NUTS,2010,IEZ,1,0.0
2003,NUTS,2010,IEZ,1,0.0
2004,NUTS,2010,IEZ,1,0.0
2005,NUTS,2010,IEZ,1,0.0
2006,NUTS,2010,IEZ,1,0.0
2007,NUTS,2010,IEZ,1,0.0
2008,NUTS,2010,IEZ,1,0.0
2009,NUTS,2010,IEZ,1,0.0
2010,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZ,1,0.0
2002,NUTS,2010,IEZZ,2,0.0
2003,NUTS,2010,IEZZ,2,0.0
2004,NUTS,2010,IEZZ,2,0.0
2005,NUTS,2010,IEZZ,2,0.0
2006,NUTS,2010,IEZZ,2,0.0
2007,NUTS,2010,IEZZ,2,0.0
2008,NUTS,2010,IEZZ,2,0.0
2009,NUTS,2010,IEZZ,2,0.0
2010,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IEZZ,2,0.0
1981,NUTS,2010,IS,0,744.0
1983,NUTS,2010,IS,0,776.0
1985,NUTS,2010,IS,0,834.0
1987,NUTS,2010,IS,0,877.0
1989,NUTS,2010,IS,0,1204.0
1990,NUTS,2010,IS,0,1188.0
1991,NUTS,2010,IS,0,1197.0
1992,NUTS,2010,IS,0,1244.0
1993,NUTS,2010,IS,0,1363.0
1994,NUTS,2010,IS,0,1412.0
1995,NUTS,2010,IS,0,1694.0
1996,NUTS,2010,IS,0,1516.0
1997,NUTS,2010,IS,0,2150.0
1998,NUTS,2010,IS,0,2273.0
1999,NUTS,2010,IS,0,2390.0
2000,NUTS,2010,IS,0,2646.0
2001,NUTS,2010,IS,0,2901.0
2002,NUTS,2010,IS,0,2797.0
2003,NUTS,2010,IS,0,2940.0
2005,NUTS,2010,IS,0,3226.0
2006,NUTS,2010,IS,0,3415.0
2007,NUTS,2010,IS,0,2982.0
2008,NUTS,2010,IS,0,3117.0
2009,NUTS,2010,IS,0,3397.0
2011,NUTS,2010,IS,0,3244.0
2013,NUTS,2010,IS,0,2736.0
2015,NUTS,2010,IS,0,2941.0
2016,NUTS,2010,IS,0,3247.0
2017,NUTS,2010,IS,0,3172.0
2018,NUTS,2010,IS,0,3172.0
1981,NUTS,2010,IT,0,102836.0
1982,NUTS,2010,IT,0,105927.0
1983,NUTS,2010,IT,0,112743.0
1984,NUTS,2010,IT,0,112884.0
1985,NUTS,2010,IT,0,117887.0
1986,NUTS,2010,IT,0,122352.0
1987,NUTS,2010,IT,0,128175.0
1988,NUTS,2010,IT,0,135665.0
