year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_fte_rse_t
2017,NUTS,2010,DEA2,2,8970.0
2018,NUTS,2010,DEA2,2,9030.0
2019,NUTS,2010,DEA2,2,9194.0
2011,NUTS,2010,DEA3,2,1975.0
2012,NUTS,2010,DEA3,2,2049.0
2013,NUTS,2010,DEA3,2,2169.0
2014,NUTS,2010,DEA3,2,2174.0
2015,NUTS,2010,DEA3,2,2110.0
2016,NUTS,2010,DEA3,2,2261.0
2017,NUTS,2010,DEA3,2,2339.0
2018,NUTS,2010,DEA3,2,2452.0
2019,NUTS,2010,DEA3,2,2473.0
2011,NUTS,2010,DEA4,2,1620.0
2012,NUTS,2010,DEA4,2,1656.0
2013,NUTS,2010,DEA4,2,1674.0
2014,NUTS,2010,DEA4,2,1797.0
2015,NUTS,2010,DEA4,2,1771.0
2016,NUTS,2010,DEA4,2,2092.0
2017,NUTS,2010,DEA4,2,2222.0
2018,NUTS,2010,DEA4,2,2365.0
2019,NUTS,2010,DEA4,2,2347.0
2011,NUTS,2010,DEA5,2,3742.0
2012,NUTS,2010,DEA5,2,3680.0
2013,NUTS,2010,DEA5,2,3702.0
2014,NUTS,2010,DEA5,2,3852.0
2015,NUTS,2010,DEA5,2,3830.0
2016,NUTS,2010,DEA5,2,4458.0
2017,NUTS,2010,DEA5,2,4643.0
2018,NUTS,2010,DEA5,2,4773.0
2019,NUTS,2010,DEA5,2,4912.0
2011,NUTS,2010,DEB,1,2689.0
2012,NUTS,2010,DEB,1,2832.0
2013,NUTS,2010,DEB,1,2932.0
2014,NUTS,2010,DEB,1,2904.0
2015,NUTS,2010,DEB,1,3031.0
2016,NUTS,2010,DEB,1,3501.0
2017,NUTS,2010,DEB,1,3482.0
2018,NUTS,2010,DEB,1,3615.0
2019,NUTS,2010,DEB,1,3680.0
2011,NUTS,2010,DEB1,2,300.0
2012,NUTS,2010,DEB1,2,302.0
2013,NUTS,2010,DEB1,2,315.0
2014,NUTS,2010,DEB1,2,298.0
2015,NUTS,2010,DEB1,2,317.0
2016,NUTS,2010,DEB1,2,379.0
2017,NUTS,2010,DEB1,2,384.0
2018,NUTS,2010,DEB1,2,415.0
2019,NUTS,2010,DEB1,2,460.0
2011,NUTS,2010,DEB2,2,361.0
2012,NUTS,2010,DEB2,2,363.0
2013,NUTS,2010,DEB2,2,354.0
2014,NUTS,2010,DEB2,2,326.0
2015,NUTS,2010,DEB2,2,357.0
2016,NUTS,2010,DEB2,2,394.0
2017,NUTS,2010,DEB2,2,405.0
2018,NUTS,2010,DEB2,2,383.0
2019,NUTS,2010,DEB2,2,384.0
2011,NUTS,2010,DEB3,2,2028.0
2012,NUTS,2010,DEB3,2,2167.0
2013,NUTS,2010,DEB3,2,2263.0
2014,NUTS,2010,DEB3,2,2280.0
2015,NUTS,2010,DEB3,2,2357.0
2016,NUTS,2010,DEB3,2,2729.0
2017,NUTS,2010,DEB3,2,2692.0
2018,NUTS,2010,DEB3,2,2817.0
2019,NUTS,2010,DEB3,2,2835.0
2011,NUTS,2010,DEC,1,725.0
2012,NUTS,2010,DEC,1,936.0
2013,NUTS,2010,DEC,1,1004.0
2014,NUTS,2010,DEC,1,1018.0
2015,NUTS,2010,DEC,1,1028.0
2016,NUTS,2010,DEC,1,1084.0
2017,NUTS,2010,DEC,1,1059.0
2018,NUTS,2010,DEC,1,1071.0
2019,NUTS,2010,DEC,1,1059.0
2011,NUTS,2010,DEC0,2,725.0
2012,NUTS,2010,DEC0,2,936.0
2013,NUTS,2010,DEC0,2,1004.0
2014,NUTS,2010,DEC0,2,1018.0
2015,NUTS,2010,DEC0,2,1028.0
2016,NUTS,2010,DEC0,2,1084.0
2017,NUTS,2010,DEC0,2,1059.0
2018,NUTS,2010,DEC0,2,1071.0
2019,NUTS,2010,DEC0,2,1059.0
2011,NUTS,2010,DED,1,5637.0
2012,NUTS,2010,DED,1,5993.0
2013,NUTS,2010,DED,1,6547.0
2014,NUTS,2010,DED,1,6465.0
2015,NUTS,2010,DED,1,6193.0
2016,NUTS,2010,DED,1,6498.0
2017,NUTS,2010,DED,1,6832.0
2018,NUTS,2010,DED,1,7019.0
2019,NUTS,2010,DED,1,6948.0
2011,NUTS,2010,DED2,2,2890.0
2012,NUTS,2010,DED2,2,3032.0
2013,NUTS,2010,DED2,2,3115.0
2014,NUTS,2010,DED2,2,1878.0
2015,NUTS,2010,DED2,2,2897.0
2016,NUTS,2010,DED2,2,3017.0
2017,NUTS,2010,DED2,2,3245.0
2018,NUTS,2010,DED2,2,3378.0
2019,NUTS,2010,DED2,2,3287.0
2011,NUTS,2010,DED4,2,1601.0
2012,NUTS,2010,DED4,2,1672.0
2013,NUTS,2010,DED4,2,1827.0
2014,NUTS,2010,DED4,2,3021.0
2015,NUTS,2010,DED4,2,1759.0
2016,NUTS,2010,DED4,2,1777.0
2017,NUTS,2010,DED4,2,1848.0
2018,NUTS,2010,DED4,2,1855.0
2019,NUTS,2010,DED4,2,1837.0
2011,NUTS,2010,DED5,2,1146.0
2012,NUTS,2010,DED5,2,1288.0
2013,NUTS,2010,DED5,2,1605.0
2014,NUTS,2010,DED5,2,1565.0
2015,NUTS,2010,DED5,2,1538.0
2016,NUTS,2010,DED5,2,1704.0
2017,NUTS,2010,DED5,2,1739.0
2018,NUTS,2010,DED5,2,1786.0
2019,NUTS,2010,DED5,2,1824.0
2011,NUTS,2010,DEE,1,1608.0
2012,NUTS,2010,DEE,1,1656.0
2013,NUTS,2010,DEE,1,1736.0
2014,NUTS,2010,DEE,1,1670.0
2015,NUTS,2010,DEE,1,1680.0
2016,NUTS,2010,DEE,1,1713.0
2017,NUTS,2010,DEE,1,1733.0
2018,NUTS,2010,DEE,1,1791.0
2019,NUTS,2010,DEE,1,1877.0
2011,NUTS,2010,DEE0,2,1608.0
2012,NUTS,2010,DEE0,2,1656.0
2013,NUTS,2010,DEE0,2,1736.0
2014,NUTS,2010,DEE0,2,1670.0
2015,NUTS,2010,DEE0,2,1680.0
2016,NUTS,2010,DEE0,2,1713.0
2017,NUTS,2010,DEE0,2,1733.0
2018,NUTS,2010,DEE0,2,1791.0
2019,NUTS,2010,DEE0,2,1877.0
2011,NUTS,2010,DEF,1,1765.0
2012,NUTS,2010,DEF,1,1859.0
2013,NUTS,2010,DEF,1,1700.0
2014,NUTS,2010,DEF,1,1824.0
2015,NUTS,2010,DEF,1,1769.0
2016,NUTS,2010,DEF,1,1886.0
2017,NUTS,2010,DEF,1,1909.0
2018,NUTS,2010,DEF,1,1981.0
2019,NUTS,2010,DEF,1,2028.0
2011,NUTS,2010,DEF0,2,1765.0
2012,NUTS,2010,DEF0,2,1859.0
2013,NUTS,2010,DEF0,2,1700.0
2014,NUTS,2010,DEF0,2,1824.0
2015,NUTS,2010,DEF0,2,1769.0
2016,NUTS,2010,DEF0,2,1886.0
2017,NUTS,2010,DEF0,2,1909.0
2018,NUTS,2010,DEF0,2,1981.0
2019,NUTS,2010,DEF0,2,2028.0
2011,NUTS,2010,DEG,1,2298.0
2012,NUTS,2010,DEG,1,2407.0
2013,NUTS,2010,DEG,1,2454.0
2014,NUTS,2010,DEG,1,2431.0
2015,NUTS,2010,DEG,1,2359.0
2016,NUTS,2010,DEG,1,2369.0
2017,NUTS,2010,DEG,1,2390.0
2018,NUTS,2010,DEG,1,2404.0
2019,NUTS,2010,DEG,1,2517.0
2011,NUTS,2010,DEG0,2,2298.0
2012,NUTS,2010,DEG0,2,2407.0
2013,NUTS,2010,DEG0,2,2454.0
2014,NUTS,2010,DEG0,2,2431.0
2015,NUTS,2010,DEG0,2,2359.0
2016,NUTS,2010,DEG0,2,2369.0
2017,NUTS,2010,DEG0,2,2390.0
2018,NUTS,2010,DEG0,2,2404.0
2019,NUTS,2010,DEG0,2,2517.0
2011,NUTS,2010,DEZ,1,10784.0
2012,NUTS,2010,DEZ,1,10911.0
2013,NUTS,2010,DEZ,1,10589.0
2014,NUTS,2010,DEZ,1,10087.0
2015,NUTS,2010,DEZ,1,12118.0
2016,NUTS,2010,DEZ,1,11497.0
2017,NUTS,2010,DEZ,1,11074.0
2018,NUTS,2010,DEZ,1,11266.0
2019,NUTS,2010,DEZ,1,9703.0
2011,NUTS,2010,DEZZ,2,10784.0
2012,NUTS,2010,DEZZ,2,10911.0
2013,NUTS,2010,DEZZ,2,10589.0
2014,NUTS,2010,DEZZ,2,10087.0
2015,NUTS,2010,DEZZ,2,12118.0
2016,NUTS,2010,DEZZ,2,11497.0
2017,NUTS,2010,DEZZ,2,11074.0
2018,NUTS,2010,DEZZ,2,11266.0
2019,NUTS,2010,DEZZ,2,9703.0
2011,NUTS,2010,DK,0,13881.0
2012,NUTS,2010,DK,0,14305.0
2013,NUTS,2010,DK,0,15057.0
2014,NUTS,2010,DK,0,15854.0
2015,NUTS,2010,DK,0,16193.0
2016,NUTS,2010,DK,0,16223.0
2017,NUTS,2010,DK,0,16046.0
2018,NUTS,2010,DK,0,16496.0
2019,NUTS,2010,DK,0,16747.0
2020,NUTS,2010,DK,0,16839.0
2011,NUTS,2010,DK0,1,14065.0
2012,NUTS,2010,DK0,1,14305.0
2013,NUTS,2010,DK0,1,15058.0
2014,NUTS,2010,DK0,1,15854.0
2015,NUTS,2010,DK0,1,16193.0
2016,NUTS,2010,DK0,1,16223.0
2017,NUTS,2010,DK0,1,16046.0
2018,NUTS,2010,DK0,1,16496.0
2019,NUTS,2010,DK0,1,16747.0
2011,NUTS,2010,DK01,2,7789.0
2012,NUTS,2010,DK01,2,7958.0
2013,NUTS,2010,DK01,2,8613.0
2014,NUTS,2010,DK01,2,9090.0
2015,NUTS,2010,DK01,2,9086.0
2016,NUTS,2010,DK01,2,9218.0
2017,NUTS,2010,DK01,2,9202.0
2019,NUTS,2010,DK01,2,9494.0
2011,NUTS,2010,DK02,2,844.0
2012,NUTS,2010,DK02,2,689.0
2013,NUTS,2010,DK02,2,675.0
2014,NUTS,2010,DK02,2,800.0
2015,NUTS,2010,DK02,2,789.0
2016,NUTS,2010,DK02,2,806.0
2017,NUTS,2010,DK02,2,808.0
2019,NUTS,2010,DK02,2,825.0
2011,NUTS,2010,DK03,2,1376.0
2012,NUTS,2010,DK03,2,1438.0
2013,NUTS,2010,DK03,2,1501.0
2014,NUTS,2010,DK03,2,1606.0
2015,NUTS,2010,DK03,2,1709.0
2016,NUTS,2010,DK03,2,1696.0
2017,NUTS,2010,DK03,2,1364.0
2019,NUTS,2010,DK03,2,1427.0
2011,NUTS,2010,DK04,2,2900.0
2012,NUTS,2010,DK04,2,3042.0
2013,NUTS,2010,DK04,2,2844.0
2014,NUTS,2010,DK04,2,2966.0
2015,NUTS,2010,DK04,2,3290.0
2016,NUTS,2010,DK04,2,3194.0
2017,NUTS,2010,DK04,2,2930.0
2019,NUTS,2010,DK04,2,3161.0
2011,NUTS,2010,DK05,2,1156.0
2012,NUTS,2010,DK05,2,1178.0
2013,NUTS,2010,DK05,2,1425.0
2014,NUTS,2010,DK05,2,1393.0
2015,NUTS,2010,DK05,2,1319.0
2016,NUTS,2010,DK05,2,1309.0
2017,NUTS,2010,DK05,2,1742.0
2019,NUTS,2010,DK05,2,1840.0
2011,NUTS,2010,EA19,2,404766.0
2012,NUTS,2010,EA19,2,414260.0
2013,NUTS,2010,EA19,2,422683.0
2014,NUTS,2010,EA19,2,426205.0
2015,NUTS,2010,EA19,2,437771.0
2016,NUTS,2010,EA19,2,445136.0
2017,NUTS,2010,EA19,2,455958.0
2018,NUTS,2010,EA19,2,463860.0
2019,NUTS,2010,EA19,2,474669.0
2020,NUTS,2010,EA19,2,485700.0
2011,NUTS,2010,EE,0,2398.0
2012,NUTS,2010,EE,0,2534.0
2013,NUTS,2010,EE,0,2398.0
2014,NUTS,2010,EE,0,2443.0
2015,NUTS,2010,EE,0,2431.0
2016,NUTS,2010,EE,0,2426.0
2017,NUTS,2010,EE,0,2452.0
2018,NUTS,2010,EE,0,2718.0
2019,NUTS,2010,EE,0,2442.0
2020,NUTS,2010,EE,0,2364.0
2011,NUTS,2010,EL,0,16068.0
2012,NUTS,2010,EL,0,15723.0
2013,NUTS,2010,EL,0,18957.0
2014,NUTS,2010,EL,0,18801.0
2015,NUTS,2010,EL,0,22149.0
2016,NUTS,2010,EL,0,17241.0
2017,NUTS,2010,EL,0,17853.0
2018,NUTS,2010,EL,0,18588.0
2019,NUTS,2010,EL,0,20347.0
2020,NUTS,2010,EL,0,21650.0
2011,NUTS,2010,EL3,1,6151.0
2013,NUTS,2010,EL3,1,7156.0
2015,NUTS,2010,EL3,1,9259.0
2017,NUTS,2010,EL3,1,6390.0
2019,NUTS,2010,EL3,1,7004.0
2011,NUTS,2010,EL30,2,6151.0
2013,NUTS,2010,EL30,2,7156.0
2015,NUTS,2010,EL30,2,9259.0
2017,NUTS,2010,EL30,2,6390.0
2019,NUTS,2010,EL30,2,7004.0
2011,NUTS,2010,EL4,1,2405.0
2013,NUTS,2010,EL4,1,2466.0
2015,NUTS,2010,EL4,1,2156.0
2017,NUTS,2010,EL4,1,1723.0
2019,NUTS,2010,EL4,1,2079.0
2011,NUTS,2010,EL41,2,373.0
2013,NUTS,2010,EL41,2,458.0
2015,NUTS,2010,EL41,2,398.0
2017,NUTS,2010,EL41,2,333.0
2019,NUTS,2010,EL41,2,339.0
2011,NUTS,2010,EL42,2,177.0
2013,NUTS,2010,EL42,2,203.0
2015,NUTS,2010,EL42,2,174.0
2017,NUTS,2010,EL42,2,178.0
2019,NUTS,2010,EL42,2,131.0
2011,NUTS,2010,EL43,2,1855.0
2013,NUTS,2010,EL43,2,1805.0
2015,NUTS,2010,EL43,2,1585.0
2017,NUTS,2010,EL43,2,1212.0
2019,NUTS,2010,EL43,2,1609.0
2011,NUTS,2010,EL5,1,5033.0
2013,NUTS,2010,EL5,1,6281.0
2015,NUTS,2010,EL5,1,6816.0
2017,NUTS,2010,EL5,1,5348.0
2019,NUTS,2010,EL5,1,6461.0
2011,NUTS,2010,EL51,2,842.0
2013,NUTS,2010,EL51,2,1201.0
2015,NUTS,2010,EL51,2,963.0
2017,NUTS,2010,EL51,2,847.0
2019,NUTS,2010,EL51,2,1051.0
2011,NUTS,2010,EL52,2,3305.0
2013,NUTS,2010,EL52,2,4093.0
2015,NUTS,2010,EL52,2,4420.0
2017,NUTS,2010,EL52,2,3317.0
2019,NUTS,2010,EL52,2,4052.0
2011,NUTS,2010,EL53,2,111.0
2013,NUTS,2010,EL53,2,219.0
2015,NUTS,2010,EL53,2,276.0
2017,NUTS,2010,EL53,2,312.0
2019,NUTS,2010,EL53,2,342.0
2011,NUTS,2010,EL54,2,775.0
2013,NUTS,2010,EL54,2,768.0
2015,NUTS,2010,EL54,2,1157.0
2017,NUTS,2010,EL54,2,871.0
2019,NUTS,2010,EL54,2,1015.0
2011,NUTS,2010,EL6,1,2478.0
2013,NUTS,2010,EL6,1,3054.0
2015,NUTS,2010,EL6,1,3917.0
2017,NUTS,2010,EL6,1,4393.0
2019,NUTS,2010,EL6,1,4803.0
2011,NUTS,2010,EL61,2,886.0
2013,NUTS,2010,EL61,2,1122.0
2015,NUTS,2010,EL61,2,1159.0
2017,NUTS,2010,EL61,2,1183.0
2019,NUTS,2010,EL61,2,1558.0
2011,NUTS,2010,EL62,2,40.0
2013,NUTS,2010,EL62,2,194.0
2015,NUTS,2010,EL62,2,589.0
2017,NUTS,2010,EL62,2,555.0
2019,NUTS,2010,EL62,2,524.0
2011,NUTS,2010,EL63,2,1309.0
2013,NUTS,2010,EL63,2,1181.0
2015,NUTS,2010,EL63,2,1530.0
2017,NUTS,2010,EL63,2,2269.0
2019,NUTS,2010,EL63,2,2226.0
2011,NUTS,2010,EL64,2,57.0
2013,NUTS,2010,EL64,2,211.0
2015,NUTS,2010,EL64,2,180.0
2017,NUTS,2010,EL64,2,122.0
2019,NUTS,2010,EL64,2,146.0
2011,NUTS,2010,EL65,2,186.0
2013,NUTS,2010,EL65,2,345.0
2015,NUTS,2010,EL65,2,458.0
2017,NUTS,2010,EL65,2,264.0
2019,NUTS,2010,EL65,2,348.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,62185.0
2012,NUTS,2010,ES,0,59775.0
2013,NUTS,2010,ES,0,57641.0
2014,NUTS,2010,ES,0,57156.0
2015,NUTS,2010,ES,0,57107.0
2016,NUTS,2010,ES,0,58413.0
2017,NUTS,2010,ES,0,62542.0
2018,NUTS,2010,ES,0,64007.0
2019,NUTS,2010,ES,0,66630.0
2020,NUTS,2010,ES,0,67212.0
2011,NUTS,2010,ES1,1,5814.0
2013,NUTS,2010,ES1,1,4790.0
2015,NUTS,2010,ES1,1,4657.0
2016,NUTS,2010,ES1,1,4557.0
2017,NUTS,2010,ES1,1,4709.0
2018,NUTS,2010,ES1,1,4847.0
2011,NUTS,2010,ES11,2,3819.0
2012,NUTS,2010,ES11,2,3100.0
2014,NUTS,2010,ES11,2,3001.0
2015,NUTS,2010,ES11,2,2997.0
2016,NUTS,2010,ES11,2,2923.0
2017,NUTS,2010,ES11,2,2943.0
2018,NUTS,2010,ES11,2,3020.0
2019,NUTS,2010,ES11,2,3102.0
2011,NUTS,2010,ES12,2,1306.0
2012,NUTS,2010,ES12,2,1148.0
2013,NUTS,2010,ES12,2,1133.0
2014,NUTS,2010,ES12,2,1001.0
2015,NUTS,2010,ES12,2,1071.0
2016,NUTS,2010,ES12,2,1048.0
2017,NUTS,2010,ES12,2,1223.0
2018,NUTS,2010,ES12,2,1267.0
2019,NUTS,2010,ES12,2,1483.0
2011,NUTS,2010,ES13,2,689.0
2015,NUTS,2010,ES13,2,589.0
2016,NUTS,2010,ES13,2,586.0
2017,NUTS,2010,ES13,2,543.0
2018,NUTS,2010,ES13,2,560.0
2011,NUTS,2010,ES2,1,7759.0
2013,NUTS,2010,ES2,1,7066.0
2019,NUTS,2010,ES2,1,7748.0
2011,NUTS,2010,ES21,2,3112.0
2012,NUTS,2010,ES21,2,3353.0
2013,NUTS,2010,ES21,2,3252.0
2014,NUTS,2010,ES21,2,3399.0
2015,NUTS,2010,ES21,2,3411.0
2016,NUTS,2010,ES21,2,3452.0
2017,NUTS,2010,ES21,2,3607.0
2018,NUTS,2010,ES21,2,3763.0
2019,NUTS,2010,ES21,2,3826.0
2011,NUTS,2010,ES22,2,1630.0
2011,NUTS,2010,ES23,2,398.0
2012,NUTS,2010,ES23,2,464.0
2014,NUTS,2010,ES23,2,484.0
2015,NUTS,2010,ES23,2,469.0
2016,NUTS,2010,ES23,2,551.0
2017,NUTS,2010,ES23,2,440.0
2018,NUTS,2010,ES23,2,433.0
2011,NUTS,2010,ES24,2,2620.0
2012,NUTS,2010,ES24,2,2297.0
2013,NUTS,2010,ES24,2,1962.0
2014,NUTS,2010,ES24,2,1791.0
2015,NUTS,2010,ES24,2,1867.0
2016,NUTS,2010,ES24,2,1915.0
2017,NUTS,2010,ES24,2,1945.0
2018,NUTS,2010,ES24,2,2028.0
2011,NUTS,2010,ES3,1,11402.0
2012,NUTS,2010,ES3,1,11041.0
2013,NUTS,2010,ES3,1,10836.0
2014,NUTS,2010,ES3,1,10900.0
2015,NUTS,2010,ES3,1,10616.0
2016,NUTS,2010,ES3,1,11161.0
2017,NUTS,2010,ES3,1,13034.0
2018,NUTS,2010,ES3,1,13663.0
2019,NUTS,2010,ES3,1,14346.0
2011,NUTS,2010,ES30,2,11402.0
2012,NUTS,2010,ES30,2,11041.0
2013,NUTS,2010,ES30,2,10836.0
2014,NUTS,2010,ES30,2,10900.0
2015,NUTS,2010,ES30,2,10616.0
2016,NUTS,2010,ES30,2,11161.0
2017,NUTS,2010,ES30,2,13034.0
2018,NUTS,2010,ES30,2,13663.0
2019,NUTS,2010,ES30,2,14346.0
2011,NUTS,2010,ES4,1,5546.0
2013,NUTS,2010,ES4,1,5094.0
2014,NUTS,2010,ES4,1,5099.0
2015,NUTS,2010,ES4,1,5249.0
2016,NUTS,2010,ES4,1,5316.0
2018,NUTS,2010,ES4,1,5484.0
2019,NUTS,2010,ES4,1,6099.0
2011,NUTS,2010,ES41,2,3824.0
2012,NUTS,2010,ES41,2,3570.0
2013,NUTS,2010,ES41,2,3672.0
2014,NUTS,2010,ES41,2,3603.0
2015,NUTS,2010,ES41,2,3713.0
2016,NUTS,2010,ES41,2,3756.0
2017,NUTS,2010,ES41,2,3919.0
2018,NUTS,2010,ES41,2,3857.0
2019,NUTS,2010,ES41,2,3995.0
2011,NUTS,2010,ES42,2,791.0
2012,NUTS,2010,ES42,2,700.0
2013,NUTS,2010,ES42,2,528.0
2014,NUTS,2010,ES42,2,599.0
2015,NUTS,2010,ES42,2,658.0
2017,NUTS,2010,ES42,2,774.0
2011,NUTS,2010,ES43,2,932.0
2013,NUTS,2010,ES43,2,895.0
2014,NUTS,2010,ES43,2,897.0
2015,NUTS,2010,ES43,2,878.0
2011,NUTS,2010,ES5,1,18466.0
2012,NUTS,2010,ES5,1,18104.0
2013,NUTS,2010,ES5,1,17834.0
2014,NUTS,2010,ES5,1,18010.0
2015,NUTS,2010,ES5,1,17858.0
2016,NUTS,2010,ES5,1,18464.0
2017,NUTS,2010,ES5,1,19274.0
2018,NUTS,2010,ES5,1,19288.0
2011,NUTS,2010,ES51,2,10287.0
2012,NUTS,2010,ES51,2,10179.0
2013,NUTS,2010,ES51,2,10172.0
2014,NUTS,2010,ES51,2,10118.0
2015,NUTS,2010,ES51,2,10209.0
2016,NUTS,2010,ES51,2,10676.0
2017,NUTS,2010,ES51,2,11194.0
2018,NUTS,2010,ES51,2,11211.0
2019,NUTS,2010,ES51,2,11484.0
2011,NUTS,2010,ES52,2,7224.0
2012,NUTS,2010,ES52,2,6932.0
2013,NUTS,2010,ES52,2,6672.0
2014,NUTS,2010,ES52,2,6807.0
2015,NUTS,2010,ES52,2,6714.0
2016,NUTS,2010,ES52,2,6729.0
2017,NUTS,2010,ES52,2,6912.0
2018,NUTS,2010,ES52,2,6803.0
2019,NUTS,2010,ES52,2,7166.0
2011,NUTS,2010,ES53,2,955.0
2012,NUTS,2010,ES53,2,993.0
2013,NUTS,2010,ES53,2,991.0
2014,NUTS,2010,ES53,2,1086.0
2015,NUTS,2010,ES53,2,935.0
2016,NUTS,2010,ES53,2,1059.0
2017,NUTS,2010,ES53,2,1168.0
2018,NUTS,2010,ES53,2,1274.0
2011,NUTS,2010,ES6,1,11576.0
2012,NUTS,2010,ES6,1,11157.0
2013,NUTS,2010,ES6,1,10452.0
2014,NUTS,2010,ES6,1,9942.0
2015,NUTS,2010,ES6,1,10284.0
2016,NUTS,2010,ES6,1,10204.0
2017,NUTS,2010,ES6,1,11017.0
2018,NUTS,2010,ES6,1,11471.0
2019,NUTS,2010,ES6,1,11719.0
2011,NUTS,2010,ES61,2,8509.0
2012,NUTS,2010,ES61,2,8281.0
2013,NUTS,2010,ES61,2,7635.0
2014,NUTS,2010,ES61,2,7201.0
2015,NUTS,2010,ES61,2,7462.0
2016,NUTS,2010,ES61,2,7367.0
2017,NUTS,2010,ES61,2,8224.0
2018,NUTS,2010,ES61,2,8500.0
2019,NUTS,2010,ES61,2,8677.0
2011,NUTS,2010,ES62,2,3041.0
2012,NUTS,2010,ES62,2,2849.0
2013,NUTS,2010,ES62,2,2779.0
2014,NUTS,2010,ES62,2,2711.0
2015,NUTS,2010,ES62,2,2796.0
2016,NUTS,2010,ES62,2,2782.0
2018,NUTS,2010,ES62,2,2871.0
2019,NUTS,2010,ES62,2,2944.0
2011,NUTS,2010,ES63,2,11.0
2011,NUTS,2010,ES64,2,15.0
2011,NUTS,2010,ES7,1,1623.0
2012,NUTS,2010,ES7,1,1728.0
2013,NUTS,2010,ES7,1,1568.0
2014,NUTS,2010,ES7,1,1555.0
2015,NUTS,2010,ES7,1,1339.0
2016,NUTS,2010,ES7,1,1411.0
2017,NUTS,2010,ES7,1,1453.0
2018,NUTS,2010,ES7,1,1508.0
2011,NUTS,2010,ES70,2,1623.0
2012,NUTS,2010,ES70,2,1728.0
2013,NUTS,2010,ES70,2,1568.0
2014,NUTS,2010,ES70,2,1555.0
2015,NUTS,2010,ES70,2,1339.0
2016,NUTS,2010,ES70,2,1411.0
2017,NUTS,2010,ES70,2,1453.0
2018,NUTS,2010,ES70,2,1508.0
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,506315.0
2012,NUTS,2010,EU27_2020,7,514612.0
2013,NUTS,2010,EU27_2020,7,524427.0
2014,NUTS,2010,EU27_2020,7,532408.0
2015,NUTS,2010,EU27_2020,7,543160.0
2016,NUTS,2010,EU27_2020,7,557364.0
2017,NUTS,2010,EU27_2020,7,577397.0
2018,NUTS,2010,EU27_2020,7,589648.0
2019,NUTS,2010,EU27_2020,7,607399.0
2020,NUTS,2010,EU27_2020,7,617285.0
2011,NUTS,2010,FI,0,11964.0
2012,NUTS,2010,FI,0,12368.0
2013,NUTS,2010,FI,0,12056.0
2014,NUTS,2010,FI,0,12381.0
2015,NUTS,2010,FI,0,12240.0
2016,NUTS,2010,FI,0,11987.0
2017,NUTS,2010,FI,0,12731.0
2018,NUTS,2010,FI,0,12824.0
2019,NUTS,2010,FI,0,13411.0
2020,NUTS,2010,FI,0,13257.0
2012,NUTS,2010,FI1,1,12362.0
2013,NUTS,2010,FI1,1,12052.0
2015,NUTS,2010,FI1,1,12236.0
2016,NUTS,2010,FI1,1,11982.0
2017,NUTS,2010,FI1,1,12723.0
2018,NUTS,2010,FI1,1,12818.0
2019,NUTS,2010,FI1,1,13406.0
2011,NUTS,2010,FI19,2,2897.0
2012,NUTS,2010,FI19,2,2986.0
2013,NUTS,2010,FI19,2,2993.0
2015,NUTS,2010,FI19,2,2813.0
2016,NUTS,2010,FI19,2,2700.0
2017,NUTS,2010,FI19,2,2821.0
2018,NUTS,2010,FI19,2,2765.0
2019,NUTS,2010,FI19,2,2891.0
2011,NUTS,2010,FI1B,2,4433.0
2012,NUTS,2010,FI1B,2,4503.0
2013,NUTS,2010,FI1B,2,4114.0
2015,NUTS,2010,FI1B,2,4899.0
2016,NUTS,2010,FI1B,2,4659.0
2017,NUTS,2010,FI1B,2,4847.0
2018,NUTS,2010,FI1B,2,4883.0
2019,NUTS,2010,FI1B,2,5189.0
2011,NUTS,2010,FI1C,2,1985.0
2012,NUTS,2010,FI1C,2,2070.0
2013,NUTS,2010,FI1C,2,2116.0
2015,NUTS,2010,FI1C,2,1910.0
2016,NUTS,2010,FI1C,2,1945.0
2017,NUTS,2010,FI1C,2,2132.0
2018,NUTS,2010,FI1C,2,2235.0
2019,NUTS,2010,FI1C,2,2220.0
2011,NUTS,2010,FI1D,2,2643.0
2012,NUTS,2010,FI1D,2,2803.0
2013,NUTS,2010,FI1D,2,2826.0
2015,NUTS,2010,FI1D,2,2614.0
2016,NUTS,2010,FI1D,2,2678.0
2017,NUTS,2010,FI1D,2,2924.0
2018,NUTS,2010,FI1D,2,2936.0
2019,NUTS,2010,FI1D,2,3107.0
2015,NUTS,2010,FI2,1,4.0
2016,NUTS,2010,FI2,1,5.0
2017,NUTS,2010,FI2,1,8.0
2018,NUTS,2010,FI2,1,6.0
2019,NUTS,2010,FI2,1,4.0
2015,NUTS,2010,FI20,2,4.0
2016,NUTS,2010,FI20,2,5.0
2017,NUTS,2010,FI20,2,8.0
2018,NUTS,2010,FI20,2,6.0
2019,NUTS,2010,FI20,2,4.0
2011,NUTS,2010,FR,0,71170.0
2012,NUTS,2010,FR,0,71890.0
2013,NUTS,2010,FR,0,72749.0
2014,NUTS,2010,FR,0,73393.0
2015,NUTS,2010,FR,0,80491.0
2016,NUTS,2010,FR,0,81565.0
2017,NUTS,2010,FR,0,82396.0
