year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_hes_mio_nac
2019,NUTS,2010,FI1B,2,673.0
2011,NUTS,2010,FI1C,2,233.443
2012,NUTS,2010,FI1C,2,238.297
2013,NUTS,2010,FI1C,2,238.0
2015,NUTS,2010,FI1C,2,249.9
2016,NUTS,2010,FI1C,2,241.4
2017,NUTS,2010,FI1C,2,261.61
2018,NUTS,2010,FI1C,2,277.5
2019,NUTS,2010,FI1C,2,290.4
2011,NUTS,2010,FI1D,2,323.353
2012,NUTS,2010,FI1D,2,319.183
2013,NUTS,2010,FI1D,2,301.0
2015,NUTS,2010,FI1D,2,302.7
2016,NUTS,2010,FI1D,2,316.6
2017,NUTS,2010,FI1D,2,344.42
2018,NUTS,2010,FI1D,2,356.6
2019,NUTS,2010,FI1D,2,374.9
2015,NUTS,2010,FI2,1,0.7
2016,NUTS,2010,FI2,1,0.6
2017,NUTS,2010,FI2,1,0.7
2018,NUTS,2010,FI2,1,0.7
2019,NUTS,2010,FI2,1,0.5
2015,NUTS,2010,FI20,2,0.7
2016,NUTS,2010,FI20,2,0.6
2017,NUTS,2010,FI20,2,0.7
2018,NUTS,2010,FI20,2,0.7
2019,NUTS,2010,FI20,2,0.5
2011,NUTS,2010,FR,0,9449.381
2012,NUTS,2010,FR,0,9689.192
2013,NUTS,2010,FR,0,9889.096
2014,NUTS,2010,FR,0,9883.805
2015,NUTS,2010,FR,0,10177.41
2016,NUTS,2010,FR,0,10199.0
2017,NUTS,2010,FR,0,10423.75
2018,NUTS,2010,FR,0,10615.9
2019,NUTS,2010,FR,0,10742.04
2020,NUTS,2010,FR,0,10956.707
2011,NUTS,2010,FR1,1,3288.861
2012,NUTS,2010,FR1,1,3090.6
2013,NUTS,2010,FR1,1,3159.2
2011,NUTS,2010,FR10,2,3288.861
2012,NUTS,2010,FR10,2,3090.6
2013,NUTS,2010,FR10,2,3159.2
2011,NUTS,2010,FR2,1,740.78
2012,NUTS,2010,FR2,1,770.7
2013,NUTS,2010,FR2,1,788.4
2011,NUTS,2010,FR21,2,83.099
2012,NUTS,2010,FR21,2,80.8
2013,NUTS,2010,FR21,2,85.9
2011,NUTS,2010,FR22,2,90.522
2012,NUTS,2010,FR22,2,97.2
2013,NUTS,2010,FR22,2,97.1
2011,NUTS,2010,FR23,2,111.997
2012,NUTS,2010,FR23,2,122.8
2013,NUTS,2010,FR23,2,120.8
2011,NUTS,2010,FR24,2,189.307
2012,NUTS,2010,FR24,2,197.8
2013,NUTS,2010,FR24,2,210.6
2011,NUTS,2010,FR25,2,139.737
2012,NUTS,2010,FR25,2,141.0
2013,NUTS,2010,FR25,2,146.0
2011,NUTS,2010,FR26,2,126.118
2012,NUTS,2010,FR26,2,131.2
2013,NUTS,2010,FR26,2,127.9
2011,NUTS,2010,FR3,1,370.249
2012,NUTS,2010,FR3,1,432.3
2013,NUTS,2010,FR3,1,455.5
2011,NUTS,2010,FR30,2,370.249
2012,NUTS,2010,FR30,2,432.3
2013,NUTS,2010,FR30,2,455.5
2011,NUTS,2010,FR4,1,773.201
2012,NUTS,2010,FR4,1,784.4
2013,NUTS,2010,FR4,1,800.6
2011,NUTS,2010,FR41,2,309.107
2012,NUTS,2010,FR41,2,325.4
2013,NUTS,2010,FR41,2,328.0
2011,NUTS,2010,FR42,2,356.398
2012,NUTS,2010,FR42,2,342.2
2013,NUTS,2010,FR42,2,355.1
2011,NUTS,2010,FR43,2,107.696
2012,NUTS,2010,FR43,2,116.8
2013,NUTS,2010,FR43,2,117.5
2011,NUTS,2010,FR5,1,814.065
2012,NUTS,2010,FR5,1,968.5
2013,NUTS,2010,FR5,1,972.9
2011,NUTS,2010,FR51,2,287.151
2012,NUTS,2010,FR51,2,357.2
2013,NUTS,2010,FR51,2,360.4
2011,NUTS,2010,FR52,2,384.401
2012,NUTS,2010,FR52,2,452.0
2013,NUTS,2010,FR52,2,451.8
2011,NUTS,2010,FR53,2,142.513
2012,NUTS,2010,FR53,2,159.3
2013,NUTS,2010,FR53,2,160.7
2011,NUTS,2010,FR6,1,1054.506
2012,NUTS,2010,FR6,1,1107.5
2013,NUTS,2010,FR6,1,1138.2
2011,NUTS,2010,FR61,2,402.66
2012,NUTS,2010,FR61,2,443.2
2013,NUTS,2010,FR61,2,456.4
2011,NUTS,2010,FR62,2,589.132
2012,NUTS,2010,FR62,2,594.2
2013,NUTS,2010,FR62,2,613.1
2011,NUTS,2010,FR63,2,62.715
2012,NUTS,2010,FR63,2,70.1
2013,NUTS,2010,FR63,2,68.7
2011,NUTS,2010,FR7,1,1227.336
2012,NUTS,2010,FR7,1,1323.2
2013,NUTS,2010,FR7,1,1340.2
2011,NUTS,2010,FR71,2,1096.398
2012,NUTS,2010,FR71,2,1191.7
2013,NUTS,2010,FR71,2,1207.3
2011,NUTS,2010,FR72,2,130.938
2012,NUTS,2010,FR72,2,131.4
2013,NUTS,2010,FR72,2,132.9
2011,NUTS,2010,FR8,1,1089.874
2012,NUTS,2010,FR8,1,1126.9
2013,NUTS,2010,FR8,1,1142.8
2011,NUTS,2010,FR81,2,379.557
2012,NUTS,2010,FR81,2,383.2
2013,NUTS,2010,FR81,2,408.7
2011,NUTS,2010,FR82,2,691.955
2012,NUTS,2010,FR82,2,729.8
2013,NUTS,2010,FR82,2,717.8
2011,NUTS,2010,FR83,2,18.361
2012,NUTS,2010,FR83,2,13.9
2013,NUTS,2010,FR83,2,16.3
2011,NUTS,2010,FRA,1,91.186
2012,NUTS,2010,FRA,1,85.1
2013,NUTS,2010,FRA,1,91.3
2011,NUTS,2010,HR,0,694.616
2012,NUTS,2010,HR,0,658.574
2013,NUTS,2010,HR,0,654.919
2014,NUTS,2010,HR,0,666.514
2015,NUTS,2010,HR,0,691.77
2016,NUTS,2010,HR,0,988.257
2017,NUTS,2010,HR,0,925.703
2018,NUTS,2010,HR,0,1192.484
2019,NUTS,2010,HR,0,1441.441
2020,NUTS,2010,HR,0,1519.953
2011,NUTS,2010,HR0,1,694.616
2012,NUTS,2010,HR0,1,658.574
2013,NUTS,2010,HR0,1,654.919
2014,NUTS,2010,HR0,1,666.514
2015,NUTS,2010,HR0,1,691.77
2016,NUTS,2010,HR0,1,988.257
2017,NUTS,2010,HR0,1,925.703
2018,NUTS,2010,HR0,1,1192.484
2019,NUTS,2010,HR0,1,1441.441
2020,NUTS,2010,HR0,1,1519.953
2020,NUTS,2010,HR02,2,136.44
2011,NUTS,2010,HR03,2,158.282
2012,NUTS,2010,HR03,2,124.257
2013,NUTS,2010,HR03,2,113.005
2014,NUTS,2010,HR03,2,128.141
2015,NUTS,2010,HR03,2,126.07
2016,NUTS,2010,HR03,2,189.834
2017,NUTS,2010,HR03,2,255.122
2018,NUTS,2010,HR03,2,305.824
2019,NUTS,2010,HR03,2,408.134
2020,NUTS,2010,HR03,2,410.965
2011,NUTS,2010,HR04,2,536.334
2012,NUTS,2010,HR04,2,534.317
2013,NUTS,2010,HR04,2,541.914
2014,NUTS,2010,HR04,2,538.373
2015,NUTS,2010,HR04,2,565.7
2016,NUTS,2010,HR04,2,798.423
2017,NUTS,2010,HR04,2,670.581
2018,NUTS,2010,HR04,2,886.66
2019,NUTS,2010,HR04,2,1033.307
2020,NUTS,2010,HR05,2,926.725
2020,NUTS,2010,HR06,2,45.823
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,67924.3
2012,NUTS,2010,HU,0,66958.1
2013,NUTS,2010,HU,0,60463.7
2014,NUTS,2010,HU,0,59537.2
2015,NUTS,2010,HU,0,56742.0
2016,NUTS,2010,HU,0,47611.4
2017,NUTS,2010,HU,0,68748.0
2018,NUTS,2010,HU,0,83133.3
2019,NUTS,2010,HU,0,99695.1
2020,NUTS,2010,HU,0,100007.2
2011,NUTS,2010,HU1,1,30024.8
2012,NUTS,2010,HU1,1,27750.9
2013,NUTS,2010,HU1,1,26326.9
2014,NUTS,2010,HU1,1,27312.0
2015,NUTS,2010,HU1,1,27387.4
2016,NUTS,2010,HU1,1,25258.1
2017,NUTS,2010,HU1,1,31728.6
2018,NUTS,2010,HU1,1,39197.5
2019,NUTS,2010,HU1,1,47418.0
2011,NUTS,2010,HU10,2,30024.8
2012,NUTS,2010,HU10,2,27750.9
2013,NUTS,2010,HU10,2,26326.9
2014,NUTS,2010,HU10,2,27312.0
2015,NUTS,2010,HU10,2,27387.4
2016,NUTS,2010,HU10,2,25258.1
2017,NUTS,2010,HU11,2,29691.1
2018,NUTS,2010,HU11,2,36930.8
2019,NUTS,2010,HU11,2,44979.5
2017,NUTS,2010,HU12,2,2037.5
2018,NUTS,2010,HU12,2,2266.7
2019,NUTS,2010,HU12,2,2438.6
2011,NUTS,2010,HU2,1,15740.7
2012,NUTS,2010,HU2,1,17753.1
2013,NUTS,2010,HU2,1,12919.8
2014,NUTS,2010,HU2,1,13056.6
2015,NUTS,2010,HU2,1,10433.8
2016,NUTS,2010,HU2,1,8240.5
2017,NUTS,2010,HU2,1,13070.4
2018,NUTS,2010,HU2,1,14659.9
2019,NUTS,2010,HU2,1,16613.6
2011,NUTS,2010,HU21,2,2726.1
2012,NUTS,2010,HU21,2,2597.1
2013,NUTS,2010,HU21,2,3868.2
2014,NUTS,2010,HU21,2,4266.1
2015,NUTS,2010,HU21,2,3701.4
2016,NUTS,2010,HU21,2,1842.3
2017,NUTS,2010,HU21,2,2128.2
2018,NUTS,2010,HU21,2,2902.8
2019,NUTS,2010,HU21,2,3860.4
2011,NUTS,2010,HU22,2,6888.6
2012,NUTS,2010,HU22,2,3539.0
2013,NUTS,2010,HU22,2,3353.2
2014,NUTS,2010,HU22,2,4135.7
2015,NUTS,2010,HU22,2,2633.7
2016,NUTS,2010,HU22,2,3328.3
2017,NUTS,2010,HU22,2,4586.3
2018,NUTS,2010,HU22,2,5423.6
2019,NUTS,2010,HU22,2,4683.3
2011,NUTS,2010,HU23,2,6126.0
2012,NUTS,2010,HU23,2,11617.0
2013,NUTS,2010,HU23,2,5698.4
2014,NUTS,2010,HU23,2,4654.9
2015,NUTS,2010,HU23,2,4098.7
2016,NUTS,2010,HU23,2,3069.8
2017,NUTS,2010,HU23,2,6355.9
2018,NUTS,2010,HU23,2,6333.5
2019,NUTS,2010,HU23,2,8069.9
2011,NUTS,2010,HU3,1,22158.8
2012,NUTS,2010,HU3,1,21454.1
2013,NUTS,2010,HU3,1,21217.0
2014,NUTS,2010,HU3,1,19168.6
2015,NUTS,2010,HU3,1,18920.8
2016,NUTS,2010,HU3,1,14112.8
2017,NUTS,2010,HU3,1,23949.0
2018,NUTS,2010,HU3,1,29276.0
2019,NUTS,2010,HU3,1,35663.5
2011,NUTS,2010,HU31,2,3467.3
2012,NUTS,2010,HU31,2,3588.6
2013,NUTS,2010,HU31,2,3285.0
2014,NUTS,2010,HU31,2,2796.9
2015,NUTS,2010,HU31,2,2326.2
2016,NUTS,2010,HU31,2,1601.2
2017,NUTS,2010,HU31,2,3177.3
2018,NUTS,2010,HU31,2,4877.1
2019,NUTS,2010,HU31,2,4865.9
2011,NUTS,2010,HU32,2,9251.7
2012,NUTS,2010,HU32,2,9251.6
2013,NUTS,2010,HU32,2,10156.8
2014,NUTS,2010,HU32,2,8238.0
2015,NUTS,2010,HU32,2,7786.7
2016,NUTS,2010,HU32,2,6798.0
2017,NUTS,2010,HU32,2,11518.3
2018,NUTS,2010,HU32,2,14143.6
2019,NUTS,2010,HU32,2,17311.2
2011,NUTS,2010,HU33,2,9439.8
2012,NUTS,2010,HU33,2,8613.9
2013,NUTS,2010,HU33,2,7775.2
2014,NUTS,2010,HU33,2,8133.7
2015,NUTS,2010,HU33,2,8807.8
2016,NUTS,2010,HU33,2,5713.6
2017,NUTS,2010,HU33,2,9253.4
2018,NUTS,2010,HU33,2,10255.3
2019,NUTS,2010,HU33,2,13486.4
2011,NUTS,2010,IE,0,674.4
2012,NUTS,2010,IE,0,640.2
2013,NUTS,2010,IE,0,662.24
2014,NUTS,2010,IE,0,730.1
2015,NUTS,2010,IE,0,739.4
2016,NUTS,2010,IE,0,748.8
2017,NUTS,2010,IE,0,814.981
2018,NUTS,2010,IE,0,876.08
2019,NUTS,2010,IE,0,949.652
2020,NUTS,2010,IE,0,1038.822
2011,NUTS,2010,IE0,1,674.4
2012,NUTS,2010,IE0,1,640.2
2013,NUTS,2010,IE0,1,662.24
2014,NUTS,2010,IE0,1,684.28
2015,NUTS,2010,IE0,1,764.0
2017,NUTS,2010,IE0,1,748.788
2011,NUTS,2010,IE01,2,94.4
2012,NUTS,2010,IE01,2,89.6
2013,NUTS,2010,IE01,2,92.685
2014,NUTS,2010,IE01,2,95.769
2015,NUTS,2010,IE01,2,115.0
2017,NUTS,2010,IE01,2,91.201
2011,NUTS,2010,IE02,2,580.0
2012,NUTS,2010,IE02,2,550.6
2013,NUTS,2010,IE02,2,569.556
2014,NUTS,2010,IE02,2,588.511
2015,NUTS,2010,IE02,2,649.0
2017,NUTS,2010,IE02,2,657.587
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,11187.65
2013,NUTS,2010,IS,0,12455.4
2014,NUTS,2010,IS,0,13268.3
2015,NUTS,2010,IS,0,14798.0
2016,NUTS,2010,IS,0,16350.0
2017,NUTS,2010,IS,0,17343.2
2018,NUTS,2010,IS,0,17928.5
2019,NUTS,2010,IS,0,19885.0
2020,NUTS,2010,IS,0,20852.0
2011,NUTS,2010,IS0,1,11187.65
2013,NUTS,2010,IS0,1,12455.4
2014,NUTS,2010,IS0,1,13268.3
2015,NUTS,2010,IS0,1,14798.0
2016,NUTS,2010,IS0,1,16350.0
2017,NUTS,2010,IS0,1,17343.2
2018,NUTS,2010,IS0,1,17928.5
2019,NUTS,2010,IS0,1,19885.0
2020,NUTS,2010,IS0,1,20852.0
2011,NUTS,2010,IS00,2,11187.65
2013,NUTS,2010,IS00,2,12455.4
2014,NUTS,2010,IS00,2,13268.3
2015,NUTS,2010,IS00,2,14798.0
2016,NUTS,2010,IS00,2,16350.0
2017,NUTS,2010,IS00,2,17343.2
2018,NUTS,2010,IS00,2,17928.5
2019,NUTS,2010,IS00,2,19885.0
2020,NUTS,2010,IS00,2,20852.0
2011,NUTS,2010,IT,0,5669.2
2012,NUTS,2010,IT,0,5747.8
2013,NUTS,2010,IT,0,5938.2
2014,NUTS,2010,IT,0,5815.921
2015,NUTS,2010,IT,0,5653.0
2016,NUTS,2010,IT,0,5596.912
2017,NUTS,2010,IT,0,5608.595
2018,NUTS,2010,IT,0,5753.441
2019,NUTS,2010,IT,0,5897.53
2020,NUTS,2010,IT,0,6017.612
2011,NUTS,2010,ITC,1,1294.8
2012,NUTS,2010,ITC,1,1328.4
2013,NUTS,2010,ITC,1,1304.7
2014,NUTS,2010,ITC,1,1206.913
2015,NUTS,2010,ITC,1,1212.7
2016,NUTS,2010,ITC,1,1297.263
2017,NUTS,2010,ITC,1,1323.175
2018,NUTS,2010,ITC,1,1365.252
2019,NUTS,2010,ITC,1,1452.738
2011,NUTS,2010,ITC1,2,357.8
2012,NUTS,2010,ITC1,2,367.5
2013,NUTS,2010,ITC1,2,357.3
2014,NUTS,2010,ITC1,2,342.208
2015,NUTS,2010,ITC1,2,353.6
2016,NUTS,2010,ITC1,2,388.86
2017,NUTS,2010,ITC1,2,345.113
2018,NUTS,2010,ITC1,2,361.675
2019,NUTS,2010,ITC1,2,511.209
2011,NUTS,2010,ITC2,2,4.4
2012,NUTS,2010,ITC2,2,4.1
2013,NUTS,2010,ITC2,2,4.9
2014,NUTS,2010,ITC2,2,4.468
2015,NUTS,2010,ITC2,2,6.0
2016,NUTS,2010,ITC2,2,3.718
2017,NUTS,2010,ITC2,2,3.68
2018,NUTS,2010,ITC2,2,3.475
2019,NUTS,2010,ITC2,2,3.946
2011,NUTS,2010,ITC3,2,143.7
2012,NUTS,2010,ITC3,2,138.3
2013,NUTS,2010,ITC3,2,143.2
2014,NUTS,2010,ITC3,2,140.353
2015,NUTS,2010,ITC3,2,136.8
2016,NUTS,2010,ITC3,2,139.54
2017,NUTS,2010,ITC3,2,132.866
2018,NUTS,2010,ITC3,2,132.26
2019,NUTS,2010,ITC3,2,143.039
2011,NUTS,2010,ITC4,2,788.9
2012,NUTS,2010,ITC4,2,818.5
2013,NUTS,2010,ITC4,2,799.3
2014,NUTS,2010,ITC4,2,719.884
2015,NUTS,2010,ITC4,2,716.3
2016,NUTS,2010,ITC4,2,765.145
2017,NUTS,2010,ITC4,2,841.516
2018,NUTS,2010,ITC4,2,867.842
2019,NUTS,2010,ITC4,2,794.544
2011,NUTS,2010,ITF,1,1098.1
2012,NUTS,2010,ITF,1,1116.9
2013,NUTS,2010,ITF,1,1198.7
2014,NUTS,2010,ITF,1,1303.831
2015,NUTS,2010,ITF,1,1214.4
2016,NUTS,2010,ITF,1,1129.308
2017,NUTS,2010,ITF,1,1077.486
2018,NUTS,2010,ITF,1,1095.041
2019,NUTS,2010,ITF,1,1035.261
2011,NUTS,2010,ITF1,2,130.3
2012,NUTS,2010,ITF1,2,136.1
2013,NUTS,2010,ITF1,2,131.3
2014,NUTS,2010,ITF1,2,138.269
2015,NUTS,2010,ITF1,2,137.0
2016,NUTS,2010,ITF1,2,136.403
2017,NUTS,2010,ITF1,2,116.035
2018,NUTS,2010,ITF1,2,119.845
2019,NUTS,2010,ITF1,2,137.456
2015,NUTS,2010,ITF2,2,20.6
2016,NUTS,2010,ITF2,2,18.745
2017,NUTS,2010,ITF2,2,18.311
2018,NUTS,2010,ITF2,2,19.631
2019,NUTS,2010,ITF2,2,22.724
2011,NUTS,2010,ITF3,2,523.1
2012,NUTS,2010,ITF3,2,517.3
2013,NUTS,2010,ITF3,2,561.1
2014,NUTS,2010,ITF3,2,524.893
2015,NUTS,2010,ITF3,2,508.6
2016,NUTS,2010,ITF3,2,514.507
2017,NUTS,2010,ITF3,2,552.098
2018,NUTS,2010,ITF3,2,563.83
2019,NUTS,2010,ITF3,2,498.721
2011,NUTS,2010,ITF4,2,269.1
2012,NUTS,2010,ITF4,2,273.3
2013,NUTS,2010,ITF4,2,311.2
2014,NUTS,2010,ITF4,2,382.394
2015,NUTS,2010,ITF4,2,338.3
2016,NUTS,2010,ITF4,2,297.645
2017,NUTS,2010,ITF4,2,258.188
2018,NUTS,2010,ITF4,2,255.377
2019,NUTS,2010,ITF4,2,236.886
2012,NUTS,2010,ITF5,2,25.1
2013,NUTS,2010,ITF5,2,25.4
2015,NUTS,2010,ITF5,2,27.1
2016,NUTS,2010,ITF5,2,24.193
2017,NUTS,2010,ITF5,2,23.19
2018,NUTS,2010,ITF5,2,24.243
2019,NUTS,2010,ITF5,2,26.595
2011,NUTS,2010,ITF6,2,127.0
2015,NUTS,2010,ITF6,2,182.8
2016,NUTS,2010,ITF6,2,137.815
2017,NUTS,2010,ITF6,2,109.664
2018,NUTS,2010,ITF6,2,112.115
2019,NUTS,2010,ITF6,2,112.879
2011,NUTS,2010,ITG,1,585.9
2012,NUTS,2010,ITG,1,574.9
2013,NUTS,2010,ITG,1,596.6
2014,NUTS,2010,ITG,1,708.167
2015,NUTS,2010,ITG,1,637.3
2016,NUTS,2010,ITG,1,503.817
2017,NUTS,2010,ITG,1,477.326
2018,NUTS,2010,ITG,1,484.376
2019,NUTS,2010,ITG,1,472.27
2011,NUTS,2010,ITG1,2,409.9
2012,NUTS,2010,ITG1,2,417.0
2013,NUTS,2010,ITG1,2,427.8
2014,NUTS,2010,ITG1,2,541.55
2015,NUTS,2010,ITG1,2,464.0
2016,NUTS,2010,ITG1,2,332.765
2017,NUTS,2010,ITG1,2,317.451
2018,NUTS,2010,ITG1,2,321.693
2019,NUTS,2010,ITG1,2,302.078
2011,NUTS,2010,ITG2,2,176.0
2012,NUTS,2010,ITG2,2,157.9
2013,NUTS,2010,ITG2,2,168.8
2014,NUTS,2010,ITG2,2,166.617
2015,NUTS,2010,ITG2,2,173.3
2016,NUTS,2010,ITG2,2,171.052
2017,NUTS,2010,ITG2,2,159.875
2018,NUTS,2010,ITG2,2,162.683
2019,NUTS,2010,ITG2,2,170.192
2011,NUTS,2010,ITH,1,1182.8
2012,NUTS,2010,ITH,1,1187.3
2013,NUTS,2010,ITH,1,1243.7
2014,NUTS,2010,ITH,1,1236.374
2015,NUTS,2010,ITH,1,1251.0
2016,NUTS,2010,ITH,1,1300.744
2017,NUTS,2010,ITH,1,1306.056
2018,NUTS,2010,ITH,1,1354.866
2019,NUTS,2010,ITH,1,1396.028
2011,NUTS,2010,ITH1,2,15.7
2012,NUTS,2010,ITH1,2,16.3
2013,NUTS,2010,ITH1,2,16.3
2014,NUTS,2010,ITH1,2,15.978
2015,NUTS,2010,ITH1,2,24.8
2016,NUTS,2010,ITH1,2,29.953
2017,NUTS,2010,ITH1,2,30.171
2018,NUTS,2010,ITH1,2,33.141
2019,NUTS,2010,ITH1,2,21.654
2011,NUTS,2010,ITH2,2,70.3
2012,NUTS,2010,ITH2,2,80.3
2013,NUTS,2010,ITH2,2,83.5
2014,NUTS,2010,ITH2,2,81.399
2015,NUTS,2010,ITH2,2,85.3
2016,NUTS,2010,ITH2,2,97.852
2017,NUTS,2010,ITH2,2,98.524
2018,NUTS,2010,ITH2,2,99.821
2019,NUTS,2010,ITH2,2,97.839
2011,NUTS,2010,ITH3,2,390.5
2012,NUTS,2010,ITH3,2,394.7
2013,NUTS,2010,ITH3,2,417.1
2014,NUTS,2010,ITH3,2,410.835
2015,NUTS,2010,ITH3,2,424.7
2016,NUTS,2010,ITH3,2,482.887
2017,NUTS,2010,ITH3,2,461.435
2018,NUTS,2010,ITH3,2,493.565
2019,NUTS,2010,ITH3,2,547.315
2011,NUTS,2010,ITH4,2,158.7
2012,NUTS,2010,ITH4,2,138.0
2013,NUTS,2010,ITH4,2,153.9
2014,NUTS,2010,ITH4,2,140.52
2015,NUTS,2010,ITH4,2,147.1
2016,NUTS,2010,ITH4,2,162.25
2017,NUTS,2010,ITH4,2,152.054
2018,NUTS,2010,ITH4,2,157.395
2019,NUTS,2010,ITH4,2,157.853
2011,NUTS,2010,ITH5,2,547.6
2012,NUTS,2010,ITH5,2,558.0
2013,NUTS,2010,ITH5,2,572.9
2014,NUTS,2010,ITH5,2,587.642
2015,NUTS,2010,ITH5,2,569.2
2016,NUTS,2010,ITH5,2,527.802
2017,NUTS,2010,ITH5,2,563.872
2018,NUTS,2010,ITH5,2,570.944
2019,NUTS,2010,ITH5,2,571.367
2011,NUTS,2010,ITI,1,1507.6
2012,NUTS,2010,ITI,1,1540.3
2013,NUTS,2010,ITI,1,1594.5
2014,NUTS,2010,ITI,1,1360.636
2015,NUTS,2010,ITI,1,1337.6
2016,NUTS,2010,ITI,1,1365.78
2017,NUTS,2010,ITI,1,1424.552
2018,NUTS,2010,ITI,1,1453.906
2019,NUTS,2010,ITI,1,1541.233
2011,NUTS,2010,ITI1,2,521.5
2012,NUTS,2010,ITI1,2,527.9
2013,NUTS,2010,ITI1,2,512.0
2014,NUTS,2010,ITI1,2,464.583
2015,NUTS,2010,ITI1,2,479.7
2016,NUTS,2010,ITI1,2,506.982
2017,NUTS,2010,ITI1,2,490.201
2018,NUTS,2010,ITI1,2,509.626
2019,NUTS,2010,ITI1,2,561.19
2011,NUTS,2010,ITI2,2,122.9
2012,NUTS,2010,ITI2,2,120.2
2013,NUTS,2010,ITI2,2,111.5
2014,NUTS,2010,ITI2,2,131.193
2015,NUTS,2010,ITI2,2,131.5
2016,NUTS,2010,ITI2,2,130.575
2017,NUTS,2010,ITI2,2,107.475
2018,NUTS,2010,ITI2,2,105.878
2019,NUTS,2010,ITI2,2,107.806
2011,NUTS,2010,ITI3,2,140.8
2012,NUTS,2010,ITI3,2,141.2
2013,NUTS,2010,ITI3,2,138.9
2014,NUTS,2010,ITI3,2,134.209
2015,NUTS,2010,ITI3,2,134.3
2016,NUTS,2010,ITI3,2,139.773
2017,NUTS,2010,ITI3,2,148.494
2018,NUTS,2010,ITI3,2,145.902
2019,NUTS,2010,ITI3,2,159.962
2011,NUTS,2010,ITI4,2,722.4
2012,NUTS,2010,ITI4,2,751.0
2013,NUTS,2010,ITI4,2,832.1
2014,NUTS,2010,ITI4,2,630.651
2015,NUTS,2010,ITI4,2,592.1
2016,NUTS,2010,ITI4,2,588.45
2017,NUTS,2010,ITI4,2,678.382
2018,NUTS,2010,ITI4,2,692.5
2019,NUTS,2010,ITI4,2,712.275
2011,NUTS,2010,JP,0,2106479.0
2012,NUTS,2010,JP,0,2121442.0
2013,NUTS,2010,JP,0,2246108.0
2014,NUTS,2010,JP,0,2197763.0
2015,NUTS,2010,JP,0,2140809.0
2016,NUTS,2010,JP,0,2083097.0
2017,NUTS,2010,JP,0,2103675.0
2018,NUTS,2010,JP,0,2071381.0
2019,NUTS,2010,JP,0,2099362.0
2011,NUTS,2010,KR,0,5033816.5
2012,NUTS,2010,KR,0,5276928.439
2013,NUTS,2010,KR,0,5480322.53
2014,NUTS,2010,KR,0,5766960.87
2015,NUTS,2010,KR,0,5998872.479
2016,NUTS,2010,KR,0,6339887.929
2017,NUTS,2010,KR,0,6682523.015
2018,NUTS,2010,KR,0,7050415.008
2019,NUTS,2010,KR,0,7371649.0
2011,NUTS,2010,LT,0,153.238
2012,NUTS,2010,LT,0,159.61
2013,NUTS,2010,LT,0,181.881
2014,NUTS,2010,LT,0,196.447
2015,NUTS,2010,LT,0,216.394
2016,NUTS,2010,LT,0,127.552
2017,NUTS,2010,LT,0,133.648
2018,NUTS,2010,LT,0,153.184
2019,NUTS,2010,LT,0,176.76
2020,NUTS,2010,LT,0,210.086
2011,NUTS,2010,LT0,1,153.238
2012,NUTS,2010,LT0,1,159.61
2013,NUTS,2010,LT0,1,181.881
2014,NUTS,2010,LT0,1,196.447
2015,NUTS,2010,LT0,1,216.394
2016,NUTS,2010,LT0,1,127.552
2017,NUTS,2010,LT0,1,133.648
2018,NUTS,2010,LT0,1,153.184
2019,NUTS,2010,LT0,1,176.76
2020,NUTS,2010,LT0,1,210.086
2011,NUTS,2010,LT00,2,153.238
2012,NUTS,2010,LT00,2,159.61
2013,NUTS,2010,LT00,2,181.881
2014,NUTS,2010,LT00,2,196.447
2015,NUTS,2010,LT01,2,115.237
2016,NUTS,2010,LT01,2,65.85
2017,NUTS,2010,LT01,2,69.273
2018,NUTS,2010,LT01,2,78.723
2019,NUTS,2010,LT01,2,95.228
2015,NUTS,2010,LT02,2,101.157
2016,NUTS,2010,LT02,2,61.702
2017,NUTS,2010,LT02,2,64.375
2018,NUTS,2010,LT02,2,74.461
2019,NUTS,2010,LT02,2,81.532
2011,NUTS,2010,LU,0,67.436
2012,NUTS,2010,LU,0,94.778
2013,NUTS,2010,LU,0,112.378
2014,NUTS,2010,LU,0,110.4
2015,NUTS,2010,LU,0,123.2
2016,NUTS,2010,LU,0,135.7
2017,NUTS,2010,LU,0,146.8
2018,NUTS,2010,LU,0,145.9
2019,NUTS,2010,LU,0,161.3
2020,NUTS,2010,LU,0,160.4
2011,NUTS,2010,LU0,1,67.436
2012,NUTS,2010,LU0,1,94.778
2013,NUTS,2010,LU0,1,112.378
2014,NUTS,2010,LU0,1,110.4
2015,NUTS,2010,LU0,1,123.2
2016,NUTS,2010,LU0,1,135.7
2017,NUTS,2010,LU0,1,146.8
2018,NUTS,2010,LU0,1,145.9
