year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_lsr
2011,NUTS,2010,CH040,3,0.5
2012,NUTS,2010,CH040,3,0.5
1985,NUTS,2010,CH05,2,0.5
1989,NUTS,2010,CH05,2,1.5
1990,NUTS,2010,CH05,2,0.67
1996,NUTS,2010,CH05,2,2.0
1997,NUTS,2010,CH05,2,0.5
1998,NUTS,2010,CH05,2,0.5
1999,NUTS,2010,CH05,2,1.0
2000,NUTS,2010,CH05,2,2.0
2001,NUTS,2010,CH05,2,1.75
2003,NUTS,2010,CH05,2,1.0
2004,NUTS,2010,CH05,2,5.0
2005,NUTS,2010,CH05,2,0.33
2007,NUTS,2010,CH05,2,2.67
2009,NUTS,2010,CH05,2,0.5
2011,NUTS,2010,CH05,2,3.0
2012,NUTS,2010,CH05,2,1.25
2001,NUTS,2010,CH052,3,0.15
1985,NUTS,2010,CH055,3,0.5
1989,NUTS,2010,CH055,3,1.5
1990,NUTS,2010,CH055,3,0.67
1996,NUTS,2010,CH055,3,1.5
1997,NUTS,2010,CH055,3,0.25
1999,NUTS,2010,CH055,3,1.0
2000,NUTS,2010,CH055,3,2.0
2001,NUTS,2010,CH055,3,1.0
2003,NUTS,2010,CH055,3,1.0
2004,NUTS,2010,CH055,3,5.0
2007,NUTS,2010,CH055,3,0.5
2009,NUTS,2010,CH055,3,0.5
2011,NUTS,2010,CH055,3,2.0
2001,NUTS,2010,CH056,3,0.6
2005,NUTS,2010,CH056,3,0.33
2007,NUTS,2010,CH056,3,2.17
2011,NUTS,2010,CH056,3,1.0
2012,NUTS,2010,CH056,3,0.75
1996,NUTS,2010,CH057,3,0.5
1997,NUTS,2010,CH057,3,0.25
1998,NUTS,2010,CH057,3,0.5
2012,NUTS,2010,CH057,3,0.5
1987,NUTS,2010,CH06,2,0.25
1989,NUTS,2010,CH06,2,0.25
1994,NUTS,2010,CH06,2,0.33
1998,NUTS,2010,CH06,2,0.1
1999,NUTS,2010,CH06,2,1.0
2001,NUTS,2010,CH06,2,1.0
2003,NUTS,2010,CH06,2,1.33
2004,NUTS,2010,CH06,2,0.33
2005,NUTS,2010,CH06,2,0.4
2007,NUTS,2010,CH06,2,0.33
2009,NUTS,2010,CH06,2,0.33
2010,NUTS,2010,CH06,2,0.87
2011,NUTS,2010,CH06,2,1.5
1987,NUTS,2010,CH061,3,0.25
2009,NUTS,2010,CH061,3,0.33
2011,NUTS,2010,CH061,3,1.0
1989,NUTS,2010,CH063,3,0.25
1994,NUTS,2010,CH063,3,0.33
1998,NUTS,2010,CH063,3,0.1
2001,NUTS,2010,CH063,3,1.0
2003,NUTS,2010,CH063,3,0.33
2004,NUTS,2010,CH063,3,0.33
2005,NUTS,2010,CH063,3,0.4
2007,NUTS,2010,CH063,3,0.33
2010,NUTS,2010,CH063,3,0.54
1999,NUTS,2010,CH064,3,1.0
2003,NUTS,2010,CH064,3,1.0
2011,NUTS,2010,CH064,3,0.25
2011,NUTS,2010,CH065,3,0.25
2010,NUTS,2010,CH066,3,0.33
1998,NUTS,2010,CH07,2,0.33
1998,NUTS,2010,CH070,3,0.33
1978,NUTS,2010,CHX,1,1.0
1984,NUTS,2010,CHX,1,2.0
1987,NUTS,2010,CHX,1,0.5
2000,NUTS,2010,CHX,1,0.33
2010,NUTS,2010,CHX,1,0.14
1978,NUTS,2010,CHXX,2,1.0
1984,NUTS,2010,CHXX,2,2.0
1987,NUTS,2010,CHXX,2,0.5
2000,NUTS,2010,CHXX,2,0.33
2010,NUTS,2010,CHXX,2,0.14
1978,NUTS,2010,CHXXX,3,1.0
1984,NUTS,2010,CHXXX,3,2.0
1987,NUTS,2010,CHXXX,3,0.5
2000,NUTS,2010,CHXXX,3,0.33
2010,NUTS,2010,CHXXX,3,0.14
1989,NUTS,2010,CHZ,1,1.0
1993,NUTS,2010,CHZ,1,1.0
2005,NUTS,2010,CHZ,1,1.0
1989,NUTS,2010,CHZZ,2,1.0
1993,NUTS,2010,CHZZ,2,1.0
2005,NUTS,2010,CHZZ,2,1.0
1989,NUTS,2010,CHZZZ,3,1.0
1993,NUTS,2010,CHZZZ,3,1.0
2005,NUTS,2010,CHZZZ,3,1.0
2000,NUTS,2010,CZ,0,0.25
2008,NUTS,2010,CZ,0,1.0
2011,NUTS,2010,CZ,0,0.2
2000,NUTS,2010,CZ0,1,0.25
2008,NUTS,2010,CZ0,1,1.0
2011,NUTS,2010,CZ0,1,0.2
2000,NUTS,2010,CZ01,2,0.25
2008,NUTS,2010,CZ01,2,0.67
2011,NUTS,2010,CZ01,2,0.2
2000,NUTS,2010,CZ010,3,0.25
2008,NUTS,2010,CZ010,3,0.67
2011,NUTS,2010,CZ010,3,0.2
2008,NUTS,2010,CZ02,2,0.33
2008,NUTS,2010,CZ020,3,0.33
1977,NUTS,2010,DE,0,5.0
1978,NUTS,2010,DE,0,3.0
1979,NUTS,2010,DE,0,7.0
1980,NUTS,2010,DE,0,10.0
1981,NUTS,2010,DE,0,13.5
1982,NUTS,2010,DE,0,13.0
1983,NUTS,2010,DE,0,23.0
1984,NUTS,2010,DE,0,33.75
1985,NUTS,2010,DE,0,23.0
1986,NUTS,2010,DE,0,37.0
1987,NUTS,2010,DE,0,49.25
1988,NUTS,2010,DE,0,36.17
1989,NUTS,2010,DE,0,42.5
1990,NUTS,2010,DE,0,46.22
1991,NUTS,2010,DE,0,44.5
1992,NUTS,2010,DE,0,34.0
1993,NUTS,2010,DE,0,32.0
1994,NUTS,2010,DE,0,38.08
1995,NUTS,2010,DE,0,51.75
1996,NUTS,2010,DE,0,67.75
1997,NUTS,2010,DE,0,51.17
1998,NUTS,2010,DE,0,64.19
1999,NUTS,2010,DE,0,53.22
2000,NUTS,2010,DE,0,74.98
2001,NUTS,2010,DE,0,78.93
2002,NUTS,2010,DE,0,63.55
2003,NUTS,2010,DE,0,67.14
2004,NUTS,2010,DE,0,64.75
2005,NUTS,2010,DE,0,59.1
2006,NUTS,2010,DE,0,39.67
2007,NUTS,2010,DE,0,48.56
2008,NUTS,2010,DE,0,60.37
2009,NUTS,2010,DE,0,64.19
2010,NUTS,2010,DE,0,39.08
2011,NUTS,2010,DE,0,43.45
2012,NUTS,2010,DE,0,31.75
1977,NUTS,2010,DE1,1,1.5
1979,NUTS,2010,DE1,1,1.75
1980,NUTS,2010,DE1,1,5.0
1981,NUTS,2010,DE1,1,4.5
1982,NUTS,2010,DE1,1,3.5
1983,NUTS,2010,DE1,1,1.0
1984,NUTS,2010,DE1,1,4.75
1985,NUTS,2010,DE1,1,2.5
1986,NUTS,2010,DE1,1,8.25
1987,NUTS,2010,DE1,1,11.75
1988,NUTS,2010,DE1,1,3.83
1989,NUTS,2010,DE1,1,15.0
1990,NUTS,2010,DE1,1,13.67
1991,NUTS,2010,DE1,1,18.68
1992,NUTS,2010,DE1,1,11.0
1993,NUTS,2010,DE1,1,16.5
1994,NUTS,2010,DE1,1,21.52
1995,NUTS,2010,DE1,1,8.5
1996,NUTS,2010,DE1,1,22.46
1997,NUTS,2010,DE1,1,11.87
1998,NUTS,2010,DE1,1,15.77
1999,NUTS,2010,DE1,1,13.49
2000,NUTS,2010,DE1,1,23.77
2001,NUTS,2010,DE1,1,23.35
2002,NUTS,2010,DE1,1,19.53
2003,NUTS,2010,DE1,1,16.1
2004,NUTS,2010,DE1,1,11.83
2005,NUTS,2010,DE1,1,17.37
2006,NUTS,2010,DE1,1,8.5
2007,NUTS,2010,DE1,1,11.8
2008,NUTS,2010,DE1,1,15.7
2009,NUTS,2010,DE1,1,19.09
2010,NUTS,2010,DE1,1,9.5
2011,NUTS,2010,DE1,1,9.08
2012,NUTS,2010,DE1,1,9.39
1979,NUTS,2010,DE11,2,1.75
1982,NUTS,2010,DE11,2,2.5
1983,NUTS,2010,DE11,2,1.0
1984,NUTS,2010,DE11,2,3.75
1985,NUTS,2010,DE11,2,2.0
1986,NUTS,2010,DE11,2,5.0
1987,NUTS,2010,DE11,2,8.75
1988,NUTS,2010,DE11,2,2.25
1989,NUTS,2010,DE11,2,8.86
1990,NUTS,2010,DE11,2,10.67
1991,NUTS,2010,DE11,2,15.65
1992,NUTS,2010,DE11,2,10.0
1993,NUTS,2010,DE11,2,15.0
1994,NUTS,2010,DE11,2,19.32
1995,NUTS,2010,DE11,2,7.5
1996,NUTS,2010,DE11,2,9.57
1997,NUTS,2010,DE11,2,9.61
1998,NUTS,2010,DE11,2,9.88
1999,NUTS,2010,DE11,2,8.52
2000,NUTS,2010,DE11,2,9.58
2001,NUTS,2010,DE11,2,12.92
2002,NUTS,2010,DE11,2,12.26
2003,NUTS,2010,DE11,2,6.7
2004,NUTS,2010,DE11,2,2.33
2005,NUTS,2010,DE11,2,6.67
2006,NUTS,2010,DE11,2,6.5
2007,NUTS,2010,DE11,2,6.4
2008,NUTS,2010,DE11,2,6.22
2009,NUTS,2010,DE11,2,12.88
2010,NUTS,2010,DE11,2,6.75
2011,NUTS,2010,DE11,2,2.92
2012,NUTS,2010,DE11,2,4.85
1979,NUTS,2010,DE111,3,0.25
1982,NUTS,2010,DE111,3,0.25
1984,NUTS,2010,DE111,3,0.83
1985,NUTS,2010,DE111,3,0.73
1987,NUTS,2010,DE111,3,1.0
1988,NUTS,2010,DE111,3,0.25
1989,NUTS,2010,DE111,3,1.82
1990,NUTS,2010,DE111,3,2.33
1991,NUTS,2010,DE111,3,4.28
1992,NUTS,2010,DE111,3,0.83
1993,NUTS,2010,DE111,3,6.25
1994,NUTS,2010,DE111,3,5.4
1995,NUTS,2010,DE111,3,1.5
1996,NUTS,2010,DE111,3,4.33
1997,NUTS,2010,DE111,3,3.39
1998,NUTS,2010,DE111,3,1.67
1999,NUTS,2010,DE111,3,1.85
2000,NUTS,2010,DE111,3,1.5
2001,NUTS,2010,DE111,3,1.5
2002,NUTS,2010,DE111,3,3.18
2003,NUTS,2010,DE111,3,0.5
2004,NUTS,2010,DE111,3,0.67
2005,NUTS,2010,DE111,3,2.92
2006,NUTS,2010,DE111,3,1.33
2007,NUTS,2010,DE111,3,1.53
2008,NUTS,2010,DE111,3,1.84
2009,NUTS,2010,DE111,3,4.45
2010,NUTS,2010,DE111,3,3.75
2011,NUTS,2010,DE111,3,1.58
2012,NUTS,2010,DE111,3,0.87
1979,NUTS,2010,DE112,3,0.5
1982,NUTS,2010,DE112,3,0.75
1984,NUTS,2010,DE112,3,0.33
1985,NUTS,2010,DE112,3,0.2
1986,NUTS,2010,DE112,3,0.5
1987,NUTS,2010,DE112,3,3.0
1989,NUTS,2010,DE112,3,1.0
1991,NUTS,2010,DE112,3,0.53
1992,NUTS,2010,DE112,3,1.5
1993,NUTS,2010,DE112,3,3.33
1994,NUTS,2010,DE112,3,3.04
1995,NUTS,2010,DE112,3,1.5
1996,NUTS,2010,DE112,3,1.5
1997,NUTS,2010,DE112,3,3.33
1998,NUTS,2010,DE112,3,1.23
1999,NUTS,2010,DE112,3,1.25
2000,NUTS,2010,DE112,3,3.0
2001,NUTS,2010,DE112,3,6.92
2002,NUTS,2010,DE112,3,5.18
2003,NUTS,2010,DE112,3,3.5
2004,NUTS,2010,DE112,3,0.33
2007,NUTS,2010,DE112,3,1.08
2008,NUTS,2010,DE112,3,0.33
2009,NUTS,2010,DE112,3,0.85
2010,NUTS,2010,DE112,3,0.25
2012,NUTS,2010,DE112,3,0.2
1984,NUTS,2010,DE113,3,0.67
1985,NUTS,2010,DE113,3,0.2
1986,NUTS,2010,DE113,3,4.0
1987,NUTS,2010,DE113,3,3.25
1988,NUTS,2010,DE113,3,1.0
1989,NUTS,2010,DE113,3,0.64
1992,NUTS,2010,DE113,3,1.17
1994,NUTS,2010,DE113,3,0.33
1998,NUTS,2010,DE113,3,0.62
1999,NUTS,2010,DE113,3,0.17
2001,NUTS,2010,DE113,3,0.17
2002,NUTS,2010,DE113,3,0.33
2007,NUTS,2010,DE113,3,0.2
2008,NUTS,2010,DE113,3,0.73
2009,NUTS,2010,DE113,3,0.5
2012,NUTS,2010,DE113,3,0.2
1990,NUTS,2010,DE114,3,0.33
1999,NUTS,2010,DE114,3,0.64
2000,NUTS,2010,DE114,3,0.5
2003,NUTS,2010,DE114,3,0.2
1984,NUTS,2010,DE115,3,0.92
1985,NUTS,2010,DE115,3,0.87
1986,NUTS,2010,DE115,3,0.5
1987,NUTS,2010,DE115,3,1.0
1989,NUTS,2010,DE115,3,2.39
1990,NUTS,2010,DE115,3,7.0
1991,NUTS,2010,DE115,3,8.14
1992,NUTS,2010,DE115,3,4.83
1993,NUTS,2010,DE115,3,3.17
1994,NUTS,2010,DE115,3,3.04
1995,NUTS,2010,DE115,3,0.5
1996,NUTS,2010,DE115,3,2.37
1997,NUTS,2010,DE115,3,2.22
1998,NUTS,2010,DE115,3,2.0
1999,NUTS,2010,DE115,3,2.0
2000,NUTS,2010,DE115,3,2.5
2001,NUTS,2010,DE115,3,3.83
2002,NUTS,2010,DE115,3,2.38
2003,NUTS,2010,DE115,3,2.5
2004,NUTS,2010,DE115,3,1.33
2005,NUTS,2010,DE115,3,3.0
2006,NUTS,2010,DE115,3,4.17
2007,NUTS,2010,DE115,3,3.58
2008,NUTS,2010,DE115,3,2.81
2009,NUTS,2010,DE115,3,5.42
2010,NUTS,2010,DE115,3,2.75
2011,NUTS,2010,DE115,3,1.33
2012,NUTS,2010,DE115,3,2.58
1982,NUTS,2010,DE116,3,1.0
1987,NUTS,2010,DE116,3,0.5
1991,NUTS,2010,DE116,3,0.7
1993,NUTS,2010,DE116,3,2.0
1994,NUTS,2010,DE116,3,5.17
1995,NUTS,2010,DE116,3,4.0
1996,NUTS,2010,DE116,3,1.17
1997,NUTS,2010,DE116,3,0.67
1998,NUTS,2010,DE116,3,4.03
1999,NUTS,2010,DE116,3,1.08
2000,NUTS,2010,DE116,3,0.83
2001,NUTS,2010,DE116,3,0.5
2006,NUTS,2010,DE116,3,0.5
1983,NUTS,2010,DE117,3,0.67
1979,NUTS,2010,DE118,3,1.0
1983,NUTS,2010,DE118,3,0.33
1992,NUTS,2010,DE118,3,1.0
2000,NUTS,2010,DE118,3,0.25
1993,NUTS,2010,DE119,3,0.25
1999,NUTS,2010,DE11A,3,0.2
2006,NUTS,2010,DE11A,3,0.5
2002,NUTS,2010,DE11B,3,0.2
1982,NUTS,2010,DE11C,3,0.5
1988,NUTS,2010,DE11C,3,0.33
1989,NUTS,2010,DE11C,3,0.67
1991,NUTS,2010,DE11C,3,1.33
1994,NUTS,2010,DE11C,3,0.33
1999,NUTS,2010,DE11C,3,1.33
2005,NUTS,2010,DE11C,3,0.25
2009,NUTS,2010,DE11C,3,0.33
1984,NUTS,2010,DE11D,3,1.0
1988,NUTS,2010,DE11D,3,0.67
1989,NUTS,2010,DE11D,3,2.33
1990,NUTS,2010,DE11D,3,1.0
1991,NUTS,2010,DE11D,3,0.67
1992,NUTS,2010,DE11D,3,0.67
1994,NUTS,2010,DE11D,3,2.0
1996,NUTS,2010,DE11D,3,0.2
1998,NUTS,2010,DE11D,3,0.33
2000,NUTS,2010,DE11D,3,1.0
2002,NUTS,2010,DE11D,3,1.0
2005,NUTS,2010,DE11D,3,0.5
2008,NUTS,2010,DE11D,3,0.5
2009,NUTS,2010,DE11D,3,1.33
2012,NUTS,2010,DE11D,3,1.0
1977,NUTS,2010,DE12,2,1.5
1980,NUTS,2010,DE12,2,5.0
1981,NUTS,2010,DE12,2,4.5
1984,NUTS,2010,DE12,2,1.0
1986,NUTS,2010,DE12,2,1.42
1987,NUTS,2010,DE12,2,0.5
1989,NUTS,2010,DE12,2,4.64
1991,NUTS,2010,DE12,2,0.5
1994,NUTS,2010,DE12,2,0.5
1995,NUTS,2010,DE12,2,1.0
1996,NUTS,2010,DE12,2,1.83
1997,NUTS,2010,DE12,2,0.5
1998,NUTS,2010,DE12,2,2.68
1999,NUTS,2010,DE12,2,0.67
2000,NUTS,2010,DE12,2,8.33
2001,NUTS,2010,DE12,2,4.92
2002,NUTS,2010,DE12,2,1.92
2003,NUTS,2010,DE12,2,1.5
2004,NUTS,2010,DE12,2,2.33
2005,NUTS,2010,DE12,2,1.17
2007,NUTS,2010,DE12,2,1.2
2008,NUTS,2010,DE12,2,1.2
2009,NUTS,2010,DE12,2,2.35
2010,NUTS,2010,DE12,2,1.25
2011,NUTS,2010,DE12,2,0.83
1986,NUTS,2010,DE122,3,0.33
1998,NUTS,2010,DE122,3,0.25
1999,NUTS,2010,DE122,3,0.33
2001,NUTS,2010,DE122,3,0.17
2003,NUTS,2010,DE122,3,0.5
2004,NUTS,2010,DE122,3,1.33
2008,NUTS,2010,DE122,3,1.0
2009,NUTS,2010,DE122,3,1.0
2011,NUTS,2010,DE122,3,0.83
1986,NUTS,2010,DE123,3,0.33
1998,NUTS,2010,DE123,3,0.98
1999,NUTS,2010,DE123,3,0.33
2000,NUTS,2010,DE123,3,1.75
2002,NUTS,2010,DE123,3,0.33
2009,NUTS,2010,DE123,3,0.75
1987,NUTS,2010,DE124,3,0.5
1989,NUTS,2010,DE124,3,1.64
2001,NUTS,2010,DE124,3,0.25
2005,NUTS,2010,DE124,3,0.33
1977,NUTS,2010,DE125,3,1.5
1980,NUTS,2010,DE125,3,2.0
1981,NUTS,2010,DE125,3,1.58
1984,NUTS,2010,DE125,3,0.5
1998,NUTS,2010,DE125,3,0.45
2001,NUTS,2010,DE125,3,0.5
2003,NUTS,2010,DE125,3,0.5
2005,NUTS,2010,DE125,3,0.33
2007,NUTS,2010,DE125,3,1.0
2009,NUTS,2010,DE125,3,0.5
1989,NUTS,2010,DE126,3,0.5
2001,NUTS,2010,DE126,3,1.5
2002,NUTS,2010,DE126,3,1.25
1980,NUTS,2010,DE128,3,3.0
1981,NUTS,2010,DE128,3,2.92
1984,NUTS,2010,DE128,3,0.5
1986,NUTS,2010,DE128,3,0.5
1989,NUTS,2010,DE128,3,1.75
1991,NUTS,2010,DE128,3,0.5
1996,NUTS,2010,DE128,3,1.0
1997,NUTS,2010,DE128,3,0.5
1998,NUTS,2010,DE128,3,1.0
2000,NUTS,2010,DE128,3,6.25
2001,NUTS,2010,DE128,3,0.83
2002,NUTS,2010,DE128,3,0.33
2003,NUTS,2010,DE128,3,0.5
2007,NUTS,2010,DE128,3,0.2
2010,NUTS,2010,DE128,3,1.0
1986,NUTS,2010,DE129,3,0.25
1989,NUTS,2010,DE129,3,0.5
1989,NUTS,2010,DE12A,3,0.13
1995,NUTS,2010,DE12A,3,1.0
1996,NUTS,2010,DE12A,3,0.5
2001,NUTS,2010,DE12A,3,1.17
2004,NUTS,2010,DE12A,3,1.0
2005,NUTS,2010,DE12A,3,0.5
2008,NUTS,2010,DE12A,3,0.2
2009,NUTS,2010,DE12A,3,0.1
2010,NUTS,2010,DE12A,3,0.25
1989,NUTS,2010,DE12B,3,0.13
1994,NUTS,2010,DE12B,3,0.5
1996,NUTS,2010,DE12B,3,0.33
2001,NUTS,2010,DE12B,3,0.5
2000,NUTS,2010,DE12C,3,0.33
1986,NUTS,2010,DE13,2,1.5
1987,NUTS,2010,DE13,2,2.0
1988,NUTS,2010,DE13,2,1.33
1989,NUTS,2010,DE13,2,0.5
1990,NUTS,2010,DE13,2,1.0
1991,NUTS,2010,DE13,2,1.33
1993,NUTS,2010,DE13,2,0.5
1994,NUTS,2010,DE13,2,0.5
1996,NUTS,2010,DE13,2,7.68
1997,NUTS,2010,DE13,2,1.22
1998,NUTS,2010,DE13,2,1.37
1999,NUTS,2010,DE13,2,3.2
2000,NUTS,2010,DE13,2,3.67
2001,NUTS,2010,DE13,2,2.9
2002,NUTS,2010,DE13,2,2.0
2003,NUTS,2010,DE13,2,5.5
2004,NUTS,2010,DE13,2,5.33
2005,NUTS,2010,DE13,2,6.5
2006,NUTS,2010,DE13,2,2.0
2007,NUTS,2010,DE13,2,4.0
2008,NUTS,2010,DE13,2,6.2
2009,NUTS,2010,DE13,2,3.86
2010,NUTS,2010,DE13,2,1.5
2011,NUTS,2010,DE13,2,5.33
2012,NUTS,2010,DE13,2,2.34
1986,NUTS,2010,DE131,3,0.17
1987,NUTS,2010,DE131,3,0.5
1990,NUTS,2010,DE131,3,0.5
1991,NUTS,2010,DE131,3,0.17
1996,NUTS,2010,DE131,3,3.89
1997,NUTS,2010,DE131,3,0.22
2001,NUTS,2010,DE131,3,0.33
2003,NUTS,2010,DE131,3,1.0
2005,NUTS,2010,DE131,3,0.25
2007,NUTS,2010,DE131,3,0.75
2008,NUTS,2010,DE131,3,0.25
2009,NUTS,2010,DE131,3,1.44
2011,NUTS,2010,DE131,3,0.5
1986,NUTS,2010,DE132,3,1.33
1987,NUTS,2010,DE132,3,1.0
1989,NUTS,2010,DE132,3,0.5
1990,NUTS,2010,DE132,3,0.5
1994,NUTS,2010,DE132,3,0.5
1996,NUTS,2010,DE132,3,0.34
1998,NUTS,2010,DE132,3,0.5
2001,NUTS,2010,DE132,3,0.33
2005,NUTS,2010,DE132,3,0.25
2007,NUTS,2010,DE132,3,0.5
2008,NUTS,2010,DE132,3,0.25
2009,NUTS,2010,DE132,3,0.5
1987,NUTS,2010,DE133,3,0.5
1993,NUTS,2010,DE133,3,0.5
1996,NUTS,2010,DE133,3,3.11
1998,NUTS,2010,DE133,3,0.5
2001,NUTS,2010,DE133,3,0.83
2005,NUTS,2010,DE133,3,0.5
2007,NUTS,2010,DE133,3,0.75
2009,NUTS,2010,DE133,3,0.5
2011,NUTS,2010,DE133,3,0.5
1996,NUTS,2010,DE134,3,0.33
1999,NUTS,2010,DE134,3,0.33
2012,NUTS,2010,DE134,3,0.2
1991,NUTS,2010,DE135,3,0.5
1998,NUTS,2010,DE135,3,0.37
1999,NUTS,2010,DE135,3,1.0
2000,NUTS,2010,DE135,3,2.17
2001,NUTS,2010,DE135,3,1.4
2003,NUTS,2010,DE135,3,0.5
2004,NUTS,2010,DE135,3,3.69
2005,NUTS,2010,DE135,3,4.17
2006,NUTS,2010,DE135,3,1.0
2007,NUTS,2010,DE135,3,0.5
2008,NUTS,2010,DE135,3,2.17
2011,NUTS,2010,DE135,3,1.17
2012,NUTS,2010,DE135,3,1.67
1997,NUTS,2010,DE136,3,1.0
1999,NUTS,2010,DE136,3,1.67
2000,NUTS,2010,DE136,3,1.0
2002,NUTS,2010,DE136,3,1.0
2003,NUTS,2010,DE136,3,4.0
2004,NUTS,2010,DE136,3,1.64
2007,NUTS,2010,DE136,3,1.0
2008,NUTS,2010,DE136,3,0.17
2012,NUTS,2010,DE136,3,0.14
1988,NUTS,2010,DE137,3,1.33
1991,NUTS,2010,DE137,3,0.5
2000,NUTS,2010,DE137,3,0.25
2005,NUTS,2010,DE137,3,1.0
2006,NUTS,2010,DE137,3,1.0
2007,NUTS,2010,DE137,3,0.5
2008,NUTS,2010,DE137,3,2.17
2011,NUTS,2010,DE137,3,0.83
2012,NUTS,2010,DE137,3,0.33
2000,NUTS,2010,DE138,3,0.25
2002,NUTS,2010,DE138,3,1.0
2009,NUTS,2010,DE138,3,1.17
1991,NUTS,2010,DE139,3,0.17
2008,NUTS,2010,DE139,3,1.0
2011,NUTS,2010,DE139,3,0.83
1999,NUTS,2010,DE13A,3,0.2
2005,NUTS,2010,DE13A,3,0.33
2008,NUTS,2010,DE13A,3,0.2
2009,NUTS,2010,DE13A,3,0.25
2010,NUTS,2010,DE13A,3,1.5
2011,NUTS,2010,DE13A,3,1.5
1982,NUTS,2010,DE14,2,1.0
1985,NUTS,2010,DE14,2,0.5
1986,NUTS,2010,DE14,2,0.33
1987,NUTS,2010,DE14,2,0.5
1988,NUTS,2010,DE14,2,0.25
1989,NUTS,2010,DE14,2,1.0
1990,NUTS,2010,DE14,2,2.0
1991,NUTS,2010,DE14,2,1.2
1992,NUTS,2010,DE14,2,1.0
1993,NUTS,2010,DE14,2,1.0
1994,NUTS,2010,DE14,2,1.2
1996,NUTS,2010,DE14,2,3.38
1997,NUTS,2010,DE14,2,0.53
1998,NUTS,2010,DE14,2,1.83
1999,NUTS,2010,DE14,2,1.1
2000,NUTS,2010,DE14,2,2.18
2001,NUTS,2010,DE14,2,2.62
2002,NUTS,2010,DE14,2,3.35
2003,NUTS,2010,DE14,2,2.4
2004,NUTS,2010,DE14,2,1.83
2005,NUTS,2010,DE14,2,3.03
2007,NUTS,2010,DE14,2,0.2
2008,NUTS,2010,DE14,2,2.08
2012,NUTS,2010,DE14,2,2.2
1994,NUTS,2010,DE141,3,0.2
1997,NUTS,2010,DE141,3,0.25
2000,NUTS,2010,DE141,3,0.58
2008,NUTS,2010,DE141,3,0.33
2012,NUTS,2010,DE141,3,0.2
1988,NUTS,2010,DE142,3,0.25
1991,NUTS,2010,DE142,3,0.2
1997,NUTS,2010,DE142,3,0.2
2001,NUTS,2010,DE142,3,2.42
2002,NUTS,2010,DE142,3,1.85
2003,NUTS,2010,DE142,3,0.5
2004,NUTS,2010,DE142,3,0.33
2005,NUTS,2010,DE142,3,0.83
2012,NUTS,2010,DE142,3,1.0
2008,NUTS,2010,DE143,3,0.25
1985,NUTS,2010,DE144,3,0.5
1986,NUTS,2010,DE144,3,0.33
1993,NUTS,2010,DE144,3,1.0
1996,NUTS,2010,DE144,3,0.78
1997,NUTS,2010,DE144,3,0.08
1998,NUTS,2010,DE144,3,1.0
1999,NUTS,2010,DE144,3,1.1
2000,NUTS,2010,DE144,3,1.35
2003,NUTS,2010,DE144,3,0.5
2004,NUTS,2010,DE144,3,1.0
2007,NUTS,2010,DE144,3,0.2
2008,NUTS,2010,DE144,3,1.5
1992,NUTS,2010,DE145,3,0.5
1996,NUTS,2010,DE145,3,0.2
1998,NUTS,2010,DE145,3,0.83
2002,NUTS,2010,DE145,3,0.5
2003,NUTS,2010,DE145,3,1.2
2004,NUTS,2010,DE145,3,0.25
2005,NUTS,2010,DE145,3,2.2
2012,NUTS,2010,DE145,3,1.0
1996,NUTS,2010,DE146,3,1.7
2003,NUTS,2010,DE146,3,0.2
1982,NUTS,2010,DE147,3,1.0
1987,NUTS,2010,DE147,3,0.5
1989,NUTS,2010,DE147,3,1.0
1990,NUTS,2010,DE147,3,2.0
1991,NUTS,2010,DE147,3,1.0
1992,NUTS,2010,DE147,3,0.5
1994,NUTS,2010,DE147,3,1.0
2000,NUTS,2010,DE147,3,0.25
2001,NUTS,2010,DE147,3,0.2
2002,NUTS,2010,DE147,3,1.0
2004,NUTS,2010,DE147,3,0.25
1996,NUTS,2010,DE148,3,0.7
1977,NUTS,2010,DE2,1,1.67
1979,NUTS,2010,DE2,1,2.0
1980,NUTS,2010,DE2,1,3.0
1981,NUTS,2010,DE2,1,5.5
1982,NUTS,2010,DE2,1,6.0
1983,NUTS,2010,DE2,1,9.0
1984,NUTS,2010,DE2,1,21.17
1985,NUTS,2010,DE2,1,15.82
1986,NUTS,2010,DE2,1,19.42
1987,NUTS,2010,DE2,1,24.33
1988,NUTS,2010,DE2,1,22.58
1989,NUTS,2010,DE2,1,17.75
1990,NUTS,2010,DE2,1,21.83
1991,NUTS,2010,DE2,1,17.0
1992,NUTS,2010,DE2,1,17.17
1993,NUTS,2010,DE2,1,5.0
1994,NUTS,2010,DE2,1,4.67
1995,NUTS,2010,DE2,1,22.0
1996,NUTS,2010,DE2,1,24.82
1997,NUTS,2010,DE2,1,14.58
1998,NUTS,2010,DE2,1,22.67
1999,NUTS,2010,DE2,1,17.65
2000,NUTS,2010,DE2,1,28.62
2001,NUTS,2010,DE2,1,27.88
2002,NUTS,2010,DE2,1,14.63
2003,NUTS,2010,DE2,1,18.62
2004,NUTS,2010,DE2,1,32.17
2005,NUTS,2010,DE2,1,22.13
2006,NUTS,2010,DE2,1,17.17
2007,NUTS,2010,DE2,1,31.53
2008,NUTS,2010,DE2,1,21.4
2009,NUTS,2010,DE2,1,19.5
2010,NUTS,2010,DE2,1,14.14
