year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_mio_pps_pnp
2001,NUTS,2010,CZ07,2,0.138
2002,NUTS,2010,CZ07,2,0.125
2003,NUTS,2010,CZ07,2,0.241
2004,NUTS,2010,CZ07,2,0.221
2005,NUTS,2010,CZ07,2,0.272
2006,NUTS,2010,CZ07,2,0.426
2007,NUTS,2010,CZ07,2,0.786
2008,NUTS,2010,CZ07,2,0.741
2009,NUTS,2010,CZ07,2,0.712
2010,NUTS,2010,CZ07,2,1.231
2011,NUTS,2010,CZ07,2,0.684
2012,NUTS,2010,CZ07,2,0.494
2013,NUTS,2010,CZ07,2,0.421
2014,NUTS,2010,CZ07,2,0.769
2015,NUTS,2010,CZ07,2,0.574
2016,NUTS,2010,CZ07,2,0.561
2017,NUTS,2010,CZ07,2,0.413
2018,NUTS,2010,CZ07,2,0.562
2019,NUTS,2010,CZ07,2,0.906
2020,NUTS,2010,CZ07,2,0.964
2001,NUTS,2010,CZ08,2,0.347
2002,NUTS,2010,CZ08,2,0.605
2003,NUTS,2010,CZ08,2,0.417
2004,NUTS,2010,CZ08,2,0.126
2005,NUTS,2010,CZ08,2,0.292
2006,NUTS,2010,CZ08,2,0.295
2007,NUTS,2010,CZ08,2,0.231
2008,NUTS,2010,CZ08,2,0.245
2009,NUTS,2010,CZ08,2,0.053
2010,NUTS,2010,CZ08,2,0.044
2011,NUTS,2010,CZ08,2,3.104
2012,NUTS,2010,CZ08,2,3.672
2013,NUTS,2010,CZ08,2,0.231
2014,NUTS,2010,CZ08,2,5.376
2015,NUTS,2010,CZ08,2,0.487
2016,NUTS,2010,CZ08,2,0.17
2017,NUTS,2010,CZ08,2,0.942
2018,NUTS,2010,CZ08,2,1.063
2019,NUTS,2010,CZ08,2,0.778
2020,NUTS,2010,CZ08,2,0.602
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
1995,NUTS,2010,DK,0,19.196
1996,NUTS,2010,DK,0,22.664
1997,NUTS,2010,DK,0,20.004
1998,NUTS,2010,DK,0,20.749
1999,NUTS,2010,DK,0,27.875
2000,NUTS,2010,DK,0,24.523
2001,NUTS,2010,DK,0,22.398
2002,NUTS,2010,DK,0,18.667
2003,NUTS,2010,DK,0,23.253
2004,NUTS,2010,DK,0,24.246
2005,NUTS,2010,DK,0,24.259
2006,NUTS,2010,DK,0,23.074
2007,NUTS,2010,DK,0,20.217
2008,NUTS,2010,DK,0,15.411
2009,NUTS,2010,DK,0,21.544
2010,NUTS,2010,DK,0,23.135
2011,NUTS,2010,DK,0,20.006
2012,NUTS,2010,DK,0,22.755
2013,NUTS,2010,DK,0,23.443
2014,NUTS,2010,DK,0,23.073
2015,NUTS,2010,DK,0,21.648
2016,NUTS,2010,DK,0,22.459
2017,NUTS,2010,DK,0,19.786
2018,NUTS,2010,DK,0,23.355
2019,NUTS,2010,DK,0,27.546
2020,NUTS,2010,DK,0,30.224
1995,NUTS,2010,DK0,1,19.196
1996,NUTS,2010,DK0,1,22.664
1997,NUTS,2010,DK0,1,20.004
1998,NUTS,2010,DK0,1,20.749
1999,NUTS,2010,DK0,1,27.875
2000,NUTS,2010,DK0,1,24.523
2001,NUTS,2010,DK0,1,22.375
2002,NUTS,2010,DK0,1,18.667
2003,NUTS,2010,DK0,1,23.258
2004,NUTS,2010,DK0,1,24.239
2005,NUTS,2010,DK0,1,24.259
2006,NUTS,2010,DK0,1,23.074
2007,NUTS,2010,DK0,1,20.216
2008,NUTS,2010,DK0,1,15.411
2009,NUTS,2010,DK0,1,21.544
2010,NUTS,2010,DK0,1,23.135
2011,NUTS,2010,DK0,1,20.006
2012,NUTS,2010,DK0,1,22.755
2013,NUTS,2010,DK0,1,23.433
2014,NUTS,2010,DK0,1,23.171
2015,NUTS,2010,DK0,1,21.648
2016,NUTS,2010,DK0,1,22.459
2017,NUTS,2010,DK0,1,19.786
2018,NUTS,2010,DK0,1,23.355
2019,NUTS,2010,DK0,1,27.546
2020,NUTS,2010,DK0,1,30.224
2007,NUTS,2010,DK01,2,17.861
2009,NUTS,2010,DK01,2,20.833
2010,NUTS,2010,DK01,2,22.73
2011,NUTS,2010,DK01,2,19.601
2012,NUTS,2010,DK01,2,21.915
2013,NUTS,2010,DK01,2,22.678
2014,NUTS,2010,DK01,2,22.486
2015,NUTS,2010,DK01,2,20.468
2016,NUTS,2010,DK01,2,21.38
2017,NUTS,2010,DK01,2,19.087
2019,NUTS,2010,DK01,2,27.045
2007,NUTS,2010,DK02,2,0.068
2009,NUTS,2010,DK02,2,0.527
2010,NUTS,2010,DK02,2,0.405
2011,NUTS,2010,DK02,2,0.405
2012,NUTS,2010,DK02,2,0.391
2013,NUTS,2010,DK02,2,0.343
2014,NUTS,2010,DK02,2,0.391
2015,NUTS,2010,DK02,2,0.886
2016,NUTS,2010,DK02,2,0.785
2017,NUTS,2010,DK02,2,0.4
2019,NUTS,2010,DK02,2,0.501
2007,NUTS,2010,DK03,2,0.0
2009,NUTS,2010,DK03,2,0.185
2010,NUTS,2010,DK03,2,0.0
2011,NUTS,2010,DK03,2,0.0
2012,NUTS,2010,DK03,2,0.449
2013,NUTS,2010,DK03,2,0.402
2014,NUTS,2010,DK03,2,0.293
2015,NUTS,2010,DK03,2,0.295
2016,NUTS,2010,DK03,2,0.294
2017,NUTS,2010,DK03,2,0.3
2007,NUTS,2010,DK04,2,2.288
2009,NUTS,2010,DK04,2,0.0
2010,NUTS,2010,DK04,2,0.0
2011,NUTS,2010,DK04,2,0.0
2012,NUTS,2010,DK04,2,0.0
2013,NUTS,2010,DK04,2,0.0
2014,NUTS,2010,DK04,2,0.0
2015,NUTS,2010,DK04,2,0.0
2016,NUTS,2010,DK04,2,0.0
2017,NUTS,2010,DK04,2,0.0
2007,NUTS,2010,DK05,2,0.0
2010,NUTS,2010,DK05,2,0.0
2011,NUTS,2010,DK05,2,0.0
2012,NUTS,2010,DK05,2,0.0
2013,NUTS,2010,DK05,2,0.0
2014,NUTS,2010,DK05,2,0.0
2015,NUTS,2010,DK05,2,0.0
2016,NUTS,2010,DK05,2,0.0
2017,NUTS,2010,DK05,2,0.3
2007,NUTS,2010,DKZ,1,0.0
2007,NUTS,2010,DKZZ,2,0.0
2000,NUTS,2010,EA19,2,749.774
2001,NUTS,2010,EA19,2,723.276
2002,NUTS,2010,EA19,2,950.601
2003,NUTS,2010,EA19,2,900.29
2004,NUTS,2010,EA19,2,930.248
2005,NUTS,2010,EA19,2,1054.688
2006,NUTS,2010,EA19,2,1394.376
2007,NUTS,2010,EA19,2,1436.224
2008,NUTS,2010,EA19,2,1489.881
2009,NUTS,2010,EA19,2,1555.507
2010,NUTS,2010,EA19,2,1714.922
2011,NUTS,2010,EA19,2,1626.579
2012,NUTS,2010,EA19,2,1590.19
2013,NUTS,2010,EA19,2,1437.967
2014,NUTS,2010,EA19,2,1534.887
2015,NUTS,2010,EA19,2,1625.236
2016,NUTS,2010,EA19,2,1567.603
2017,NUTS,2010,EA19,2,1396.13
2018,NUTS,2010,EA19,2,1467.35
2019,NUTS,2010,EA19,2,1655.779
2020,NUTS,2010,EA19,2,1788.942
1996,NUTS,2010,EE,0,0.287
1997,NUTS,2010,EE,0,0.248
1998,NUTS,2010,EE,0,0.244
1999,NUTS,2010,EE,0,0.289
2000,NUTS,2010,EE,0,1.279
2001,NUTS,2010,EE,0,1.453
2002,NUTS,2010,EE,0,4.223
2003,NUTS,2010,EE,0,3.5
2004,NUTS,2010,EE,0,3.141
2005,NUTS,2010,EE,0,3.722
2006,NUTS,2010,EE,0,4.185
2007,NUTS,2010,EE,0,5.942
2008,NUTS,2010,EE,0,6.168
2009,NUTS,2010,EE,0,6.252
2010,NUTS,2010,EE,0,4.29
2011,NUTS,2010,EE,0,5.096
2012,NUTS,2010,EE,0,5.688
2013,NUTS,2010,EE,0,4.756
2014,NUTS,2010,EE,0,4.657
2015,NUTS,2010,EE,0,7.275
2016,NUTS,2010,EE,0,5.485
2017,NUTS,2010,EE,0,5.52
2018,NUTS,2010,EE,0,7.742
2019,NUTS,2010,EE,0,6.468
2020,NUTS,2010,EE,0,9.846
1996,NUTS,2010,EE0,1,0.287
1997,NUTS,2010,EE0,1,0.248
1998,NUTS,2010,EE0,1,0.244
1999,NUTS,2010,EE0,1,0.289
2000,NUTS,2010,EE0,1,1.279
2001,NUTS,2010,EE0,1,1.453
2002,NUTS,2010,EE0,1,4.223
2003,NUTS,2010,EE0,1,3.5
2004,NUTS,2010,EE0,1,3.141
2005,NUTS,2010,EE0,1,3.722
2006,NUTS,2010,EE0,1,4.185
2007,NUTS,2010,EE0,1,5.942
2008,NUTS,2010,EE0,1,6.168
2009,NUTS,2010,EE0,1,6.252
2010,NUTS,2010,EE0,1,4.29
2011,NUTS,2010,EE0,1,5.096
2012,NUTS,2010,EE0,1,5.688
2013,NUTS,2010,EE0,1,4.756
2014,NUTS,2010,EE0,1,4.657
2015,NUTS,2010,EE0,1,7.275
2016,NUTS,2010,EE0,1,5.485
2017,NUTS,2010,EE0,1,5.52
2018,NUTS,2010,EE0,1,7.742
2019,NUTS,2010,EE0,1,6.468
2020,NUTS,2010,EE0,1,9.846
1996,NUTS,2010,EE00,2,0.287
1997,NUTS,2010,EE00,2,0.248
1998,NUTS,2010,EE00,2,0.244
1999,NUTS,2010,EE00,2,0.289
2000,NUTS,2010,EE00,2,1.279
2001,NUTS,2010,EE00,2,1.453
2002,NUTS,2010,EE00,2,4.223
2003,NUTS,2010,EE00,2,3.5
2004,NUTS,2010,EE00,2,3.141
2005,NUTS,2010,EE00,2,3.722
2006,NUTS,2010,EE00,2,4.185
2007,NUTS,2010,EE00,2,5.942
2008,NUTS,2010,EE00,2,6.168
2009,NUTS,2010,EE00,2,6.252
2010,NUTS,2010,EE00,2,4.29
2011,NUTS,2010,EE00,2,5.096
2012,NUTS,2010,EE00,2,5.688
2013,NUTS,2010,EE00,2,4.756
2014,NUTS,2010,EE00,2,4.657
2015,NUTS,2010,EE00,2,7.275
2016,NUTS,2010,EE00,2,5.485
2017,NUTS,2010,EE00,2,5.52
2018,NUTS,2010,EE00,2,7.742
2019,NUTS,2010,EE00,2,6.468
2020,NUTS,2010,EE00,2,9.846
1995,NUTS,2010,EL,0,4.093
1997,NUTS,2010,EL,0,2.815
1999,NUTS,2010,EL,0,2.879
2001,NUTS,2010,EL,0,3.838
2003,NUTS,2010,EL,0,10.941
2004,NUTS,2010,EL,0,11.175
2005,NUTS,2010,EL,0,16.805
2006,NUTS,2010,EL,0,18.825
2007,NUTS,2010,EL,0,18.576
2008,NUTS,2010,EL,0,15.64
2009,NUTS,2010,EL,0,15.874
2010,NUTS,2010,EL,0,16.08
2011,NUTS,2010,EL,0,14.675
2012,NUTS,2010,EL,0,13.811
2013,NUTS,2010,EL,0,20.855
2014,NUTS,2010,EL,0,21.667
2015,NUTS,2010,EL,0,22.554
2016,NUTS,2010,EL,0,18.415
2017,NUTS,2010,EL,0,19.584
2018,NUTS,2010,EL,0,27.782
2019,NUTS,2010,EL,0,23.864
2020,NUTS,2010,EL,0,17.321
1995,NUTS,2010,EL3,1,1.966
1997,NUTS,2010,EL3,1,1.401
1999,NUTS,2010,EL3,1,1.44
2001,NUTS,2010,EL3,1,1.907
2003,NUTS,2010,EL3,1,8.568
2005,NUTS,2010,EL3,1,14.622
2011,NUTS,2010,EL3,1,12.534
2013,NUTS,2010,EL3,1,14.661
2015,NUTS,2010,EL3,1,16.311
2017,NUTS,2010,EL3,1,14.82
2018,NUTS,2010,EL3,1,18.55
2019,NUTS,2010,EL3,1,17.629
1995,NUTS,2010,EL30,2,1.966
1997,NUTS,2010,EL30,2,1.401
1999,NUTS,2010,EL30,2,1.44
2001,NUTS,2010,EL30,2,1.907
2003,NUTS,2010,EL30,2,8.568
2005,NUTS,2010,EL30,2,14.622
2011,NUTS,2010,EL30,2,12.534
2013,NUTS,2010,EL30,2,14.661
2015,NUTS,2010,EL30,2,16.311
2017,NUTS,2010,EL30,2,14.82
2018,NUTS,2010,EL30,2,18.55
2019,NUTS,2010,EL30,2,17.629
1995,NUTS,2010,EL4,1,0.015
2011,NUTS,2010,EL4,1,0.263
2013,NUTS,2010,EL4,1,1.806
2015,NUTS,2010,EL4,1,1.794
2017,NUTS,2010,EL4,1,2.185
2018,NUTS,2010,EL4,1,2.281
2019,NUTS,2010,EL4,1,2.465
2011,NUTS,2010,EL41,2,0.053
2013,NUTS,2010,EL41,2,0.069
2015,NUTS,2010,EL41,2,0.071
2017,NUTS,2010,EL41,2,0.203
2018,NUTS,2010,EL41,2,0.24
2019,NUTS,2010,EL41,2,0.399
2011,NUTS,2010,EL42,2,0.192
2013,NUTS,2010,EL42,2,0.697
2015,NUTS,2010,EL42,2,0.413
2017,NUTS,2010,EL42,2,0.502
2018,NUTS,2010,EL42,2,0.432
2019,NUTS,2010,EL42,2,0.483
1995,NUTS,2010,EL43,2,0.015
2011,NUTS,2010,EL43,2,0.019
2013,NUTS,2010,EL43,2,1.04
2015,NUTS,2010,EL43,2,1.31
2017,NUTS,2010,EL43,2,1.481
2018,NUTS,2010,EL43,2,1.609
2019,NUTS,2010,EL43,2,1.583
2011,NUTS,2010,EL5,1,1.656
2013,NUTS,2010,EL5,1,3.988
2015,NUTS,2010,EL5,1,4.131
2017,NUTS,2010,EL5,1,1.935
2018,NUTS,2010,EL5,1,3.206
2019,NUTS,2010,EL5,1,2.779
1995,NUTS,2010,EL51,2,0.015
2011,NUTS,2010,EL51,2,0.0
2013,NUTS,2010,EL51,2,0.057
2015,NUTS,2010,EL51,2,0.059
2017,NUTS,2010,EL51,2,0.119
2018,NUTS,2010,EL51,2,0.12
2019,NUTS,2010,EL51,2,0.048
1995,NUTS,2010,EL52,2,1.936
1997,NUTS,2010,EL52,2,1.187
1999,NUTS,2010,EL52,2,1.253
2001,NUTS,2010,EL52,2,1.684
2003,NUTS,2010,EL52,2,1.69
2005,NUTS,2010,EL52,2,1.698
2011,NUTS,2010,EL52,2,1.296
2013,NUTS,2010,EL52,2,3.371
2015,NUTS,2010,EL52,2,3.564
2017,NUTS,2010,EL52,2,1.242
2018,NUTS,2010,EL52,2,2.509
2019,NUTS,2010,EL52,2,2.308
2011,NUTS,2010,EL53,2,0.248
2013,NUTS,2010,EL53,2,0.217
2015,NUTS,2010,EL53,2,0.153
2017,NUTS,2010,EL53,2,0.299
2018,NUTS,2010,EL53,2,0.324
2019,NUTS,2010,EL53,2,0.181
2011,NUTS,2010,EL54,2,0.113
2013,NUTS,2010,EL54,2,0.343
2015,NUTS,2010,EL54,2,0.354
2017,NUTS,2010,EL54,2,0.275
2018,NUTS,2010,EL54,2,0.252
2019,NUTS,2010,EL54,2,0.242
2011,NUTS,2010,EL6,1,0.221
2013,NUTS,2010,EL6,1,0.4
2015,NUTS,2010,EL6,1,0.319
2017,NUTS,2010,EL6,1,0.645
2018,NUTS,2010,EL6,1,3.746
2019,NUTS,2010,EL6,1,0.991
2011,NUTS,2010,EL61,2,0.056
2013,NUTS,2010,EL61,2,0.069
2015,NUTS,2010,EL61,2,0.059
2017,NUTS,2010,EL61,2,0.143
2018,NUTS,2010,EL61,2,0.156
2019,NUTS,2010,EL61,2,0.121
2011,NUTS,2010,EL62,2,0.0
2013,NUTS,2010,EL62,2,0.0
2015,NUTS,2010,EL62,2,0.0
2017,NUTS,2010,EL62,2,0.012
2018,NUTS,2010,EL62,2,0.0
2019,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL63,2,0.0
2013,NUTS,2010,EL63,2,0.046
2015,NUTS,2010,EL63,2,0.012
2017,NUTS,2010,EL63,2,0.0
2018,NUTS,2010,EL63,2,0.0
2019,NUTS,2010,EL63,2,0.0
2011,NUTS,2010,EL64,2,0.053
2013,NUTS,2010,EL64,2,0.057
2015,NUTS,2010,EL64,2,0.059
2017,NUTS,2010,EL64,2,0.06
2018,NUTS,2010,EL64,2,0.0
2019,NUTS,2010,EL64,2,0.0
1995,NUTS,2010,EL65,2,0.147
1997,NUTS,2010,EL65,2,0.213
1999,NUTS,2010,EL65,2,0.186
2001,NUTS,2010,EL65,2,0.223
2003,NUTS,2010,EL65,2,0.683
2005,NUTS,2010,EL65,2,0.485
2011,NUTS,2010,EL65,2,0.113
2013,NUTS,2010,EL65,2,0.229
2015,NUTS,2010,EL65,2,0.189
2017,NUTS,2010,EL65,2,0.43
2018,NUTS,2010,EL65,2,3.59
2019,NUTS,2010,EL65,2,0.87
2011,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2011,NUTS,2010,ELZZ,2,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
1995,NUTS,2010,ES,0,46.877
1996,NUTS,2010,ES,0,49.717
1997,NUTS,2010,ES,0,51.528
1998,NUTS,2010,ES,0,59.615
1999,NUTS,2010,ES,0,56.969
2000,NUTS,2010,ES,0,57.64
2001,NUTS,2010,ES,0,57.299
2002,NUTS,2010,ES,0,19.25
2003,NUTS,2010,ES,0,17.162
2004,NUTS,2010,ES,0,12.452
2005,NUTS,2010,ES,0,14.746
2006,NUTS,2010,ES,0,22.815
2007,NUTS,2010,ES,0,22.67
2008,NUTS,2010,ES,0,24.768
2009,NUTS,2010,ES,0,30.452
2010,NUTS,2010,ES,0,29.464
2011,NUTS,2010,ES,0,24.548
2012,NUTS,2010,ES,0,26.686
2013,NUTS,2010,ES,0,23.039
2014,NUTS,2010,ES,0,23.345
2015,NUTS,2010,ES,0,29.199
2016,NUTS,2010,ES,0,34.576
2017,NUTS,2010,ES,0,32.655
2018,NUTS,2010,ES,0,41.864
2019,NUTS,2010,ES,0,45.127
2020,NUTS,2010,ES,0,48.994
1995,NUTS,2010,ES1,1,2.965
1996,NUTS,2010,ES1,1,3.156
1997,NUTS,2010,ES1,1,3.168
1998,NUTS,2010,ES1,1,3.667
1999,NUTS,2010,ES1,1,1.696
2000,NUTS,2010,ES1,1,7.41
2001,NUTS,2010,ES1,1,2.989
2002,NUTS,2010,ES1,1,3.533
2003,NUTS,2010,ES1,1,0.119
2004,NUTS,2010,ES1,1,0.491
2005,NUTS,2010,ES1,1,0.519
2006,NUTS,2010,ES1,1,3.36
2007,NUTS,2010,ES1,1,4.337
2008,NUTS,2010,ES1,1,4.668
2009,NUTS,2010,ES1,1,4.049
2010,NUTS,2010,ES1,1,3.304
2011,NUTS,2010,ES1,1,2.996
2012,NUTS,2010,ES1,1,3.769
2013,NUTS,2010,ES1,1,3.719
2015,NUTS,2010,ES1,1,3.244
2016,NUTS,2010,ES1,1,5.403
2017,NUTS,2010,ES1,1,5.443
2018,NUTS,2010,ES1,1,5.367
1995,NUTS,2010,ES11,2,0.094
1996,NUTS,2010,ES11,2,0.094
1997,NUTS,2010,ES11,2,0.093
1998,NUTS,2010,ES11,2,0.103
2000,NUTS,2010,ES11,2,1.235
2001,NUTS,2010,ES11,2,1.329
2002,NUTS,2010,ES11,2,0.883
2003,NUTS,2010,ES11,2,0.087
2004,NUTS,2010,ES11,2,0.075
2005,NUTS,2010,ES11,2,0.069
2006,NUTS,2010,ES11,2,0.13
2007,NUTS,2010,ES11,2,0.218
2008,NUTS,2010,ES11,2,0.311
2009,NUTS,2010,ES11,2,0.484
2010,NUTS,2010,ES11,2,0.091
2014,NUTS,2010,ES11,2,0.128
2015,NUTS,2010,ES11,2,0.0
2016,NUTS,2010,ES11,2,2.161
2017,NUTS,2010,ES11,2,2.177
2018,NUTS,2010,ES11,2,3.22
2019,NUTS,2010,ES11,2,2.149
1995,NUTS,2010,ES12,2,0.118
1996,NUTS,2010,ES12,2,0.117
1997,NUTS,2010,ES12,2,0.012
1998,NUTS,2010,ES12,2,0.023
1999,NUTS,2010,ES12,2,0.023
2000,NUTS,2010,ES12,2,2.807
2001,NUTS,2010,ES12,2,0.111
2002,NUTS,2010,ES12,2,0.552
2003,NUTS,2010,ES12,2,0.022
2004,NUTS,2010,ES12,2,0.011
2005,NUTS,2010,ES12,2,0.016
2006,NUTS,2010,ES12,2,0.183
2007,NUTS,2010,ES12,2,0.295
2008,NUTS,2010,ES12,2,0.923
2009,NUTS,2010,ES12,2,0.254
2010,NUTS,2010,ES12,2,0.363
2012,NUTS,2010,ES12,2,0.272
2013,NUTS,2010,ES12,2,0.147
2014,NUTS,2010,ES12,2,0.149
2015,NUTS,2010,ES12,2,0.0
2016,NUTS,2010,ES12,2,0.0
2017,NUTS,2010,ES12,2,0.0
2018,NUTS,2010,ES12,2,0.0
2019,NUTS,2010,ES12,2,0.0
1995,NUTS,2010,ES13,2,2.765
1996,NUTS,2010,ES13,2,2.933
1997,NUTS,2010,ES13,2,3.064
1998,NUTS,2010,ES13,2,3.54
1999,NUTS,2010,ES13,2,1.673
2000,NUTS,2010,ES13,2,3.368
2001,NUTS,2010,ES13,2,1.55
2002,NUTS,2010,ES13,2,2.098
2003,NUTS,2010,ES13,2,0.0
2004,NUTS,2010,ES13,2,0.395
2005,NUTS,2010,ES13,2,0.434
2006,NUTS,2010,ES13,2,3.048
2007,NUTS,2010,ES13,2,3.823
2008,NUTS,2010,ES13,2,3.435
2009,NUTS,2010,ES13,2,3.31
2010,NUTS,2010,ES13,2,2.85
2011,NUTS,2010,ES13,2,2.706
2015,NUTS,2010,ES13,2,3.244
2016,NUTS,2010,ES13,2,3.242
2017,NUTS,2010,ES13,2,2.177
2018,NUTS,2010,ES13,2,3.22
1995,NUTS,2010,ES2,1,15.553
1996,NUTS,2010,ES2,1,16.495
1997,NUTS,2010,ES2,1,0.867
1998,NUTS,2010,ES2,1,1.012
1999,NUTS,2010,ES2,1,3.357
2000,NUTS,2010,ES2,1,3.593
2001,NUTS,2010,ES2,1,11.846
2002,NUTS,2010,ES2,1,1.877
2003,NUTS,2010,ES2,1,0.076
2004,NUTS,2010,ES2,1,0.555
2005,NUTS,2010,ES2,1,1.3
2006,NUTS,2010,ES2,1,0.891
2007,NUTS,2010,ES2,1,1.478
2008,NUTS,2010,ES2,1,1.515
2009,NUTS,2010,ES2,1,2.032
2010,NUTS,2010,ES2,1,5.112
2011,NUTS,2010,ES2,1,2.472
2013,NUTS,2010,ES2,1,2.325
2015,NUTS,2010,ES2,1,2.163
2019,NUTS,2010,ES2,1,1.075
1995,NUTS,2010,ES21,2,15.553
1996,NUTS,2010,ES21,2,16.495
1997,NUTS,2010,ES21,2,0.856
1998,NUTS,2010,ES21,2,1.0
1999,NUTS,2010,ES21,2,3.346
2000,NUTS,2010,ES21,2,2.582
2001,NUTS,2010,ES21,2,8.192
2002,NUTS,2010,ES21,2,1.877
2003,NUTS,2010,ES21,2,0.065
2004,NUTS,2010,ES21,2,0.192
2005,NUTS,2010,ES21,2,0.196
2006,NUTS,2010,ES21,2,0.407
2007,NUTS,2010,ES21,2,0.723
2008,NUTS,2010,ES21,2,0.25
2009,NUTS,2010,ES21,2,0.499
2010,NUTS,2010,ES21,2,3.474
2011,NUTS,2010,ES21,2,1.881
2012,NUTS,2010,ES21,2,2.015
2013,NUTS,2010,ES21,2,1.531
2014,NUTS,2010,ES21,2,1.488
2015,NUTS,2010,ES21,2,2.163
2016,NUTS,2010,ES21,2,1.081
2017,NUTS,2010,ES21,2,1.089
2018,NUTS,2010,ES21,2,1.073
2019,NUTS,2010,ES21,2,1.075
1997,NUTS,2010,ES22,2,0.012
1998,NUTS,2010,ES22,2,0.012
2000,NUTS,2010,ES22,2,0.112
2001,NUTS,2010,ES22,2,0.111
2002,NUTS,2010,ES22,2,0.0
2003,NUTS,2010,ES22,2,0.0
2004,NUTS,2010,ES22,2,0.075
2005,NUTS,2010,ES22,2,0.129
2006,NUTS,2010,ES22,2,0.136
2007,NUTS,2010,ES22,2,0.119
2008,NUTS,2010,ES22,2,0.114
2009,NUTS,2010,ES22,2,0.358
2010,NUTS,2010,ES22,2,0.11
2011,NUTS,2010,ES22,2,0.138
2015,NUTS,2010,ES22,2,0.0
2000,NUTS,2010,ES23,2,0.0
2001,NUTS,2010,ES23,2,0.0
2002,NUTS,2010,ES23,2,0.0
2003,NUTS,2010,ES23,2,0.0
2004,NUTS,2010,ES23,2,0.0
2005,NUTS,2010,ES23,2,0.417
2006,NUTS,2010,ES23,2,0.0
2007,NUTS,2010,ES23,2,0.456
2008,NUTS,2010,ES23,2,1.038
2009,NUTS,2010,ES23,2,0.925
2010,NUTS,2010,ES23,2,0.979
2011,NUTS,2010,ES23,2,0.17
2012,NUTS,2010,ES23,2,0.219
2014,NUTS,2010,ES23,2,0.079
2015,NUTS,2010,ES23,2,0.0
2016,NUTS,2010,ES23,2,0.0
2017,NUTS,2010,ES23,2,0.0
2018,NUTS,2010,ES23,2,0.0
1997,NUTS,2010,ES24,2,0.012
1998,NUTS,2010,ES24,2,0.012
1999,NUTS,2010,ES24,2,0.011
2000,NUTS,2010,ES24,2,0.898
2001,NUTS,2010,ES24,2,3.432
2002,NUTS,2010,ES24,2,0.0
2003,NUTS,2010,ES24,2,0.011
2004,NUTS,2010,ES24,2,0.299
2005,NUTS,2010,ES24,2,0.559
2006,NUTS,2010,ES24,2,0.348
2007,NUTS,2010,ES24,2,0.181
2008,NUTS,2010,ES24,2,0.112
2009,NUTS,2010,ES24,2,0.25
2010,NUTS,2010,ES24,2,0.548
2011,NUTS,2010,ES24,2,0.282
2012,NUTS,2010,ES24,2,0.369
2013,NUTS,2010,ES24,2,0.226
2014,NUTS,2010,ES24,2,0.057
2015,NUTS,2010,ES24,2,0.0
2016,NUTS,2010,ES24,2,0.0
2017,NUTS,2010,ES24,2,0.0
2018,NUTS,2010,ES24,2,0.0
1995,NUTS,2010,ES3,1,12.235
1996,NUTS,2010,ES3,1,12.975
1997,NUTS,2010,ES3,1,14.751
1998,NUTS,2010,ES3,1,17.058
1999,NUTS,2010,ES3,1,19.25
2000,NUTS,2010,ES3,1,20.883
2001,NUTS,2010,ES3,1,26.791
2002,NUTS,2010,ES3,1,5.41
2003,NUTS,2010,ES3,1,9.742
2004,NUTS,2010,ES3,1,3.904
2005,NUTS,2010,ES3,1,4.631
2006,NUTS,2010,ES3,1,9.515
2007,NUTS,2010,ES3,1,7.926
2008,NUTS,2010,ES3,1,9.048
2009,NUTS,2010,ES3,1,9.649
2010,NUTS,2010,ES3,1,7.378
2011,NUTS,2010,ES3,1,6.415
2012,NUTS,2010,ES3,1,6.234
2013,NUTS,2010,ES3,1,5.609
2014,NUTS,2010,ES3,1,4.868
2015,NUTS,2010,ES3,1,5.407
2016,NUTS,2010,ES3,1,5.403
2017,NUTS,2010,ES3,1,6.531
2018,NUTS,2010,ES3,1,10.734
2019,NUTS,2010,ES3,1,16.117
1995,NUTS,2010,ES30,2,12.235
1996,NUTS,2010,ES30,2,12.975
1997,NUTS,2010,ES30,2,14.751
1998,NUTS,2010,ES30,2,17.058
1999,NUTS,2010,ES30,2,19.25
2000,NUTS,2010,ES30,2,20.883
2001,NUTS,2010,ES30,2,26.791
2002,NUTS,2010,ES30,2,5.41
2003,NUTS,2010,ES30,2,9.742
2004,NUTS,2010,ES30,2,3.904
2005,NUTS,2010,ES30,2,4.631
2006,NUTS,2010,ES30,2,9.515
2007,NUTS,2010,ES30,2,7.926
2008,NUTS,2010,ES30,2,9.048
2009,NUTS,2010,ES30,2,9.649
