year,region_type,region_year_spec,region_id,region_level,pat_ep_rtec_nr_cte
1995,NUTS,2010,UKD3,2,8.53
1996,NUTS,2010,UKD3,2,7.42
1997,NUTS,2010,UKD3,2,7.25
1998,NUTS,2010,UKD3,2,5.27
1999,NUTS,2010,UKD3,2,3.94
2000,NUTS,2010,UKD3,2,10.0
2001,NUTS,2010,UKD3,2,1.83
2002,NUTS,2010,UKD3,2,2.0
2003,NUTS,2010,UKD3,2,4.4
2004,NUTS,2010,UKD3,2,2.04
2005,NUTS,2010,UKD3,2,5.67
2006,NUTS,2010,UKD3,2,3.9
2007,NUTS,2010,UKD3,2,5.67
2008,NUTS,2010,UKD3,2,2.13
2009,NUTS,2010,UKD3,2,2.5
2010,NUTS,2010,UKD3,2,3.75
2011,NUTS,2010,UKD3,2,4.92
2012,NUTS,2010,UKD3,2,3.29
1978,NUTS,2010,UKD31,3,0.5
1979,NUTS,2010,UKD31,3,1.0
1981,NUTS,2010,UKD31,3,1.0
1982,NUTS,2010,UKD31,3,1.0
1985,NUTS,2010,UKD31,3,3.0
1987,NUTS,2010,UKD31,3,1.5
1989,NUTS,2010,UKD31,3,3.67
1990,NUTS,2010,UKD31,3,0.83
1991,NUTS,2010,UKD31,3,1.0
1992,NUTS,2010,UKD31,3,1.4
1993,NUTS,2010,UKD31,3,2.33
1994,NUTS,2010,UKD31,3,0.58
1995,NUTS,2010,UKD31,3,5.95
1996,NUTS,2010,UKD31,3,6.92
1997,NUTS,2010,UKD31,3,5.25
1998,NUTS,2010,UKD31,3,4.17
1999,NUTS,2010,UKD31,3,2.83
2000,NUTS,2010,UKD31,3,5.14
2001,NUTS,2010,UKD31,3,0.83
2002,NUTS,2010,UKD31,3,2.0
2003,NUTS,2010,UKD31,3,2.4
2004,NUTS,2010,UKD31,3,2.04
2005,NUTS,2010,UKD31,3,4.17
2006,NUTS,2010,UKD31,3,1.2
2007,NUTS,2010,UKD31,3,2.67
2008,NUTS,2010,UKD31,3,0.6
2010,NUTS,2010,UKD31,3,2.5
2011,NUTS,2010,UKD31,3,3.83
2012,NUTS,2010,UKD31,3,2.29
1983,NUTS,2010,UKD32,3,1.25
1985,NUTS,2010,UKD32,3,1.33
1990,NUTS,2010,UKD32,3,3.83
1991,NUTS,2010,UKD32,3,3.0
1992,NUTS,2010,UKD32,3,2.5
1993,NUTS,2010,UKD32,3,1.0
1994,NUTS,2010,UKD32,3,2.0
1995,NUTS,2010,UKD32,3,2.58
1996,NUTS,2010,UKD32,3,0.5
1997,NUTS,2010,UKD32,3,2.0
1998,NUTS,2010,UKD32,3,1.1
1999,NUTS,2010,UKD32,3,1.11
2000,NUTS,2010,UKD32,3,4.86
2001,NUTS,2010,UKD32,3,1.0
2003,NUTS,2010,UKD32,3,2.0
2005,NUTS,2010,UKD32,3,1.5
2006,NUTS,2010,UKD32,3,2.7
2007,NUTS,2010,UKD32,3,3.0
2008,NUTS,2010,UKD32,3,1.53
2009,NUTS,2010,UKD32,3,2.5
2010,NUTS,2010,UKD32,3,1.25
2011,NUTS,2010,UKD32,3,1.08
2012,NUTS,2010,UKD32,3,1.0
1983,NUTS,2010,UKD4,2,1.0
1984,NUTS,2010,UKD4,2,1.0
1985,NUTS,2010,UKD4,2,1.0
1988,NUTS,2010,UKD4,2,0.5
1989,NUTS,2010,UKD4,2,1.0
1990,NUTS,2010,UKD4,2,4.0
1991,NUTS,2010,UKD4,2,1.5
1992,NUTS,2010,UKD4,2,1.0
1993,NUTS,2010,UKD4,2,0.33
1994,NUTS,2010,UKD4,2,2.0
1995,NUTS,2010,UKD4,2,2.5
1996,NUTS,2010,UKD4,2,0.75
1997,NUTS,2010,UKD4,2,2.83
1998,NUTS,2010,UKD4,2,3.83
1999,NUTS,2010,UKD4,2,3.12
2000,NUTS,2010,UKD4,2,2.92
2001,NUTS,2010,UKD4,2,1.08
2002,NUTS,2010,UKD4,2,1.0
2003,NUTS,2010,UKD4,2,1.0
2004,NUTS,2010,UKD4,2,1.5
2005,NUTS,2010,UKD4,2,1.5
2006,NUTS,2010,UKD4,2,3.0
2007,NUTS,2010,UKD4,2,2.0
2008,NUTS,2010,UKD4,2,0.5
2009,NUTS,2010,UKD4,2,1.5
2010,NUTS,2010,UKD4,2,2.0
2011,NUTS,2010,UKD4,2,6.67
2012,NUTS,2010,UKD4,2,3.67
1984,NUTS,2010,UKD41,3,1.0
1995,NUTS,2010,UKD41,3,0.5
1999,NUTS,2010,UKD41,3,1.33
2009,NUTS,2010,UKD41,3,1.0
2010,NUTS,2010,UKD41,3,1.0
1985,NUTS,2010,UKD42,3,0.33
1983,NUTS,2010,UKD43,3,1.0
1985,NUTS,2010,UKD43,3,0.33
1988,NUTS,2010,UKD43,3,0.5
1989,NUTS,2010,UKD43,3,1.0
1990,NUTS,2010,UKD43,3,4.0
1991,NUTS,2010,UKD43,3,1.5
1992,NUTS,2010,UKD43,3,1.0
1993,NUTS,2010,UKD43,3,0.33
1994,NUTS,2010,UKD43,3,2.0
1995,NUTS,2010,UKD43,3,2.0
1996,NUTS,2010,UKD43,3,0.75
1997,NUTS,2010,UKD43,3,2.83
1998,NUTS,2010,UKD43,3,2.83
1999,NUTS,2010,UKD43,3,1.79
2000,NUTS,2010,UKD43,3,2.92
2001,NUTS,2010,UKD43,3,1.08
2002,NUTS,2010,UKD43,3,1.0
2003,NUTS,2010,UKD43,3,1.0
2004,NUTS,2010,UKD43,3,1.5
2005,NUTS,2010,UKD43,3,1.5
2006,NUTS,2010,UKD43,3,3.0
2007,NUTS,2010,UKD43,3,2.0
2008,NUTS,2010,UKD43,3,0.5
2009,NUTS,2010,UKD43,3,0.5
2010,NUTS,2010,UKD43,3,1.0
2011,NUTS,2010,UKD43,3,6.67
2012,NUTS,2010,UKD43,3,3.67
1984,NUTS,2010,UKD6,2,1.0
1986,NUTS,2010,UKD6,2,1.33
1988,NUTS,2010,UKD6,2,2.0
1989,NUTS,2010,UKD6,2,3.0
1990,NUTS,2010,UKD6,2,1.5
1991,NUTS,2010,UKD6,2,1.0
1992,NUTS,2010,UKD6,2,1.2
1993,NUTS,2010,UKD6,2,0.67
1994,NUTS,2010,UKD6,2,4.0
1995,NUTS,2010,UKD6,2,3.83
1996,NUTS,2010,UKD6,2,1.0
1997,NUTS,2010,UKD6,2,1.2
1998,NUTS,2010,UKD6,2,9.5
1999,NUTS,2010,UKD6,2,1.25
2000,NUTS,2010,UKD6,2,2.13
2001,NUTS,2010,UKD6,2,1.08
2002,NUTS,2010,UKD6,2,0.83
2003,NUTS,2010,UKD6,2,1.12
2004,NUTS,2010,UKD6,2,2.36
2005,NUTS,2010,UKD6,2,2.83
2006,NUTS,2010,UKD6,2,0.53
2007,NUTS,2010,UKD6,2,2.67
2008,NUTS,2010,UKD6,2,0.2
2009,NUTS,2010,UKD6,2,1.64
2010,NUTS,2010,UKD6,2,1.0
2011,NUTS,2010,UKD6,2,2.75
2012,NUTS,2010,UKD6,2,0.87
1990,NUTS,2010,UKD61,3,0.5
1993,NUTS,2010,UKD61,3,0.33
1995,NUTS,2010,UKD61,3,0.25
1997,NUTS,2010,UKD61,3,1.0
1999,NUTS,2010,UKD61,3,0.25
2000,NUTS,2010,UKD61,3,0.33
2001,NUTS,2010,UKD61,3,0.25
2002,NUTS,2010,UKD61,3,0.33
2006,NUTS,2010,UKD61,3,0.33
2007,NUTS,2010,UKD61,3,0.5
2008,NUTS,2010,UKD61,3,0.2
2009,NUTS,2010,UKD61,3,1.0
2011,NUTS,2010,UKD61,3,0.25
1986,NUTS,2010,UKD62,3,0.83
1988,NUTS,2010,UKD62,3,2.0
1989,NUTS,2010,UKD62,3,2.5
1990,NUTS,2010,UKD62,3,1.0
1991,NUTS,2010,UKD62,3,1.0
1992,NUTS,2010,UKD62,3,0.7
1994,NUTS,2010,UKD62,3,4.0
1995,NUTS,2010,UKD62,3,1.25
1996,NUTS,2010,UKD62,3,1.0
1997,NUTS,2010,UKD62,3,0.2
1998,NUTS,2010,UKD62,3,0.5
1999,NUTS,2010,UKD62,3,1.0
2000,NUTS,2010,UKD62,3,1.33
2001,NUTS,2010,UKD62,3,0.83
2003,NUTS,2010,UKD62,3,0.58
2004,NUTS,2010,UKD62,3,1.43
2005,NUTS,2010,UKD62,3,1.5
2006,NUTS,2010,UKD62,3,0.2
2007,NUTS,2010,UKD62,3,2.17
2009,NUTS,2010,UKD62,3,0.14
2011,NUTS,2010,UKD62,3,0.5
1984,NUTS,2010,UKD63,3,1.0
1986,NUTS,2010,UKD63,3,0.5
1989,NUTS,2010,UKD63,3,0.5
1992,NUTS,2010,UKD63,3,0.5
1993,NUTS,2010,UKD63,3,0.33
1995,NUTS,2010,UKD63,3,2.33
1998,NUTS,2010,UKD63,3,9.0
2000,NUTS,2010,UKD63,3,0.46
2002,NUTS,2010,UKD63,3,0.5
2003,NUTS,2010,UKD63,3,0.53
2004,NUTS,2010,UKD63,3,0.93
2005,NUTS,2010,UKD63,3,1.33
2009,NUTS,2010,UKD63,3,0.5
2010,NUTS,2010,UKD63,3,1.0
2011,NUTS,2010,UKD63,3,2.0
2012,NUTS,2010,UKD63,3,0.87
1982,NUTS,2010,UKD7,2,1.0
1988,NUTS,2010,UKD7,2,2.0
1989,NUTS,2010,UKD7,2,3.42
1991,NUTS,2010,UKD7,2,1.5
1992,NUTS,2010,UKD7,2,1.83
1994,NUTS,2010,UKD7,2,0.55
1995,NUTS,2010,UKD7,2,1.0
1996,NUTS,2010,UKD7,2,1.0
1997,NUTS,2010,UKD7,2,9.0
1998,NUTS,2010,UKD7,2,0.33
1999,NUTS,2010,UKD7,2,0.24
2000,NUTS,2010,UKD7,2,4.0
2001,NUTS,2010,UKD7,2,2.0
2002,NUTS,2010,UKD7,2,1.0
2003,NUTS,2010,UKD7,2,0.87
2004,NUTS,2010,UKD7,2,3.0
2005,NUTS,2010,UKD7,2,0.2
2006,NUTS,2010,UKD7,2,1.2
2008,NUTS,2010,UKD7,2,1.0
2009,NUTS,2010,UKD7,2,0.5
2010,NUTS,2010,UKD7,2,0.25
2012,NUTS,2010,UKD7,2,0.25
1982,NUTS,2010,UKD71,3,1.0
1989,NUTS,2010,UKD71,3,0.5
1991,NUTS,2010,UKD71,3,1.0
1992,NUTS,2010,UKD71,3,1.33
1996,NUTS,2010,UKD71,3,1.0
1997,NUTS,2010,UKD71,3,1.0
2000,NUTS,2010,UKD71,3,0.33
2001,NUTS,2010,UKD71,3,1.0
2003,NUTS,2010,UKD71,3,0.53
2010,NUTS,2010,UKD71,3,0.25
2012,NUTS,2010,UKD71,3,0.25
1988,NUTS,2010,UKD72,3,2.0
1989,NUTS,2010,UKD72,3,1.17
1991,NUTS,2010,UKD72,3,0.5
1994,NUTS,2010,UKD72,3,0.05
1997,NUTS,2010,UKD72,3,0.5
1999,NUTS,2010,UKD72,3,0.24
2000,NUTS,2010,UKD72,3,0.33
2004,NUTS,2010,UKD72,3,1.0
2009,NUTS,2010,UKD72,3,0.5
1989,NUTS,2010,UKD73,3,0.42
1994,NUTS,2010,UKD73,3,0.5
1998,NUTS,2010,UKD73,3,0.33
2000,NUTS,2010,UKD73,3,1.0
2006,NUTS,2010,UKD73,3,0.2
2008,NUTS,2010,UKD73,3,1.0
1989,NUTS,2010,UKD74,3,1.33
1992,NUTS,2010,UKD74,3,0.5
1995,NUTS,2010,UKD74,3,1.0
1997,NUTS,2010,UKD74,3,7.5
2000,NUTS,2010,UKD74,3,2.33
2001,NUTS,2010,UKD74,3,1.0
2002,NUTS,2010,UKD74,3,1.0
2003,NUTS,2010,UKD74,3,0.33
2004,NUTS,2010,UKD74,3,2.0
2005,NUTS,2010,UKD74,3,0.2
2006,NUTS,2010,UKD74,3,1.0
1982,NUTS,2010,UKE,1,1.0
1984,NUTS,2010,UKE,1,1.0
1986,NUTS,2010,UKE,1,2.0
1987,NUTS,2010,UKE,1,2.5
1988,NUTS,2010,UKE,1,2.17
1989,NUTS,2010,UKE,1,3.17
1990,NUTS,2010,UKE,1,3.7
1991,NUTS,2010,UKE,1,1.0
1992,NUTS,2010,UKE,1,3.33
1993,NUTS,2010,UKE,1,1.25
1994,NUTS,2010,UKE,1,2.5
1995,NUTS,2010,UKE,1,1.5
1996,NUTS,2010,UKE,1,3.75
1997,NUTS,2010,UKE,1,4.83
1998,NUTS,2010,UKE,1,6.5
1999,NUTS,2010,UKE,1,28.42
2000,NUTS,2010,UKE,1,34.67
2001,NUTS,2010,UKE,1,20.63
2002,NUTS,2010,UKE,1,14.57
2003,NUTS,2010,UKE,1,14.0
2004,NUTS,2010,UKE,1,8.08
2005,NUTS,2010,UKE,1,10.58
2006,NUTS,2010,UKE,1,5.83
2007,NUTS,2010,UKE,1,5.75
2008,NUTS,2010,UKE,1,7.75
2009,NUTS,2010,UKE,1,4.17
2010,NUTS,2010,UKE,1,25.83
2011,NUTS,2010,UKE,1,22.25
2012,NUTS,2010,UKE,1,20.0
1989,NUTS,2010,UKE1,2,1.0
1990,NUTS,2010,UKE1,2,0.83
1991,NUTS,2010,UKE1,2,1.0
1992,NUTS,2010,UKE1,2,0.83
1993,NUTS,2010,UKE1,2,0.5
1994,NUTS,2010,UKE1,2,0.5
1995,NUTS,2010,UKE1,2,0.25
1997,NUTS,2010,UKE1,2,0.5
1998,NUTS,2010,UKE1,2,1.0
2000,NUTS,2010,UKE1,2,1.2
2001,NUTS,2010,UKE1,2,1.8
2002,NUTS,2010,UKE1,2,1.9
2003,NUTS,2010,UKE1,2,1.0
2006,NUTS,2010,UKE1,2,0.33
2007,NUTS,2010,UKE1,2,1.0
2008,NUTS,2010,UKE1,2,1.25
2010,NUTS,2010,UKE1,2,2.0
2011,NUTS,2010,UKE1,2,0.45
2001,NUTS,2010,UKE11,3,0.7
2002,NUTS,2010,UKE11,3,0.2
2007,NUTS,2010,UKE11,3,0.5
1989,NUTS,2010,UKE12,3,1.0
1990,NUTS,2010,UKE12,3,0.83
1991,NUTS,2010,UKE12,3,1.0
1992,NUTS,2010,UKE12,3,0.5
1993,NUTS,2010,UKE12,3,0.5
1994,NUTS,2010,UKE12,3,0.5
1995,NUTS,2010,UKE12,3,0.25
1997,NUTS,2010,UKE12,3,0.5
1998,NUTS,2010,UKE12,3,1.0
2000,NUTS,2010,UKE12,3,0.95
2001,NUTS,2010,UKE12,3,0.6
2002,NUTS,2010,UKE12,3,1.2
2003,NUTS,2010,UKE12,3,1.0
2006,NUTS,2010,UKE12,3,0.33
2007,NUTS,2010,UKE12,3,0.5
2008,NUTS,2010,UKE12,3,1.25
2010,NUTS,2010,UKE12,3,2.0
2011,NUTS,2010,UKE12,3,0.45
1992,NUTS,2010,UKE13,3,0.33
2000,NUTS,2010,UKE13,3,0.25
2001,NUTS,2010,UKE13,3,0.5
2002,NUTS,2010,UKE13,3,0.5
1984,NUTS,2010,UKE2,2,0.5
1987,NUTS,2010,UKE2,2,0.5
1988,NUTS,2010,UKE2,2,0.17
1990,NUTS,2010,UKE2,2,1.33
1992,NUTS,2010,UKE2,2,0.25
1993,NUTS,2010,UKE2,2,0.25
1996,NUTS,2010,UKE2,2,1.5
1997,NUTS,2010,UKE2,2,2.33
1999,NUTS,2010,UKE2,2,5.0
2000,NUTS,2010,UKE2,2,5.58
2001,NUTS,2010,UKE2,2,0.5
2002,NUTS,2010,UKE2,2,2.0
2005,NUTS,2010,UKE2,2,1.75
2007,NUTS,2010,UKE2,2,2.0
2008,NUTS,2010,UKE2,2,1.17
2010,NUTS,2010,UKE2,2,2.83
2011,NUTS,2010,UKE2,2,4.9
2012,NUTS,2010,UKE2,2,4.83
1990,NUTS,2010,UKE21,3,0.33
1993,NUTS,2010,UKE21,3,0.25
1996,NUTS,2010,UKE21,3,1.5
1997,NUTS,2010,UKE21,3,0.5
1999,NUTS,2010,UKE21,3,2.0
2000,NUTS,2010,UKE21,3,0.58
2001,NUTS,2010,UKE21,3,0.5
2002,NUTS,2010,UKE21,3,1.0
2007,NUTS,2010,UKE21,3,1.0
2008,NUTS,2010,UKE21,3,0.67
2012,NUTS,2010,UKE21,3,1.5
1984,NUTS,2010,UKE22,3,0.5
1987,NUTS,2010,UKE22,3,0.5
1988,NUTS,2010,UKE22,3,0.17
1990,NUTS,2010,UKE22,3,1.0
1992,NUTS,2010,UKE22,3,0.25
1997,NUTS,2010,UKE22,3,1.83
1999,NUTS,2010,UKE22,3,3.0
2000,NUTS,2010,UKE22,3,5.0
2002,NUTS,2010,UKE22,3,1.0
2005,NUTS,2010,UKE22,3,1.75
2007,NUTS,2010,UKE22,3,1.0
2008,NUTS,2010,UKE22,3,0.5
2010,NUTS,2010,UKE22,3,2.83
2011,NUTS,2010,UKE22,3,4.9
2012,NUTS,2010,UKE22,3,3.33
1984,NUTS,2010,UKE3,2,0.5
1990,NUTS,2010,UKE3,2,0.5
1992,NUTS,2010,UKE3,2,0.75
1993,NUTS,2010,UKE3,2,0.5
1994,NUTS,2010,UKE3,2,0.5
1995,NUTS,2010,UKE3,2,0.25
1996,NUTS,2010,UKE3,2,0.5
1999,NUTS,2010,UKE3,2,0.25
2000,NUTS,2010,UKE3,2,2.5
2001,NUTS,2010,UKE3,2,1.5
2002,NUTS,2010,UKE3,2,3.67
2003,NUTS,2010,UKE3,2,7.0
2004,NUTS,2010,UKE3,2,3.25
2005,NUTS,2010,UKE3,2,1.33
2006,NUTS,2010,UKE3,2,1.0
2007,NUTS,2010,UKE3,2,1.25
2010,NUTS,2010,UKE3,2,1.67
1984,NUTS,2010,UKE31,3,0.5
1992,NUTS,2010,UKE31,3,0.25
1999,NUTS,2010,UKE31,3,0.25
2000,NUTS,2010,UKE31,3,2.5
2001,NUTS,2010,UKE31,3,0.5
2003,NUTS,2010,UKE31,3,1.33
2006,NUTS,2010,UKE31,3,0.5
2007,NUTS,2010,UKE31,3,0.25
1990,NUTS,2010,UKE32,3,0.5
1992,NUTS,2010,UKE32,3,0.5
1993,NUTS,2010,UKE32,3,0.5
1994,NUTS,2010,UKE32,3,0.5
1995,NUTS,2010,UKE32,3,0.25
1996,NUTS,2010,UKE32,3,0.5
2001,NUTS,2010,UKE32,3,1.0
2002,NUTS,2010,UKE32,3,3.67
2003,NUTS,2010,UKE32,3,5.67
2004,NUTS,2010,UKE32,3,3.25
2005,NUTS,2010,UKE32,3,1.33
2006,NUTS,2010,UKE32,3,0.5
2007,NUTS,2010,UKE32,3,1.0
2010,NUTS,2010,UKE32,3,1.67
1982,NUTS,2010,UKE4,2,1.0
1986,NUTS,2010,UKE4,2,2.0
1987,NUTS,2010,UKE4,2,2.0
1988,NUTS,2010,UKE4,2,2.0
1989,NUTS,2010,UKE4,2,2.17
1990,NUTS,2010,UKE4,2,1.03
1992,NUTS,2010,UKE4,2,1.5
1994,NUTS,2010,UKE4,2,1.5
1995,NUTS,2010,UKE4,2,1.0
1996,NUTS,2010,UKE4,2,1.75
1997,NUTS,2010,UKE4,2,2.0
1998,NUTS,2010,UKE4,2,5.5
1999,NUTS,2010,UKE4,2,23.17
2000,NUTS,2010,UKE4,2,25.39
2001,NUTS,2010,UKE4,2,16.83
2002,NUTS,2010,UKE4,2,7.0
2003,NUTS,2010,UKE4,2,6.0
2004,NUTS,2010,UKE4,2,4.83
2005,NUTS,2010,UKE4,2,7.5
2006,NUTS,2010,UKE4,2,4.5
2007,NUTS,2010,UKE4,2,1.5
2008,NUTS,2010,UKE4,2,5.33
2009,NUTS,2010,UKE4,2,4.17
2010,NUTS,2010,UKE4,2,19.33
2011,NUTS,2010,UKE4,2,16.9
2012,NUTS,2010,UKE4,2,15.17
1982,NUTS,2010,UKE41,3,1.0
1986,NUTS,2010,UKE41,3,1.5
1987,NUTS,2010,UKE41,3,1.0
1988,NUTS,2010,UKE41,3,1.0
1989,NUTS,2010,UKE41,3,0.67
1990,NUTS,2010,UKE41,3,0.2
1994,NUTS,2010,UKE41,3,1.5
1995,NUTS,2010,UKE41,3,1.0
1996,NUTS,2010,UKE41,3,0.75
1998,NUTS,2010,UKE41,3,5.0
1999,NUTS,2010,UKE41,3,15.5
2000,NUTS,2010,UKE41,3,14.17
2001,NUTS,2010,UKE41,3,9.17
2002,NUTS,2010,UKE41,3,5.0
2003,NUTS,2010,UKE41,3,3.0
2004,NUTS,2010,UKE41,3,3.33
2005,NUTS,2010,UKE41,3,7.17
2006,NUTS,2010,UKE41,3,3.0
2007,NUTS,2010,UKE41,3,1.0
2008,NUTS,2010,UKE41,3,4.0
2009,NUTS,2010,UKE41,3,3.67
2010,NUTS,2010,UKE41,3,15.33
2011,NUTS,2010,UKE41,3,14.95
2012,NUTS,2010,UKE41,3,8.0
1987,NUTS,2010,UKE42,3,1.0
1988,NUTS,2010,UKE42,3,0.5
1989,NUTS,2010,UKE42,3,1.5
1990,NUTS,2010,UKE42,3,0.5
1992,NUTS,2010,UKE42,3,1.25
1996,NUTS,2010,UKE42,3,0.5
1997,NUTS,2010,UKE42,3,2.0
1998,NUTS,2010,UKE42,3,0.5
1999,NUTS,2010,UKE42,3,5.17
2000,NUTS,2010,UKE42,3,10.5
2001,NUTS,2010,UKE42,3,4.33
2002,NUTS,2010,UKE42,3,2.0
2003,NUTS,2010,UKE42,3,2.0
2004,NUTS,2010,UKE42,3,1.5
2006,NUTS,2010,UKE42,3,0.5
2007,NUTS,2010,UKE42,3,0.5
2008,NUTS,2010,UKE42,3,0.33
2009,NUTS,2010,UKE42,3,0.5
2010,NUTS,2010,UKE42,3,2.0
2012,NUTS,2010,UKE42,3,6.17
1986,NUTS,2010,UKE44,3,0.5
1988,NUTS,2010,UKE44,3,0.5
1990,NUTS,2010,UKE44,3,0.33
1996,NUTS,2010,UKE44,3,0.5
1999,NUTS,2010,UKE44,3,2.5
2000,NUTS,2010,UKE44,3,0.72
2001,NUTS,2010,UKE44,3,3.0
2005,NUTS,2010,UKE44,3,0.33
2006,NUTS,2010,UKE44,3,1.0
2010,NUTS,2010,UKE44,3,0.5
2011,NUTS,2010,UKE44,3,1.95
2012,NUTS,2010,UKE44,3,1.0
1992,NUTS,2010,UKE45,3,0.25
2001,NUTS,2010,UKE45,3,0.33
2003,NUTS,2010,UKE45,3,1.0
2008,NUTS,2010,UKE45,3,1.0
2010,NUTS,2010,UKE45,3,1.5
1979,NUTS,2010,UKF,1,1.0
1980,NUTS,2010,UKF,1,1.75
1981,NUTS,2010,UKF,1,1.2
1982,NUTS,2010,UKF,1,1.0
1983,NUTS,2010,UKF,1,6.0
1984,NUTS,2010,UKF,1,1.0
1985,NUTS,2010,UKF,1,1.5
1986,NUTS,2010,UKF,1,6.25
1987,NUTS,2010,UKF,1,6.0
1988,NUTS,2010,UKF,1,6.57
1989,NUTS,2010,UKF,1,5.34
1990,NUTS,2010,UKF,1,5.33
1991,NUTS,2010,UKF,1,3.33
1992,NUTS,2010,UKF,1,4.25
1993,NUTS,2010,UKF,1,11.0
1994,NUTS,2010,UKF,1,10.58
1995,NUTS,2010,UKF,1,10.25
1996,NUTS,2010,UKF,1,13.75
1997,NUTS,2010,UKF,1,17.18
1998,NUTS,2010,UKF,1,17.83
1999,NUTS,2010,UKF,1,30.73
2000,NUTS,2010,UKF,1,29.8
2001,NUTS,2010,UKF,1,22.92
2002,NUTS,2010,UKF,1,17.6
2003,NUTS,2010,UKF,1,10.95
2004,NUTS,2010,UKF,1,5.88
2005,NUTS,2010,UKF,1,5.7
2006,NUTS,2010,UKF,1,9.08
2007,NUTS,2010,UKF,1,11.17
2008,NUTS,2010,UKF,1,7.47
2009,NUTS,2010,UKF,1,5.47
2010,NUTS,2010,UKF,1,7.97
2011,NUTS,2010,UKF,1,5.42
2012,NUTS,2010,UKF,1,5.62
1979,NUTS,2010,UKF1,2,1.0
1980,NUTS,2010,UKF1,2,0.5
1981,NUTS,2010,UKF1,2,1.0
1982,NUTS,2010,UKF1,2,1.0
1983,NUTS,2010,UKF1,2,3.0
1984,NUTS,2010,UKF1,2,0.5
1985,NUTS,2010,UKF1,2,0.5
1986,NUTS,2010,UKF1,2,2.67
1987,NUTS,2010,UKF1,2,3.0
1988,NUTS,2010,UKF1,2,2.83
1989,NUTS,2010,UKF1,2,1.76
1990,NUTS,2010,UKF1,2,2.33
1991,NUTS,2010,UKF1,2,1.0
1992,NUTS,2010,UKF1,2,1.5
1993,NUTS,2010,UKF1,2,3.17
1994,NUTS,2010,UKF1,2,6.33
1995,NUTS,2010,UKF1,2,5.0
1996,NUTS,2010,UKF1,2,4.83
1997,NUTS,2010,UKF1,2,7.75
1998,NUTS,2010,UKF1,2,7.58
1999,NUTS,2010,UKF1,2,12.83
2000,NUTS,2010,UKF1,2,12.28
2001,NUTS,2010,UKF1,2,15.75
2002,NUTS,2010,UKF1,2,11.51
2003,NUTS,2010,UKF1,2,5.7
2004,NUTS,2010,UKF1,2,1.64
2005,NUTS,2010,UKF1,2,1.0
2006,NUTS,2010,UKF1,2,4.08
2007,NUTS,2010,UKF1,2,6.5
2008,NUTS,2010,UKF1,2,4.13
2009,NUTS,2010,UKF1,2,2.33
2010,NUTS,2010,UKF1,2,5.13
2011,NUTS,2010,UKF1,2,3.92
2012,NUTS,2010,UKF1,2,4.42
1990,NUTS,2010,UKF11,3,0.33
1993,NUTS,2010,UKF11,3,0.25
1994,NUTS,2010,UKF11,3,0.58
1998,NUTS,2010,UKF11,3,1.0
1999,NUTS,2010,UKF11,3,1.0
2000,NUTS,2010,UKF11,3,0.2
2001,NUTS,2010,UKF11,3,0.67
2002,NUTS,2010,UKF11,3,1.25
2003,NUTS,2010,UKF11,3,1.0
2006,NUTS,2010,UKF11,3,0.33
2007,NUTS,2010,UKF11,3,0.5
2010,NUTS,2010,UKF11,3,1.0
1996,NUTS,2010,UKF12,3,1.0
1997,NUTS,2010,UKF12,3,1.0
2002,NUTS,2010,UKF12,3,0.5
2003,NUTS,2010,UKF12,3,0.5
2009,NUTS,2010,UKF12,3,1.0
1979,NUTS,2010,UKF13,3,0.5
1987,NUTS,2010,UKF13,3,1.0
1988,NUTS,2010,UKF13,3,1.0
1989,NUTS,2010,UKF13,3,0.33
1992,NUTS,2010,UKF13,3,1.0
1993,NUTS,2010,UKF13,3,0.25
1994,NUTS,2010,UKF13,3,1.25
1995,NUTS,2010,UKF13,3,2.25
1997,NUTS,2010,UKF13,3,1.0
1998,NUTS,2010,UKF13,3,1.33
1999,NUTS,2010,UKF13,3,1.0
2000,NUTS,2010,UKF13,3,1.0
2001,NUTS,2010,UKF13,3,1.25
2002,NUTS,2010,UKF13,3,0.5
2003,NUTS,2010,UKF13,3,2.0
2004,NUTS,2010,UKF13,3,0.98
2006,NUTS,2010,UKF13,3,2.75
2007,NUTS,2010,UKF13,3,0.5
2008,NUTS,2010,UKF13,3,1.33
2009,NUTS,2010,UKF13,3,0.33
2011,NUTS,2010,UKF13,3,1.92
1985,NUTS,2010,UKF14,3,0.5
1986,NUTS,2010,UKF14,3,1.0
1987,NUTS,2010,UKF14,3,0.5
1988,NUTS,2010,UKF14,3,0.33
1993,NUTS,2010,UKF14,3,2.0
1994,NUTS,2010,UKF14,3,0.25
1995,NUTS,2010,UKF14,3,0.5
1996,NUTS,2010,UKF14,3,1.0
1997,NUTS,2010,UKF14,3,4.0
1998,NUTS,2010,UKF14,3,2.92
1999,NUTS,2010,UKF14,3,3.0
2000,NUTS,2010,UKF14,3,3.92
2001,NUTS,2010,UKF14,3,2.08
2002,NUTS,2010,UKF14,3,1.0
2003,NUTS,2010,UKF14,3,1.2
2007,NUTS,2010,UKF14,3,4.0
2008,NUTS,2010,UKF14,3,1.97
2009,NUTS,2010,UKF14,3,1.0
2010,NUTS,2010,UKF14,3,3.38
2011,NUTS,2010,UKF14,3,1.5
2012,NUTS,2010,UKF14,3,2.0
2000,NUTS,2010,UKF15,3,0.5
