year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_total_mio_pps_kp05
2017,NUTS,2010,DEA4,2,1189.69
2019,NUTS,2010,DEA4,2,1219.295
2011,NUTS,2010,DEA5,2,1373.867
2013,NUTS,2010,DEA5,2,1504.104
2015,NUTS,2010,DEA5,2,1573.926
2017,NUTS,2010,DEA5,2,1697.588
2019,NUTS,2010,DEA5,2,1794.382
2011,NUTS,2010,DEB,1,2093.797
2013,NUTS,2010,DEB,1,2250.844
2015,NUTS,2010,DEB,1,2605.674
2017,NUTS,2010,DEB,1,2779.863
2019,NUTS,2010,DEB,1,2926.888
2011,NUTS,2010,DEB1,2,250.974
2013,NUTS,2010,DEB1,2,269.688
2015,NUTS,2010,DEB1,2,272.134
2017,NUTS,2010,DEB1,2,273.324
2019,NUTS,2010,DEB1,2,343.48
2011,NUTS,2010,DEB2,2,390.752
2013,NUTS,2010,DEB2,2,379.474
2015,NUTS,2010,DEB2,2,370.659
2017,NUTS,2010,DEB2,2,113.231
2019,NUTS,2010,DEB2,2,116.037
2011,NUTS,2010,DEB3,2,1452.071
2013,NUTS,2010,DEB3,2,1601.682
2015,NUTS,2010,DEB3,2,1962.881
2017,NUTS,2010,DEB3,2,2393.227
2019,NUTS,2010,DEB3,2,2467.287
2011,NUTS,2010,DEC,1,413.725
2013,NUTS,2010,DEC,1,391.82
2015,NUTS,2010,DEC,1,436.791
2017,NUTS,2010,DEC,1,492.014
2019,NUTS,2010,DEC,1,514.948
2011,NUTS,2010,DEC0,2,413.725
2013,NUTS,2010,DEC0,2,391.82
2015,NUTS,2010,DEC0,2,436.791
2017,NUTS,2010,DEC0,2,492.014
2019,NUTS,2010,DEC0,2,514.948
2011,NUTS,2010,DED,1,2441.961
2013,NUTS,2010,DED,1,2432.049
2015,NUTS,2010,DED,1,2530.448
2017,NUTS,2010,DED,1,2699.228
2019,NUTS,2010,DED,1,2948.157
2011,NUTS,2010,DED2,2,1396.817
2013,NUTS,2010,DED2,2,1402.335
2015,NUTS,2010,DED2,2,1478.441
2017,NUTS,2010,DED2,2,1583.4
2019,NUTS,2010,DED2,2,1758.432
2011,NUTS,2010,DED4,2,560.012
2013,NUTS,2010,DED4,2,565.6
2015,NUTS,2010,DED4,2,552.952
2017,NUTS,2010,DED4,2,596.922
2019,NUTS,2010,DED4,2,615.593
2011,NUTS,2010,DED5,2,485.127
2013,NUTS,2010,DED5,2,464.199
2015,NUTS,2010,DED5,2,499.873
2017,NUTS,2010,DED5,2,518.985
2019,NUTS,2010,DED5,2,574.132
2011,NUTS,2010,DEE,1,672.893
2013,NUTS,2010,DEE,1,659.375
2015,NUTS,2010,DEE,1,660.168
2017,NUTS,2010,DEE,1,728.746
2019,NUTS,2010,DEE,1,755.62
2011,NUTS,2010,DEE0,2,672.893
2013,NUTS,2010,DEE0,2,659.375
2015,NUTS,2010,DEE0,2,660.168
2017,NUTS,2010,DEE0,2,728.746
2019,NUTS,2010,DEE0,2,755.62
2011,NUTS,2010,DEF,1,946.568
2013,NUTS,2010,DEF,1,1014.645
2015,NUTS,2010,DEF,1,1043.192
2017,NUTS,2010,DEF,1,1150.885
2019,NUTS,2010,DEF,1,1265.227
2011,NUTS,2010,DEF0,2,946.568
2013,NUTS,2010,DEF0,2,1014.645
2015,NUTS,2010,DEF0,2,1043.192
2017,NUTS,2010,DEF0,2,1150.885
2019,NUTS,2010,DEF0,2,1265.227
2011,NUTS,2010,DEG,1,948.192
2013,NUTS,2010,DEG,1,980.607
2015,NUTS,2010,DEG,1,965.439
2017,NUTS,2010,DEG,1,1080.743
2019,NUTS,2010,DEG,1,1135.876
2011,NUTS,2010,DEG0,2,948.192
2013,NUTS,2010,DEG0,2,980.607
2015,NUTS,2010,DEG0,2,965.439
2017,NUTS,2010,DEG0,2,1080.743
2019,NUTS,2010,DEG0,2,1135.876
2011,NUTS,2010,DEZ,1,175.881
2013,NUTS,2010,DEZ,1,170.277
2015,NUTS,2010,DEZ,1,156.676
2017,NUTS,2010,DEZ,1,165.2
2019,NUTS,2010,DEZ,1,155.564
2011,NUTS,2010,DEZZ,2,175.881
2013,NUTS,2010,DEZZ,2,170.277
2015,NUTS,2010,DEZZ,2,156.676
2017,NUTS,2010,DEZZ,2,165.2
2019,NUTS,2010,DEZZ,2,155.564
2011,NUTS,2010,DK,0,4570.126
2012,NUTS,2010,DK,0,4637.394
2013,NUTS,2010,DK,0,4663.811
2014,NUTS,2010,DK,0,4649.257
2015,NUTS,2010,DK,0,4988.311
2016,NUTS,2010,DK,0,5214.042
2017,NUTS,2010,DK,0,5081.08
2018,NUTS,2010,DK,0,5243.67
2019,NUTS,2010,DK,0,5295.765
2020,NUTS,2010,DK,0,5352.325
2011,NUTS,2010,DK0,1,4577.924
2012,NUTS,2010,DK0,1,4678.355
2013,NUTS,2010,DK0,1,4657.465
2014,NUTS,2010,DK0,1,4649.257
2015,NUTS,2010,DK0,1,4988.311
2016,NUTS,2010,DK0,1,5214.042
2017,NUTS,2010,DK0,1,5081.08
2018,NUTS,2010,DK0,1,5243.67
2019,NUTS,2010,DK0,1,5295.843
2020,NUTS,2010,DK0,1,5352.325
2011,NUTS,2010,DK01,2,2896.252
2012,NUTS,2010,DK01,2,2961.119
2013,NUTS,2010,DK01,2,2888.542
2014,NUTS,2010,DK01,2,2948.83
2015,NUTS,2010,DK01,2,3156.965
2016,NUTS,2010,DK01,2,3321.851
2017,NUTS,2010,DK01,2,3239.494
2019,NUTS,2010,DK01,2,3390.897
2011,NUTS,2010,DK02,2,207.063
2012,NUTS,2010,DK02,2,195.298
2013,NUTS,2010,DK02,2,184.174
2014,NUTS,2010,DK02,2,163.399
2015,NUTS,2010,DK02,2,185.388
2016,NUTS,2010,DK02,2,192.514
2017,NUTS,2010,DK02,2,239.506
2019,NUTS,2010,DK02,2,230.525
2011,NUTS,2010,DK03,2,450.665
2012,NUTS,2010,DK03,2,486.365
2013,NUTS,2010,DK03,2,531.271
2014,NUTS,2010,DK03,2,545.844
2015,NUTS,2010,DK03,2,598.501
2016,NUTS,2010,DK03,2,574.344
2017,NUTS,2010,DK03,2,431.348
2019,NUTS,2010,DK03,2,494.85
2011,NUTS,2010,DK04,2,841.294
2012,NUTS,2010,DK04,2,843.847
2013,NUTS,2010,DK04,2,859.483
2014,NUTS,2010,DK04,2,783.493
2015,NUTS,2010,DK04,2,839.938
2016,NUTS,2010,DK04,2,872.673
2017,NUTS,2010,DK04,2,877.872
2019,NUTS,2010,DK04,2,880.979
2011,NUTS,2010,DK05,2,182.651
2012,NUTS,2010,DK05,2,191.727
2013,NUTS,2010,DK05,2,193.995
2014,NUTS,2010,DK05,2,207.691
2015,NUTS,2010,DK05,2,207.599
2016,NUTS,2010,DK05,2,252.58
2017,NUTS,2010,DK05,2,292.861
2019,NUTS,2010,DK05,2,298.592
2011,NUTS,2010,EA19,2,173027.099
2012,NUTS,2010,EA19,2,175975.671
2013,NUTS,2010,EA19,2,176783.938
2014,NUTS,2010,EA19,2,180764.7
2015,NUTS,2010,EA19,2,184495.66
2016,NUTS,2010,EA19,2,187865.272
2017,NUTS,2010,EA19,2,196425.395
2018,NUTS,2010,EA19,2,203017.043
2019,NUTS,2010,EA19,2,210179.505
2020,NUTS,2010,EA19,2,205382.808
2011,NUTS,2010,EE,0,447.043
2012,NUTS,2010,EE,0,425.359
2013,NUTS,2010,EE,0,350.179
2014,NUTS,2010,EE,0,299.237
2015,NUTS,2010,EE,0,312.779
2016,NUTS,2010,EE,0,273.254
2017,NUTS,2010,EE,0,296.94
2018,NUTS,2010,EE,0,342.97
2019,NUTS,2010,EE,0,411.754
2020,NUTS,2010,EE,0,438.528
2011,NUTS,2010,EE0,1,447.043
2012,NUTS,2010,EE0,1,425.359
2013,NUTS,2010,EE0,1,350.179
2014,NUTS,2010,EE0,1,299.237
2015,NUTS,2010,EE0,1,312.779
2016,NUTS,2010,EE0,1,273.254
2017,NUTS,2010,EE0,1,296.94
2018,NUTS,2010,EE0,1,342.97
2019,NUTS,2010,EE0,1,411.754
2020,NUTS,2010,EE0,1,438.528
2011,NUTS,2010,EE00,2,447.043
2012,NUTS,2010,EE00,2,425.359
2013,NUTS,2010,EE00,2,350.179
2014,NUTS,2010,EE00,2,299.237
2015,NUTS,2010,EE00,2,312.779
2016,NUTS,2010,EE00,2,273.254
2017,NUTS,2010,EE00,2,296.94
2018,NUTS,2010,EE00,2,342.97
2019,NUTS,2010,EE00,2,411.754
2020,NUTS,2010,EE00,2,438.528
2011,NUTS,2010,EL,0,1391.736
2012,NUTS,2010,EL,0,1341.853
2013,NUTS,2010,EL,0,1501.034
2014,NUTS,2010,EL,0,1554.796
2015,NUTS,2010,EL,0,1784.665
2016,NUTS,2010,EL,0,1848.107
2017,NUTS,2010,EL,0,2141.463
2018,NUTS,2010,EL,0,2293.26
2019,NUTS,2010,EL,0,2453.787
2020,NUTS,2010,EL,0,2618.262
2011,NUTS,2010,EL3,1,774.708
2013,NUTS,2010,EL3,1,840.061
2015,NUTS,2010,EL3,1,1012.8
2017,NUTS,2010,EL3,1,1305.124
2018,NUTS,2010,EL3,1,1403.678
2019,NUTS,2010,EL3,1,1499.379
2011,NUTS,2010,EL30,2,774.708
2013,NUTS,2010,EL30,2,840.061
2015,NUTS,2010,EL30,2,1012.8
2017,NUTS,2010,EL30,2,1305.124
2018,NUTS,2010,EL30,2,1403.678
2019,NUTS,2010,EL30,2,1499.379
2011,NUTS,2010,EL4,1,132.229
2013,NUTS,2010,EL4,1,160.85
2015,NUTS,2010,EL4,1,172.62
2017,NUTS,2010,EL4,1,164.032
2018,NUTS,2010,EL4,1,170.492
2019,NUTS,2010,EL4,1,182.245
2011,NUTS,2010,EL41,2,14.318
2013,NUTS,2010,EL41,2,21.916
2015,NUTS,2010,EL41,2,19.682
2017,NUTS,2010,EL41,2,17.586
2018,NUTS,2010,EL41,2,17.7
2019,NUTS,2010,EL41,2,19.157
2011,NUTS,2010,EL42,2,11.764
2013,NUTS,2010,EL42,2,15.341
2015,NUTS,2010,EL42,2,11.826
2017,NUTS,2010,EL42,2,11.136
2018,NUTS,2010,EL42,2,12.385
2019,NUTS,2010,EL42,2,15.472
2011,NUTS,2010,EL43,2,106.147
2013,NUTS,2010,EL43,2,123.592
2015,NUTS,2010,EL43,2,141.112
2017,NUTS,2010,EL43,2,135.31
2018,NUTS,2010,EL43,2,140.407
2019,NUTS,2010,EL43,2,147.616
2011,NUTS,2010,EL5,1,293.439
2013,NUTS,2010,EL5,1,290.945
2015,NUTS,2010,EL5,1,331.067
2017,NUTS,2010,EL5,1,423.139
2018,NUTS,2010,EL5,1,420.168
2019,NUTS,2010,EL5,1,432.95
2011,NUTS,2010,EL51,2,46.273
2013,NUTS,2010,EL51,2,44.253
2015,NUTS,2010,EL51,2,49.293
2017,NUTS,2010,EL51,2,51.634
2018,NUTS,2010,EL51,2,53.919
2019,NUTS,2010,EL51,2,57.228
2011,NUTS,2010,EL52,2,193.405
2013,NUTS,2010,EL52,2,187.723
2015,NUTS,2010,EL52,2,210.998
2017,NUTS,2010,EL52,2,295.098
2018,NUTS,2010,EL52,2,290.526
2019,NUTS,2010,EL52,2,296.597
2011,NUTS,2010,EL53,2,15.371
2013,NUTS,2010,EL53,2,18.23
2015,NUTS,2010,EL53,2,20.991
2017,NUTS,2010,EL53,2,14.991
2018,NUTS,2010,EL53,2,20.267
2019,NUTS,2010,EL53,2,17.152
2011,NUTS,2010,EL54,2,38.39
2013,NUTS,2010,EL54,2,40.74
2015,NUTS,2010,EL54,2,49.785
2017,NUTS,2010,EL54,2,61.415
2018,NUTS,2010,EL54,2,55.456
2019,NUTS,2010,EL54,2,61.973
2011,NUTS,2010,EL6,1,191.36
2013,NUTS,2010,EL6,1,209.188
2015,NUTS,2010,EL6,1,268.178
2017,NUTS,2010,EL6,1,249.168
2018,NUTS,2010,EL6,1,298.923
2019,NUTS,2010,EL6,1,339.214
2011,NUTS,2010,EL61,2,42.427
2013,NUTS,2010,EL61,2,51.483
2015,NUTS,2010,EL61,2,62.753
2017,NUTS,2010,EL61,2,63.075
2018,NUTS,2010,EL61,2,78.637
2019,NUTS,2010,EL61,2,94.471
2011,NUTS,2010,EL62,2,6.144
2013,NUTS,2010,EL62,2,8.367
2015,NUTS,2010,EL62,2,16.382
2017,NUTS,2010,EL62,2,8.11
2018,NUTS,2010,EL62,2,11.459
2019,NUTS,2010,EL62,2,13.425
2011,NUTS,2010,EL63,2,80.973
2013,NUTS,2010,EL63,2,81.644
2015,NUTS,2010,EL63,2,112.004
2017,NUTS,2010,EL63,2,112.219
2018,NUTS,2010,EL63,2,109.817
2019,NUTS,2010,EL63,2,118.582
2011,NUTS,2010,EL64,2,38.483
2013,NUTS,2010,EL64,2,36.131
2015,NUTS,2010,EL64,2,44.422
2017,NUTS,2010,EL64,2,39.816
2018,NUTS,2010,EL64,2,44.628
2019,NUTS,2010,EL64,2,58.247
2011,NUTS,2010,EL65,2,23.334
2013,NUTS,2010,EL65,2,31.564
2015,NUTS,2010,EL65,2,32.618
2017,NUTS,2010,EL65,2,25.949
2018,NUTS,2010,EL65,2,54.382
2019,NUTS,2010,EL65,2,54.489
2015,NUTS,2010,ELZ,1,0.0
2018,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
2018,NUTS,2010,ELZZ,2,0.0
2011,NUTS,2010,ES,0,13689.784
2012,NUTS,2010,ES,0,12939.518
2013,NUTS,2010,ES,0,12522.616
2014,NUTS,2010,ES,0,12366.381
2015,NUTS,2010,ES,0,12636.226
2016,NUTS,2010,ES,0,12679.726
2017,NUTS,2010,ES,0,13275.097
2018,NUTS,2010,ES,0,13935.075
2019,NUTS,2010,ES,0,14331.765
2020,NUTS,2010,ES,0,14353.629
2011,NUTS,2010,ES1,1,855.504
2012,NUTS,2010,ES1,1,782.558
2013,NUTS,2010,ES1,1,733.8
2014,NUTS,2010,ES1,1,724.112
2015,NUTS,2010,ES1,1,727.168
2016,NUTS,2010,ES1,1,737.26
2017,NUTS,2010,ES1,1,814.649
2018,NUTS,2010,ES1,1,836.328
2019,NUTS,2010,ES1,1,866.974
2011,NUTS,2010,ES11,2,508.116
2012,NUTS,2010,ES11,2,471.371
2013,NUTS,2010,ES11,2,451.08
2014,NUTS,2010,ES11,2,460.363
2015,NUTS,2010,ES11,2,476.784
2016,NUTS,2010,ES11,2,481.944
2017,NUTS,2010,ES11,2,539.953
2018,NUTS,2010,ES11,2,551.026
2019,NUTS,2010,ES11,2,577.062
2011,NUTS,2010,ES12,2,210.515
2012,NUTS,2010,ES12,2,189.279
2013,NUTS,2010,ES12,2,176.81
2014,NUTS,2010,ES12,2,165.529
2015,NUTS,2010,ES12,2,152.533
2016,NUTS,2010,ES12,2,153.954
2017,NUTS,2010,ES12,2,172.747
2018,NUTS,2010,ES12,2,175.284
2019,NUTS,2010,ES12,2,180.39
2011,NUTS,2010,ES13,2,136.873
2012,NUTS,2010,ES13,2,121.907
2013,NUTS,2010,ES13,2,105.91
2014,NUTS,2010,ES13,2,98.218
2015,NUTS,2010,ES13,2,98.811
2016,NUTS,2010,ES13,2,101.361
2017,NUTS,2010,ES13,2,102.893
2018,NUTS,2010,ES13,2,110.019
2019,NUTS,2010,ES13,2,109.522
2011,NUTS,2010,ES2,1,2108.817
2012,NUTS,2010,ES2,1,2086.974
2013,NUTS,2010,ES2,1,1929.435
2014,NUTS,2010,ES2,1,1921.496
2015,NUTS,2010,ES2,1,1863.009
2016,NUTS,2010,ES2,1,1901.959
2017,NUTS,2010,ES2,1,1965.352
2018,NUTS,2010,ES2,1,2055.857
2019,NUTS,2010,ES2,1,2076.32
2011,NUTS,2010,ES21,2,1348.498
2012,NUTS,2010,ES21,2,1382.795
2013,NUTS,2010,ES21,2,1278.36
2014,NUTS,2010,ES21,2,1259.984
2015,NUTS,2010,ES21,2,1217.383
2016,NUTS,2010,ES21,2,1245.979
2017,NUTS,2010,ES21,2,1275.308
2018,NUTS,2010,ES21,2,1352.857
2019,NUTS,2010,ES21,2,1356.603
2011,NUTS,2010,ES22,2,370.473
2012,NUTS,2010,ES22,2,334.987
2013,NUTS,2010,ES22,2,305.233
2014,NUTS,2010,ES22,2,302.539
2015,NUTS,2010,ES22,2,287.797
2016,NUTS,2010,ES22,2,295.478
2017,NUTS,2010,ES22,2,323.783
2018,NUTS,2010,ES22,2,320.732
2019,NUTS,2010,ES22,2,327.646
2011,NUTS,2010,ES23,2,78.965
2012,NUTS,2010,ES23,2,66.958
2013,NUTS,2010,ES23,2,58.968
2014,NUTS,2010,ES23,2,68.84
2015,NUTS,2010,ES23,2,68.112
2016,NUTS,2010,ES23,2,64.068
2017,NUTS,2010,ES23,2,69.854
2018,NUTS,2010,ES23,2,65.265
2019,NUTS,2010,ES23,2,62.584
2011,NUTS,2010,ES24,2,310.882
2012,NUTS,2010,ES24,2,302.236
2013,NUTS,2010,ES24,2,286.875
2014,NUTS,2010,ES24,2,290.136
2015,NUTS,2010,ES24,2,289.716
2016,NUTS,2010,ES24,2,296.434
2017,NUTS,2010,ES24,2,295.464
2018,NUTS,2010,ES24,2,317.003
2019,NUTS,2010,ES24,2,330.407
2011,NUTS,2010,ES3,1,3631.627
2012,NUTS,2010,ES3,1,3317.759
2013,NUTS,2010,ES3,1,3305.488
2014,NUTS,2010,ES3,1,3194.952
2015,NUTS,2010,ES3,1,3339.41
2016,NUTS,2010,ES3,1,3351.617
2017,NUTS,2010,ES3,1,3487.981
2018,NUTS,2010,ES3,1,3657.654
2019,NUTS,2010,ES3,1,3774.375
2011,NUTS,2010,ES30,2,3631.627
2012,NUTS,2010,ES30,2,3317.759
2013,NUTS,2010,ES30,2,3305.488
2014,NUTS,2010,ES30,2,3194.952
2015,NUTS,2010,ES30,2,3339.41
2016,NUTS,2010,ES30,2,3351.617
2017,NUTS,2010,ES30,2,3487.981
2018,NUTS,2010,ES30,2,3657.654
2019,NUTS,2010,ES30,2,3774.375
2011,NUTS,2010,ES4,1,943.495
2012,NUTS,2010,ES4,1,943.481
2013,NUTS,2010,ES4,1,829.672
2014,NUTS,2010,ES4,1,806.244
2015,NUTS,2010,ES4,1,821.182
2016,NUTS,2010,ES4,1,888.346
2017,NUTS,2010,ES4,1,968.517
2018,NUTS,2010,ES4,1,1029.327
2019,NUTS,2010,ES4,1,1097.983
2011,NUTS,2010,ES41,2,554.333
2012,NUTS,2010,ES41,2,596.622
2013,NUTS,2010,ES41,2,511.037
2014,NUTS,2010,ES41,2,508.149
2015,NUTS,2010,ES41,2,514.198
2016,NUTS,2010,ES41,2,580.437
2017,NUTS,2010,ES41,2,644.734
2018,NUTS,2010,ES41,2,711.392
2019,NUTS,2010,ES41,2,737.204
2011,NUTS,2010,ES42,2,250.34
2012,NUTS,2010,ES42,2,222.764
2013,NUTS,2010,ES42,2,193.877
2014,NUTS,2010,ES42,2,186.197
2015,NUTS,2010,ES42,2,194.743
2016,NUTS,2010,ES42,2,206.548
2017,NUTS,2010,ES42,2,216.17
2018,NUTS,2010,ES42,2,204.187
2019,NUTS,2010,ES42,2,232.85
2011,NUTS,2010,ES43,2,138.822
2012,NUTS,2010,ES43,2,124.095
2013,NUTS,2010,ES43,2,124.756
2014,NUTS,2010,ES43,2,111.898
2015,NUTS,2010,ES43,2,112.241
2016,NUTS,2010,ES43,2,101.361
2017,NUTS,2010,ES43,2,107.613
2018,NUTS,2010,ES43,2,113.748
2019,NUTS,2010,ES43,2,127.929
2011,NUTS,2010,ES5,1,4095.937
2012,NUTS,2010,ES5,1,3950.933
2013,NUTS,2010,ES5,1,3893.882
2014,NUTS,2010,ES5,1,3891.437
2015,NUTS,2010,ES5,1,4037.798
2016,NUTS,2010,ES5,1,4050.627
2017,NUTS,2010,ES5,1,4220.505
2018,NUTS,2010,ES5,1,4490.253
2019,NUTS,2010,ES5,1,4597.172
2011,NUTS,2010,ES51,2,2995.507
2012,NUTS,2010,ES51,2,2890.037
2013,NUTS,2010,ES51,2,2849.307
2014,NUTS,2010,ES51,2,2833.615
2015,NUTS,2010,ES51,2,2980.622
2016,NUTS,2010,ES51,2,2967.209
2017,NUTS,2010,ES51,2,3092.457
2018,NUTS,2010,ES51,2,3275.386
2019,NUTS,2010,ES51,2,3310.516
2011,NUTS,2010,ES52,2,1007.954
2012,NUTS,2010,ES52,2,974.01
2013,NUTS,2010,ES52,2,960.864
2014,NUTS,2010,ES52,2,975.509
2015,NUTS,2010,ES52,2,971.796
2016,NUTS,2010,ES52,2,992.576
2017,NUTS,2010,ES52,2,1021.379
2018,NUTS,2010,ES52,2,1094.592
2019,NUTS,2010,ES52,2,1163.328
2011,NUTS,2010,ES53,2,92.478
2012,NUTS,2010,ES53,2,86.884
2013,NUTS,2010,ES53,2,83.712
2014,NUTS,2010,ES53,2,82.311
2015,NUTS,2010,ES53,2,85.38
2016,NUTS,2010,ES53,2,90.843
2017,NUTS,2010,ES53,2,107.613
2018,NUTS,2010,ES53,2,120.275
2019,NUTS,2010,ES53,2,123.328
2011,NUTS,2010,ES6,1,1819.905
2012,NUTS,2010,ES6,1,1653.457
2013,NUTS,2010,ES6,1,1634.898
2014,NUTS,2010,ES6,1,1641.988
2015,NUTS,2010,ES6,1,1652.917
2016,NUTS,2010,ES6,1,1559.625
2017,NUTS,2010,ES6,1,1610.418
2018,NUTS,2010,ES6,1,1666.13
2019,NUTS,2010,ES6,1,1716.462
2011,NUTS,2010,ES61,2,1591.0
2012,NUTS,2010,ES61,2,1430.481
2013,NUTS,2010,ES61,2,1415.949
2014,NUTS,2010,ES61,2,1413.792
2015,NUTS,2010,ES61,2,1415.963
2016,NUTS,2010,ES61,2,1300.485
2017,NUTS,2010,ES61,2,1343.274
2018,NUTS,2010,ES61,2,1378.963
2019,NUTS,2010,ES61,2,1415.506
2011,NUTS,2010,ES62,2,225.921
2012,NUTS,2010,ES62,2,220.07
2013,NUTS,2010,ES62,2,216.311
2014,NUTS,2010,ES62,2,225.411
2015,NUTS,2010,ES62,2,234.075
2016,NUTS,2010,ES62,2,257.228
2017,NUTS,2010,ES62,2,264.313
2018,NUTS,2010,ES62,2,282.506
2019,NUTS,2010,ES62,2,297.275
2011,NUTS,2010,ES63,2,1.208
2012,NUTS,2010,ES63,2,1.094
2013,NUTS,2010,ES63,2,0.954
2014,NUTS,2010,ES63,2,0.976
2015,NUTS,2010,ES63,2,0.959
2011,NUTS,2010,ES64,2,1.777
2012,NUTS,2010,ES64,2,1.814
2013,NUTS,2010,ES64,2,1.683
2014,NUTS,2010,ES64,2,1.808
2015,NUTS,2010,ES64,2,0.959
2011,NUTS,2010,ES7,1,234.497
2012,NUTS,2010,ES7,1,204.355
2013,NUTS,2010,ES7,1,195.442
2014,NUTS,2010,ES7,1,186.154
2015,NUTS,2010,ES7,1,193.784
2016,NUTS,2010,ES7,1,190.292
2017,NUTS,2010,ES7,1,207.674
2018,NUTS,2010,ES7,1,200.458
2019,NUTS,2010,ES7,1,202.478
2011,NUTS,2010,ES70,2,234.497
2012,NUTS,2010,ES70,2,204.355
2013,NUTS,2010,ES70,2,195.442
2014,NUTS,2010,ES70,2,186.154
2015,NUTS,2010,ES70,2,193.784
2016,NUTS,2010,ES70,2,190.292
2017,NUTS,2010,ES70,2,207.674
2018,NUTS,2010,ES70,2,200.458
2019,NUTS,2010,ES70,2,202.478
2011,NUTS,2010,ESZ,1,0.0
2011,NUTS,2010,ESZZ,2,0.0
2011,NUTS,2010,EU27_2020,7,197761.823
2012,NUTS,2010,EU27_2020,7,202280.783
2013,NUTS,2010,EU27_2020,7,203657.225
2014,NUTS,2010,EU27_2020,7,208410.721
2015,NUTS,2010,EU27_2020,7,214517.866
2016,NUTS,2010,EU27_2020,7,217609.841
2017,NUTS,2010,EU27_2020,7,228358.327
2018,NUTS,2010,EU27_2020,7,237907.204
2019,NUTS,2010,EU27_2020,7,247300.376
2020,NUTS,2010,EU27_2020,7,242875.693
2011,NUTS,2010,FI,0,5349.513
2012,NUTS,2010,FI,0,4954.421
2013,NUTS,2010,FI,0,4726.308
2014,NUTS,2010,FI,0,4530.77
2015,NUTS,2010,FI,0,4156.597
2016,NUTS,2010,FI,0,4053.937
2017,NUTS,2010,FI,0,4188.632
2018,NUTS,2010,FI,0,4282.361
2019,NUTS,2010,FI,0,4401.09
2020,NUTS,2010,FI,0,4487.877
2011,NUTS,2010,FI1,1,5345.305
2012,NUTS,2010,FI1,1,4950.586
2013,NUTS,2010,FI1,1,4723.409
2015,NUTS,2010,FI1,1,4154.132
2016,NUTS,2010,FI1,1,4050.79
2017,NUTS,2010,FI1,1,4185.694
2018,NUTS,2010,FI1,1,4278.769
2019,NUTS,2010,FI1,1,4398.075
2011,NUTS,2010,FI19,2,1221.642
2012,NUTS,2010,FI19,2,1098.996
2013,NUTS,2010,FI19,2,1058.525
2015,NUTS,2010,FI19,2,920.615
2016,NUTS,2010,FI19,2,837.042
2017,NUTS,2010,FI19,2,837.197
2018,NUTS,2010,FI19,2,878.597
2019,NUTS,2010,FI19,2,908.191
2011,NUTS,2010,FI1B,2,2316.769
2012,NUTS,2010,FI1B,2,2148.182
2013,NUTS,2010,FI1B,2,2133.312
2015,NUTS,2010,FI1B,2,2002.128
2016,NUTS,2010,FI1B,2,1982.264
2017,NUTS,2010,FI1B,2,2081.207
2018,NUTS,2010,FI1B,2,2113.475
2019,NUTS,2010,FI1B,2,2190.55
2011,NUTS,2010,FI1C,2,756.204
2012,NUTS,2010,FI1C,2,737.299
2013,NUTS,2010,FI1C,2,659.015
2015,NUTS,2010,FI1C,2,534.047
2016,NUTS,2010,FI1C,2,512.24
2017,NUTS,2010,FI1C,2,496.072
2018,NUTS,2010,FI1C,2,502.958
2019,NUTS,2010,FI1C,2,520.586
2011,NUTS,2010,FI1D,2,1050.69
2012,NUTS,2010,FI1D,2,966.304
2013,NUTS,2010,FI1D,2,873.265
2015,NUTS,2010,FI1D,2,697.274
2016,NUTS,2010,FI1D,2,719.244
2017,NUTS,2010,FI1D,2,771.286
2018,NUTS,2010,FI1D,2,783.739
2019,NUTS,2010,FI1D,2,778.749
2011,NUTS,2010,FI2,1,4.226
2012,NUTS,2010,FI2,1,3.599
2013,NUTS,2010,FI2,1,2.828
2015,NUTS,2010,FI2,1,2.465
2016,NUTS,2010,FI2,1,3.078
2017,NUTS,2010,FI2,1,2.918
2018,NUTS,2010,FI2,1,3.725
2019,NUTS,2010,FI2,1,3.015
2011,NUTS,2010,FI20,2,4.226
2012,NUTS,2010,FI20,2,3.599
2013,NUTS,2010,FI20,2,2.828
2015,NUTS,2010,FI20,2,2.465
2016,NUTS,2010,FI20,2,3.078
2017,NUTS,2010,FI20,2,2.918
2018,NUTS,2010,FI20,2,3.725
2019,NUTS,2010,FI20,2,3.015
2011,NUTS,2010,FR,0,36811.661
2012,NUTS,2010,FR,0,37524.302
2013,NUTS,2010,FR,0,37909.295
2014,NUTS,2010,FR,0,38134.876
2015,NUTS,2010,FR,0,38524.577
2016,NUTS,2010,FR,0,38865.702
2017,NUTS,2010,FR,0,39335.941
2018,NUTS,2010,FR,0,40028.944
2019,NUTS,2010,FR,0,40676.471
2020,NUTS,2010,FR,0,40271.02
2011,NUTS,2010,FR1,1,15009.033
2012,NUTS,2010,FR1,1,14849.913
2013,NUTS,2010,FR1,1,14939.187
2011,NUTS,2010,FR10,2,15009.033
2012,NUTS,2010,FR10,2,14849.947
2013,NUTS,2010,FR10,2,14939.168
2011,NUTS,2010,FR2,1,2849.574
2012,NUTS,2010,FR2,1,2955.221
2013,NUTS,2010,FR2,1,2978.825
2011,NUTS,2010,FR21,2,227.085
2012,NUTS,2010,FR21,2,224.812
2013,NUTS,2010,FR21,2,225.397
2011,NUTS,2010,FR22,2,468.816
