year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_f_rse_fte_bes
2017,NUTS,2010,DE4,1,463.0
2019,NUTS,2010,DE4,1,481.0
2017,NUTS,2010,DE40,2,463.0
2019,NUTS,2010,DE40,2,481.0
2017,NUTS,2010,DE5,1,255.0
2019,NUTS,2010,DE5,1,314.0
2017,NUTS,2010,DE50,2,255.0
2019,NUTS,2010,DE50,2,314.0
2017,NUTS,2010,DE6,1,851.0
2019,NUTS,2010,DE6,1,930.0
2017,NUTS,2010,DE60,2,851.0
2019,NUTS,2010,DE60,2,930.0
2017,NUTS,2010,DE7,1,3273.0
2019,NUTS,2010,DE7,1,3522.0
2017,NUTS,2010,DE71,2,2710.0
2019,NUTS,2010,DE71,2,2978.0
2017,NUTS,2010,DE72,2,329.0
2019,NUTS,2010,DE72,2,306.0
2017,NUTS,2010,DE73,2,233.0
2019,NUTS,2010,DE73,2,238.0
2017,NUTS,2010,DE8,1,208.0
2019,NUTS,2010,DE8,1,262.0
2017,NUTS,2010,DE80,2,208.0
2019,NUTS,2010,DE80,2,262.0
2017,NUTS,2010,DE9,1,2267.0
2019,NUTS,2010,DE9,1,2501.0
2017,NUTS,2010,DE91,2,1221.0
2019,NUTS,2010,DE91,2,1327.0
2017,NUTS,2010,DE92,2,562.0
2019,NUTS,2010,DE92,2,602.0
2017,NUTS,2010,DE93,2,188.0
2019,NUTS,2010,DE93,2,213.0
2017,NUTS,2010,DE94,2,297.0
2019,NUTS,2010,DE94,2,359.0
2017,NUTS,2010,DEA,1,5478.0
2019,NUTS,2010,DEA,1,6192.0
2017,NUTS,2010,DEA1,2,2436.0
2019,NUTS,2010,DEA1,2,2740.0
2017,NUTS,2010,DEA2,2,1443.0
2019,NUTS,2010,DEA2,2,1714.0
2017,NUTS,2010,DEA3,2,316.0
2019,NUTS,2010,DEA3,2,361.0
2017,NUTS,2010,DEA4,2,626.0
2019,NUTS,2010,DEA4,2,693.0
2017,NUTS,2010,DEA5,2,657.0
2019,NUTS,2010,DEA5,2,684.0
2017,NUTS,2010,DEB,1,1414.0
2019,NUTS,2010,DEB,1,1705.0
2017,NUTS,2010,DEB1,2,180.0
2019,NUTS,2010,DEB1,2,216.0
2017,NUTS,2010,DEB2,2,63.0
2019,NUTS,2010,DEB2,2,64.0
2017,NUTS,2010,DEB3,2,1172.0
2019,NUTS,2010,DEB3,2,1425.0
2017,NUTS,2010,DEC,1,287.0
2019,NUTS,2010,DEC,1,288.0
2017,NUTS,2010,DEC0,2,287.0
2019,NUTS,2010,DEC0,2,288.0
2017,NUTS,2010,DED,1,1283.0
2019,NUTS,2010,DED,1,1404.0
2017,NUTS,2010,DED2,2,644.0
2019,NUTS,2010,DED2,2,746.0
2017,NUTS,2010,DED4,2,462.0
2019,NUTS,2010,DED4,2,488.0
2017,NUTS,2010,DED5,2,177.0
2019,NUTS,2010,DED5,2,171.0
2017,NUTS,2010,DEE,1,266.0
2019,NUTS,2010,DEE,1,316.0
2017,NUTS,2010,DEE0,2,266.0
2019,NUTS,2010,DEE0,2,316.0
2017,NUTS,2010,DEF,1,524.0
2019,NUTS,2010,DEF,1,560.0
2017,NUTS,2010,DEF0,2,524.0
2019,NUTS,2010,DEF0,2,560.0
2017,NUTS,2010,DEG,1,590.0
2019,NUTS,2010,DEG,1,641.0
2017,NUTS,2010,DEG0,2,590.0
2019,NUTS,2010,DEG0,2,641.0
2017,NUTS,2010,DEZ,1,0.0
2019,NUTS,2010,DEZ,1,0.0
2017,NUTS,2010,DEZZ,2,0.0
2019,NUTS,2010,DEZZ,2,0.0
1998,NUTS,2010,DK,0,1786.0
1999,NUTS,2010,DK,0,1910.0
2001,NUTS,2010,DK,0,2323.0
2002,NUTS,2010,DK,0,3473.0
2003,NUTS,2010,DK,0,3495.0
2005,NUTS,2010,DK,0,4347.0
2007,NUTS,2010,DK,0,4639.0
2009,NUTS,2010,DK,0,5745.0
2010,NUTS,2010,DK,0,5865.0
2011,NUTS,2010,DK,0,5985.0
2012,NUTS,2010,DK,0,6041.0
2013,NUTS,2010,DK,0,6482.0
2015,NUTS,2010,DK,0,6242.0
2017,NUTS,2010,DK,0,7655.0
2019,NUTS,2010,DK,0,6862.0
1998,NUTS,2010,DK0,1,1786.0
1999,NUTS,2010,DK0,1,1910.0
2001,NUTS,2010,DK0,1,2323.0
2002,NUTS,2010,DK0,1,3473.0
2003,NUTS,2010,DK0,1,3920.0
2007,NUTS,2010,DK0,1,4638.0
2009,NUTS,2010,DK0,1,5458.0
2011,NUTS,2010,DK0,1,5985.0
2012,NUTS,2010,DK0,1,6041.0
2013,NUTS,2010,DK0,1,6743.0
2015,NUTS,2010,DK0,1,6242.0
2017,NUTS,2010,DK0,1,7655.0
2019,NUTS,2010,DK0,1,6862.0
2007,NUTS,2010,DK01,2,4043.0
2009,NUTS,2010,DK01,2,4114.0
2011,NUTS,2010,DK01,2,4636.0
2013,NUTS,2010,DK01,2,5048.0
2015,NUTS,2010,DK01,2,4625.0
2017,NUTS,2010,DK01,2,6292.0
2019,NUTS,2010,DK01,2,4961.0
2007,NUTS,2010,DK02,2,162.0
2009,NUTS,2010,DK02,2,450.0
2011,NUTS,2010,DK02,2,212.0
2013,NUTS,2010,DK02,2,385.0
2015,NUTS,2010,DK02,2,196.0
2017,NUTS,2010,DK02,2,266.0
2019,NUTS,2010,DK02,2,296.0
2007,NUTS,2010,DK03,2,162.0
2009,NUTS,2010,DK03,2,41.0
2011,NUTS,2010,DK03,2,625.0
2013,NUTS,2010,DK03,2,594.0
2015,NUTS,2010,DK03,2,984.0
2017,NUTS,2010,DK03,2,530.0
2019,NUTS,2010,DK03,2,679.0
2007,NUTS,2010,DK04,2,217.0
2009,NUTS,2010,DK04,2,190.0
2011,NUTS,2010,DK04,2,452.0
2013,NUTS,2010,DK04,2,680.0
2015,NUTS,2010,DK04,2,388.0
2017,NUTS,2010,DK04,2,501.0
2019,NUTS,2010,DK04,2,833.0
2007,NUTS,2010,DK05,2,55.0
2009,NUTS,2010,DK05,2,663.0
2011,NUTS,2010,DK05,2,60.0
2013,NUTS,2010,DK05,2,37.0
2015,NUTS,2010,DK05,2,49.0
2017,NUTS,2010,DK05,2,65.0
2019,NUTS,2010,DK05,2,93.0
1998,NUTS,2010,EE,0,91.0
1999,NUTS,2010,EE,0,135.0
2000,NUTS,2010,EE,0,89.0
2001,NUTS,2010,EE,0,116.0
2002,NUTS,2010,EE,0,110.0
2003,NUTS,2010,EE,0,120.0
2004,NUTS,2010,EE,0,158.0
2005,NUTS,2010,EE,0,229.0
2006,NUTS,2010,EE,0,224.0
2007,NUTS,2010,EE,0,290.0
2008,NUTS,2010,EE,0,273.0
2009,NUTS,2010,EE,0,362.0
2010,NUTS,2010,EE,0,362.0
2011,NUTS,2010,EE,0,433.0
2012,NUTS,2010,EE,0,416.0
2013,NUTS,2010,EE,0,407.0
2014,NUTS,2010,EE,0,374.0
2015,NUTS,2010,EE,0,345.0
2016,NUTS,2010,EE,0,358.0
2017,NUTS,2010,EE,0,423.0
2018,NUTS,2010,EE,0,457.0
2019,NUTS,2010,EE,0,517.0
1999,NUTS,2010,EL,0,527.0
2001,NUTS,2010,EL,0,802.0
2003,NUTS,2010,EL,0,1048.0
2005,NUTS,2010,EL,0,1151.0
2007,NUTS,2010,EL,0,1453.0
2011,NUTS,2010,EL,0,1329.0
2013,NUTS,2010,EL,0,1158.0
2015,NUTS,2010,EL,0,1420.0
2017,NUTS,2010,EL,0,2870.0
2019,NUTS,2010,EL,0,3254.0
2003,NUTS,2010,EL3,1,833.0
2005,NUTS,2010,EL3,1,708.0
2007,NUTS,2010,EL3,1,1109.0
2011,NUTS,2010,EL3,1,799.0
2003,NUTS,2010,EL30,2,833.0
2005,NUTS,2010,EL30,2,708.0
2007,NUTS,2010,EL30,2,1109.0
2011,NUTS,2010,EL30,2,799.0
2003,NUTS,2010,EL4,1,0.0
2005,NUTS,2010,EL4,1,27.0
2007,NUTS,2010,EL4,1,32.0
2011,NUTS,2010,EL4,1,13.0
2005,NUTS,2010,EL41,2,3.0
2011,NUTS,2010,EL41,2,0.0
2003,NUTS,2010,EL42,2,6.0
2005,NUTS,2010,EL42,2,8.0
2011,NUTS,2010,EL42,2,0.0
2003,NUTS,2010,EL43,2,11.0
2005,NUTS,2010,EL43,2,16.0
2007,NUTS,2010,EL43,2,32.0
2011,NUTS,2010,EL43,2,13.0
2011,NUTS,2010,EL5,1,410.0
2003,NUTS,2010,EL51,2,17.0
2005,NUTS,2010,EL51,2,13.0
2007,NUTS,2010,EL51,2,5.0
2011,NUTS,2010,EL51,2,7.0
2003,NUTS,2010,EL52,2,145.0
2005,NUTS,2010,EL52,2,227.0
2007,NUTS,2010,EL52,2,233.0
2011,NUTS,2010,EL52,2,389.0
2003,NUTS,2010,EL53,2,2.0
2005,NUTS,2010,EL53,2,0.0
2011,NUTS,2010,EL53,2,10.0
2005,NUTS,2010,EL54,2,0.0
2007,NUTS,2010,EL54,2,4.0
2011,NUTS,2010,EL54,2,4.0
2011,NUTS,2010,EL6,1,106.0
2003,NUTS,2010,EL61,2,14.0
2005,NUTS,2010,EL61,2,7.0
2007,NUTS,2010,EL61,2,2.0
2011,NUTS,2010,EL61,2,5.0
2005,NUTS,2010,EL62,2,0.0
2007,NUTS,2010,EL62,2,0.0
2011,NUTS,2010,EL62,2,0.0
2003,NUTS,2010,EL63,2,16.0
2005,NUTS,2010,EL63,2,68.0
2007,NUTS,2010,EL63,2,45.0
2011,NUTS,2010,EL63,2,45.0
2003,NUTS,2010,EL64,2,36.0
2005,NUTS,2010,EL64,2,32.0
2007,NUTS,2010,EL64,2,20.0
2011,NUTS,2010,EL64,2,43.0
2003,NUTS,2010,EL65,2,21.0
2005,NUTS,2010,EL65,2,3.0
2007,NUTS,2010,EL65,2,4.0
2011,NUTS,2010,EL65,2,14.0
2015,NUTS,2010,ELZ,1,0.0
2015,NUTS,2010,ELZZ,2,0.0
1997,NUTS,2010,ES,0,2113.0
1999,NUTS,2010,ES,0,3000.0
2001,NUTS,2010,ES,0,3611.0
2002,NUTS,2010,ES,0,6415.0
2003,NUTS,2010,ES,0,7371.0
2004,NUTS,2010,ES,0,8766.0
2005,NUTS,2010,ES,0,9543.0
2006,NUTS,2010,ES,0,11257.0
2007,NUTS,2010,ES,0,12265.0
2008,NUTS,2010,ES,0,13604.0
2009,NUTS,2010,ES,0,13775.0
2010,NUTS,2010,ES,0,13586.0
2011,NUTS,2010,ES,0,13545.0
2012,NUTS,2010,ES,0,13584.0
2013,NUTS,2010,ES,0,13922.0
2014,NUTS,2010,ES,0,13808.0
2015,NUTS,2010,ES,0,13984.0
2016,NUTS,2010,ES,0,14470.0
2017,NUTS,2010,ES,0,15510.0
2018,NUTS,2010,ES,0,17120.0
2019,NUTS,2010,ES,0,17681.0
2003,NUTS,2010,ES1,1,466.0
2004,NUTS,2010,ES1,1,484.0
2005,NUTS,2010,ES1,1,441.0
2006,NUTS,2010,ES1,1,551.0
2007,NUTS,2010,ES1,1,723.0
2008,NUTS,2010,ES1,1,823.0
2009,NUTS,2010,ES1,1,833.0
2010,NUTS,2010,ES1,1,816.0
2011,NUTS,2010,ES1,1,799.0
2012,NUTS,2010,ES1,1,792.0
2013,NUTS,2010,ES1,1,821.0
2014,NUTS,2010,ES1,1,832.0
2015,NUTS,2010,ES1,1,796.0
2016,NUTS,2010,ES1,1,864.0
2017,NUTS,2010,ES1,1,1053.0
2018,NUTS,2010,ES1,1,1180.0
2019,NUTS,2010,ES1,1,1204.0
2003,NUTS,2010,ES11,2,353.0
2004,NUTS,2010,ES11,2,305.0
2005,NUTS,2010,ES11,2,291.0
2006,NUTS,2010,ES11,2,341.0
2007,NUTS,2010,ES11,2,445.0
2008,NUTS,2010,ES11,2,523.0
2009,NUTS,2010,ES11,2,519.0
2010,NUTS,2010,ES11,2,476.0
2011,NUTS,2010,ES11,2,460.0
2012,NUTS,2010,ES11,2,487.0
2013,NUTS,2010,ES11,2,503.0
2014,NUTS,2010,ES11,2,523.0
2015,NUTS,2010,ES11,2,498.0
2016,NUTS,2010,ES11,2,559.0
2017,NUTS,2010,ES11,2,704.0
2018,NUTS,2010,ES11,2,825.0
2019,NUTS,2010,ES11,2,828.0
2003,NUTS,2010,ES12,2,88.0
2004,NUTS,2010,ES12,2,96.0
2005,NUTS,2010,ES12,2,104.0
2006,NUTS,2010,ES12,2,152.0
2007,NUTS,2010,ES12,2,190.0
2008,NUTS,2010,ES12,2,221.0
2009,NUTS,2010,ES12,2,241.0
2010,NUTS,2010,ES12,2,261.0
2011,NUTS,2010,ES12,2,267.0
2012,NUTS,2010,ES12,2,244.0
2013,NUTS,2010,ES12,2,251.0
2014,NUTS,2010,ES12,2,247.0
2015,NUTS,2010,ES12,2,226.0
2016,NUTS,2010,ES12,2,229.0
2017,NUTS,2010,ES12,2,252.0
2018,NUTS,2010,ES12,2,263.0
2019,NUTS,2010,ES12,2,270.0
2003,NUTS,2010,ES13,2,25.0
2004,NUTS,2010,ES13,2,84.0
2005,NUTS,2010,ES13,2,46.0
2006,NUTS,2010,ES13,2,58.0
2007,NUTS,2010,ES13,2,88.0
2008,NUTS,2010,ES13,2,79.0
2009,NUTS,2010,ES13,2,73.0
2010,NUTS,2010,ES13,2,79.0
2011,NUTS,2010,ES13,2,72.0
2012,NUTS,2010,ES13,2,61.0
2013,NUTS,2010,ES13,2,67.0
2014,NUTS,2010,ES13,2,62.0
2015,NUTS,2010,ES13,2,72.0
2016,NUTS,2010,ES13,2,76.0
2017,NUTS,2010,ES13,2,98.0
2018,NUTS,2010,ES13,2,93.0
2019,NUTS,2010,ES13,2,107.0
2003,NUTS,2010,ES2,1,1384.0
2004,NUTS,2010,ES2,1,1704.0
2005,NUTS,2010,ES2,1,1878.0
2006,NUTS,2010,ES2,1,2202.0
2007,NUTS,2010,ES2,1,2388.0
2008,NUTS,2010,ES2,1,2837.0
2009,NUTS,2010,ES2,1,2846.0
2010,NUTS,2010,ES2,1,2736.0
2011,NUTS,2010,ES2,1,2996.0
2012,NUTS,2010,ES2,1,2996.0
2013,NUTS,2010,ES2,1,3042.0
2014,NUTS,2010,ES2,1,3029.0
2015,NUTS,2010,ES2,1,3003.0
2016,NUTS,2010,ES2,1,3100.0
2017,NUTS,2010,ES2,1,3351.0
2018,NUTS,2010,ES2,1,3445.0
2019,NUTS,2010,ES2,1,3592.0
2003,NUTS,2010,ES21,2,1030.0
2004,NUTS,2010,ES21,2,1223.0
2005,NUTS,2010,ES21,2,1391.0
2006,NUTS,2010,ES21,2,1514.0
2007,NUTS,2010,ES21,2,1729.0
2008,NUTS,2010,ES21,2,2002.0
2009,NUTS,2010,ES21,2,2040.0
2010,NUTS,2010,ES21,2,1955.0
2011,NUTS,2010,ES21,2,2256.0
2012,NUTS,2010,ES21,2,2283.0
2013,NUTS,2010,ES21,2,2294.0
2014,NUTS,2010,ES21,2,2247.0
2015,NUTS,2010,ES21,2,2210.0
2016,NUTS,2010,ES21,2,2251.0
2017,NUTS,2010,ES21,2,2512.0
2018,NUTS,2010,ES21,2,2627.0
2019,NUTS,2010,ES21,2,2713.0
2003,NUTS,2010,ES22,2,160.0
2004,NUTS,2010,ES22,2,235.0
2005,NUTS,2010,ES22,2,264.0
2006,NUTS,2010,ES22,2,385.0
2007,NUTS,2010,ES22,2,312.0
2008,NUTS,2010,ES22,2,401.0
2009,NUTS,2010,ES22,2,379.0
2010,NUTS,2010,ES22,2,382.0
2011,NUTS,2010,ES22,2,362.0
2012,NUTS,2010,ES22,2,345.0
2013,NUTS,2010,ES22,2,349.0
2014,NUTS,2010,ES22,2,330.0
2015,NUTS,2010,ES22,2,389.0
2016,NUTS,2010,ES22,2,389.0
2017,NUTS,2010,ES22,2,366.0
2018,NUTS,2010,ES22,2,354.0
2019,NUTS,2010,ES22,2,389.0
2003,NUTS,2010,ES23,2,23.0
2004,NUTS,2010,ES23,2,76.0
2005,NUTS,2010,ES23,2,44.0
2006,NUTS,2010,ES23,2,59.0
2007,NUTS,2010,ES23,2,62.0
2008,NUTS,2010,ES23,2,86.0
2009,NUTS,2010,ES23,2,100.0
2010,NUTS,2010,ES23,2,94.0
2011,NUTS,2010,ES23,2,86.0
2012,NUTS,2010,ES23,2,78.0
2013,NUTS,2010,ES23,2,66.0
2014,NUTS,2010,ES23,2,81.0
2015,NUTS,2010,ES23,2,77.0
2016,NUTS,2010,ES23,2,71.0
2017,NUTS,2010,ES23,2,67.0
2018,NUTS,2010,ES23,2,76.0
2019,NUTS,2010,ES23,2,77.0
2003,NUTS,2010,ES24,2,170.0
2004,NUTS,2010,ES24,2,169.0
2005,NUTS,2010,ES24,2,179.0
2006,NUTS,2010,ES24,2,244.0
2007,NUTS,2010,ES24,2,286.0
2008,NUTS,2010,ES24,2,348.0
2009,NUTS,2010,ES24,2,327.0
2010,NUTS,2010,ES24,2,305.0
2011,NUTS,2010,ES24,2,292.0
2012,NUTS,2010,ES24,2,290.0
2013,NUTS,2010,ES24,2,333.0
2014,NUTS,2010,ES24,2,371.0
2015,NUTS,2010,ES24,2,328.0
2016,NUTS,2010,ES24,2,389.0
2017,NUTS,2010,ES24,2,406.0
2018,NUTS,2010,ES24,2,388.0
2019,NUTS,2010,ES24,2,413.0
2003,NUTS,2010,ES3,1,1984.0
2004,NUTS,2010,ES3,1,2364.0
2005,NUTS,2010,ES3,1,2953.0
2006,NUTS,2010,ES3,1,3168.0
2007,NUTS,2010,ES3,1,3325.0
2008,NUTS,2010,ES3,1,3655.0
2009,NUTS,2010,ES3,1,3911.0
2010,NUTS,2010,ES3,1,3629.0
2011,NUTS,2010,ES3,1,3585.0
2012,NUTS,2010,ES3,1,3620.0
2013,NUTS,2010,ES3,1,3840.0
2014,NUTS,2010,ES3,1,3652.0
2015,NUTS,2010,ES3,1,3693.0
2016,NUTS,2010,ES3,1,3758.0
2017,NUTS,2010,ES3,1,3964.0
2018,NUTS,2010,ES3,1,4572.0
2019,NUTS,2010,ES3,1,4737.0
2003,NUTS,2010,ES30,2,1984.0
2004,NUTS,2010,ES30,2,2364.0
2005,NUTS,2010,ES30,2,2953.0
2006,NUTS,2010,ES30,2,3168.0
2007,NUTS,2010,ES30,2,3325.0
2008,NUTS,2010,ES30,2,3655.0
2009,NUTS,2010,ES30,2,3911.0
2010,NUTS,2010,ES30,2,3629.0
2011,NUTS,2010,ES30,2,3585.0
2012,NUTS,2010,ES30,2,3620.0
2013,NUTS,2010,ES30,2,3840.0
2014,NUTS,2010,ES30,2,3652.0
2015,NUTS,2010,ES30,2,3693.0
2016,NUTS,2010,ES30,2,3758.0
2017,NUTS,2010,ES30,2,3964.0
2018,NUTS,2010,ES30,2,4572.0
2019,NUTS,2010,ES30,2,4737.0
2003,NUTS,2010,ES4,1,496.0
2004,NUTS,2010,ES4,1,516.0
2005,NUTS,2010,ES4,1,522.0
2006,NUTS,2010,ES4,1,655.0
2007,NUTS,2010,ES4,1,786.0
2008,NUTS,2010,ES4,1,864.0
2009,NUTS,2010,ES4,1,934.0
2010,NUTS,2010,ES4,1,845.0
2011,NUTS,2010,ES4,1,851.0
2012,NUTS,2010,ES4,1,859.0
2013,NUTS,2010,ES4,1,772.0
2014,NUTS,2010,ES4,1,786.0
2015,NUTS,2010,ES4,1,768.0
2016,NUTS,2010,ES4,1,806.0
2017,NUTS,2010,ES4,1,874.0
2018,NUTS,2010,ES4,1,891.0
2019,NUTS,2010,ES4,1,995.0
2003,NUTS,2010,ES41,2,412.0
2004,NUTS,2010,ES41,2,424.0
2005,NUTS,2010,ES41,2,421.0
2006,NUTS,2010,ES41,2,552.0
2007,NUTS,2010,ES41,2,579.0
2008,NUTS,2010,ES41,2,618.0
2009,NUTS,2010,ES41,2,686.0
2010,NUTS,2010,ES41,2,587.0
2011,NUTS,2010,ES41,2,551.0
2012,NUTS,2010,ES41,2,600.0
2013,NUTS,2010,ES41,2,497.0
2014,NUTS,2010,ES41,2,516.0
2015,NUTS,2010,ES41,2,524.0
2016,NUTS,2010,ES41,2,512.0
2017,NUTS,2010,ES41,2,550.0
2018,NUTS,2010,ES41,2,603.0
2019,NUTS,2010,ES41,2,702.0
2003,NUTS,2010,ES42,2,59.0
2004,NUTS,2010,ES42,2,68.0
2005,NUTS,2010,ES42,2,65.0
2006,NUTS,2010,ES42,2,71.0
2007,NUTS,2010,ES42,2,167.0
2008,NUTS,2010,ES42,2,187.0
2009,NUTS,2010,ES42,2,180.0
2010,NUTS,2010,ES42,2,197.0
2011,NUTS,2010,ES42,2,237.0
2012,NUTS,2010,ES42,2,202.0
2013,NUTS,2010,ES42,2,192.0
2014,NUTS,2010,ES42,2,205.0
2015,NUTS,2010,ES42,2,183.0
2016,NUTS,2010,ES42,2,239.0
2017,NUTS,2010,ES42,2,255.0
2018,NUTS,2010,ES42,2,189.0
2019,NUTS,2010,ES42,2,223.0
2003,NUTS,2010,ES43,2,25.0
2004,NUTS,2010,ES43,2,25.0
2005,NUTS,2010,ES43,2,36.0
2006,NUTS,2010,ES43,2,33.0
2007,NUTS,2010,ES43,2,41.0
2008,NUTS,2010,ES43,2,59.0
2009,NUTS,2010,ES43,2,67.0
2010,NUTS,2010,ES43,2,62.0
2011,NUTS,2010,ES43,2,63.0
2012,NUTS,2010,ES43,2,57.0
2013,NUTS,2010,ES43,2,83.0
2014,NUTS,2010,ES43,2,66.0
2015,NUTS,2010,ES43,2,60.0
2016,NUTS,2010,ES43,2,54.0
2017,NUTS,2010,ES43,2,70.0
2018,NUTS,2010,ES43,2,99.0
2019,NUTS,2010,ES43,2,70.0
2003,NUTS,2010,ES5,1,2550.0
2004,NUTS,2010,ES5,1,3221.0
2005,NUTS,2010,ES5,1,2995.0
2006,NUTS,2010,ES5,1,3847.0
2007,NUTS,2010,ES5,1,4016.0
2008,NUTS,2010,ES5,1,4402.0
2009,NUTS,2010,ES5,1,4096.0
2010,NUTS,2010,ES5,1,4353.0
2011,NUTS,2010,ES5,1,4088.0
2012,NUTS,2010,ES5,1,4026.0
2013,NUTS,2010,ES5,1,4089.0
2014,NUTS,2010,ES5,1,4162.0
2015,NUTS,2010,ES5,1,4428.0
2016,NUTS,2010,ES5,1,4650.0
2017,NUTS,2010,ES5,1,4949.0
2018,NUTS,2010,ES5,1,5546.0
2019,NUTS,2010,ES5,1,5726.0
2003,NUTS,2010,ES51,2,2014.0
2004,NUTS,2010,ES51,2,2579.0
2005,NUTS,2010,ES51,2,2400.0
2006,NUTS,2010,ES51,2,3114.0
2007,NUTS,2010,ES51,2,3128.0
2008,NUTS,2010,ES51,2,3318.0
2009,NUTS,2010,ES51,2,3019.0
2010,NUTS,2010,ES51,2,3229.0
2011,NUTS,2010,ES51,2,3017.0
2012,NUTS,2010,ES51,2,3039.0
2013,NUTS,2010,ES51,2,3116.0
2014,NUTS,2010,ES51,2,3147.0
2015,NUTS,2010,ES51,2,3482.0
2016,NUTS,2010,ES51,2,3577.0
2017,NUTS,2010,ES51,2,3821.0
2018,NUTS,2010,ES51,2,4230.0
2019,NUTS,2010,ES51,2,4249.0
2003,NUTS,2010,ES52,2,510.0
2004,NUTS,2010,ES52,2,621.0
2005,NUTS,2010,ES52,2,561.0
2006,NUTS,2010,ES52,2,707.0
2007,NUTS,2010,ES52,2,855.0
2008,NUTS,2010,ES52,2,1044.0
2009,NUTS,2010,ES52,2,1039.0
2010,NUTS,2010,ES52,2,1074.0
2011,NUTS,2010,ES52,2,1047.0
2012,NUTS,2010,ES52,2,957.0
2013,NUTS,2010,ES52,2,951.0
2014,NUTS,2010,ES52,2,986.0
2015,NUTS,2010,ES52,2,918.0
2016,NUTS,2010,ES52,2,1028.0
2017,NUTS,2010,ES52,2,1084.0
2018,NUTS,2010,ES52,2,1254.0
2019,NUTS,2010,ES52,2,1403.0
2003,NUTS,2010,ES53,2,26.0
2004,NUTS,2010,ES53,2,21.0
2005,NUTS,2010,ES53,2,35.0
2006,NUTS,2010,ES53,2,26.0
2007,NUTS,2010,ES53,2,34.0
2008,NUTS,2010,ES53,2,40.0
2009,NUTS,2010,ES53,2,39.0
2010,NUTS,2010,ES53,2,51.0
2011,NUTS,2010,ES53,2,24.0
2012,NUTS,2010,ES53,2,30.0
2013,NUTS,2010,ES53,2,21.0
2014,NUTS,2010,ES53,2,28.0
2015,NUTS,2010,ES53,2,28.0
2016,NUTS,2010,ES53,2,45.0
2017,NUTS,2010,ES53,2,44.0
2018,NUTS,2010,ES53,2,63.0
2019,NUTS,2010,ES53,2,75.0
2003,NUTS,2010,ES6,1,460.0
2004,NUTS,2010,ES6,1,431.0
2005,NUTS,2010,ES6,1,686.0
2006,NUTS,2010,ES6,1,765.0
2007,NUTS,2010,ES6,1,908.0
2008,NUTS,2010,ES6,1,941.0
2009,NUTS,2010,ES6,1,1084.0
2010,NUTS,2010,ES6,1,1103.0
2011,NUTS,2010,ES6,1,1135.0
2012,NUTS,2010,ES6,1,1190.0
2013,NUTS,2010,ES6,1,1264.0
2014,NUTS,2010,ES6,1,1263.0
2015,NUTS,2010,ES6,1,1216.0
2016,NUTS,2010,ES6,1,1200.0
2017,NUTS,2010,ES6,1,1223.0
2018,NUTS,2010,ES6,1,1323.0
2019,NUTS,2010,ES6,1,1298.0
2003,NUTS,2010,ES61,2,388.0
2004,NUTS,2010,ES61,2,323.0
2005,NUTS,2010,ES61,2,553.0
2006,NUTS,2010,ES61,2,625.0
2007,NUTS,2010,ES61,2,733.0
2008,NUTS,2010,ES61,2,798.0
2009,NUTS,2010,ES61,2,931.0
2010,NUTS,2010,ES61,2,920.0
2011,NUTS,2010,ES61,2,974.0
2012,NUTS,2010,ES61,2,1012.0
2013,NUTS,2010,ES61,2,1089.0
2014,NUTS,2010,ES61,2,1076.0
2015,NUTS,2010,ES61,2,1024.0
2016,NUTS,2010,ES61,2,993.0
2017,NUTS,2010,ES61,2,991.0
2018,NUTS,2010,ES61,2,1025.0
2019,NUTS,2010,ES61,2,978.0
2003,NUTS,2010,ES62,2,72.0
2004,NUTS,2010,ES62,2,108.0
2005,NUTS,2010,ES62,2,132.0
2006,NUTS,2010,ES62,2,140.0
2007,NUTS,2010,ES62,2,174.0
2008,NUTS,2010,ES62,2,144.0
2009,NUTS,2010,ES62,2,154.0
2010,NUTS,2010,ES62,2,183.0
2011,NUTS,2010,ES62,2,162.0
2012,NUTS,2010,ES62,2,178.0
2013,NUTS,2010,ES62,2,175.0
2014,NUTS,2010,ES62,2,186.0
2015,NUTS,2010,ES62,2,192.0
2016,NUTS,2010,ES62,2,207.0
2017,NUTS,2010,ES62,2,231.0
2018,NUTS,2010,ES62,2,298.0
2019,NUTS,2010,ES62,2,320.0
2003,NUTS,2010,ES63,2,0.0
2004,NUTS,2010,ES63,2,0.0
2005,NUTS,2010,ES63,2,1.0
2006,NUTS,2010,ES63,2,0.0
2007,NUTS,2010,ES63,2,1.0
2008,NUTS,2010,ES63,2,0.0
2009,NUTS,2010,ES63,2,0.0
2010,NUTS,2010,ES63,2,0.0
2012,NUTS,2010,ES63,2,0.0
2015,NUTS,2010,ES63,2,0.0
2003,NUTS,2010,ES64,2,0.0
2004,NUTS,2010,ES64,2,0.0
2005,NUTS,2010,ES64,2,0.0
2006,NUTS,2010,ES64,2,0.0
2007,NUTS,2010,ES64,2,0.0
2008,NUTS,2010,ES64,2,0.0
2009,NUTS,2010,ES64,2,0.0
2010,NUTS,2010,ES64,2,0.0
2012,NUTS,2010,ES64,2,0.0
2015,NUTS,2010,ES64,2,0.0
2003,NUTS,2010,ES7,1,32.0
2004,NUTS,2010,ES7,1,46.0
2005,NUTS,2010,ES7,1,68.0
2006,NUTS,2010,ES7,1,68.0
2007,NUTS,2010,ES7,1,118.0
2008,NUTS,2010,ES7,1,84.0
