year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_hes_total_hc_f
2014,NUTS,2010,HR,0,4620.0
2015,NUTS,2010,HR,0,5126.0
2016,NUTS,2010,HR,0,5736.0
2017,NUTS,2010,HR,0,6056.0
2018,NUTS,2010,HR,0,6258.0
2019,NUTS,2010,HR,0,7017.0
2020,NUTS,2010,HR,0,7317.0
2011,NUTS,2010,HR0,1,4837.0
2012,NUTS,2010,HR0,1,4699.0
2013,NUTS,2010,HR0,1,4787.0
2014,NUTS,2010,HR0,1,4620.0
2015,NUTS,2010,HR0,1,5126.0
2016,NUTS,2010,HR0,1,5736.0
2017,NUTS,2010,HR0,1,6056.0
2018,NUTS,2010,HR0,1,6258.0
2019,NUTS,2010,HR0,1,7017.0
2020,NUTS,2010,HR0,1,7317.0
2020,NUTS,2010,HR02,2,799.0
2011,NUTS,2010,HR03,2,1780.0
2012,NUTS,2010,HR03,2,1765.0
2013,NUTS,2010,HR03,2,1788.0
2014,NUTS,2010,HR03,2,1733.0
2015,NUTS,2010,HR03,2,1715.0
2016,NUTS,2010,HR03,2,1718.0
2017,NUTS,2010,HR03,2,1903.0
2018,NUTS,2010,HR03,2,2006.0
2019,NUTS,2010,HR03,2,2357.0
2020,NUTS,2010,HR03,2,2485.0
2011,NUTS,2010,HR04,2,3057.0
2012,NUTS,2010,HR04,2,2934.0
2013,NUTS,2010,HR04,2,2999.0
2014,NUTS,2010,HR04,2,2887.0
2015,NUTS,2010,HR04,2,3411.0
2016,NUTS,2010,HR04,2,4018.0
2017,NUTS,2010,HR04,2,4153.0
2018,NUTS,2010,HR04,2,4252.0
2019,NUTS,2010,HR04,2,4660.0
2020,NUTS,2010,HR05,2,3834.0
2020,NUTS,2010,HR06,2,199.0
2013,NUTS,2010,HRZ,1,0.0
2014,NUTS,2010,HRZ,1,0.0
2013,NUTS,2010,HRZZ,2,0.0
2014,NUTS,2010,HRZZ,2,0.0
2011,NUTS,2010,HU,0,11912.0
2012,NUTS,2010,HU,0,11574.0
2013,NUTS,2010,HU,0,11545.0
2014,NUTS,2010,HU,0,11012.0
2015,NUTS,2010,HU,0,10854.0
2016,NUTS,2010,HU,0,10794.0
2017,NUTS,2010,HU,0,11683.0
2018,NUTS,2010,HU,0,13254.0
2019,NUTS,2010,HU,0,15164.0
2011,NUTS,2010,HU1,1,5153.0
2012,NUTS,2010,HU1,1,4856.0
2013,NUTS,2010,HU1,1,4970.0
2014,NUTS,2010,HU1,1,4847.0
2015,NUTS,2010,HU1,1,4782.0
2016,NUTS,2010,HU1,1,4760.0
2017,NUTS,2010,HU1,1,5226.0
2018,NUTS,2010,HU1,1,6352.0
2019,NUTS,2010,HU1,1,7051.0
2011,NUTS,2010,HU10,2,5153.0
2012,NUTS,2010,HU10,2,4856.0
2013,NUTS,2010,HU10,2,4970.0
2014,NUTS,2010,HU10,2,4847.0
2015,NUTS,2010,HU10,2,4782.0
2016,NUTS,2010,HU10,2,4760.0
2017,NUTS,2010,HU11,2,4704.0
2018,NUTS,2010,HU11,2,5806.0
2019,NUTS,2010,HU11,2,6687.0
2017,NUTS,2010,HU12,2,522.0
2018,NUTS,2010,HU12,2,546.0
2019,NUTS,2010,HU12,2,364.0
2011,NUTS,2010,HU2,1,2143.0
2012,NUTS,2010,HU2,1,2105.0
2013,NUTS,2010,HU2,1,1963.0
2014,NUTS,2010,HU2,1,1854.0
2015,NUTS,2010,HU2,1,1839.0
2016,NUTS,2010,HU2,1,1767.0
2017,NUTS,2010,HU2,1,2144.0
2018,NUTS,2010,HU2,1,2450.0
2019,NUTS,2010,HU2,1,2702.0
2011,NUTS,2010,HU21,2,432.0
2012,NUTS,2010,HU21,2,422.0
2013,NUTS,2010,HU21,2,388.0
2014,NUTS,2010,HU21,2,390.0
2015,NUTS,2010,HU21,2,388.0
2016,NUTS,2010,HU21,2,387.0
2017,NUTS,2010,HU21,2,346.0
2018,NUTS,2010,HU21,2,407.0
2019,NUTS,2010,HU21,2,387.0
2011,NUTS,2010,HU22,2,652.0
2012,NUTS,2010,HU22,2,565.0
2013,NUTS,2010,HU22,2,587.0
2014,NUTS,2010,HU22,2,511.0
2015,NUTS,2010,HU22,2,471.0
2016,NUTS,2010,HU22,2,448.0
2017,NUTS,2010,HU22,2,509.0
2018,NUTS,2010,HU22,2,595.0
2019,NUTS,2010,HU22,2,671.0
2011,NUTS,2010,HU23,2,1059.0
2012,NUTS,2010,HU23,2,1118.0
2013,NUTS,2010,HU23,2,988.0
2014,NUTS,2010,HU23,2,953.0
2015,NUTS,2010,HU23,2,980.0
2016,NUTS,2010,HU23,2,932.0
2017,NUTS,2010,HU23,2,1289.0
2018,NUTS,2010,HU23,2,1448.0
2019,NUTS,2010,HU23,2,1644.0
2011,NUTS,2010,HU3,1,4616.0
2012,NUTS,2010,HU3,1,4613.0
2013,NUTS,2010,HU3,1,4612.0
2014,NUTS,2010,HU3,1,4311.0
2015,NUTS,2010,HU3,1,4233.0
2016,NUTS,2010,HU3,1,4267.0
2017,NUTS,2010,HU3,1,4313.0
2018,NUTS,2010,HU3,1,4452.0
2019,NUTS,2010,HU3,1,5411.0
2011,NUTS,2010,HU31,2,621.0
2012,NUTS,2010,HU31,2,602.0
2013,NUTS,2010,HU31,2,571.0
2014,NUTS,2010,HU31,2,538.0
2015,NUTS,2010,HU31,2,581.0
2016,NUTS,2010,HU31,2,532.0
2017,NUTS,2010,HU31,2,581.0
2018,NUTS,2010,HU31,2,625.0
2019,NUTS,2010,HU31,2,819.0
2011,NUTS,2010,HU32,2,1899.0
2012,NUTS,2010,HU32,2,1967.0
2013,NUTS,2010,HU32,2,1957.0
2014,NUTS,2010,HU32,2,1772.0
2015,NUTS,2010,HU32,2,1680.0
2016,NUTS,2010,HU32,2,1731.0
2017,NUTS,2010,HU32,2,1848.0
2018,NUTS,2010,HU32,2,1761.0
2019,NUTS,2010,HU32,2,2054.0
2011,NUTS,2010,HU33,2,2096.0
2012,NUTS,2010,HU33,2,2044.0
2013,NUTS,2010,HU33,2,2084.0
2014,NUTS,2010,HU33,2,2001.0
2015,NUTS,2010,HU33,2,1972.0
2016,NUTS,2010,HU33,2,2004.0
2017,NUTS,2010,HU33,2,1884.0
2018,NUTS,2010,HU33,2,2066.0
2019,NUTS,2010,HU33,2,2538.0
2011,NUTS,2010,IE,0,7746.0
2012,NUTS,2010,IE,0,10459.0
2013,NUTS,2010,IE,0,10427.0
2014,NUTS,2010,IE,0,10395.0
2015,NUTS,2010,IE,0,9227.0
2016,NUTS,2010,IE,0,8060.0
2017,NUTS,2010,IE,0,10501.0
2019,NUTS,2010,IE,0,10292.0
2011,NUTS,2010,IE0,1,7746.0
2012,NUTS,2010,IE0,1,7544.0
2013,NUTS,2010,IE0,1,7592.0
2014,NUTS,2010,IE0,1,9757.0
2015,NUTS,2010,IE0,1,10363.0
2017,NUTS,2010,IE0,1,10501.0
2011,NUTS,2010,IE01,2,1084.0
2012,NUTS,2010,IE01,2,1056.0
2013,NUTS,2010,IE01,2,1063.0
2014,NUTS,2010,IE01,2,1366.0
2015,NUTS,2010,IE01,2,721.0
2017,NUTS,2010,IE01,2,2071.0
2011,NUTS,2010,IE02,2,6662.0
2012,NUTS,2010,IE02,2,6488.0
2013,NUTS,2010,IE02,2,6529.0
2014,NUTS,2010,IE02,2,8391.0
2015,NUTS,2010,IE02,2,9642.0
2017,NUTS,2010,IE02,2,8431.0
2011,NUTS,2010,IEZ,1,0.0
2012,NUTS,2010,IEZ,1,0.0
2013,NUTS,2010,IEZ,1,0.0
2014,NUTS,2010,IEZ,1,0.0
2011,NUTS,2010,IEZZ,2,0.0
2012,NUTS,2010,IEZZ,2,0.0
2013,NUTS,2010,IEZZ,2,0.0
2014,NUTS,2010,IEZZ,2,0.0
2011,NUTS,2010,IS,0,987.0
2015,NUTS,2010,IS,0,1412.0
2016,NUTS,2010,IS,0,1626.0
2017,NUTS,2010,IS,0,1518.0
2018,NUTS,2010,IS,0,1518.0
2011,NUTS,2010,IT,0,67199.0
2012,NUTS,2010,IT,0,69509.0
2013,NUTS,2010,IT,0,67659.0
2014,NUTS,2010,IT,0,64095.0
2015,NUTS,2010,IT,0,66061.0
2016,NUTS,2010,IT,0,66327.0
2017,NUTS,2010,IT,0,66589.0
2018,NUTS,2010,IT,0,66734.0
2019,NUTS,2010,IT,0,68115.0
2011,NUTS,2010,ITC,1,18214.0
2012,NUTS,2010,ITC,1,18673.0
2013,NUTS,2010,ITC,1,16142.0
2014,NUTS,2010,ITC,1,14607.0
2015,NUTS,2010,ITC,1,15428.0
2016,NUTS,2010,ITC,1,15948.0
2017,NUTS,2010,ITC,1,16055.0
2018,NUTS,2010,ITC,1,16172.0
2019,NUTS,2010,ITC,1,16291.0
2011,NUTS,2010,ITC1,2,3904.0
2012,NUTS,2010,ITC1,2,4234.0
2013,NUTS,2010,ITC1,2,4465.0
2014,NUTS,2010,ITC1,2,3858.0
2015,NUTS,2010,ITC1,2,4512.0
2016,NUTS,2010,ITC1,2,4049.0
2017,NUTS,2010,ITC1,2,4067.0
2018,NUTS,2010,ITC1,2,4080.0
2019,NUTS,2010,ITC1,2,4135.0
2011,NUTS,2010,ITC2,2,60.0
2012,NUTS,2010,ITC2,2,59.0
2013,NUTS,2010,ITC2,2,75.0
2014,NUTS,2010,ITC2,2,34.0
2015,NUTS,2010,ITC2,2,48.0
2016,NUTS,2010,ITC2,2,69.0
2017,NUTS,2010,ITC2,2,73.0
2018,NUTS,2010,ITC2,2,67.0
2019,NUTS,2010,ITC2,2,70.0
2011,NUTS,2010,ITC3,2,2922.0
2012,NUTS,2010,ITC3,2,2698.0
2013,NUTS,2010,ITC3,2,2058.0
2014,NUTS,2010,ITC3,2,1767.0
2015,NUTS,2010,ITC3,2,1916.0
2016,NUTS,2010,ITC3,2,1789.0
2017,NUTS,2010,ITC3,2,1806.0
2018,NUTS,2010,ITC3,2,1657.0
2019,NUTS,2010,ITC3,2,1676.0
2011,NUTS,2010,ITC4,2,11328.0
2012,NUTS,2010,ITC4,2,11682.0
2013,NUTS,2010,ITC4,2,9544.0
2014,NUTS,2010,ITC4,2,8948.0
2015,NUTS,2010,ITC4,2,8952.0
2016,NUTS,2010,ITC4,2,10041.0
2017,NUTS,2010,ITC4,2,10109.0
2018,NUTS,2010,ITC4,2,10368.0
2019,NUTS,2010,ITC4,2,10410.0
2011,NUTS,2010,ITF,1,11471.0
2012,NUTS,2010,ITF,1,11868.0
2013,NUTS,2010,ITF,1,12099.0
2014,NUTS,2010,ITF,1,11856.0
2015,NUTS,2010,ITF,1,12134.0
2016,NUTS,2010,ITF,1,12084.0
2017,NUTS,2010,ITF,1,11980.0
2018,NUTS,2010,ITF,1,11619.0
2019,NUTS,2010,ITF,1,11865.0
2011,NUTS,2010,ITF1,2,1291.0
2012,NUTS,2010,ITF1,2,1379.0
2013,NUTS,2010,ITF1,2,1478.0
2014,NUTS,2010,ITF1,2,1363.0
2015,NUTS,2010,ITF1,2,1508.0
2016,NUTS,2010,ITF1,2,1444.0
2017,NUTS,2010,ITF1,2,1510.0
2018,NUTS,2010,ITF1,2,1386.0
2019,NUTS,2010,ITF1,2,1443.0
2015,NUTS,2010,ITF2,2,293.0
2016,NUTS,2010,ITF2,2,266.0
2017,NUTS,2010,ITF2,2,264.0
2018,NUTS,2010,ITF2,2,257.0
2019,NUTS,2010,ITF2,2,248.0
2011,NUTS,2010,ITF3,2,5364.0
2012,NUTS,2010,ITF3,2,5498.0
2013,NUTS,2010,ITF3,2,5691.0
2014,NUTS,2010,ITF3,2,5725.0
2015,NUTS,2010,ITF3,2,5609.0
2016,NUTS,2010,ITF3,2,5854.0
2017,NUTS,2010,ITF3,2,5660.0
2018,NUTS,2010,ITF3,2,5467.0
2019,NUTS,2010,ITF3,2,5711.0
2011,NUTS,2010,ITF4,2,3196.0
2012,NUTS,2010,ITF4,2,3322.0
2013,NUTS,2010,ITF4,2,3076.0
2014,NUTS,2010,ITF4,2,2943.0
2015,NUTS,2010,ITF4,2,3080.0
2016,NUTS,2010,ITF4,2,3063.0
2017,NUTS,2010,ITF4,2,3068.0
2018,NUTS,2010,ITF4,2,2943.0
2019,NUTS,2010,ITF4,2,2928.0
2012,NUTS,2010,ITF5,2,311.0
2013,NUTS,2010,ITF5,2,275.0
2015,NUTS,2010,ITF5,2,314.0
2016,NUTS,2010,ITF5,2,265.0
2017,NUTS,2010,ITF5,2,294.0
2018,NUTS,2010,ITF5,2,288.0
2019,NUTS,2010,ITF5,2,308.0
2011,NUTS,2010,ITF6,2,1030.0
2015,NUTS,2010,ITF6,2,1330.0
2016,NUTS,2010,ITF6,2,1192.0
2017,NUTS,2010,ITF6,2,1184.0
2018,NUTS,2010,ITF6,2,1278.0
2019,NUTS,2010,ITF6,2,1227.0
2011,NUTS,2010,ITG,1,6418.0
2012,NUTS,2010,ITG,1,6355.0
2013,NUTS,2010,ITG,1,6463.0
2014,NUTS,2010,ITG,1,6254.0
2015,NUTS,2010,ITG,1,6424.0
2016,NUTS,2010,ITG,1,5726.0
2017,NUTS,2010,ITG,1,5528.0
2018,NUTS,2010,ITG,1,5444.0
2019,NUTS,2010,ITG,1,5545.0
2011,NUTS,2010,ITG1,2,4341.0
2012,NUTS,2010,ITG1,2,4180.0
2013,NUTS,2010,ITG1,2,4203.0
2014,NUTS,2010,ITG1,2,4142.0
2015,NUTS,2010,ITG1,2,4148.0
2016,NUTS,2010,ITG1,2,3992.0
2017,NUTS,2010,ITG1,2,3779.0
2018,NUTS,2010,ITG1,2,3739.0
2019,NUTS,2010,ITG1,2,3742.0
2011,NUTS,2010,ITG2,2,2077.0
2012,NUTS,2010,ITG2,2,2175.0
2013,NUTS,2010,ITG2,2,2260.0
2014,NUTS,2010,ITG2,2,2112.0
2015,NUTS,2010,ITG2,2,2276.0
2016,NUTS,2010,ITG2,2,1734.0
2017,NUTS,2010,ITG2,2,1749.0
2018,NUTS,2010,ITG2,2,1705.0
2019,NUTS,2010,ITG2,2,1803.0
2011,NUTS,2010,ITH,1,14048.0
2012,NUTS,2010,ITH,1,14935.0
2013,NUTS,2010,ITH,1,14844.0
2014,NUTS,2010,ITH,1,14427.0
2015,NUTS,2010,ITH,1,14580.0
2016,NUTS,2010,ITH,1,15561.0
2017,NUTS,2010,ITH,1,15892.0
2018,NUTS,2010,ITH,1,16488.0
2019,NUTS,2010,ITH,1,16782.0
2011,NUTS,2010,ITH1,2,193.0
2012,NUTS,2010,ITH1,2,201.0
2013,NUTS,2010,ITH1,2,239.0
2014,NUTS,2010,ITH1,2,79.0
2015,NUTS,2010,ITH1,2,212.0
2016,NUTS,2010,ITH1,2,314.0
2017,NUTS,2010,ITH1,2,329.0
2018,NUTS,2010,ITH1,2,360.0
2019,NUTS,2010,ITH1,2,378.0
2011,NUTS,2010,ITH2,2,626.0
2012,NUTS,2010,ITH2,2,668.0
2013,NUTS,2010,ITH2,2,740.0
2014,NUTS,2010,ITH2,2,785.0
2015,NUTS,2010,ITH2,2,790.0
2016,NUTS,2010,ITH2,2,906.0
2017,NUTS,2010,ITH2,2,912.0
2018,NUTS,2010,ITH2,2,964.0
2019,NUTS,2010,ITH2,2,987.0
2011,NUTS,2010,ITH3,2,4870.0
2012,NUTS,2010,ITH3,2,5374.0
2013,NUTS,2010,ITH3,2,5157.0
2014,NUTS,2010,ITH3,2,4983.0
2015,NUTS,2010,ITH3,2,5469.0
2016,NUTS,2010,ITH3,2,5909.0
2017,NUTS,2010,ITH3,2,6075.0
2018,NUTS,2010,ITH3,2,6484.0
2019,NUTS,2010,ITH3,2,6620.0
2011,NUTS,2010,ITH4,2,1650.0
2012,NUTS,2010,ITH4,2,1710.0
2013,NUTS,2010,ITH4,2,1705.0
2014,NUTS,2010,ITH4,2,1638.0
2015,NUTS,2010,ITH4,2,1656.0
2016,NUTS,2010,ITH4,2,1588.0
2017,NUTS,2010,ITH4,2,1689.0
2018,NUTS,2010,ITH4,2,1710.0
2019,NUTS,2010,ITH4,2,1683.0
2011,NUTS,2010,ITH5,2,6709.0
2012,NUTS,2010,ITH5,2,6982.0
2013,NUTS,2010,ITH5,2,7003.0
2014,NUTS,2010,ITH5,2,6942.0
2015,NUTS,2010,ITH5,2,6453.0
2016,NUTS,2010,ITH5,2,6844.0
2017,NUTS,2010,ITH5,2,6887.0
2018,NUTS,2010,ITH5,2,6970.0
2019,NUTS,2010,ITH5,2,7114.0
2011,NUTS,2010,ITI,1,17048.0
2012,NUTS,2010,ITI,1,17678.0
2013,NUTS,2010,ITI,1,18111.0
2014,NUTS,2010,ITI,1,16951.0
2015,NUTS,2010,ITI,1,17495.0
2016,NUTS,2010,ITI,1,17008.0
2017,NUTS,2010,ITI,1,17134.0
2018,NUTS,2010,ITI,1,17011.0
2019,NUTS,2010,ITI,1,17632.0
2011,NUTS,2010,ITI1,2,6168.0
2012,NUTS,2010,ITI1,2,6448.0
2013,NUTS,2010,ITI1,2,6402.0
2014,NUTS,2010,ITI1,2,5780.0
2015,NUTS,2010,ITI1,2,5953.0
2016,NUTS,2010,ITI1,2,5773.0
2017,NUTS,2010,ITI1,2,6015.0
2018,NUTS,2010,ITI1,2,6217.0
2019,NUTS,2010,ITI1,2,6211.0
2011,NUTS,2010,ITI2,2,1596.0
2012,NUTS,2010,ITI2,2,1587.0
2013,NUTS,2010,ITI2,2,1522.0
2014,NUTS,2010,ITI2,2,1527.0
2015,NUTS,2010,ITI2,2,1611.0
2016,NUTS,2010,ITI2,2,1465.0
2017,NUTS,2010,ITI2,2,1404.0
2018,NUTS,2010,ITI2,2,1464.0
2019,NUTS,2010,ITI2,2,1443.0
2011,NUTS,2010,ITI3,2,1645.0
2012,NUTS,2010,ITI3,2,1682.0
2013,NUTS,2010,ITI3,2,1790.0
2014,NUTS,2010,ITI3,2,1704.0
2015,NUTS,2010,ITI3,2,1799.0
2016,NUTS,2010,ITI3,2,1731.0
2017,NUTS,2010,ITI3,2,1868.0
2018,NUTS,2010,ITI3,2,1668.0
2019,NUTS,2010,ITI3,2,1872.0
2011,NUTS,2010,ITI4,2,7639.0
2012,NUTS,2010,ITI4,2,7961.0
2013,NUTS,2010,ITI4,2,8397.0
2014,NUTS,2010,ITI4,2,7940.0
2015,NUTS,2010,ITI4,2,8132.0
2016,NUTS,2010,ITI4,2,8039.0
2017,NUTS,2010,ITI4,2,7847.0
2018,NUTS,2010,ITI4,2,7662.0
2019,NUTS,2010,ITI4,2,8106.0
2011,NUTS,2010,JP,0,117380.0
2012,NUTS,2010,JP,0,120644.0
2013,NUTS,2010,JP,0,124322.0
2014,NUTS,2010,JP,0,127709.0
2015,NUTS,2010,JP,0,129827.0
2016,NUTS,2010,JP,0,133047.0
2017,NUTS,2010,JP,0,135907.0
2018,NUTS,2010,JP,0,139060.0
2019,NUTS,2010,JP,0,142122.0
2011,NUTS,2010,KR,0,63418.0
2012,NUTS,2010,KR,0,63904.0
2013,NUTS,2010,KR,0,62060.0
2014,NUTS,2010,KR,0,65005.0
2015,NUTS,2010,KR,0,63359.0
2016,NUTS,2010,KR,0,65624.0
2017,NUTS,2010,KR,0,67102.0
2018,NUTS,2010,KR,0,70302.0
2019,NUTS,2010,KR,0,73050.0
2011,NUTS,2010,LT,0,9531.0
2012,NUTS,2010,LT,0,9663.0
2013,NUTS,2010,LT,0,9491.0
2014,NUTS,2010,LT,0,9218.0
2015,NUTS,2010,LT,0,8603.0
2016,NUTS,2010,LT,0,8329.0
2017,NUTS,2010,LT,0,8029.0
2018,NUTS,2010,LT,0,8082.0
2019,NUTS,2010,LT,0,7811.0
2015,NUTS,2010,LT01,2,3937.0
2016,NUTS,2010,LT01,2,3743.0
2017,NUTS,2010,LT01,2,3514.0
2018,NUTS,2010,LT01,2,3487.0
2019,NUTS,2010,LT01,2,3208.0
2015,NUTS,2010,LT02,2,4666.0
2016,NUTS,2010,LT02,2,4586.0
2017,NUTS,2010,LT02,2,4515.0
2018,NUTS,2010,LT02,2,4595.0
2019,NUTS,2010,LT02,2,4603.0
2011,NUTS,2010,LU,0,267.0
2012,NUTS,2010,LU,0,305.0
2013,NUTS,2010,LU,0,368.0
2014,NUTS,2010,LU,0,532.0
2015,NUTS,2010,LU,0,577.0
2017,NUTS,2010,LU,0,594.0
2019,NUTS,2010,LU,0,686.0
2011,NUTS,2010,LV,0,3651.0
2012,NUTS,2010,LV,0,4222.0
2013,NUTS,2010,LV,0,3868.0
2014,NUTS,2010,LV,0,3955.0
2015,NUTS,2010,LV,0,4251.0
2016,NUTS,2010,LV,0,4357.0
2017,NUTS,2010,LV,0,4537.0
2018,NUTS,2010,LV,0,4658.0
2019,NUTS,2010,LV,0,4957.0
2011,NUTS,2010,ME,0,672.0
2013,NUTS,2010,ME,0,687.0
2014,NUTS,2010,ME,0,723.0
2015,NUTS,2010,ME,0,599.0
2017,NUTS,2010,ME,0,633.0
2018,NUTS,2010,ME,0,653.0
2019,NUTS,2010,ME,0,599.0
2011,NUTS,2010,MK,0,878.0
2012,NUTS,2010,MK,0,966.0
2015,NUTS,2010,MK,0,1634.0
2016,NUTS,2010,MK,0,1601.0
2017,NUTS,2010,MK,0,1484.0
2018,NUTS,2010,MK,0,1554.0
2019,NUTS,2010,MK,0,1477.0
2011,NUTS,2010,MT,0,380.0
2012,NUTS,2010,MT,0,443.0
2013,NUTS,2010,MT,0,480.0
2014,NUTS,2010,MT,0,495.0
2015,NUTS,2010,MT,0,543.0
2016,NUTS,2010,MT,0,510.0
2017,NUTS,2010,MT,0,558.0
2018,NUTS,2010,MT,0,595.0
2019,NUTS,2010,MT,0,621.0
2011,NUTS,2010,NL,0,17061.0
2012,NUTS,2010,NL,0,17099.0
2013,NUTS,2010,NL,0,17451.0
2014,NUTS,2010,NL,0,18045.0
2015,NUTS,2010,NL,0,18335.0
2016,NUTS,2010,NL,0,18299.0
2017,NUTS,2010,NL,0,18995.0
2018,NUTS,2010,NL,0,19480.0
2019,NUTS,2010,NL,0,20542.0
2011,NUTS,2010,NL3,1,9745.0
2012,NUTS,2010,NL3,1,9819.0
2011,NUTS,2010,NO,0,14805.0
2012,NUTS,2010,NO,0,14938.0
2013,NUTS,2010,NO,0,15992.0
2014,NUTS,2010,NO,0,16601.0
2015,NUTS,2010,NO,0,17562.0
2016,NUTS,2010,NO,0,18540.0
2017,NUTS,2010,NO,0,19512.0
2018,NUTS,2010,NO,0,20090.0
2019,NUTS,2010,NO,0,20780.0
2011,NUTS,2010,NO0,1,14805.0
2012,NUTS,2010,NO0,1,14938.0
2013,NUTS,2010,NO0,1,15992.0
2014,NUTS,2010,NO0,1,16601.0
2011,NUTS,2010,NO01,2,5844.0
2012,NUTS,2010,NO01,2,5818.0
2013,NUTS,2010,NO01,2,6062.0
2014,NUTS,2010,NO01,2,6530.0
2011,NUTS,2010,NO02,2,372.0
2012,NUTS,2010,NO02,2,333.0
2013,NUTS,2010,NO02,2,384.0
2014,NUTS,2010,NO02,2,412.0
2011,NUTS,2010,NO03,2,669.0
2012,NUTS,2010,NO03,2,684.0
2013,NUTS,2010,NO03,2,700.0
2014,NUTS,2010,NO03,2,731.0
2011,NUTS,2010,NO04,2,952.0
2012,NUTS,2010,NO04,2,1017.0
2013,NUTS,2010,NO04,2,1054.0
2014,NUTS,2010,NO04,2,1121.0
2011,NUTS,2010,NO05,2,2671.0
2012,NUTS,2010,NO05,2,2808.0
2013,NUTS,2010,NO05,2,2915.0
2014,NUTS,2010,NO05,2,3141.0
2011,NUTS,2010,NO06,2,2525.0
2012,NUTS,2010,NO06,2,2427.0
2013,NUTS,2010,NO06,2,2982.0
2014,NUTS,2010,NO06,2,2689.0
2011,NUTS,2010,NO07,2,1772.0
2012,NUTS,2010,NO07,2,1851.0
2013,NUTS,2010,NO07,2,1895.0
2014,NUTS,2010,NO07,2,1977.0
2011,NUTS,2010,PL,0,36191.0
2012,NUTS,2010,PL,0,36299.0
2013,NUTS,2010,PL,0,36580.0
2014,NUTS,2010,PL,0,37723.0
2015,NUTS,2010,PL,0,38010.0
2016,NUTS,2010,PL,0,43750.0
2017,NUTS,2010,PL,0,63357.0
2018,NUTS,2010,PL,0,68979.0
2019,NUTS,2010,PL,0,69339.0
2011,NUTS,2010,PL1,1,8219.0
2012,NUTS,2010,PL1,1,8743.0
2013,NUTS,2010,PL1,1,8412.0
2014,NUTS,2010,PL1,1,8620.0
2015,NUTS,2010,PL1,1,8716.0
2011,NUTS,2010,PL11,2,2693.0
2012,NUTS,2010,PL11,2,3162.0
2013,NUTS,2010,PL11,2,2678.0
2014,NUTS,2010,PL11,2,2734.0
2015,NUTS,2010,PL11,2,2735.0
2011,NUTS,2010,PL12,2,5526.0
2012,NUTS,2010,PL12,2,5581.0
2013,NUTS,2010,PL12,2,5734.0
2014,NUTS,2010,PL12,2,5886.0
2015,NUTS,2010,PL12,2,5981.0
2011,NUTS,2010,PL2,1,7792.0
2012,NUTS,2010,PL2,1,7850.0
2013,NUTS,2010,PL2,1,7720.0
2014,NUTS,2010,PL2,1,8017.0
2015,NUTS,2010,PL2,1,8027.0
2016,NUTS,2010,PL2,1,9035.0
2017,NUTS,2010,PL2,1,13254.0
2018,NUTS,2010,PL2,1,14437.0
2019,NUTS,2010,PL2,1,15650.0
2011,NUTS,2010,PL21,2,4337.0
2012,NUTS,2010,PL21,2,4401.0
2013,NUTS,2010,PL21,2,4295.0
2014,NUTS,2010,PL21,2,4652.0
2015,NUTS,2010,PL21,2,4706.0
2016,NUTS,2010,PL21,2,5414.0
2017,NUTS,2010,PL21,2,8722.0
2018,NUTS,2010,PL21,2,9188.0
2019,NUTS,2010,PL21,2,8923.0
2011,NUTS,2010,PL22,2,3455.0
2012,NUTS,2010,PL22,2,3449.0
2013,NUTS,2010,PL22,2,3425.0
2014,NUTS,2010,PL22,2,3365.0
2015,NUTS,2010,PL22,2,3321.0
2016,NUTS,2010,PL22,2,3621.0
2017,NUTS,2010,PL22,2,4532.0
2018,NUTS,2010,PL22,2,5249.0
2019,NUTS,2010,PL22,2,6727.0
2011,NUTS,2010,PL3,1,5266.0
2012,NUTS,2010,PL3,1,5195.0
2013,NUTS,2010,PL3,1,5606.0
2014,NUTS,2010,PL3,1,5773.0
2015,NUTS,2010,PL3,1,5780.0
2011,NUTS,2010,PL31,2,2576.0
2012,NUTS,2010,PL31,2,2998.0
2013,NUTS,2010,PL31,2,2850.0
2014,NUTS,2010,PL31,2,3007.0
2015,NUTS,2010,PL31,2,2954.0
2012,NUTS,2010,PL32,2,988.0
2013,NUTS,2010,PL32,2,1073.0
2014,NUTS,2010,PL32,2,1103.0
2015,NUTS,2010,PL32,2,1106.0
2012,NUTS,2010,PL33,2,103.0
2013,NUTS,2010,PL33,2,504.0
2014,NUTS,2010,PL33,2,503.0
2015,NUTS,2010,PL33,2,509.0
2011,NUTS,2010,PL34,2,1141.0
2012,NUTS,2010,PL34,2,1106.0
2013,NUTS,2010,PL34,2,1179.0
2014,NUTS,2010,PL34,2,1160.0
2015,NUTS,2010,PL34,2,1211.0
2011,NUTS,2010,PL4,1,6806.0
2012,NUTS,2010,PL4,1,6332.0
2013,NUTS,2010,PL4,1,6454.0
2014,NUTS,2010,PL4,1,6707.0
2015,NUTS,2010,PL4,1,6570.0
2016,NUTS,2010,PL4,1,6967.0
2017,NUTS,2010,PL4,1,8991.0
2018,NUTS,2010,PL4,1,10088.0
2011,NUTS,2010,PL41,2,4968.0
2012,NUTS,2010,PL41,2,4420.0
2013,NUTS,2010,PL41,2,4587.0
2014,NUTS,2010,PL41,2,4737.0
2015,NUTS,2010,PL41,2,4638.0
2016,NUTS,2010,PL41,2,5056.0
2017,NUTS,2010,PL41,2,6136.0
2018,NUTS,2010,PL41,2,7270.0
2019,NUTS,2010,PL41,2,5733.0
