year,region_type,region_year_spec,region_id,region_level,cord_count
2013,NUTS,2013,FI1B,2,8
2013,NUTS,2013,FI1B1,3,8
2013,NUTS,2013,FI1C,2,18
2013,NUTS,2013,FI1C1,3,18
2013,NUTS,2013,FI1D,2,3
2013,NUTS,2013,FI1D2,3,1
2013,NUTS,2013,FI1D6,3,2
2013,NUTS,2013,FR,0,130
2013,NUTS,2013,FR1,1,45
2013,NUTS,2013,FR10,2,45
2013,NUTS,2013,FR101,3,17
2013,NUTS,2013,FR104,3,19
2013,NUTS,2013,FR105,3,2
2013,NUTS,2013,FR107,3,7
2013,NUTS,2013,FR2,1,10
2013,NUTS,2013,FR21,2,1
2013,NUTS,2013,FR213,3,1
2013,NUTS,2013,FR22,2,4
2013,NUTS,2013,FR222,3,1
2013,NUTS,2013,FR223,3,3
2013,NUTS,2013,FR23,2,2
2013,NUTS,2013,FR232,3,2
2013,NUTS,2013,FR24,2,3
2013,NUTS,2013,FR244,3,2
2013,NUTS,2013,FR246,3,1
2013,NUTS,2013,FR3,1,8
2013,NUTS,2013,FR30,2,8
2013,NUTS,2013,FR301,3,8
2013,NUTS,2013,FR4,1,14
2013,NUTS,2013,FR41,2,1
2013,NUTS,2013,FR411,3,1
2013,NUTS,2013,FR42,2,11
2013,NUTS,2013,FR421,3,11
2013,NUTS,2013,FR43,2,2
2013,NUTS,2013,FR431,3,2
2013,NUTS,2013,FR5,1,8
2013,NUTS,2013,FR51,2,3
2013,NUTS,2013,FR511,3,1
2013,NUTS,2013,FR512,3,2
2013,NUTS,2013,FR52,2,5
2013,NUTS,2013,FR522,3,2
2013,NUTS,2013,FR523,3,3
2013,NUTS,2013,FR6,1,2
2013,NUTS,2013,FR61,2,1
2013,NUTS,2013,FR612,3,1
2013,NUTS,2013,FR63,2,1
2013,NUTS,2013,FR633,3,1
2013,NUTS,2013,FR7,1,16
2013,NUTS,2013,FR71,2,16
2013,NUTS,2013,FR714,3,8
2013,NUTS,2013,FR715,3,1
2013,NUTS,2013,FR716,3,7
2013,NUTS,2013,FR8,1,25
2013,NUTS,2013,FR81,2,4
2013,NUTS,2013,FR812,3,1
2013,NUTS,2013,FR813,3,3
2013,NUTS,2013,FR82,2,21
2013,NUTS,2013,FR823,3,3
2013,NUTS,2013,FR824,3,18
2013,NUTS,2013,FRA,1,2
2013,NUTS,2013,FRA1,2,1
2013,NUTS,2013,FRA10,3,1
2013,NUTS,2013,FRA4,2,1
2013,NUTS,2013,FRA40,3,1
2013,NUTS,2013,HR,0,6
2013,NUTS,2013,HR0,1,6
2013,NUTS,2013,HR03,2,1
2013,NUTS,2013,HR031,3,1
2013,NUTS,2013,HR04,2,5
2013,NUTS,2013,HR041,3,4
2013,NUTS,2013,HR04B,3,1
2013,NUTS,2013,HU,0,9
2013,NUTS,2013,HU1,1,4
2013,NUTS,2013,HU10,2,4
2013,NUTS,2013,HU101,3,3
2013,NUTS,2013,HU102,3,1
2013,NUTS,2013,HU2,1,2
2013,NUTS,2013,HU23,2,2
2013,NUTS,2013,HU231,3,2
2013,NUTS,2013,HU3,1,3
2013,NUTS,2013,HU32,2,3
2013,NUTS,2013,HU321,3,3
2013,NUTS,2013,IE,0,24
2013,NUTS,2013,IE0,1,24
2013,NUTS,2013,IE01,2,3
2013,NUTS,2013,IE013,3,3
2013,NUTS,2013,IE02,2,21
2013,NUTS,2013,IE021,3,11
2013,NUTS,2013,IE022,3,1
2013,NUTS,2013,IE023,3,1
2013,NUTS,2013,IE025,3,8
2013,NUTS,2013,IT,0,163
2013,NUTS,2013,ITC,1,63
2013,NUTS,2013,ITC1,2,12
2013,NUTS,2013,ITC11,3,12
2013,NUTS,2013,ITC3,2,4
2013,NUTS,2013,ITC33,3,4
2013,NUTS,2013,ITC4,2,47
2013,NUTS,2013,ITC41,3,3
2013,NUTS,2013,ITC47,3,2
2013,NUTS,2013,ITC48,3,5
2013,NUTS,2013,ITC49,3,1
2013,NUTS,2013,ITC4C,3,36
2013,NUTS,2013,ITF,1,25
2013,NUTS,2013,ITF1,2,1
2013,NUTS,2013,ITF12,3,1
2013,NUTS,2013,ITF2,2,3
2013,NUTS,2013,ITF21,3,1
2013,NUTS,2013,ITF22,3,2
2013,NUTS,2013,ITF3,2,14
2013,NUTS,2013,ITF32,3,1
2013,NUTS,2013,ITF33,3,12
2013,NUTS,2013,ITF35,3,1
2013,NUTS,2013,ITF4,2,7
2013,NUTS,2013,ITF47,3,7
2013,NUTS,2013,ITG,1,12
2013,NUTS,2013,ITG1,2,4
2013,NUTS,2013,ITG13,3,1
2013,NUTS,2013,ITG17,3,3
2013,NUTS,2013,ITG2,2,8
2013,NUTS,2013,ITG25,3,2
2013,NUTS,2013,ITG27,3,6
2013,NUTS,2013,ITH,1,28
2013,NUTS,2013,ITH2,2,1
2013,NUTS,2013,ITH20,3,1
2013,NUTS,2013,ITH3,2,9
2013,NUTS,2013,ITH31,3,4
2013,NUTS,2013,ITH36,3,5
2013,NUTS,2013,ITH4,2,2
2013,NUTS,2013,ITH42,3,2
2013,NUTS,2013,ITH5,2,16
2013,NUTS,2013,ITH54,3,2
2013,NUTS,2013,ITH55,3,11
2013,NUTS,2013,ITH56,3,3
2013,NUTS,2013,ITI,1,35
2013,NUTS,2013,ITI1,2,7
2013,NUTS,2013,ITI14,3,4
2013,NUTS,2013,ITI17,3,1
2013,NUTS,2013,ITI19,3,2
2013,NUTS,2013,ITI2,2,1
2013,NUTS,2013,ITI21,3,1
2013,NUTS,2013,ITI3,2,1
2013,NUTS,2013,ITI31,3,1
2013,NUTS,2013,ITI4,2,26
2013,NUTS,2013,ITI43,3,26
2013,NUTS,2013,LU,0,3
2013,NUTS,2013,LU0,1,3
2013,NUTS,2013,LU00,2,3
2013,NUTS,2013,LU000,3,3
2013,NUTS,2013,NL,0,205
2013,NUTS,2013,NL1,1,6
2013,NUTS,2013,NL11,2,6
2013,NUTS,2013,NL113,3,6
2013,NUTS,2013,NL2,1,49
2013,NUTS,2013,NL21,2,1
2013,NUTS,2013,NL213,3,1
2013,NUTS,2013,NL22,2,48
2013,NUTS,2013,NL221,3,1
2013,NUTS,2013,NL226,3,47
2013,NUTS,2013,NL3,1,133
2013,NUTS,2013,NL31,2,44
2013,NUTS,2013,NL310,3,44
2013,NUTS,2013,NL32,2,23
2013,NUTS,2013,NL326,3,23
2013,NUTS,2013,NL33,2,66
2013,NUTS,2013,NL333,3,6
2013,NUTS,2013,NL337,3,16
2013,NUTS,2013,NL339,3,44
2013,NUTS,2013,NL4,1,17
2013,NUTS,2013,NL41,2,2
2013,NUTS,2013,NL412,3,1
2013,NUTS,2013,NL414,3,1
2013,NUTS,2013,NL42,2,15
2013,NUTS,2013,NL423,3,15
2013,NUTS,2013,NO,0,25
2013,NUTS,2013,NO0,1,25
2013,NUTS,2013,NO01,2,17
2013,NUTS,2013,NO011,3,12
2013,NUTS,2013,NO012,3,5
2013,NUTS,2013,NO03,2,1
2013,NUTS,2013,NO033,3,1
2013,NUTS,2013,NO05,2,5
2013,NUTS,2013,NO051,3,5
2013,NUTS,2013,NO06,2,2
2013,NUTS,2013,NO061,3,2
2013,NUTS,2013,PL,0,39
2013,NUTS,2013,PL1,1,16
2013,NUTS,2013,PL11,2,3
2013,NUTS,2013,PL113,3,3
2013,NUTS,2013,PL12,2,13
2013,NUTS,2013,PL127,3,13
2013,NUTS,2013,PL2,1,7
2013,NUTS,2013,PL21,2,5
2013,NUTS,2013,PL213,3,5
2013,NUTS,2013,PL22,2,2
2013,NUTS,2013,PL229,3,1
2013,NUTS,2013,PL22A,3,1
2013,NUTS,2013,PL3,1,5
2013,NUTS,2013,PL31,2,2
2013,NUTS,2013,PL314,3,2
2013,NUTS,2013,PL34,2,3
2013,NUTS,2013,PL343,3,2
2013,NUTS,2013,PL344,3,1
2013,NUTS,2013,PL4,1,5
2013,NUTS,2013,PL41,2,1
2013,NUTS,2013,PL415,3,1
2013,NUTS,2013,PL42,2,4
2013,NUTS,2013,PL424,3,4
2013,NUTS,2013,PL5,1,1
2013,NUTS,2013,PL51,2,1
2013,NUTS,2013,PL514,3,1
2013,NUTS,2013,PL6,1,5
2013,NUTS,2013,PL61,2,1
2013,NUTS,2013,PL613,3,1
2013,NUTS,2013,PL63,2,4
2013,NUTS,2013,PL633,3,4
2013,NUTS,2013,PT,0,20
2013,NUTS,2013,PT1,1,20
2013,NUTS,2013,PT11,2,7
2013,NUTS,2013,PT11A,3,7
2013,NUTS,2013,PT16,2,3
2013,NUTS,2013,PT16D,3,1
2013,NUTS,2013,PT16E,3,1
2013,NUTS,2013,PT16G,3,1
2013,NUTS,2013,PT17,2,10
2013,NUTS,2013,PT170,3,10
2013,NUTS,2013,RO,0,3
2013,NUTS,2013,RO1,1,1
2013,NUTS,2013,RO11,2,1
2013,NUTS,2013,RO113,3,1
2013,NUTS,2013,RO3,1,2
2013,NUTS,2013,RO32,2,2
2013,NUTS,2013,RO321,3,2
2013,NUTS,2013,SE,0,72
2013,NUTS,2013,SE1,1,58
2013,NUTS,2013,SE11,2,30
2013,NUTS,2013,SE110,3,30
2013,NUTS,2013,SE12,2,28
2013,NUTS,2013,SE121,3,24
2013,NUTS,2013,SE123,3,2
2013,NUTS,2013,SE124,3,2
2013,NUTS,2013,SE2,1,13
2013,NUTS,2013,SE21,2,1
2013,NUTS,2013,SE213,3,1
2013,NUTS,2013,SE22,2,2
2013,NUTS,2013,SE224,3,2
2013,NUTS,2013,SE23,2,10
2013,NUTS,2013,SE232,3,10
2013,NUTS,2013,SE3,1,1
2013,NUTS,2013,SE33,2,1
2013,NUTS,2013,SE331,3,1
2013,NUTS,2013,SI,0,5
2013,NUTS,2013,SI0,1,5
2013,NUTS,2013,SI04,2,5
2013,NUTS,2013,SI041,3,5
2013,NUTS,2013,SK,0,3
2013,NUTS,2013,SK0,1,3
2013,NUTS,2013,SK01,2,3
2013,NUTS,2013,SK010,3,3
2013,NUTS,2013,TR,0,56
2013,NUTS,2013,TR1,1,18
2013,NUTS,2013,TR10,2,18
2013,NUTS,2013,TR100,3,18
2013,NUTS,2013,TR2,1,1
2013,NUTS,2013,TR21,2,1
2013,NUTS,2013,TR212,3,1
2013,NUTS,2013,TR3,1,4
2013,NUTS,2013,TR31,2,4
2013,NUTS,2013,TR310,3,4
2013,NUTS,2013,TR4,1,1
2013,NUTS,2013,TR42,2,1
2013,NUTS,2013,TR423,3,1
2013,NUTS,2013,TR5,1,18
2013,NUTS,2013,TR51,2,16
2013,NUTS,2013,TR510,3,16
2013,NUTS,2013,TR52,2,2
2013,NUTS,2013,TR521,3,2
2013,NUTS,2013,TR6,1,3
2013,NUTS,2013,TR61,2,2
2013,NUTS,2013,TR611,3,1
2013,NUTS,2013,TR613,3,1
2013,NUTS,2013,TR62,2,1
2013,NUTS,2013,TR622,3,1
2013,NUTS,2013,TR7,1,1
2013,NUTS,2013,TR72,2,1
2013,NUTS,2013,TR722,3,1
2013,NUTS,2013,TR8,1,3
2013,NUTS,2013,TR83,2,3
2013,NUTS,2013,TR831,3,3
2013,NUTS,2013,TR9,1,1
2013,NUTS,2013,TR90,2,1
2013,NUTS,2013,TR901,3,1
2013,NUTS,2013,TRA,1,2
2013,NUTS,2013,TRA1,2,1
2013,NUTS,2013,TRA12,3,1
2013,NUTS,2013,TRA2,2,1
2013,NUTS,2013,TRA22,3,1
2013,NUTS,2013,TRB,1,2
2013,NUTS,2013,TRB1,2,2
2013,NUTS,2013,TRB11,3,1
2013,NUTS,2013,TRB12,3,1
2013,NUTS,2013,TRC,1,2
2013,NUTS,2013,TRC1,2,1
2013,NUTS,2013,TRC11,3,1
2013,NUTS,2013,TRC2,2,1
2013,NUTS,2013,TRC22,3,1
2013,NUTS,2013,UK,0,496
2013,NUTS,2013,UKC,1,11
2013,NUTS,2013,UKC1,2,5
2013,NUTS,2013,UKC12,3,3
2013,NUTS,2013,UKC14,3,2
2013,NUTS,2013,UKC2,2,6
2013,NUTS,2013,UKC22,3,6
2013,NUTS,2013,UKD,1,27
2013,NUTS,2013,UKD3,2,9
2013,NUTS,2013,UKD33,3,8
2013,NUTS,2013,UKD34,3,1
2013,NUTS,2013,UKD7,2,18
2013,NUTS,2013,UKD72,3,18
2013,NUTS,2013,UKE,1,18
2013,NUTS,2013,UKE1,2,2
2013,NUTS,2013,UKE11,3,2
2013,NUTS,2013,UKE2,2,3
2013,NUTS,2013,UKE21,3,2
2013,NUTS,2013,UKE22,3,1
2013,NUTS,2013,UKE3,2,2
2013,NUTS,2013,UKE32,3,2
2013,NUTS,2013,UKE4,2,11
2013,NUTS,2013,UKE42,3,11
2013,NUTS,2013,UKF,1,14
2013,NUTS,2013,UKF1,2,7
2013,NUTS,2013,UKF14,3,7
2013,NUTS,2013,UKF2,2,6
2013,NUTS,2013,UKF21,3,5
2013,NUTS,2013,UKF22,3,1
2013,NUTS,2013,UKF3,2,1
2013,NUTS,2013,UKF30,3,1
2013,NUTS,2013,UKG,1,9
2013,NUTS,2013,UKG1,2,3
2013,NUTS,2013,UKG13,3,3
2013,NUTS,2013,UKG2,2,1
2013,NUTS,2013,UKG24,3,1
2013,NUTS,2013,UKG3,2,5
2013,NUTS,2013,UKG31,3,4
2013,NUTS,2013,UKG33,3,1
2013,NUTS,2013,UKH,1,69
2013,NUTS,2013,UKH1,2,50
2013,NUTS,2013,UKH12,3,42
2013,NUTS,2013,UKH15,3,4
2013,NUTS,2013,UKH17,3,4
2013,NUTS,2013,UKH2,2,17
2013,NUTS,2013,UKH23,3,17
2013,NUTS,2013,UKH3,2,2
2013,NUTS,2013,UKH31,3,2
2013,NUTS,2013,UKI,1,143
2013,NUTS,2013,UKI3,2,125
2013,NUTS,2013,UKI31,3,24
2013,NUTS,2013,UKI32,3,58
2013,NUTS,2013,UKI33,3,38
2013,NUTS,2013,UKI34,3,5
2013,NUTS,2013,UKI4,2,18
2013,NUTS,2013,UKI42,3,7
2013,NUTS,2013,UKI43,3,1
2013,NUTS,2013,UKI44,3,10
2013,NUTS,2013,UKJ,1,96
2013,NUTS,2013,UKJ1,2,55
2013,NUTS,2013,UKJ11,3,5
2013,NUTS,2013,UKJ13,3,1
2013,NUTS,2013,UKJ14,3,49
2013,NUTS,2013,UKJ2,2,24
2013,NUTS,2013,UKJ25,3,23
2013,NUTS,2013,UKJ27,3,1
2013,NUTS,2013,UKJ3,2,14
2013,NUTS,2013,UKJ31,3,1
2013,NUTS,2013,UKJ32,3,13
2013,NUTS,2013,UKJ4,2,3
2013,NUTS,2013,UKJ41,3,2
2013,NUTS,2013,UKJ44,3,1
2013,NUTS,2013,UKK,1,25
2013,NUTS,2013,UKK1,2,11
2013,NUTS,2013,UKK11,3,10
2013,NUTS,2013,UKK12,3,1
2013,NUTS,2013,UKK2,2,5
2013,NUTS,2013,UKK21,3,4
2013,NUTS,2013,UKK23,3,1
2013,NUTS,2013,UKK3,2,2
2013,NUTS,2013,UKK30,3,2
2013,NUTS,2013,UKK4,2,7
2013,NUTS,2013,UKK41,3,5
2013,NUTS,2013,UKK43,3,2
2013,NUTS,2013,UKL,1,11
2013,NUTS,2013,UKL1,2,1
2013,NUTS,2013,UKL18,3,1
2013,NUTS,2013,UKL2,2,10
2013,NUTS,2013,UKL22,3,10
2013,NUTS,2013,UKM,1,67
2013,NUTS,2013,UKM2,2,38
2013,NUTS,2013,UKM21,3,4
2013,NUTS,2013,UKM22,3,4
2013,NUTS,2013,UKM23,3,1
2013,NUTS,2013,UKM25,3,27
2013,NUTS,2013,UKM27,3,2
2013,NUTS,2013,UKM3,2,25
2013,NUTS,2013,UKM32,3,1
2013,NUTS,2013,UKM34,3,21
2013,NUTS,2013,UKM36,3,2
2013,NUTS,2013,UKM37,3,1
2013,NUTS,2013,UKM5,2,3
2013,NUTS,2013,UKM50,3,3
2013,NUTS,2013,UKM6,2,1
2013,NUTS,2013,UKM62,3,1
2013,NUTS,2013,UKN,1,6
2013,NUTS,2013,UKN0,2,6
2013,NUTS,2013,UKN01,3,5
2013,NUTS,2013,UKN02,3,1
2014,NUTS,2013,AT,0,75
2014,NUTS,2013,AT1,1,55
2014,NUTS,2013,AT12,2,2
2014,NUTS,2013,AT124,3,1
2014,NUTS,2013,AT126,3,1
2014,NUTS,2013,AT13,2,53
2014,NUTS,2013,AT130,3,53
2014,NUTS,2013,AT2,1,8
2014,NUTS,2013,AT22,2,8
2014,NUTS,2013,AT221,3,8
2014,NUTS,2013,AT3,1,12
2014,NUTS,2013,AT31,2,1
2014,NUTS,2013,AT312,3,1
2014,NUTS,2013,AT32,2,1
2014,NUTS,2013,AT323,3,1
2014,NUTS,2013,AT33,2,10
2014,NUTS,2013,AT332,3,10
2014,NUTS,2013,BE,0,85
2014,NUTS,2013,BE1,1,14
2014,NUTS,2013,BE10,2,14
2014,NUTS,2013,BE100,3,14
2014,NUTS,2013,BE2,1,61
2014,NUTS,2013,BE21,2,12
2014,NUTS,2013,BE211,3,7
2014,NUTS,2013,BE213,3,5
2014,NUTS,2013,BE22,2,1
2014,NUTS,2013,BE221,3,1
2014,NUTS,2013,BE23,2,33
2014,NUTS,2013,BE234,3,33
2014,NUTS,2013,BE24,2,14
2014,NUTS,2013,BE242,3,14
2014,NUTS,2013,BE25,2,1
2014,NUTS,2013,BE254,3,1
2014,NUTS,2013,BE3,1,10
2014,NUTS,2013,BE31,2,5
2014,NUTS,2013,BE310,3,5
2014,NUTS,2013,BE32,2,1
2014,NUTS,2013,BE323,3,1
2014,NUTS,2013,BE33,2,4
2014,NUTS,2013,BE332,3,4
2014,NUTS,2013,BG,0,2
2014,NUTS,2013,BG4,1,2
2014,NUTS,2013,BG41,2,2
2014,NUTS,2013,BG411,3,2
2014,NUTS,2013,CH,0,144
2014,NUTS,2013,CH0,1,144
2014,NUTS,2013,CH01,2,58
2014,NUTS,2013,CH011,3,22
2014,NUTS,2013,CH013,3,36
2014,NUTS,2013,CH02,2,25
2014,NUTS,2013,CH021,3,24
2014,NUTS,2013,CH022,3,1
2014,NUTS,2013,CH03,2,21
2014,NUTS,2013,CH031,3,20
2014,NUTS,2013,CH033,3,1
2014,NUTS,2013,CH04,2,36
2014,NUTS,2013,CH040,3,36
2014,NUTS,2013,CH05,2,4
2014,NUTS,2013,CH055,3,4
2014,NUTS,2013,CY,0,6
2014,NUTS,2013,CY0,1,6
2014,NUTS,2013,CY00,2,6
2014,NUTS,2013,CY000,3,6
2014,NUTS,2013,CZ,0,26
2014,NUTS,2013,CZ0,1,26
2014,NUTS,2013,CZ01,2,16
2014,NUTS,2013,CZ010,3,16
2014,NUTS,2013,CZ02,2,1
2014,NUTS,2013,CZ020,3,1
2014,NUTS,2013,CZ06,2,8
2014,NUTS,2013,CZ064,3,8
2014,NUTS,2013,CZ08,2,1
2014,NUTS,2013,CZ080,3,1
2014,NUTS,2013,DE,0,371
2014,NUTS,2013,DE1,1,39
2014,NUTS,2013,DE11,2,1
2014,NUTS,2013,DE111,3,1
2014,NUTS,2013,DE12,2,11
2014,NUTS,2013,DE125,3,10
2014,NUTS,2013,DE126,3,1
2014,NUTS,2013,DE13,2,13
2014,NUTS,2013,DE131,3,13
2014,NUTS,2013,DE14,2,14
2014,NUTS,2013,DE142,3,8
2014,NUTS,2013,DE144,3,6
2014,NUTS,2013,DE2,1,62
2014,NUTS,2013,DE21,2,43
2014,NUTS,2013,DE212,3,43
2014,NUTS,2013,DE23,2,7
2014,NUTS,2013,DE232,3,7
2014,NUTS,2013,DE25,2,6
2014,NUTS,2013,DE252,3,6
2014,NUTS,2013,DE26,2,5
2014,NUTS,2013,DE263,3,5
2014,NUTS,2013,DE27,2,1
2014,NUTS,2013,DE276,3,1
2014,NUTS,2013,DE3,1,55
2014,NUTS,2013,DE30,2,55
2014,NUTS,2013,DE300,3,55
2014,NUTS,2013,DE4,1,2
2014,NUTS,2013,DE40,2,2
2014,NUTS,2013,DE404,3,2
2014,NUTS,2013,DE6,1,15
2014,NUTS,2013,DE60,2,15
2014,NUTS,2013,DE600,3,15
2014,NUTS,2013,DE7,1,41
2014,NUTS,2013,DE71,2,19
2014,NUTS,2013,DE712,3,13
2014,NUTS,2013,DE718,3,5
2014,NUTS,2013,DE71C,3,1
2014,NUTS,2013,DE72,2,18
2014,NUTS,2013,DE721,3,10
2014,NUTS,2013,DE724,3,8
2014,NUTS,2013,DE73,2,4
2014,NUTS,2013,DE731,3,4
2014,NUTS,2013,DE8,1,7
2014,NUTS,2013,DE80,2,7
2014,NUTS,2013,DE803,3,3
2014,NUTS,2013,DE80N,3,4
2014,NUTS,2013,DE9,1,36
2014,NUTS,2013,DE91,2,15
2014,NUTS,2013,DE911,3,1
2014,NUTS,2013,DE915,3,14
2014,NUTS,2013,DE92,2,21
2014,NUTS,2013,DE929,3,21
2014,NUTS,2013,DEA,1,73
2014,NUTS,2013,DEA1,2,9
2014,NUTS,2013,DEA13,3,9
2014,NUTS,2013,DEA2,2,53
2014,NUTS,2013,DEA22,3,38
2014,NUTS,2013,DEA23,3,5
2014,NUTS,2013,DEA2D,3,10
2014,NUTS,2013,DEA3,2,4
2014,NUTS,2013,DEA33,3,4
2014,NUTS,2013,DEA5,2,7
2014,NUTS,2013,DEA51,3,3
2014,NUTS,2013,DEA56,3,4
2014,NUTS,2013,DEC,1,5
2014,NUTS,2013,DEC0,2,5
2014,NUTS,2013,DEC01,3,5
2014,NUTS,2013,DED,1,17
2014,NUTS,2013,DED4,2,12
2014,NUTS,2013,DED41,3,12
2014,NUTS,2013,DED5,2,5
2014,NUTS,2013,DED51,3,5
2014,NUTS,2013,DEE,1,11
2014,NUTS,2013,DEE0,2,11
2014,NUTS,2013,DEE02,3,4
2014,NUTS,2013,DEE03,3,7
2014,NUTS,2013,DEF,1,8
2014,NUTS,2013,DEF0,2,8
2014,NUTS,2013,DEF03,3,8
2014,NUTS,2013,DK,0,73
2014,NUTS,2013,DK0,1,73
2014,NUTS,2013,DK01,2,49
2014,NUTS,2013,DK011,3,39
2014,NUTS,2013,DK012,3,10
2014,NUTS,2013,DK03,2,5
2014,NUTS,2013,DK031,3,5
2014,NUTS,2013,DK04,2,18
2014,NUTS,2013,DK042,3,18
2014,NUTS,2013,DK05,2,1
2014,NUTS,2013,DK050,3,1
2014,NUTS,2013,EE,0,6
2014,NUTS,2013,EE0,1,6
2014,NUTS,2013,EE00,2,6
2014,NUTS,2013,EE001,3,2
2014,NUTS,2013,EE008,3,4
2014,NUTS,2013,EL,0,40
2014,NUTS,2013,EL3,1,23
2014,NUTS,2013,EL30,2,23
2014,NUTS,2013,EL301,3,1
2014,NUTS,2013,EL302,3,1
2014,NUTS,2013,EL303,3,20
2014,NUTS,2013,EL304,3,1
2014,NUTS,2013,EL4,1,5
2014,NUTS,2013,EL41,2,2
2014,NUTS,2013,EL411,3,2
2014,NUTS,2013,EL43,2,3
2014,NUTS,2013,EL433,3,3
2014,NUTS,2013,EL5,1,10
2014,NUTS,2013,EL51,2,1
2014,NUTS,2013,EL512,3,1
2014,NUTS,2013,EL52,2,6
2014,NUTS,2013,EL522,3,6
2014,NUTS,2013,EL54,2,3
2014,NUTS,2013,EL543,3,3
2014,NUTS,2013,EL6,1,2
2014,NUTS,2013,EL63,2,2
2014,NUTS,2013,EL632,3,2
2014,NUTS,2013,ES,0,164
2014,NUTS,2013,ES1,1,7
2014,NUTS,2013,ES11,2,4
2014,NUTS,2013,ES111,3,3
2014,NUTS,2013,ES114,3,1
2014,NUTS,2013,ES12,2,1
2014,NUTS,2013,ES120,3,1
2014,NUTS,2013,ES13,2,2
2014,NUTS,2013,ES130,3,2
2014,NUTS,2013,ES2,1,14
2014,NUTS,2013,ES21,2,7
2014,NUTS,2013,ES213,3,7
2014,NUTS,2013,ES22,2,3
2014,NUTS,2013,ES220,3,3
2014,NUTS,2013,ES24,2,4
2014,NUTS,2013,ES243,3,4
2014,NUTS,2013,ES3,1,59
2014,NUTS,2013,ES30,2,59
2014,NUTS,2013,ES300,3,59
2014,NUTS,2013,ES4,1,19
2014,NUTS,2013,ES41,2,16
2014,NUTS,2013,ES413,3,12
2014,NUTS,2013,ES415,3,2
2014,NUTS,2013,ES418,3,2
2014,NUTS,2013,ES42,2,1
2014,NUTS,2013,ES421,3,1
2014,NUTS,2013,ES43,2,2
2014,NUTS,2013,ES432,3,2
2014,NUTS,2013,ES5,1,59
2014,NUTS,2013,ES51,2,48
2014,NUTS,2013,ES511,3,48
2014,NUTS,2013,ES52,2,11
2014,NUTS,2013,ES521,3,3
2014,NUTS,2013,ES522,3,3
2014,NUTS,2013,ES523,3,5
2014,NUTS,2013,ES6,1,1
2014,NUTS,2013,ES62,2,1
2014,NUTS,2013,ES620,3,1
2014,NUTS,2013,ES7,1,5
2014,NUTS,2013,ES70,2,5
2014,NUTS,2013,ES705,3,2
2014,NUTS,2013,ES709,3,3
2014,NUTS,2013,FI,0,43
2014,NUTS,2013,FI1,1,43
2014,NUTS,2013,FI19,2,1
2014,NUTS,2013,FI193,3,1
2014,NUTS,2013,FI1B,2,11
2014,NUTS,2013,FI1B1,3,11
2014,NUTS,2013,FI1C,2,19
2014,NUTS,2013,FI1C1,3,19
2014,NUTS,2013,FI1D,2,12
2014,NUTS,2013,FI1D2,3,5
2014,NUTS,2013,FI1D6,3,7
2014,NUTS,2013,FR,0,171
2014,NUTS,2013,FR1,1,69
2014,NUTS,2013,FR10,2,69
2014,NUTS,2013,FR101,3,20
2014,NUTS,2013,FR103,3,5
2014,NUTS,2013,FR104,3,25
2014,NUTS,2013,FR105,3,1
2014,NUTS,2013,FR107,3,18
2014,NUTS,2013,FR2,1,10
2014,NUTS,2013,FR21,2,1
2014,NUTS,2013,FR213,3,1
2014,NUTS,2013,FR22,2,1
2014,NUTS,2013,FR223,3,1
2014,NUTS,2013,FR23,2,2
2014,NUTS,2013,FR232,3,2
2014,NUTS,2013,FR24,2,4
2014,NUTS,2013,FR244,3,4
2014,NUTS,2013,FR26,2,2
2014,NUTS,2013,FR261,3,2
2014,NUTS,2013,FR3,1,3
2014,NUTS,2013,FR30,2,3
2014,NUTS,2013,FR301,3,3
2014,NUTS,2013,FR4,1,18
2014,NUTS,2013,FR41,2,3
2014,NUTS,2013,FR411,3,3
2014,NUTS,2013,FR42,2,12
2014,NUTS,2013,FR421,3,12
2014,NUTS,2013,FR43,2,3
2014,NUTS,2013,FR431,3,3
2014,NUTS,2013,FR5,1,9
2014,NUTS,2013,FR51,2,2
2014,NUTS,2013,FR511,3,1
2014,NUTS,2013,FR512,3,1
2014,NUTS,2013,FR52,2,4
2014,NUTS,2013,FR522,3,1
2014,NUTS,2013,FR523,3,3
2014,NUTS,2013,FR53,2,3
2014,NUTS,2013,FR534,3,3
2014,NUTS,2013,FR6,1,11
2014,NUTS,2013,FR61,2,7
2014,NUTS,2013,FR612,3,7
2014,NUTS,2013,FR62,2,3
2014,NUTS,2013,FR623,3,3
2014,NUTS,2013,FR63,2,1
2014,NUTS,2013,FR633,3,1
2014,NUTS,2013,FR7,1,7
2014,NUTS,2013,FR71,2,7
2014,NUTS,2013,FR714,3,1
2014,NUTS,2013,FR715,3,2
2014,NUTS,2013,FR716,3,4
2014,NUTS,2013,FR8,1,42
2014,NUTS,2013,FR81,2,10
2014,NUTS,2013,FR813,3,10
2014,NUTS,2013,FR82,2,32
2014,NUTS,2013,FR824,3,32
2014,NUTS,2013,FRA,1,2
2014,NUTS,2013,FRA4,2,2
2014,NUTS,2013,FRA40,3,2
2014,NUTS,2013,HR,0,3
2014,NUTS,2013,HR0,1,3
2014,NUTS,2013,HR04,2,3
2014,NUTS,2013,HR041,3,3
2014,NUTS,2013,HU,0,27
2014,NUTS,2013,HU1,1,18
2014,NUTS,2013,HU10,2,18
2014,NUTS,2013,HU101,3,15
