year,region_type,region_year_spec,region_id,region_level,biorxiv_count
2015,NUTS,2013,NL31,2,6
2015,NUTS,2013,NL310,3,6
2015,NUTS,2013,NL32,2,25
2015,NUTS,2013,NL326,3,25
2015,NUTS,2013,NL33,2,13
2015,NUTS,2013,NL333,3,3
2015,NUTS,2013,NL337,3,5
2015,NUTS,2013,NL339,3,5
2015,NUTS,2013,NL4,1,2
2015,NUTS,2013,NL42,2,2
2015,NUTS,2013,NL423,3,2
2015,NUTS,2013,NO,0,20
2015,NUTS,2013,NO0,1,20
2015,NUTS,2013,NO01,2,16
2015,NUTS,2013,NO011,3,12
2015,NUTS,2013,NO012,3,4
2015,NUTS,2013,NO04,2,1
2015,NUTS,2013,NO043,3,1
2015,NUTS,2013,NO05,2,1
2015,NUTS,2013,NO051,3,1
2015,NUTS,2013,NO06,2,2
2015,NUTS,2013,NO061,3,2
2015,NUTS,2013,PL,0,3
2015,NUTS,2013,PL1,1,2
2015,NUTS,2013,PL12,2,2
2015,NUTS,2013,PL127,3,2
2015,NUTS,2013,PL2,1,1
2015,NUTS,2013,PL21,2,1
2015,NUTS,2013,PL213,3,1
2015,NUTS,2013,PT,0,11
2015,NUTS,2013,PT1,1,9
2015,NUTS,2013,PT11,2,2
2015,NUTS,2013,PT11A,3,2
2015,NUTS,2013,PT16,2,2
2015,NUTS,2013,PT16D,3,1
2015,NUTS,2013,PT16E,3,1
2015,NUTS,2013,PT17,2,5
2015,NUTS,2013,PT170,3,5
2015,NUTS,2013,PT2,1,2
2015,NUTS,2013,PT20,2,2
2015,NUTS,2013,PT200,3,2
2015,NUTS,2013,RO,0,3
2015,NUTS,2013,RO2,1,1
2015,NUTS,2013,RO21,2,1
2015,NUTS,2013,RO213,3,1
2015,NUTS,2013,RO3,1,2
2015,NUTS,2013,RO32,2,2
2015,NUTS,2013,RO321,3,1
2015,NUTS,2013,RO322,3,1
2015,NUTS,2013,SE,0,85
2015,NUTS,2013,SE1,1,68
2015,NUTS,2013,SE11,2,42
2015,NUTS,2013,SE110,3,42
2015,NUTS,2013,SE12,2,26
2015,NUTS,2013,SE121,3,20
2015,NUTS,2013,SE123,3,3
2015,NUTS,2013,SE124,3,3
2015,NUTS,2013,SE2,1,10
2015,NUTS,2013,SE21,2,1
2015,NUTS,2013,SE213,3,1
2015,NUTS,2013,SE22,2,4
2015,NUTS,2013,SE224,3,4
2015,NUTS,2013,SE23,2,5
2015,NUTS,2013,SE232,3,5
2015,NUTS,2013,SE3,1,7
2015,NUTS,2013,SE33,2,7
2015,NUTS,2013,SE331,3,7
2015,NUTS,2013,SI,0,5
2015,NUTS,2013,SI0,1,5
2015,NUTS,2013,SI04,2,5
2015,NUTS,2013,SI041,3,4
2015,NUTS,2013,SI043,3,1
2015,NUTS,2013,SK,0,1
2015,NUTS,2013,SK0,1,1
2015,NUTS,2013,SK01,2,1
2015,NUTS,2013,SK010,3,1
2015,NUTS,2013,TR,0,9
2015,NUTS,2013,TR1,1,3
2015,NUTS,2013,TR10,2,3
2015,NUTS,2013,TR100,3,3
2015,NUTS,2013,TR3,1,2
2015,NUTS,2013,TR31,2,2
2015,NUTS,2013,TR310,3,2
2015,NUTS,2013,TR5,1,2
2015,NUTS,2013,TR51,2,2
2015,NUTS,2013,TR510,3,2
2015,NUTS,2013,TR6,1,2
2015,NUTS,2013,TR62,2,2
2015,NUTS,2013,TR622,3,2
2015,NUTS,2013,UK,0,428
2015,NUTS,2013,UKD,1,16
2015,NUTS,2013,UKD3,2,12
2015,NUTS,2013,UKD33,3,12
2015,NUTS,2013,UKD4,2,1
2015,NUTS,2013,UKD45,3,1
2015,NUTS,2013,UKD7,2,3
2015,NUTS,2013,UKD72,3,3
2015,NUTS,2013,UKE,1,13
2015,NUTS,2013,UKE1,2,3
2015,NUTS,2013,UKE11,3,3
2015,NUTS,2013,UKE3,2,8
2015,NUTS,2013,UKE32,3,8
2015,NUTS,2013,UKE4,2,2
2015,NUTS,2013,UKE41,3,1
2015,NUTS,2013,UKE42,3,1
2015,NUTS,2013,UKF,1,10
2015,NUTS,2013,UKF1,2,5
2015,NUTS,2013,UKF14,3,5
2015,NUTS,2013,UKF2,2,4
2015,NUTS,2013,UKF21,3,4
2015,NUTS,2013,UKF3,2,1
2015,NUTS,2013,UKF30,3,1
2015,NUTS,2013,UKG,1,13
2015,NUTS,2013,UKG1,2,6
2015,NUTS,2013,UKG13,3,6
2015,NUTS,2013,UKG3,2,7
2015,NUTS,2013,UKG31,3,6
2015,NUTS,2013,UKG33,3,1
2015,NUTS,2013,UKH,1,129
2015,NUTS,2013,UKH1,2,125
2015,NUTS,2013,UKH12,3,111
2015,NUTS,2013,UKH17,3,14
2015,NUTS,2013,UKH2,2,3
2015,NUTS,2013,UKH23,3,3
2015,NUTS,2013,UKH3,2,1
2015,NUTS,2013,UKH34,3,1
2015,NUTS,2013,UKI,1,66
2015,NUTS,2013,UKI3,2,58
2015,NUTS,2013,UKI31,3,3
2015,NUTS,2013,UKI32,3,21
2015,NUTS,2013,UKI33,3,34
2015,NUTS,2013,UKI4,2,7
2015,NUTS,2013,UKI42,3,5
2015,NUTS,2013,UKI44,3,2
2015,NUTS,2013,UKI6,2,1
2015,NUTS,2013,UKI62,3,1
2015,NUTS,2013,UKJ,1,84
2015,NUTS,2013,UKJ1,2,67
2015,NUTS,2013,UKJ11,3,1
2015,NUTS,2013,UKJ14,3,66
2015,NUTS,2013,UKJ2,2,10
2015,NUTS,2013,UKJ22,3,7
2015,NUTS,2013,UKJ25,3,3
2015,NUTS,2013,UKJ3,2,7
2015,NUTS,2013,UKJ32,3,7
2015,NUTS,2013,UKK,1,21
2015,NUTS,2013,UKK1,2,7
2015,NUTS,2013,UKK11,3,5
2015,NUTS,2013,UKK12,3,2
2015,NUTS,2013,UKK2,2,1
2015,NUTS,2013,UKK21,3,1
2015,NUTS,2013,UKK4,2,13
2015,NUTS,2013,UKK41,3,2
2015,NUTS,2013,UKK42,3,1
2015,NUTS,2013,UKK43,3,10
2015,NUTS,2013,UKL,1,9
2015,NUTS,2013,UKL1,2,2
2015,NUTS,2013,UKL18,3,2
2015,NUTS,2013,UKL2,2,7
2015,NUTS,2013,UKL22,3,7
2015,NUTS,2013,UKM,1,65
2015,NUTS,2013,UKM2,2,51
2015,NUTS,2013,UKM21,3,2
2015,NUTS,2013,UKM22,3,5
2015,NUTS,2013,UKM23,3,1
2015,NUTS,2013,UKM25,3,43
2015,NUTS,2013,UKM3,2,11
2015,NUTS,2013,UKM34,3,11
2015,NUTS,2013,UKM5,2,3
2015,NUTS,2013,UKM50,3,3
2015,NUTS,2013,UKN,1,2
2015,NUTS,2013,UKN0,2,2
2015,NUTS,2013,UKN01,3,2
2016,NUTS,2016,AT,0,59
2016,NUTS,2016,AT1,1,37
2016,NUTS,2016,AT12,2,6
2016,NUTS,2016,AT126,3,6
2016,NUTS,2016,AT13,2,31
2016,NUTS,2016,AT130,3,31
2016,NUTS,2016,AT2,1,12
2016,NUTS,2016,AT21,2,1
2016,NUTS,2016,AT211,3,1
2016,NUTS,2016,AT22,2,11
2016,NUTS,2016,AT221,3,11
2016,NUTS,2016,AT3,1,10
2016,NUTS,2016,AT31,2,4
2016,NUTS,2016,AT312,3,4
2016,NUTS,2016,AT33,2,6
2016,NUTS,2016,AT332,3,6
2016,NUTS,2016,BE,0,53
2016,NUTS,2016,BE1,1,14
2016,NUTS,2016,BE10,2,14
2016,NUTS,2016,BE100,3,14
2016,NUTS,2016,BE2,1,23
2016,NUTS,2016,BE21,2,7
2016,NUTS,2016,BE211,3,2
2016,NUTS,2016,BE213,3,5
2016,NUTS,2016,BE23,2,14
2016,NUTS,2016,BE234,3,14
2016,NUTS,2016,BE24,2,2
2016,NUTS,2016,BE242,3,2
2016,NUTS,2016,BE3,1,16
2016,NUTS,2016,BE31,2,9
2016,NUTS,2016,BE310,3,9
2016,NUTS,2016,BE33,2,7
2016,NUTS,2016,BE332,3,7
2016,NUTS,2016,BG,0,10
2016,NUTS,2016,BG4,1,10
2016,NUTS,2016,BG41,2,10
2016,NUTS,2016,BG411,3,10
2016,NUTS,2016,CH,0,232
2016,NUTS,2016,CH0,1,232
2016,NUTS,2016,CH01,2,121
2016,NUTS,2016,CH011,3,59
2016,NUTS,2016,CH013,3,62
2016,NUTS,2016,CH02,2,15
2016,NUTS,2016,CH021,3,9
2016,NUTS,2016,CH022,3,4
2016,NUTS,2016,CH024,3,2
2016,NUTS,2016,CH03,2,16
2016,NUTS,2016,CH031,3,15
2016,NUTS,2016,CH033,3,1
2016,NUTS,2016,CH04,2,80
2016,NUTS,2016,CH040,3,80
2016,NUTS,2016,CY,0,4
2016,NUTS,2016,CY0,1,4
2016,NUTS,2016,CY00,2,4
2016,NUTS,2016,CY000,3,4
2016,NUTS,2016,CZ,0,41
2016,NUTS,2016,CZ0,1,41
2016,NUTS,2016,CZ01,2,18
2016,NUTS,2016,CZ010,3,18
2016,NUTS,2016,CZ02,2,3
2016,NUTS,2016,CZ020,3,3
2016,NUTS,2016,CZ05,2,5
2016,NUTS,2016,CZ052,3,5
2016,NUTS,2016,CZ06,2,12
2016,NUTS,2016,CZ064,3,12
2016,NUTS,2016,CZ08,2,3
2016,NUTS,2016,CZ080,3,3
2016,NUTS,2016,DE,0,559
2016,NUTS,2016,DE1,1,94
2016,NUTS,2016,DE11,2,4
2016,NUTS,2016,DE111,3,4
2016,NUTS,2016,DE12,2,42
2016,NUTS,2016,DE122,3,5
2016,NUTS,2016,DE125,3,37
2016,NUTS,2016,DE13,2,17
2016,NUTS,2016,DE131,3,12
2016,NUTS,2016,DE138,3,5
2016,NUTS,2016,DE14,2,31
2016,NUTS,2016,DE142,3,26
2016,NUTS,2016,DE144,3,5
2016,NUTS,2016,DE2,1,181
2016,NUTS,2016,DE21,2,161
2016,NUTS,2016,DE212,3,160
2016,NUTS,2016,DE21H,3,1
2016,NUTS,2016,DE23,2,6
2016,NUTS,2016,DE232,3,6
2016,NUTS,2016,DE24,2,1
2016,NUTS,2016,DE241,3,1
2016,NUTS,2016,DE25,2,2
2016,NUTS,2016,DE252,3,2
2016,NUTS,2016,DE26,2,10
2016,NUTS,2016,DE263,3,10
2016,NUTS,2016,DE27,2,1
2016,NUTS,2016,DE271,3,1
2016,NUTS,2016,DE3,1,75
2016,NUTS,2016,DE30,2,75
2016,NUTS,2016,DE300,3,75
2016,NUTS,2016,DE4,1,6
2016,NUTS,2016,DE40,2,6
2016,NUTS,2016,DE404,3,6
2016,NUTS,2016,DE5,1,3
2016,NUTS,2016,DE50,2,3
2016,NUTS,2016,DE501,3,3
2016,NUTS,2016,DE6,1,19
2016,NUTS,2016,DE60,2,19
2016,NUTS,2016,DE600,3,19
2016,NUTS,2016,DE7,1,22
2016,NUTS,2016,DE71,2,7
2016,NUTS,2016,DE712,3,7
2016,NUTS,2016,DE72,2,2
2016,NUTS,2016,DE721,3,1
2016,NUTS,2016,DE724,3,1
2016,NUTS,2016,DE73,2,13
2016,NUTS,2016,DE731,3,13
2016,NUTS,2016,DE8,1,3
2016,NUTS,2016,DE80,2,3
2016,NUTS,2016,DE803,3,1
2016,NUTS,2016,DE80N,3,2
2016,NUTS,2016,DE9,1,24
2016,NUTS,2016,DE91,2,17
2016,NUTS,2016,DE911,3,2
2016,NUTS,2016,DE91C,3,15
2016,NUTS,2016,DE92,2,4
2016,NUTS,2016,DE929,3,4
2016,NUTS,2016,DE94,2,3
2016,NUTS,2016,DE943,3,3
2016,NUTS,2016,DEA,1,67
2016,NUTS,2016,DEA1,2,4
2016,NUTS,2016,DEA13,3,4
2016,NUTS,2016,DEA2,2,46
2016,NUTS,2016,DEA22,3,13
2016,NUTS,2016,DEA23,3,20
2016,NUTS,2016,DEA26,3,1
2016,NUTS,2016,DEA2D,3,12
2016,NUTS,2016,DEA3,2,9
2016,NUTS,2016,DEA33,3,9
2016,NUTS,2016,DEA4,2,3
2016,NUTS,2016,DEA41,3,3
2016,NUTS,2016,DEA5,2,5
2016,NUTS,2016,DEA51,3,5
2016,NUTS,2016,DEB,1,2
2016,NUTS,2016,DEB3,2,2
2016,NUTS,2016,DEB32,3,1
2016,NUTS,2016,DEB33,3,1
2016,NUTS,2016,DEC,1,6
2016,NUTS,2016,DEC0,2,6
2016,NUTS,2016,DEC01,3,6
2016,NUTS,2016,DED,1,40
2016,NUTS,2016,DED4,2,34
2016,NUTS,2016,DED41,3,22
2016,NUTS,2016,DED43,3,12
2016,NUTS,2016,DED5,2,6
2016,NUTS,2016,DED51,3,6
2016,NUTS,2016,DEE,1,16
2016,NUTS,2016,DEE0,2,16
2016,NUTS,2016,DEE02,3,6
2016,NUTS,2016,DEE03,3,10
2016,NUTS,2016,DEF,1,1
2016,NUTS,2016,DEF0,2,1
2016,NUTS,2016,DEF03,3,1
2016,NUTS,2016,DK,0,96
2016,NUTS,2016,DK0,1,96
2016,NUTS,2016,DK01,2,52
2016,NUTS,2016,DK011,3,38
2016,NUTS,2016,DK012,3,14
2016,NUTS,2016,DK02,2,1
2016,NUTS,2016,DK021,3,1
2016,NUTS,2016,DK03,2,12
2016,NUTS,2016,DK031,3,11
2016,NUTS,2016,DK032,3,1
2016,NUTS,2016,DK04,2,30
2016,NUTS,2016,DK042,3,30
2016,NUTS,2016,DK05,2,1
2016,NUTS,2016,DK050,3,1
2016,NUTS,2016,EE,0,27
2016,NUTS,2016,EE0,1,27
2016,NUTS,2016,EE00,2,27
2016,NUTS,2016,EE001,3,3
2016,NUTS,2016,EE008,3,24
2016,NUTS,2016,EL,0,20
2016,NUTS,2016,EL3,1,9
2016,NUTS,2016,EL30,2,9
2016,NUTS,2016,EL303,3,9
2016,NUTS,2016,EL4,1,6
2016,NUTS,2016,EL41,2,1
2016,NUTS,2016,EL411,3,1
2016,NUTS,2016,EL43,2,5
2016,NUTS,2016,EL431,3,2
2016,NUTS,2016,EL433,3,3
2016,NUTS,2016,EL5,1,4
2016,NUTS,2016,EL51,2,2
2016,NUTS,2016,EL512,3,2
2016,NUTS,2016,EL52,2,2
2016,NUTS,2016,EL522,3,2
2016,NUTS,2016,EL6,1,1
2016,NUTS,2016,EL63,2,1
2016,NUTS,2016,EL632,3,1
2016,NUTS,2016,ES,0,150
2016,NUTS,2016,ES1,1,3
2016,NUTS,2016,ES11,2,3
2016,NUTS,2016,ES114,3,3
2016,NUTS,2016,ES2,1,3
2016,NUTS,2016,ES21,2,1
2016,NUTS,2016,ES213,3,1
2016,NUTS,2016,ES22,2,1
2016,NUTS,2016,ES220,3,1
2016,NUTS,2016,ES24,2,1
2016,NUTS,2016,ES243,3,1
2016,NUTS,2016,ES3,1,55
2016,NUTS,2016,ES30,2,55
2016,NUTS,2016,ES300,3,55
2016,NUTS,2016,ES4,1,12
2016,NUTS,2016,ES41,2,12
2016,NUTS,2016,ES413,3,12
2016,NUTS,2016,ES5,1,60
2016,NUTS,2016,ES51,2,47
2016,NUTS,2016,ES511,3,46
2016,NUTS,2016,ES512,3,1
2016,NUTS,2016,ES52,2,13
2016,NUTS,2016,ES521,3,1
2016,NUTS,2016,ES523,3,12
2016,NUTS,2016,ES6,1,15
2016,NUTS,2016,ES61,2,10
2016,NUTS,2016,ES614,3,1
2016,NUTS,2016,ES615,3,5
2016,NUTS,2016,ES617,3,1
2016,NUTS,2016,ES618,3,3
2016,NUTS,2016,ES62,2,5
2016,NUTS,2016,ES620,3,5
2016,NUTS,2016,ES7,1,2
2016,NUTS,2016,ES70,2,2
2016,NUTS,2016,ES709,3,2
2016,NUTS,2016,FI,0,112
2016,NUTS,2016,FI1,1,112
2016,NUTS,2016,FI19,2,2
2016,NUTS,2016,FI193,3,2
2016,NUTS,2016,FI1B,2,80
2016,NUTS,2016,FI1B1,3,80
2016,NUTS,2016,FI1C,2,14
2016,NUTS,2016,FI1C1,3,14
2016,NUTS,2016,FI1D,2,16
2016,NUTS,2016,FI1D2,3,6
2016,NUTS,2016,FI1D9,3,10
2016,NUTS,2016,FR,0,194
2016,NUTS,2016,FR1,1,109
2016,NUTS,2016,FR10,2,109
2016,NUTS,2016,FR101,3,68
2016,NUTS,2016,FR103,3,11
2016,NUTS,2016,FR104,3,30
2016,NUTS,2016,FRB,1,1
2016,NUTS,2016,FRB0,2,1
2016,NUTS,2016,FRB04,3,1
2016,NUTS,2016,FRC,1,2
2016,NUTS,2016,FRC1,2,2
2016,NUTS,2016,FRC11,3,2
2016,NUTS,2016,FRE,1,3
2016,NUTS,2016,FRE1,2,2
2016,NUTS,2016,FRE11,3,2
2016,NUTS,2016,FRE2,2,1
2016,NUTS,2016,FRE23,3,1
2016,NUTS,2016,FRF,1,8
2016,NUTS,2016,FRF1,2,6
2016,NUTS,2016,FRF11,3,6
2016,NUTS,2016,FRF3,2,2
2016,NUTS,2016,FRF31,3,2
2016,NUTS,2016,FRG,1,12
2016,NUTS,2016,FRG0,2,12
2016,NUTS,2016,FRG01,3,2
2016,NUTS,2016,FRG04,3,10
2016,NUTS,2016,FRH,1,8
2016,NUTS,2016,FRH0,2,8
2016,NUTS,2016,FRH03,3,8
2016,NUTS,2016,FRI,1,7
2016,NUTS,2016,FRI1,2,5
2016,NUTS,2016,FRI12,3,5
2016,NUTS,2016,FRI3,2,2
2016,NUTS,2016,FRI32,3,2
2016,NUTS,2016,FRJ,1,25
2016,NUTS,2016,FRJ1,2,17
2016,NUTS,2016,FRJ13,3,17
2016,NUTS,2016,FRJ2,2,8
2016,NUTS,2016,FRJ23,3,8
2016,NUTS,2016,FRK,1,8
2016,NUTS,2016,FRK2,2,8
2016,NUTS,2016,FRK24,3,2
2016,NUTS,2016,FRK26,3,6
2016,NUTS,2016,FRL,1,11
2016,NUTS,2016,FRL0,2,11
2016,NUTS,2016,FRL04,3,11
2016,NUTS,2016,HR,0,6
2016,NUTS,2016,HR0,1,6
2016,NUTS,2016,HR03,2,2
2016,NUTS,2016,HR035,3,2
2016,NUTS,2016,HR04,2,4
2016,NUTS,2016,HR041,3,4
2016,NUTS,2016,HU,0,17
2016,NUTS,2016,HU1,1,12
2016,NUTS,2016,HU11,2,12
2016,NUTS,2016,HU110,3,12
2016,NUTS,2016,HU3,1,5
2016,NUTS,2016,HU31,2,1
2016,NUTS,2016,HU311,3,1
2016,NUTS,2016,HU32,2,3
2016,NUTS,2016,HU321,3,3
2016,NUTS,2016,HU33,2,1
2016,NUTS,2016,HU333,3,1
2016,NUTS,2016,IE,0,35
2016,NUTS,2016,IE0,1,35
2016,NUTS,2016,IE04,2,7
2016,NUTS,2016,IE042,3,7
2016,NUTS,2016,IE05,2,9
2016,NUTS,2016,IE051,3,5
2016,NUTS,2016,IE053,3,4
2016,NUTS,2016,IE06,2,19
2016,NUTS,2016,IE061,3,18
2016,NUTS,2016,IE062,3,1
2016,NUTS,2016,IS,0,16
2016,NUTS,2016,IS0,1,16
2016,NUTS,2016,IS00,2,16
2016,NUTS,2016,IS001,3,16
2016,NUTS,2016,IT,0,161
2016,NUTS,2016,ITC,1,26
2016,NUTS,2016,ITC1,2,6
2016,NUTS,2016,ITC11,3,6
2016,NUTS,2016,ITC3,2,2
2016,NUTS,2016,ITC33,3,2
2016,NUTS,2016,ITC4,2,18
2016,NUTS,2016,ITC47,3,1
2016,NUTS,2016,ITC48,3,1
2016,NUTS,2016,ITC49,3,1
2016,NUTS,2016,ITC4C,3,15
2016,NUTS,2016,ITF,1,12
2016,NUTS,2016,ITF1,2,2
2016,NUTS,2016,ITF11,3,2
2016,NUTS,2016,ITF3,2,7
2016,NUTS,2016,ITF32,3,1
2016,NUTS,2016,ITF33,3,4
2016,NUTS,2016,ITF35,3,2
2016,NUTS,2016,ITF4,2,2
2016,NUTS,2016,ITF45,3,2
2016,NUTS,2016,ITF6,2,1
2016,NUTS,2016,ITF61,3,1
2016,NUTS,2016,ITG,1,5
2016,NUTS,2016,ITG1,2,1
2016,NUTS,2016,ITG17,3,1
2016,NUTS,2016,ITG2,2,4
2016,NUTS,2016,ITG25,3,1
2016,NUTS,2016,ITG27,3,3
2016,NUTS,2016,ITH,1,42
2016,NUTS,2016,ITH1,2,1
2016,NUTS,2016,ITH10,3,1
2016,NUTS,2016,ITH2,2,11
2016,NUTS,2016,ITH20,3,11
2016,NUTS,2016,ITH3,2,9
2016,NUTS,2016,ITH35,3,1
2016,NUTS,2016,ITH36,3,8
2016,NUTS,2016,ITH4,2,8
2016,NUTS,2016,ITH44,3,8
2016,NUTS,2016,ITH5,2,13
2016,NUTS,2016,ITH54,3,2
2016,NUTS,2016,ITH55,3,6
2016,NUTS,2016,ITH56,3,5
2016,NUTS,2016,ITI,1,76
2016,NUTS,2016,ITI1,2,61
2016,NUTS,2016,ITI14,3,54
2016,NUTS,2016,ITI17,3,7
2016,NUTS,2016,ITI2,2,3
2016,NUTS,2016,ITI21,3,3
2016,NUTS,2016,ITI3,2,1
2016,NUTS,2016,ITI33,3,1
2016,NUTS,2016,ITI4,2,11
2016,NUTS,2016,ITI43,3,11
2016,NUTS,2016,LT,0,3
2016,NUTS,2016,LT0,1,3
2016,NUTS,2016,LT01,2,3
2016,NUTS,2016,LT011,3,3
2016,NUTS,2016,LU,0,6
2016,NUTS,2016,LU0,1,6
2016,NUTS,2016,LU00,2,6
2016,NUTS,2016,LU000,3,6
2016,NUTS,2016,NL,0,236
2016,NUTS,2016,NL1,1,29
2016,NUTS,2016,NL11,2,29
2016,NUTS,2016,NL113,3,29
2016,NUTS,2016,NL2,1,56
2016,NUTS,2016,NL22,2,56
2016,NUTS,2016,NL221,3,20
2016,NUTS,2016,NL226,3,36
2016,NUTS,2016,NL3,1,138
2016,NUTS,2016,NL31,2,26
2016,NUTS,2016,NL310,3,26
2016,NUTS,2016,NL32,2,60
2016,NUTS,2016,NL329,3,60
2016,NUTS,2016,NL33,2,52
2016,NUTS,2016,NL332,3,1
2016,NUTS,2016,NL333,3,5
2016,NUTS,2016,NL337,3,30
2016,NUTS,2016,NL33C,3,16
2016,NUTS,2016,NL4,1,13
2016,NUTS,2016,NL41,2,2
2016,NUTS,2016,NL412,3,1
2016,NUTS,2016,NL414,3,1
2016,NUTS,2016,NL42,2,11
2016,NUTS,2016,NL423,3,11
2016,NUTS,2016,NO,0,65
2016,NUTS,2016,NO0,1,65
2016,NUTS,2016,NO01,2,47
2016,NUTS,2016,NO011,3,36
2016,NUTS,2016,NO012,3,11
2016,NUTS,2016,NO03,2,1
2016,NUTS,2016,NO032,3,1
2016,NUTS,2016,NO04,2,1
2016,NUTS,2016,NO043,3,1
2016,NUTS,2016,NO05,2,9
2016,NUTS,2016,NO051,3,9
2016,NUTS,2016,NO06,2,7
2016,NUTS,2016,NO060,3,7
2016,NUTS,2016,PL,0,44
2016,NUTS,2016,PL2,1,11
2016,NUTS,2016,PL21,2,10
2016,NUTS,2016,PL213,3,10
2016,NUTS,2016,PL22,2,1
2016,NUTS,2016,PL22A,3,1
2016,NUTS,2016,PL4,1,8
2016,NUTS,2016,PL41,2,7
2016,NUTS,2016,PL415,3,7
2016,NUTS,2016,PL42,2,1
2016,NUTS,2016,PL424,3,1
2016,NUTS,2016,PL5,1,8
2016,NUTS,2016,PL51,2,8
2016,NUTS,2016,PL514,3,8
2016,NUTS,2016,PL7,1,3
2016,NUTS,2016,PL71,2,3
2016,NUTS,2016,PL711,3,3
2016,NUTS,2016,PL8,1,1
2016,NUTS,2016,PL84,2,1
2016,NUTS,2016,PL842,3,1
2016,NUTS,2016,PL9,1,13
2016,NUTS,2016,PL91,2,13
2016,NUTS,2016,PL911,3,13
2016,NUTS,2016,PT,0,23
2016,NUTS,2016,PT1,1,23
2016,NUTS,2016,PT11,2,6
2016,NUTS,2016,PT119,3,1
2016,NUTS,2016,PT11A,3,5
2016,NUTS,2016,PT16,2,5
2016,NUTS,2016,PT16D,3,2
2016,NUTS,2016,PT16E,3,3
2016,NUTS,2016,PT17,2,12
2016,NUTS,2016,PT170,3,12
2016,NUTS,2016,RO,0,3
2016,NUTS,2016,RO2,1,1
2016,NUTS,2016,RO21,2,1
2016,NUTS,2016,RO213,3,1
2016,NUTS,2016,RO3,1,2
2016,NUTS,2016,RO32,2,2
2016,NUTS,2016,RO321,3,2
2016,NUTS,2016,SE,0,142
2016,NUTS,2016,SE1,1,116
2016,NUTS,2016,SE11,2,74
2016,NUTS,2016,SE110,3,74
2016,NUTS,2016,SE12,2,42
2016,NUTS,2016,SE121,3,38
2016,NUTS,2016,SE123,3,4
2016,NUTS,2016,SE2,1,21
2016,NUTS,2016,SE21,2,1
2016,NUTS,2016,SE213,3,1
2016,NUTS,2016,SE22,2,6
2016,NUTS,2016,SE224,3,6
2016,NUTS,2016,SE23,2,14
2016,NUTS,2016,SE232,3,14
2016,NUTS,2016,SE3,1,5
2016,NUTS,2016,SE33,2,5
2016,NUTS,2016,SE331,3,5
2016,NUTS,2016,SI,0,4
2016,NUTS,2016,SI0,1,4
2016,NUTS,2016,SI03,2,1
2016,NUTS,2016,SI032,3,1
2016,NUTS,2016,SI04,2,3
2016,NUTS,2016,SI041,3,3
2016,NUTS,2016,SK,0,2
2016,NUTS,2016,SK0,1,2
2016,NUTS,2016,SK01,2,1
2016,NUTS,2016,SK010,3,1
2016,NUTS,2016,SK02,2,1
2016,NUTS,2016,SK023,3,1
2016,NUTS,2016,TR,0,12
2016,NUTS,2016,TR3,1,1
2016,NUTS,2016,TR31,2,1
2016,NUTS,2016,TR310,3,1
2016,NUTS,2016,TR5,1,6
2016,NUTS,2016,TR51,2,5
2016,NUTS,2016,TR510,3,5
2016,NUTS,2016,TR52,2,1
2016,NUTS,2016,TR521,3,1
2016,NUTS,2016,TR6,1,1
2016,NUTS,2016,TR61,2,1
2016,NUTS,2016,TR611,3,1
2016,NUTS,2016,TR9,1,1
2016,NUTS,2016,TR90,2,1
2016,NUTS,2016,TR902,3,1
2016,NUTS,2016,TRC,1,3
2016,NUTS,2016,TRC1,2,3
2016,NUTS,2016,TRC12,3,3
2016,NUTS,2016,UK,0,1272
2016,NUTS,2016,UKC,1,9
2016,NUTS,2016,UKC1,2,5
2016,NUTS,2016,UKC14,3,5
2016,NUTS,2016,UKC2,2,4
2016,NUTS,2016,UKC22,3,4
2016,NUTS,2016,UKD,1,48
2016,NUTS,2016,UKD3,2,24
2016,NUTS,2016,UKD33,3,24
2016,NUTS,2016,UKD4,2,8
2016,NUTS,2016,UKD44,3,8
2016,NUTS,2016,UKD7,2,16
2016,NUTS,2016,UKD72,3,16
2016,NUTS,2016,UKE,1,50
2016,NUTS,2016,UKE1,2,2
2016,NUTS,2016,UKE11,3,2
2016,NUTS,2016,UKE2,2,12
2016,NUTS,2016,UKE21,3,12
2016,NUTS,2016,UKE3,2,23
2016,NUTS,2016,UKE32,3,23
2016,NUTS,2016,UKE4,2,13
2016,NUTS,2016,UKE42,3,11
2016,NUTS,2016,UKE44,3,2
2016,NUTS,2016,UKF,1,36
2016,NUTS,2016,UKF1,2,22
2016,NUTS,2016,UKF14,3,21
2016,NUTS,2016,UKF16,3,1
2016,NUTS,2016,UKF2,2,13
2016,NUTS,2016,UKF21,3,11
2016,NUTS,2016,UKF22,3,2
2016,NUTS,2016,UKF3,2,1
2016,NUTS,2016,UKF30,3,1
2016,NUTS,2016,UKG,1,53
2016,NUTS,2016,UKG1,2,29
2016,NUTS,2016,UKG13,3,29
2016,NUTS,2016,UKG3,2,24
2016,NUTS,2016,UKG31,3,24
2016,NUTS,2016,UKH,1,358
2016,NUTS,2016,UKH1,2,343
2016,NUTS,2016,UKH12,3,305
2016,NUTS,2016,UKH14,3,1
2016,NUTS,2016,UKH17,3,37
2016,NUTS,2016,UKH2,2,13
2016,NUTS,2016,UKH21,3,2
2016,NUTS,2016,UKH23,3,10
2016,NUTS,2016,UKH25,3,1
