region_id,region_level,region_type,region_year_spec,sdg_03_project_count,year
BE23,2,NUTS,2016,36,2019
BE24,2,NUTS,2016,61,2019
BE25,2,NUTS,2016,0,2019
BE31,2,NUTS,2016,9,2019
BE32,2,NUTS,2016,2,2019
BE33,2,NUTS,2016,5,2019
BE34,2,NUTS,2016,0,2019
BE35,2,NUTS,2016,1,2019
BG32,2,NUTS,2016,0,2019
BG33,2,NUTS,2016,0,2019
BG34,2,NUTS,2016,0,2019
BG41,2,NUTS,2016,0,2019
BG42,2,NUTS,2016,0,2019
CH01,2,NUTS,2016,0,2019
CY00,2,NUTS,2016,1,2019
CZ01,2,NUTS,2016,15,2019
CZ02,2,NUTS,2016,0,2019
CZ03,2,NUTS,2016,0,2019
CZ04,2,NUTS,2016,0,2019
CZ05,2,NUTS,2016,0,2019
CZ06,2,NUTS,2016,9,2019
CZ07,2,NUTS,2016,2,2019
CZ08,2,NUTS,2016,1,2019
DE11,2,NUTS,2016,5,2019
DE12,2,NUTS,2016,51,2019
DE13,2,NUTS,2016,11,2019
DE14,2,NUTS,2016,15,2019
DE21,2,NUTS,2016,49,2019
DE22,2,NUTS,2016,1,2019
DE23,2,NUTS,2016,3,2019
DE24,2,NUTS,2016,2,2019
DE25,2,NUTS,2016,12,2019
DE26,2,NUTS,2016,6,2019
DE27,2,NUTS,2016,0,2019
DE30,2,NUTS,2016,66,2019
DE40,2,NUTS,2016,4,2019
DE50,2,NUTS,2016,3,2019
DE60,2,NUTS,2016,17,2019
DE71,2,NUTS,2016,31,2019
DE72,2,NUTS,2016,5,2019
DE73,2,NUTS,2016,0,2019
DE80,2,NUTS,2016,2,2019
DE91,2,NUTS,2016,11,2019
DE92,2,NUTS,2016,15,2019
DE93,2,NUTS,2016,0,2019
DE94,2,NUTS,2016,1,2019
DEA1,2,NUTS,2016,13,2019
DEA2,2,NUTS,2016,59,2019
DEA3,2,NUTS,2016,1,2019
DEA4,2,NUTS,2016,2,2019
DEA5,2,NUTS,2016,7,2019
DEB1,2,NUTS,2016,0,2019
DEB2,2,NUTS,2016,0,2019
DEB3,2,NUTS,2016,14,2019
DEC0,2,NUTS,2016,7,2019
DED2,2,NUTS,2016,11,2019
DED4,2,NUTS,2016,1,2019
DED5,2,NUTS,2016,7,2019
DEE0,2,NUTS,2016,0,2019
DEF0,2,NUTS,2016,17,2019
DEG0,2,NUTS,2016,7,2019
DK01,2,NUTS,2016,78,2019
DK02,2,NUTS,2016,0,2019
DK03,2,NUTS,2016,10,2019
DK04,2,NUTS,2016,15,2019
DK05,2,NUTS,2016,3,2019
EE00,2,NUTS,2016,15,2019
ES11,2,NUTS,2016,3,2019
ES12,2,NUTS,2016,3,2019
ES13,2,NUTS,2016,1,2019
ES21,2,NUTS,2016,17,2019
ES22,2,NUTS,2016,0,2019
ES23,2,NUTS,2016,4,2019
ES24,2,NUTS,2016,3,2019
ES30,2,NUTS,2016,70,2019
ES41,2,NUTS,2016,3,2019
ES42,2,NUTS,2016,2,2019
ES43,2,NUTS,2016,0,2019
ES51,2,NUTS,2016,55,2019
ES52,2,NUTS,2016,17,2019
ES53,2,NUTS,2016,0,2019
ES61,2,NUTS,2016,15,2019
ES62,2,NUTS,2016,0,2019
ES70,2,NUTS,2016,0,2019
FI19,2,NUTS,2016,8,2019
FI1B,2,NUTS,2016,24,2019
FI1C,2,NUTS,2016,5,2019
FI1D,2,NUTS,2016,20,2019
FR10,2,NUTS,2016,229,2019
FRB0,2,NUTS,2016,2,2019
FRC1,2,NUTS,2016,1,2019
FRC2,2,NUTS,2016,3,2019
FRD1,2,NUTS,2016,0,2019
FRD2,2,NUTS,2016,0,2019
FRE1,2,NUTS,2016,3,2019
FRE2,2,NUTS,2016,0,2019
FRF1,2,NUTS,2016,7,2019
FRF2,2,NUTS,2016,0,2019
FRF3,2,NUTS,2016,2,2019
FRG0,2,NUTS,2016,2,2019
FRH0,2,NUTS,2016,11,2019
FRI1,2,NUTS,2016,5,2019
FRI2,2,NUTS,2016,1,2019
FRI3,2,NUTS,2016,0,2019
FRJ1,2,NUTS,2016,7,2019
FRJ2,2,NUTS,2016,1,2019
FRK1,2,NUTS,2016,4,2019
FRK2,2,NUTS,2016,25,2019
FRL0,2,NUTS,2016,8,2019
FRY1,2,NUTS,2016,0,2019
FRY3,2,NUTS,2016,0,2019
FRY5,2,NUTS,2016,0,2019
HR03,2,NUTS,2016,1,2019
HR04,2,NUTS,2016,7,2019
HU11,2,NUTS,2016,18,2019
HU12,2,NUTS,2016,2,2019
HU21,2,NUTS,2016,1,2019
HU22,2,NUTS,2016,2,2019
HU23,2,NUTS,2016,1,2019
HU31,2,NUTS,2016,0,2019
HU32,2,NUTS,2016,2,2019
HU33,2,NUTS,2016,2,2019
IE04,2,NUTS,2016,12,2019
IE05,2,NUTS,2016,9,2019
IE06,2,NUTS,2016,49,2019
ITC1,2,NUTS,2016,23,2019
ITC3,2,NUTS,2016,27,2019
ITC4,2,NUTS,2016,83,2019
ITF1,2,NUTS,2016,6,2019
ITF2,2,NUTS,2016,2,2019
ITF3,2,NUTS,2016,11,2019
ITF4,2,NUTS,2016,3,2019
ITF5,2,NUTS,2016,1,2019
ITF6,2,NUTS,2016,0,2019
ITG1,2,NUTS,2016,1,2019
ITG2,2,NUTS,2016,4,2019
ITH1,2,NUTS,2016,2,2019
ITH2,2,NUTS,2016,13,2019
ITH3,2,NUTS,2016,24,2019
ITH4,2,NUTS,2016,8,2019
ITH5,2,NUTS,2016,28,2019
ITI1,2,NUTS,2016,34,2019
ITI2,2,NUTS,2016,1,2019
ITI3,2,NUTS,2016,3,2019
ITI4,2,NUTS,2016,61,2019
LT01,2,NUTS,2016,7,2019
LT02,2,NUTS,2016,0,2019
LU00,2,NUTS,2016,24,2019
LV00,2,NUTS,2016,7,2019
MT00,2,NUTS,2016,0,2019
NL11,2,NUTS,2016,22,2019
NL12,2,NUTS,2016,1,2019
NL13,2,NUTS,2016,0,2019
NL21,2,NUTS,2016,11,2019
NL22,2,NUTS,2016,39,2019
NL23,2,NUTS,2016,1,2019
NL31,2,NUTS,2016,77,2019
NL32,2,NUTS,2016,86,2019
NL33,2,NUTS,2016,82,2019
NL41,2,NUTS,2016,26,2019
NL42,2,NUTS,2016,22,2019
PL21,2,NUTS,2016,1,2019
PL22,2,NUTS,2016,1,2019
PL41,2,NUTS,2016,1,2019
PL42,2,NUTS,2016,0,2019
PL51,2,NUTS,2016,2,2019
PL61,2,NUTS,2016,0,2019
PL62,2,NUTS,2016,0,2019
PL63,2,NUTS,2016,1,2019
PL71,2,NUTS,2016,1,2019
PL81,2,NUTS,2016,0,2019
PL82,2,NUTS,2016,0,2019
PL84,2,NUTS,2016,0,2019
PL91,2,NUTS,2016,5,2019
PT11,2,NUTS,2016,14,2019
PT15,2,NUTS,2016,0,2019
PT16,2,NUTS,2016,5,2019
PT17,2,NUTS,2016,26,2019
PT18,2,NUTS,2016,1,2019
PT30,2,NUTS,2016,1,2019
RO11,2,NUTS,2016,0,2019
RO12,2,NUTS,2016,1,2019
RO21,2,NUTS,2016,1,2019
RO22,2,NUTS,2016,0,2019
RO31,2,NUTS,2016,0,2019
RO32,2,NUTS,2016,1,2019
RO41,2,NUTS,2016,0,2019
RO42,2,NUTS,2016,1,2019
SE11,2,NUTS,2016,72,2019
SE12,2,NUTS,2016,30,2019
SE21,2,NUTS,2016,0,2019
SE22,2,NUTS,2016,18,2019
SE23,2,NUTS,2016,12,2019
SE31,2,NUTS,2016,2,2019
SE32,2,NUTS,2016,1,2019
SE33,2,NUTS,2016,1,2019
SI03,2,NUTS,2016,1,2019
SI04,2,NUTS,2016,9,2019
SK01,2,NUTS,2016,3,2019
SK02,2,NUTS,2016,1,2019
SK03,2,NUTS,2016,0,2019
SK04,2,NUTS,2016,0,2019
UKC1,2,NUTS,2016,2,2019
UKD1,2,NUTS,2016,0,2019
UKD3,2,NUTS,2016,15,2019
UKD4,2,NUTS,2016,4,2019
UKD6,2,NUTS,2016,2,2019
UKD7,2,NUTS,2016,1,2019
UKE1,2,NUTS,2016,0,2019
UKE2,2,NUTS,2016,2,2019
UKE3,2,NUTS,2016,4,2019
UKE4,2,NUTS,2016,11,2019
UKF1,2,NUTS,2016,6,2019
UKF2,2,NUTS,2016,2,2019
UKG1,2,NUTS,2016,0,2019
UKG2,2,NUTS,2016,0,2019
UKG3,2,NUTS,2016,14,2019
UKH1,2,NUTS,2016,5,2019
UKH2,2,NUTS,2016,1,2019
UKH3,2,NUTS,2016,1,2019
UKI3,2,NUTS,2016,99,2019
UKI4,2,NUTS,2016,18,2019
UKI5,2,NUTS,2016,0,2019
UKI6,2,NUTS,2016,0,2019
UKI7,2,NUTS,2016,14,2019
UKJ1,2,NUTS,2016,2,2019
UKJ2,2,NUTS,2016,4,2019
UKJ3,2,NUTS,2016,8,2019
UKJ4,2,NUTS,2016,13,2019
UKK1,2,NUTS,2016,0,2019
UKK4,2,NUTS,2016,0,2019
UKL1,2,NUTS,2016,2,2019
UKL2,2,NUTS,2016,6,2019
UKM5,2,NUTS,2016,0,2019
UKM6,2,NUTS,2016,0,2019
UKM7,2,NUTS,2016,3,2019
UKM8,2,NUTS,2016,11,2019
UKN0,2,NUTS,2016,5,2019
AT11,2,NUTS,2016,1,2020
AT12,2,NUTS,2016,4,2020
AT13,2,NUTS,2016,48,2020
AT21,2,NUTS,2016,1,2020
AT22,2,NUTS,2016,14,2020
AT31,2,NUTS,2016,2,2020
AT32,2,NUTS,2016,2,2020
AT33,2,NUTS,2016,5,2020
AT34,2,NUTS,2016,0,2020
BE10,2,NUTS,2016,68,2020
BE21,2,NUTS,2016,26,2020
BE22,2,NUTS,2016,7,2020
BE23,2,NUTS,2016,37,2020
BE24,2,NUTS,2016,59,2020
BE25,2,NUTS,2016,1,2020
BE31,2,NUTS,2016,6,2020
BE32,2,NUTS,2016,2,2020
BE33,2,NUTS,2016,12,2020
BE34,2,NUTS,2016,0,2020
BE35,2,NUTS,2016,0,2020
BG34,2,NUTS,2016,0,2020
BG41,2,NUTS,2016,0,2020
CH01,2,NUTS,2016,0,2020
CH05,2,NUTS,2016,0,2020
CY00,2,NUTS,2016,2,2020
CZ01,2,NUTS,2016,9,2020
CZ02,2,NUTS,2016,1,2020
CZ03,2,NUTS,2016,0,2020
CZ04,2,NUTS,2016,0,2020
CZ05,2,NUTS,2016,2,2020
CZ06,2,NUTS,2016,0,2020
CZ07,2,NUTS,2016,1,2020
CZ08,2,NUTS,2016,0,2020
DE11,2,NUTS,2016,7,2020
DE12,2,NUTS,2016,42,2020
DE13,2,NUTS,2016,26,2020
DE14,2,NUTS,2016,14,2020
DE21,2,NUTS,2016,57,2020
DE22,2,NUTS,2016,5,2020
DE23,2,NUTS,2016,2,2020
DE24,2,NUTS,2016,3,2020
DE25,2,NUTS,2016,14,2020
DE26,2,NUTS,2016,4,2020
DE27,2,NUTS,2016,0,2020
DE30,2,NUTS,2016,46,2020
DE40,2,NUTS,2016,1,2020
DE50,2,NUTS,2016,1,2020
DE60,2,NUTS,2016,12,2020
DE71,2,NUTS,2016,24,2020
DE72,2,NUTS,2016,4,2020
DE73,2,NUTS,2016,0,2020
DE80,2,NUTS,2016,0,2020
DE91,2,NUTS,2016,13,2020
DE92,2,NUTS,2016,20,2020
DE93,2,NUTS,2016,0,2020
DE94,2,NUTS,2016,0,2020
DEA1,2,NUTS,2016,9,2020
DEA2,2,NUTS,2016,46,2020
DEA3,2,NUTS,2016,1,2020
DEA4,2,NUTS,2016,0,2020
DEA5,2,NUTS,2016,6,2020
DEB1,2,NUTS,2016,0,2020
DEB2,2,NUTS,2016,0,2020
DEB3,2,NUTS,2016,16,2020
DEC0,2,NUTS,2016,8,2020
DED2,2,NUTS,2016,10,2020
DED4,2,NUTS,2016,2,2020
DED5,2,NUTS,2016,6,2020
DEE0,2,NUTS,2016,1,2020
DEF0,2,NUTS,2016,13,2020
DEG0,2,NUTS,2016,18,2020
DK01,2,NUTS,2016,73,2020
DK02,2,NUTS,2016,0,2020
DK03,2,NUTS,2016,5,2020
DK04,2,NUTS,2016,26,2020
DK05,2,NUTS,2016,6,2020
EE00,2,NUTS,2016,10,2020
ES11,2,NUTS,2016,3,2020
ES12,2,NUTS,2016,2,2020
ES13,2,NUTS,2016,0,2020
ES21,2,NUTS,2016,11,2020
ES22,2,NUTS,2016,1,2020
ES23,2,NUTS,2016,4,2020
ES24,2,NUTS,2016,7,2020
ES30,2,NUTS,2016,73,2020
ES41,2,NUTS,2016,3,2020
ES42,2,NUTS,2016,1,2020
ES43,2,NUTS,2016,1,2020
ES51,2,NUTS,2016,79,2020
ES52,2,NUTS,2016,13,2020
ES53,2,NUTS,2016,1,2020
ES61,2,NUTS,2016,6,2020
ES62,2,NUTS,2016,1,2020
ES70,2,NUTS,2016,0,2020
FI19,2,NUTS,2016,14,2020
FI1B,2,NUTS,2016,24,2020
FI1C,2,NUTS,2016,5,2020
FI1D,2,NUTS,2016,12,2020
FR10,2,NUTS,2016,220,2020
FRB0,2,NUTS,2016,1,2020
FRC1,2,NUTS,2016,1,2020
FRC2,2,NUTS,2016,3,2020
FRD1,2,NUTS,2016,0,2020
FRD2,2,NUTS,2016,1,2020
FRE1,2,NUTS,2016,9,2020
FRE2,2,NUTS,2016,0,2020
FRF1,2,NUTS,2016,8,2020
FRF3,2,NUTS,2016,0,2020
FRG0,2,NUTS,2016,4,2020
FRH0,2,NUTS,2016,4,2020
FRI1,2,NUTS,2016,12,2020
FRI2,2,NUTS,2016,0,2020
FRI3,2,NUTS,2016,0,2020
FRJ1,2,NUTS,2016,5,2020
FRJ2,2,NUTS,2016,4,2020
FRK1,2,NUTS,2016,0,2020
FRK2,2,NUTS,2016,24,2020
FRL0,2,NUTS,2016,18,2020
FRM0,2,NUTS,2016,2,2020
HR03,2,NUTS,2016,1,2020
HR04,2,NUTS,2016,7,2020
HU11,2,NUTS,2016,11,2020
HU12,2,NUTS,2016,1,2020
HU21,2,NUTS,2016,0,2020
HU22,2,NUTS,2016,0,2020
HU23,2,NUTS,2016,0,2020
HU31,2,NUTS,2016,0,2020
HU32,2,NUTS,2016,1,2020
HU33,2,NUTS,2016,6,2020
IE04,2,NUTS,2016,13,2020
IE05,2,NUTS,2016,17,2020
IE06,2,NUTS,2016,26,2020
ITC1,2,NUTS,2016,20,2020
ITC3,2,NUTS,2016,17,2020
ITC4,2,NUTS,2016,98,2020
ITF1,2,NUTS,2016,2,2020
ITF2,2,NUTS,2016,1,2020
ITF3,2,NUTS,2016,11,2020
ITF4,2,NUTS,2016,4,2020
ITF5,2,NUTS,2016,0,2020
ITF6,2,NUTS,2016,0,2020
ITG1,2,NUTS,2016,3,2020
ITG2,2,NUTS,2016,1,2020
ITH1,2,NUTS,2016,1,2020
ITH2,2,NUTS,2016,11,2020
ITH3,2,NUTS,2016,26,2020
ITH4,2,NUTS,2016,9,2020
ITH5,2,NUTS,2016,44,2020
ITI1,2,NUTS,2016,39,2020
ITI2,2,NUTS,2016,3,2020
ITI3,2,NUTS,2016,4,2020
ITI4,2,NUTS,2016,68,2020
LT01,2,NUTS,2016,6,2020
LT02,2,NUTS,2016,4,2020
LU00,2,NUTS,2016,17,2020
LV00,2,NUTS,2016,7,2020
MT00,2,NUTS,2016,0,2020
NL11,2,NUTS,2016,20,2020
NL12,2,NUTS,2016,0,2020
NL13,2,NUTS,2016,0,2020
NL21,2,NUTS,2016,8,2020
NL22,2,NUTS,2016,49,2020
NL23,2,NUTS,2016,2,2020
NL31,2,NUTS,2016,60,2020
NL32,2,NUTS,2016,87,2020
NL33,2,NUTS,2016,92,2020
NL34,2,NUTS,2016,0,2020
NL41,2,NUTS,2016,31,2020
NL42,2,NUTS,2016,32,2020
PL21,2,NUTS,2016,0,2020
PL22,2,NUTS,2016,0,2020
PL41,2,NUTS,2016,1,2020
PL42,2,NUTS,2016,0,2020
PL51,2,NUTS,2016,0,2020
PL52,2,NUTS,2016,0,2020
PL61,2,NUTS,2016,0,2020
PL62,2,NUTS,2016,0,2020
PL63,2,NUTS,2016,0,2020
PL71,2,NUTS,2016,1,2020
PL81,2,NUTS,2016,0,2020
PL82,2,NUTS,2016,0,2020
PL84,2,NUTS,2016,0,2020
PL91,2,NUTS,2016,7,2020
PT11,2,NUTS,2016,12,2020
PT15,2,NUTS,2016,0,2020
PT16,2,NUTS,2016,2,2020
PT17,2,NUTS,2016,23,2020
PT18,2,NUTS,2016,1,2020
PT20,2,NUTS,2016,0,2020
PT30,2,NUTS,2016,0,2020
RO11,2,NUTS,2016,2,2020
RO12,2,NUTS,2016,0,2020
RO21,2,NUTS,2016,3,2020
RO22,2,NUTS,2016,0,2020
RO31,2,NUTS,2016,0,2020
RO32,2,NUTS,2016,6,2020
RO41,2,NUTS,2016,1,2020
RO42,2,NUTS,2016,1,2020
SE11,2,NUTS,2016,73,2020
SE12,2,NUTS,2016,19,2020
SE21,2,NUTS,2016,0,2020
SE22,2,NUTS,2016,19,2020
SE23,2,NUTS,2016,3,2020
SE31,2,NUTS,2016,0,2020
SE32,2,NUTS,2016,1,2020
SE33,2,NUTS,2016,0,2020
SI03,2,NUTS,2016,6,2020
SI04,2,NUTS,2016,16,2020
SK01,2,NUTS,2016,2,2020
SK02,2,NUTS,2016,1,2020
SK03,2,NUTS,2016,1,2020
SK04,2,NUTS,2016,0,2020
UKC1,2,NUTS,2016,0,2020
UKD1,2,NUTS,2016,0,2020
UKD3,2,NUTS,2016,6,2020
UKD4,2,NUTS,2016,0,2020
UKD6,2,NUTS,2016,0,2020
UKD7,2,NUTS,2016,1,2020
UKE1,2,NUTS,2016,0,2020
UKE2,2,NUTS,2016,0,2020
UKE3,2,NUTS,2016,3,2020
UKE4,2,NUTS,2016,11,2020
UKF1,2,NUTS,2016,9,2020
UKF2,2,NUTS,2016,1,2020
UKF3,2,NUTS,2016,1,2020
UKG1,2,NUTS,2016,1,2020
UKG3,2,NUTS,2016,14,2020
UKH1,2,NUTS,2016,3,2020
UKH2,2,NUTS,2016,1,2020
UKH3,2,NUTS,2016,2,2020
UKI3,2,NUTS,2016,80,2020
UKI4,2,NUTS,2016,11,2020
UKI5,2,NUTS,2016,2,2020
UKI7,2,NUTS,2016,6,2020
UKJ1,2,NUTS,2016,1,2020
UKJ2,2,NUTS,2016,4,2020
UKJ3,2,NUTS,2016,5,2020
UKJ4,2,NUTS,2016,9,2020
UKK1,2,NUTS,2016,3,2020
UKK4,2,NUTS,2016,0,2020
UKL1,2,NUTS,2016,1,2020
UKL2,2,NUTS,2016,3,2020
UKM6,2,NUTS,2016,0,2020
UKM7,2,NUTS,2016,8,2020
UKM8,2,NUTS,2016,12,2020
UKN0,2,NUTS,2016,0,2020
AT11,2,NUTS,2021,0,2021
AT12,2,NUTS,2021,4,2021
AT13,2,NUTS,2021,53,2021
AT21,2,NUTS,2021,0,2021
AT22,2,NUTS,2021,13,2021
AT31,2,NUTS,2021,9,2021
AT32,2,NUTS,2021,1,2021
AT33,2,NUTS,2021,6,2021
AT34,2,NUTS,2021,0,2021
BE10,2,NUTS,2021,56,2021
BE21,2,NUTS,2021,23,2021
BE22,2,NUTS,2021,4,2021
BE23,2,NUTS,2021,33,2021
BE24,2,NUTS,2021,41,2021
BE25,2,NUTS,2021,3,2021
BE31,2,NUTS,2021,9,2021
BE32,2,NUTS,2021,0,2021
BE33,2,NUTS,2021,8,2021
BE35,2,NUTS,2021,0,2021
BG34,2,NUTS,2021,0,2021
BG41,2,NUTS,2021,1,2021
BG42,2,NUTS,2021,0,2021
CY00,2,NUTS,2021,3,2021
CZ01,2,NUTS,2021,6,2021
CZ02,2,NUTS,2021,1,2021
CZ03,2,NUTS,2021,1,2021
CZ04,2,NUTS,2021,0,2021
CZ05,2,NUTS,2021,0,2021
CZ06,2,NUTS,2021,2,2021
CZ07,2,NUTS,2021,1,2021
CZ08,2,NUTS,2021,2,2021
DE11,2,NUTS,2021,6,2021
DE12,2,NUTS,2021,53,2021
DE13,2,NUTS,2021,12,2021
DE14,2,NUTS,2021,3,2021
DE21,2,NUTS,2021,41,2021
DE22,2,NUTS,2021,0,2021
DE23,2,NUTS,2021,3,2021
DE24,2,NUTS,2021,2,2021
DE25,2,NUTS,2021,10,2021
DE26,2,NUTS,2021,7,2021
DE27,2,NUTS,2021,0,2021
DE30,2,NUTS,2021,51,2021
DE40,2,NUTS,2021,3,2021
DE50,2,NUTS,2021,2,2021
DE60,2,NUTS,2021,16,2021
DE71,2,NUTS,2021,18,2021
DE72,2,NUTS,2021,5,2021
DE73,2,NUTS,2021,0,2021
DE80,2,NUTS,2021,5,2021
DE91,2,NUTS,2021,11,2021
DE92,2,NUTS,2021,2,2021
DE93,2,NUTS,2021,0,2021
DE94,2,NUTS,2021,2,2021
DEA1,2,NUTS,2021,11,2021
DEA2,2,NUTS,2021,48,2021
DEA3,2,NUTS,2021,2,2021
DEA4,2,NUTS,2021,2,2021
DEA5,2,NUTS,2021,3,2021
DEB1,2,NUTS,2021,0,2021
DEB2,2,NUTS,2021,0,2021
DEB3,2,NUTS,2021,10,2021
DEC0,2,NUTS,2021,7,2021
DED2,2,NUTS,2021,9,2021
DED4,2,NUTS,2021,1,2021
DED5,2,NUTS,2021,12,2021
DEE0,2,NUTS,2021,0,2021
DEF0,2,NUTS,2021,9,2021
DEG0,2,NUTS,2021,7,2021
DK01,2,NUTS,2021,42,2021
DK02,2,NUTS,2021,1,2021
DK03,2,NUTS,2021,11,2021
DK04,2,NUTS,2021,28,2021
DK05,2,NUTS,2021,1,2021
EE00,2,NUTS,2021,18,2021
ES11,2,NUTS,2021,0,2021
ES12,2,NUTS,2021,1,2021
ES13,2,NUTS,2021,1,2021
ES21,2,NUTS,2021,10,2021
ES22,2,NUTS,2021,1,2021
ES23,2,NUTS,2021,0,2021
ES24,2,NUTS,2021,5,2021
ES30,2,NUTS,2021,89,2021
ES41,2,NUTS,2021,1,2021
ES42,2,NUTS,2021,3,2021
ES43,2,NUTS,2021,2,2021
ES51,2,NUTS,2021,55,2021
ES52,2,NUTS,2021,18,2021
ES53,2,NUTS,2021,1,2021
ES61,2,NUTS,2021,7,2021
ES62,2,NUTS,2021,0,2021
ES70,2,NUTS,2021,4,2021
FI19,2,NUTS,2021,9,2021
FI1B,2,NUTS,2021,21,2021
FI1C,2,NUTS,2021,6,2021
FI1D,2,NUTS,2021,10,2021
FI20,2,NUTS,2021,0,2021
FR10,2,NUTS,2021,163,2021
FRB0,2,NUTS,2021,0,2021
FRC1,2,NUTS,2021,1,2021
FRC2,2,NUTS,2021,1,2021
FRD1,2,NUTS,2021,0,2021
FRD2,2,NUTS,2021,0,2021
FRE1,2,NUTS,2021,2,2021
FRE2,2,NUTS,2021,2,2021
FRF1,2,NUTS,2021,4,2021
FRF2,2,NUTS,2021,0,2021
FRF3,2,NUTS,2021,0,2021
FRG0,2,NUTS,2021,0,2021
FRH0,2,NUTS,2021,3,2021
FRI1,2,NUTS,2021,7,2021
FRI2,2,NUTS,2021,1,2021
FRI3,2,NUTS,2021,0,2021
FRJ1,2,NUTS,2021,6,2021
FRJ2,2,NUTS,2021,1,2021
FRK1,2,NUTS,2021,2,2021
FRK2,2,NUTS,2021,21,2021
FRL0,2,NUTS,2021,12,2021
FRM0,2,NUTS,2021,0,2021
HR02,2,NUTS,2021,0,2021
HR03,2,NUTS,2021,1,2021
HR05,2,NUTS,2021,6,2021
HR06,2,NUTS,2021,0,2021
HU11,2,NUTS,2021,15,2021
HU12,2,NUTS,2021,2,2021
HU21,2,NUTS,2021,0,2021
HU22,2,NUTS,2021,0,2021
HU23,2,NUTS,2021,0,2021
HU32,2,NUTS,2021,0,2021
HU33,2,NUTS,2021,1,2021
IE04,2,NUTS,2021,10,2021
IE05,2,NUTS,2021,12,2021
IE06,2,NUTS,2021,37,2021
ITC1,2,NUTS,2021,24,2021
ITC3,2,NUTS,2021,23,2021
ITC4,2,NUTS,2021,79,2021
ITF1,2,NUTS,2021,2,2021
ITF2,2,NUTS,2021,0,2021
ITF3,2,NUTS,2021,15,2021
ITF4,2,NUTS,2021,2,2021
ITF5,2,NUTS,2021,0,2021
ITF6,2,NUTS,2021,0,2021
ITG1,2,NUTS,2021,5,2021
ITG2,2,NUTS,2021,2,2021
ITH1,2,NUTS,2021,0,2021
ITH2,2,NUTS,2021,9,2021
ITH3,2,NUTS,2021,30,2021
ITH4,2,NUTS,2021,7,2021
ITH5,2,NUTS,2021,29,2021
ITI1,2,NUTS,2021,28,2021
ITI2,2,NUTS,2021,1,2021
ITI3,2,NUTS,2021,1,2021
ITI4,2,NUTS,2021,60,2021
LT01,2,NUTS,2021,6,2021
LT02,2,NUTS,2021,3,2021
LU00,2,NUTS,2021,18,2021
LV00,2,NUTS,2021,12,2021
MT00,2,NUTS,2021,0,2021
NL11,2,NUTS,2021,21,2021
NL12,2,NUTS,2021,0,2021
NL13,2,NUTS,2021,0,2021
NL21,2,NUTS,2021,14,2021
NL22,2,NUTS,2021,25,2021
NL23,2,NUTS,2021,0,2021
NL31,2,NUTS,2021,57,2021
NL32,2,NUTS,2021,61,2021
NL33,2,NUTS,2021,71,2021
NL41,2,NUTS,2021,29,2021
NL42,2,NUTS,2021,27,2021
PL21,2,NUTS,2021,0,2021
PL22,2,NUTS,2021,1,2021
PL41,2,NUTS,2021,0,2021
PL42,2,NUTS,2021,0,2021
PL51,2,NUTS,2021,2,2021
PL52,2,NUTS,2021,0,2021
PL61,2,NUTS,2021,0,2021
PL62,2,NUTS,2021,0,2021
PL63,2,NUTS,2021,1,2021
PL71,2,NUTS,2021,1,2021
PL81,2,NUTS,2021,0,2021
PL84,2,NUTS,2021,1,2021
PL91,2,NUTS,2021,4,2021
PL92,2,NUTS,2021,0,2021
PT11,2,NUTS,2021,14,2021
PT15,2,NUTS,2021,1,2021
PT16,2,NUTS,2021,4,2021
PT17,2,NUTS,2021,23,2021
PT18,2,NUTS,2021,0,2021
PT30,2,NUTS,2021,0,2021
RO11,2,NUTS,2021,5,2021
RO12,2,NUTS,2021,1,2021
RO21,2,NUTS,2021,0,2021
RO22,2,NUTS,2021,0,2021
RO32,2,NUTS,2021,5,2021
RO42,2,NUTS,2021,1,2021
SE11,2,NUTS,2021,55,2021
SE12,2,NUTS,2021,25,2021
SE21,2,NUTS,2021,0,2021
SE22,2,NUTS,2021,16,2021
SE23,2,NUTS,2021,6,2021
SE31,2,NUTS,2021,0,2021
SE32,2,NUTS,2021,2,2021
SE33,2,NUTS,2021,4,2021
SI03,2,NUTS,2021,2,2021
SI04,2,NUTS,2021,15,2021
SK01,2,NUTS,2021,10,2021
SK02,2,NUTS,2021,2,2021
SK03,2,NUTS,2021,0,2021
SK04,2,NUTS,2021,2,2021
UKC1,2,NUTS,2021,0,2021
UKC2,2,NUTS,2021,0,2021
UKD1,2,NUTS,2021,0,2021
UKD3,2,NUTS,2021,9,2021
UKD4,2,NUTS,2021,2,2021
UKD6,2,NUTS,2021,1,2021
UKE1,2,NUTS,2021,0,2021
UKE3,2,NUTS,2021,2,2021
UKE4,2,NUTS,2021,9,2021
UKF1,2,NUTS,2021,4,2021
UKF2,2,NUTS,2021,3,2021
UKF3,2,NUTS,2021,0,2021
UKG1,2,NUTS,2021,0,2021
UKG2,2,NUTS,2021,1,2021
UKG3,2,NUTS,2021,11,2021
UKH1,2,NUTS,2021,1,2021
UKH2,2,NUTS,2021,0,2021
UKH3,2,NUTS,2021,3,2021
UKI3,2,NUTS,2021,69,2021
UKI4,2,NUTS,2021,9,2021
UKI5,2,NUTS,2021,0,2021
UKI6,2,NUTS,2021,0,2021
UKI7,2,NUTS,2021,1,2021
UKJ1,2,NUTS,2021,0,2021
UKJ2,2,NUTS,2021,1,2021
UKJ3,2,NUTS,2021,2,2021
